"global_step","251221_A2C - train/final_recall","251221_A2C - train/final_recall__MIN","251221_A2C - train/final_recall__MAX","251221_A2C - _step","251221_A2C - _step__MIN","251221_A2C - _step__MAX"
"69000","0.21338962018489838","0.21338962018489838","0.21338962018489838","137","137","137"
"69500","0.5981084108352661","0.5981084108352661","0.5981084108352661","138","138","138"
"70000","0.38194897770881653","0.38194897770881653","0.38194897770881653","139","139","139"
"70500","0.2513228952884674","0.2513228952884674","0.2513228952884674","140","140","140"
"71000","0.29371708631515503","0.29371708631515503","0.29371708631515503","141","141","141"
"71500","0.1734197735786438","0.1734197735786438","0.1734197735786438","142","142","142"
"72000","0.2815925180912018","0.2815925180912018","0.2815925180912018","143","143","143"
"72500","0.11797378212213516","0.11797378212213516","0.11797378212213516","144","144","144"
"73000","0.5569643378257751","0.5569643378257751","0.5569643378257751","145","145","145"
"73500","0.3657313883304596","0.3657313883304596","0.3657313883304596","146","146","146"
"74000","0.4473293125629425","0.4473293125629425","0.4473293125629425","147","147","147"
"74500","0.30330801010131836","0.30330801010131836","0.30330801010131836","148","148","148"
"75000","0.11903610825538635","0.11903610825538635","0.11903610825538635","149","149","149"
"75500","0.2125229388475418","0.2125229388475418","0.2125229388475418","150","150","150"
"76000","0.27248990535736084","0.27248990535736084","0.27248990535736084","151","151","151"
"76500","0.5393043756484985","0.5393043756484985","0.5393043756484985","152","152","152"
"77000","0.3435148596763611","0.3435148596763611","0.3435148596763611","153","153","153"
"77500","0.26220059394836426","0.26220059394836426","0.26220059394836426","154","154","154"
"78000","0.29038241505622864","0.29038241505622864","0.29038241505622864","155","155","155"
"78500","0.4587440490722656","0.4587440490722656","0.4587440490722656","156","156","156"
"79000","0.5701907873153687","0.5701907873153687","0.5701907873153687","157","157","157"
"79500","0.1615222692489624","0.1615222692489624","0.1615222692489624","158","158","158"
"80000","0.1476602703332901","0.1476602703332901","0.1476602703332901","159","159","159"
"80500","0.07659102231264114","0.07659102231264114","0.07659102231264114","160","160","160"
"81000","0.1915094405412674","0.1915094405412674","0.1915094405412674","161","161","161"
"81500","0.5781753659248352","0.5781753659248352","0.5781753659248352","162","162","162"
"82000","0.4708245098590851","0.4708245098590851","0.4708245098590851","163","163","163"
"82500","0.5056313872337341","0.5056313872337341","0.5056313872337341","164","164","164"
"83000","0.15167482197284698","0.15167482197284698","0.15167482197284698","165","165","165"
"83500","0.3135438561439514","0.3135438561439514","0.3135438561439514","166","166","166"
"84000","0.5893396139144897","0.5893396139144897","0.5893396139144897","167","167","167"
"84500","0.273277223110199","0.273277223110199","0.273277223110199","168","168","168"
"85000","0.3075738549232483","0.3075738549232483","0.3075738549232483","169","169","169"
"85500","0.2273787558078766","0.2273787558078766","0.2273787558078766","170","170","170"
"86000","0.30949681997299194","0.30949681997299194","0.30949681997299194","171","171","171"
"86500","0.25874263048171997","0.25874263048171997","0.25874263048171997","172","172","172"
"87000","0.30030694603919983","0.30030694603919983","0.30030694603919983","173","173","173"
"87500","0.3034149706363678","0.3034149706363678","0.3034149706363678","174","174","174"
"88000","0.328066349029541","0.328066349029541","0.328066349029541","175","175","175"
"88500","0.4005592167377472","0.4005592167377472","0.4005592167377472","176","176","176"
"89000","0.21101610362529755","0.21101610362529755","0.21101610362529755","177","177","177"
"89500","0.14873750507831573","0.14873750507831573","0.14873750507831573","178","178","178"
"90000","0.5428432822227478","0.5428432822227478","0.5428432822227478","179","179","179"
"90500","0.13246776163578033","0.13246776163578033","0.13246776163578033","180","180","180"
"91000","0.6021377444267273","0.6021377444267273","0.6021377444267273","181","181","181"
"91500","0.44501572847366333","0.44501572847366333","0.44501572847366333","182","182","182"
"92000","0.15759830176830292","0.15759830176830292","0.15759830176830292","183","183","183"
"92500","0.2237498164176941","0.2237498164176941","0.2237498164176941","184","184","184"
"93000","0.18740107119083405","0.18740107119083405","0.18740107119083405","185","185","185"
"93500","0.34972280263900757","0.34972280263900757","0.34972280263900757","186","186","186"
"94000","0.6879716515541077","0.6879716515541077","0.6879716515541077","187","187","187"
"94500","0.2572455406188965","0.2572455406188965","0.2572455406188965","188","188","188"
"95000","0.10678104311227798","0.10678104311227798","0.10678104311227798","189","189","189"
"95500","0.28289613127708435","0.28289613127708435","0.28289613127708435","190","190","190"
"96000","0.20270435512065887","0.20270435512065887","0.20270435512065887","191","191","191"
"96500","0.2509687840938568","0.2509687840938568","0.2509687840938568","192","192","192"
"97000","0.13804997503757477","0.13804997503757477","0.13804997503757477","193","193","193"
"97500","0.19151300191879272","0.19151300191879272","0.19151300191879272","194","194","194"
"98000","0.17781488597393036","0.17781488597393036","0.17781488597393036","195","195","195"
"98500","0.30571502447128296","0.30571502447128296","0.30571502447128296","196","196","196"
"99000","0.6693288683891296","0.6693288683891296","0.6693288683891296","197","197","197"
"99500","0.39656320214271545","0.39656320214271545","0.39656320214271545","198","198","198"
"100000","0.2719213366508484","0.2719213366508484","0.2719213366508484","199","199","199"
"100500","0.5587248206138611","0.5587248206138611","0.5587248206138611","200","200","200"
"101000","0.16750502586364746","0.16750502586364746","0.16750502586364746","201","201","201"
"101500","0.3750189244747162","0.3750189244747162","0.3750189244747162","202","202","202"
"102000","0.15856409072875977","0.15856409072875977","0.15856409072875977","203","203","203"
"102500","0.1381770670413971","0.1381770670413971","0.1381770670413971","204","204","204"
"103000","0.2956030070781708","0.2956030070781708","0.2956030070781708","205","205","205"
"103500","0.2884507179260254","0.2884507179260254","0.2884507179260254","206","206","206"
"104000","0.17767034471035004","0.17767034471035004","0.17767034471035004","207","207","207"
"104500","0.5080736875534058","0.5080736875534058","0.5080736875534058","208","208","208"
"105000","0.11533184349536896","0.11533184349536896","0.11533184349536896","209","209","209"
"105500","0.22073055803775787","0.22073055803775787","0.22073055803775787","210","210","210"
"106000","0.5112349390983582","0.5112349390983582","0.5112349390983582","211","211","211"
"106500","0.3233082592487335","0.3233082592487335","0.3233082592487335","212","212","212"
"107000","0.2640930712223053","0.2640930712223053","0.2640930712223053","213","213","213"
"107500","0.6204313039779663","0.6204313039779663","0.6204313039779663","214","214","214"
"108000","0.14045239984989166","0.14045239984989166","0.14045239984989166","215","215","215"
"108500","0.25054314732551575","0.25054314732551575","0.25054314732551575","216","216","216"
"109000","0.34931057691574097","0.34931057691574097","0.34931057691574097","217","217","217"
"109500","0.15855473279953003","0.15855473279953003","0.15855473279953003","218","218","218"
"110000","0.3150022625923157","0.3150022625923157","0.3150022625923157","219","219","219"
"110500","0.23546041548252106","0.23546041548252106","0.23546041548252106","220","220","220"
"111000","0.2807387411594391","0.2807387411594391","0.2807387411594391","221","221","221"
"111500","0.41456353664398193","0.41456353664398193","0.41456353664398193","222","222","222"
"112000","0.38194897770881653","0.38194897770881653","0.38194897770881653","223","223","223"
"112500","0.5222623944282532","0.5222623944282532","0.5222623944282532","224","224","224"
"113000","0.275118350982666","0.275118350982666","0.275118350982666","225","225","225"
"113500","0.2816500663757324","0.2816500663757324","0.2816500663757324","226","226","226"
"114000","0.5039700865745544","0.5039700865745544","0.5039700865745544","227","227","227"
"114500","0.36516129970550537","0.36516129970550537","0.36516129970550537","228","228","228"
"115000","0.3162349462509155","0.3162349462509155","0.3162349462509155","229","229","229"
"115500","0.4329445958137512","0.4329445958137512","0.4329445958137512","230","230","230"
"116000","0.27410563826560974","0.27410563826560974","0.27410563826560974","231","231","231"
"116500","0.3579193949699402","0.3579193949699402","0.3579193949699402","232","232","232"
"117000","0.24960707128047943","0.24960707128047943","0.24960707128047943","233","233","233"
"117500","0.2292536497116089","0.2292536497116089","0.2292536497116089","234","234","234"
"118000","0.2401634007692337","0.2401634007692337","0.2401634007692337","235","235","235"
"118500","0.08901020884513855","0.08901020884513855","0.08901020884513855","236","236","236"
"119000","0.35112622380256653","0.35112622380256653","0.35112622380256653","237","237","237"
"119500","0.3116829991340637","0.3116829991340637","0.3116829991340637","238","238","238"
"120000","0.35907673835754395","0.35907673835754395","0.35907673835754395","239","239","239"
"120500","0.3036571443080902","0.3036571443080902","0.3036571443080902","240","240","240"
"121000","0.4050297737121582","0.4050297737121582","0.4050297737121582","241","241","241"
"121500","0.22328107059001923","0.22328107059001923","0.22328107059001923","242","242","242"
"122000","0.5124207139015198","0.5124207139015198","0.5124207139015198","243","243","243"
"122500","0.5974496603012085","0.5974496603012085","0.5974496603012085","244","244","244"
"123000","0.4438345432281494","0.4438345432281494","0.4438345432281494","245","245","245"
"123500","0.2829177975654602","0.2829177975654602","0.2829177975654602","246","246","246"
"124000","0.24560301005840302","0.24560301005840302","0.24560301005840302","247","247","247"
"124500","0.456115186214447","0.456115186214447","0.456115186214447","248","248","248"
"125000","0.2605799734592438","0.2605799734592438","0.2605799734592438","249","249","249"
"125500","0.1935611367225647","0.1935611367225647","0.1935611367225647","250","250","250"
"126000","0.1146164983510971","0.1146164983510971","0.1146164983510971","251","251","251"
"126500","0.37323254346847534","0.37323254346847534","0.37323254346847534","252","252","252"
"127000","0.4792189300060272","0.4792189300060272","0.4792189300060272","253","253","253"
"127500","0.18920661509037018","0.18920661509037018","0.18920661509037018","254","254","254"
"128000","0.33892127871513367","0.33892127871513367","0.33892127871513367","255","255","255"
"128500","0.24215015769004822","0.24215015769004822","0.24215015769004822","256","256","256"
"129000","0.19599910080432892","0.19599910080432892","0.19599910080432892","257","257","257"
"129500","0.043028391897678375","0.043028391897678375","0.043028391897678375","258","258","258"
"130000","0.38242843747138977","0.38242843747138977","0.38242843747138977","259","259","259"
"130500","0.34086939692497253","0.34086939692497253","0.34086939692497253","260","260","260"
"131000","0.18940235674381256","0.18940235674381256","0.18940235674381256","261","261","261"
"131500","0.4303561747074127","0.4303561747074127","0.4303561747074127","262","262","262"
"132000","0.4954412877559662","0.4954412877559662","0.4954412877559662","263","263","263"
"132500","0.3633914887905121","0.3633914887905121","0.3633914887905121","264","264","264"
"133000","0.42318421602249146","0.42318421602249146","0.42318421602249146","265","265","265"
"133500","0.2485651671886444","0.2485651671886444","0.2485651671886444","266","266","266"
"134000","0.29047077894210815","0.29047077894210815","0.29047077894210815","267","267","267"
"134500","0.36446133255958557","0.36446133255958557","0.36446133255958557","268","268","268"
"135000","0.30543214082717896","0.30543214082717896","0.30543214082717896","269","269","269"
"135500","0.5713689923286438","0.5713689923286438","0.5713689923286438","270","270","270"
"136000","0.5859560370445251","0.5859560370445251","0.5859560370445251","271","271","271"
"136500","0.1090589240193367","0.1090589240193367","0.1090589240193367","272","272","272"
"137000","0.11303795129060745","0.11303795129060745","0.11303795129060745","273","273","273"
"137500","0.35203951597213745","0.35203951597213745","0.35203951597213745","274","274","274"
"138000","0.1281569004058838","0.1281569004058838","0.1281569004058838","275","275","275"
"138500","0.17289654910564423","0.17289654910564423","0.17289654910564423","276","276","276"
"139000","0.31670036911964417","0.31670036911964417","0.31670036911964417","277","277","277"
"139500","0.20391371846199036","0.20391371846199036","0.20391371846199036","278","278","278"
"140000","0.36703619360923767","0.36703619360923767","0.36703619360923767","279","279","279"
"140500","0.33721494674682617","0.33721494674682617","0.33721494674682617","280","280","280"
"141000","0.30593341588974","0.30593341588974","0.30593341588974","281","281","281"
"141500","0.203470841050148","0.203470841050148","0.203470841050148","282","282","282"
"142000","0.19546560943126678","0.19546560943126678","0.19546560943126678","283","283","283"
"142500","0.10555845499038696","0.10555845499038696","0.10555845499038696","284","284","284"
"143000","0.09821976721286774","0.09821976721286774","0.09821976721286774","285","285","285"
"143500","0.30974695086479187","0.30974695086479187","0.30974695086479187","286","286","286"
"144000","0.00566540751606226","0.00566540751606226","0.00566540751606226","287","287","287"
"144500","0.29717540740966797","0.29717540740966797","0.29717540740966797","288","288","288"
"145000","0.12555500864982605","0.12555500864982605","0.12555500864982605","289","289","289"
"145500","0.368363618850708","0.368363618850708","0.368363618850708","290","290","290"
"146000","0.2167230248451233","0.2167230248451233","0.2167230248451233","291","291","291"
"146500","0.32180851697921753","0.32180851697921753","0.32180851697921753","292","292","292"
"147000","0.47268182039260864","0.47268182039260864","0.47268182039260864","293","293","293"
"147500","0.4611368477344513","0.4611368477344513","0.4611368477344513","294","294","294"
"148000","0.22456184029579163","0.22456184029579163","0.22456184029579163","295","295","295"
"148500","0.4989624619483948","0.4989624619483948","0.4989624619483948","296","296","296"
"149000","0.5902639627456665","0.5902639627456665","0.5902639627456665","297","297","297"
"149500","0.3462916612625122","0.3462916612625122","0.3462916612625122","298","298","298"
"150000","0.16393671929836273","0.16393671929836273","0.16393671929836273","299","299","299"
"150500","0.17334648966789246","0.17334648966789246","0.17334648966789246","300","300","300"
"151000","0.16233403980731964","0.16233403980731964","0.16233403980731964","301","301","301"
"151500","0.1976994127035141","0.1976994127035141","0.1976994127035141","302","302","302"
"152000","0.3088338375091553","0.3088338375091553","0.3088338375091553","303","303","303"
"152500","0.547416627407074","0.547416627407074","0.547416627407074","304","304","304"
"153000","0.3053189516067505","0.3053189516067505","0.3053189516067505","305","305","305"
"153500","0.3028487265110016","0.3028487265110016","0.3028487265110016","306","306","306"
"154000","0.500870943069458","0.500870943069458","0.500870943069458","307","307","307"
"154500","0.5315719246864319","0.5315719246864319","0.5315719246864319","308","308","308"
"155000","0.3330824375152588","0.3330824375152588","0.3330824375152588","309","309","309"
"155500","0.36218392848968506","0.36218392848968506","0.36218392848968506","310","310","310"
"156000","0.375868558883667","0.375868558883667","0.375868558883667","311","311","311"
"156500","0.3486078381538391","0.3486078381538391","0.3486078381538391","312","312","312"
"157000","0.45844024419784546","0.45844024419784546","0.45844024419784546","313","313","313"
"157500","0.4479117691516876","0.4479117691516876","0.4479117691516876","314","314","314"
"158000","0.3224509656429291","0.3224509656429291","0.3224509656429291","315","315","315"
"158500","0.44851404428482056","0.44851404428482056","0.44851404428482056","316","316","316"
"159000","0.18816447257995605","0.18816447257995605","0.18816447257995605","317","317","317"
"159500","0.15389952063560486","0.15389952063560486","0.15389952063560486","318","318","318"
"160000","0.3542940318584442","0.3542940318584442","0.3542940318584442","319","319","319"
"160500","0.3766002058982849","0.3766002058982849","0.3766002058982849","320","320","320"
"161000","0.3924182653427124","0.3924182653427124","0.3924182653427124","321","321","321"
"161500","0.2738170325756073","0.2738170325756073","0.2738170325756073","322","322","322"
"162000","0.2237803339958191","0.2237803339958191","0.2237803339958191","323","323","323"
"162500","0.4831858277320862","0.4831858277320862","0.4831858277320862","324","324","324"
"163000","0.12636961042881012","0.12636961042881012","0.12636961042881012","325","325","325"
"163500","0.28262197971343994","0.28262197971343994","0.28262197971343994","326","326","326"
"164000","0.21849218010902405","0.21849218010902405","0.21849218010902405","327","327","327"
"164500","0.2470460832118988","0.2470460832118988","0.2470460832118988","328","328","328"
"165000","0.4363209903240204","0.4363209903240204","0.4363209903240204","329","329","329"
"165500","0.10975363850593567","0.10975363850593567","0.10975363850593567","330","330","330"
"166000","0.12360573559999466","0.12360573559999466","0.12360573559999466","331","331","331"
"166500","0.3469220995903015","0.3469220995903015","0.3469220995903015","332","332","332"
"167000","0.5631247162818909","0.5631247162818909","0.5631247162818909","333","333","333"
"167500","0.14764899015426636","0.14764899015426636","0.14764899015426636","334","334","334"
"168000","0.2198491394519806","0.2198491394519806","0.2198491394519806","335","335","335"
"168500","0.35701578855514526","0.35701578855514526","0.35701578855514526","336","336","336"
"169000","0.18894918262958527","0.18894918262958527","0.18894918262958527","337","337","337"
"169500","0.4205732047557831","0.4205732047557831","0.4205732047557831","338","338","338"
"170000","0.469748854637146","0.469748854637146","0.469748854637146","339","339","339"
"170500","0.29962441325187683","0.29962441325187683","0.29962441325187683","340","340","340"
"171000","0.6053197383880615","0.6053197383880615","0.6053197383880615","341","341","341"
"171500","0.525183916091919","0.525183916091919","0.525183916091919","342","342","342"
"172000","0.20020867884159088","0.20020867884159088","0.20020867884159088","343","343","343"
"172500","0.4196632504463196","0.4196632504463196","0.4196632504463196","344","344","344"
"173000","0.5110939145088196","0.5110939145088196","0.5110939145088196","345","345","345"
"173500","0.4599328935146332","0.4599328935146332","0.4599328935146332","346","346","346"
"174000","0.47037413716316223","0.47037413716316223","0.47037413716316223","347","347","347"
"174500","0.3230816423892975","0.3230816423892975","0.3230816423892975","348","348","348"
"175000","0.34179627895355225","0.34179627895355225","0.34179627895355225","349","349","349"
"175500","0.27696672081947327","0.27696672081947327","0.27696672081947327","350","350","350"
"176000","0.4214150905609131","0.4214150905609131","0.4214150905609131","351","351","351"
"176500","0.2788269519805908","0.2788269519805908","0.2788269519805908","352","352","352"
"177000","0.29806452989578247","0.29806452989578247","0.29806452989578247","353","353","353"
"177500","0.3260912597179413","0.3260912597179413","0.3260912597179413","354","354","354"
"178000","0.2667454183101654","0.2667454183101654","0.2667454183101654","355","355","355"
"178500","0.309970498085022","0.309970498085022","0.309970498085022","356","356","356"
"179000","0.3212141990661621","0.3212141990661621","0.3212141990661621","357","357","357"
"179500","0.5404799580574036","0.5404799580574036","0.5404799580574036","358","358","358"
"180000","0.39688557386398315","0.39688557386398315","0.39688557386398315","359","359","359"
"180500","0.21989957988262177","0.21989957988262177","0.21989957988262177","360","360","360"
"181000","0.25938260555267334","0.25938260555267334","0.25938260555267334","361","361","361"
"181500","0.29502347111701965","0.29502347111701965","0.29502347111701965","362","362","362"
"182000","0.24272875487804413","0.24272875487804413","0.24272875487804413","363","363","363"
"182500","0.2139204889535904","0.2139204889535904","0.2139204889535904","364","364","364"
