"global_step","251221_A2C - train/final_recall","251221_A2C - train/final_recall__MIN","251221_A2C - train/final_recall__MAX","251221_A2C - _step","251221_A2C - _step__MIN","251221_A2C - _step__MAX"
"372000","0.3426642119884491","0.3426642119884491","0.3426642119884491","743","743","743"
"372500","0.285677045583725","0.285677045583725","0.285677045583725","744","744","744"
"373000","0.3931759297847748","0.3931759297847748","0.3931759297847748","745","745","745"
"373500","0.2941238284111023","0.2941238284111023","0.2941238284111023","746","746","746"
"374000","0.4453716278076172","0.4453716278076172","0.4453716278076172","747","747","747"
"374500","0.65442955493927","0.65442955493927","0.65442955493927","748","748","748"
"375000","0.24002347886562347","0.24002347886562347","0.24002347886562347","749","749","749"
"375500","0.34637269377708435","0.34637269377708435","0.34637269377708435","750","750","750"
"376000","0.34161198139190674","0.34161198139190674","0.34161198139190674","751","751","751"
"376500","0.5042511224746704","0.5042511224746704","0.5042511224746704","752","752","752"
"377000","0.6727035641670227","0.6727035641670227","0.6727035641670227","753","753","753"
"377500","0.3344792425632477","0.3344792425632477","0.3344792425632477","754","754","754"
"378000","0.626863420009613","0.626863420009613","0.626863420009613","755","755","755"
"378500","0.4954412877559662","0.4954412877559662","0.4954412877559662","756","756","756"
"379000","0.34941062331199646","0.34941062331199646","0.34941062331199646","757","757","757"
"379500","0.4808259606361389","0.4808259606361389","0.4808259606361389","758","758","758"
"380000","0.6064472198486328","0.6064472198486328","0.6064472198486328","759","759","759"
"380500","0.41085174679756165","0.41085174679756165","0.41085174679756165","760","760","760"
"381000","0.44788214564323425","0.44788214564323425","0.44788214564323425","761","761","761"
"381500","0.3711204528808594","0.3711204528808594","0.3711204528808594","762","762","762"
"382000","0.19396226108074188","0.19396226108074188","0.19396226108074188","763","763","763"
"382500","0.22662082314491272","0.22662082314491272","0.22662082314491272","764","764","764"
"383000","0.5538830161094666","0.5538830161094666","0.5538830161094666","765","765","765"
"383500","0.33755406737327576","0.33755406737327576","0.33755406737327576","766","766","766"
"384000","0.4835725724697113","0.4835725724697113","0.4835725724697113","767","767","767"
"384500","0.2724877595901489","0.2724877595901489","0.2724877595901489","768","768","768"
"385000","0.5963965058326721","0.5963965058326721","0.5963965058326721","769","769","769"
"385500","0.3428521156311035","0.3428521156311035","0.3428521156311035","770","770","770"
"386000","0.38331642746925354","0.38331642746925354","0.38331642746925354","771","771","771"
"386500","0.21890996396541595","0.21890996396541595","0.21890996396541595","772","772","772"
"387000","0.17155881226062775","0.17155881226062775","0.17155881226062775","773","773","773"
"387500","0.2705547511577606","0.2705547511577606","0.2705547511577606","774","774","774"
"388000","0.10607784986495972","0.10607784986495972","0.10607784986495972","775","775","775"
"388500","0.40517979860305786","0.40517979860305786","0.40517979860305786","776","776","776"
"389000","0.14371716976165771","0.14371716976165771","0.14371716976165771","777","777","777"
"389500","0.3482152223587036","0.3482152223587036","0.3482152223587036","778","778","778"
"390000","0.3768351078033447","0.3768351078033447","0.3768351078033447","779","779","779"
"390500","0.332693874835968","0.332693874835968","0.332693874835968","780","780","780"
"391000","0.3684495687484741","0.3684495687484741","0.3684495687484741","781","781","781"
"391500","0.22759705781936646","0.22759705781936646","0.22759705781936646","782","782","782"
"392000","0.39638835191726685","0.39638835191726685","0.39638835191726685","783","783","783"
"392500","0.5332099795341492","0.5332099795341492","0.5332099795341492","784","784","784"
"393000","0.503338634967804","0.503338634967804","0.503338634967804","785","785","785"
"393500","0.374816358089447","0.374816358089447","0.374816358089447","786","786","786"
"394000","0.2793690860271454","0.2793690860271454","0.2793690860271454","787","787","787"
"394500","0.47169679403305054","0.47169679403305054","0.47169679403305054","788","788","788"
"395000","0.02192847616970539","0.02192847616970539","0.02192847616970539","789","789","789"
"395500","0.3430798053741455","0.3430798053741455","0.3430798053741455","790","790","790"
"396000","0.2154337614774704","0.2154337614774704","0.2154337614774704","791","791","791"
"396500","0.44570469856262207","0.44570469856262207","0.44570469856262207","792","792","792"
"397000","0.42701005935668945","0.42701005935668945","0.42701005935668945","793","793","793"
"397500","0.2554451525211334","0.2554451525211334","0.2554451525211334","794","794","794"
"398000","0.28985831141471863","0.28985831141471863","0.28985831141471863","795","795","795"
"398500","0.4145317077636719","0.4145317077636719","0.4145317077636719","796","796","796"
"399000","0.42847776412963867","0.42847776412963867","0.42847776412963867","797","797","797"
"399500","0.05156894028186798","0.05156894028186798","0.05156894028186798","798","798","798"
"400000","0.03327469900250435","0.03327469900250435","0.03327469900250435","799","799","799"
"400500","0.1299559473991394","0.1299559473991394","0.1299559473991394","800","800","800"
"401000","0.1998799592256546","0.1998799592256546","0.1998799592256546","801","801","801"
"401500","0.4179830551147461","0.4179830551147461","0.4179830551147461","802","802","802"
"402000","0.5066099762916565","0.5066099762916565","0.5066099762916565","803","803","803"
"402500","0.1147058829665184","0.1147058829665184","0.1147058829665184","804","804","804"
"403000","0.22980879247188568","0.22980879247188568","0.22980879247188568","805","805","805"
"403500","0.14070257544517517","0.14070257544517517","0.14070257544517517","806","806","806"
"404000","0.11490479111671448","0.11490479111671448","0.11490479111671448","807","807","807"
"404500","0.23608247935771942","0.23608247935771942","0.23608247935771942","808","808","808"
"405000","0.04405660554766655","0.04405660554766655","0.04405660554766655","809","809","809"
"405500","0.23218700289726257","0.23218700289726257","0.23218700289726257","810","810","810"
"406000","0.3594909906387329","0.3594909906387329","0.3594909906387329","811","811","811"
"406500","0.3821238875389099","0.3821238875389099","0.3821238875389099","812","812","812"
"407000","0.7249338030815125","0.7249338030815125","0.7249338030815125","813","813","813"
"407500","0.31674301624298096","0.31674301624298096","0.31674301624298096","814","814","814"
"408000","0.11128805577754974","0.11128805577754974","0.11128805577754974","815","815","815"
"408500","0.3287380635738373","0.3287380635738373","0.3287380635738373","816","816","816"
"409000","0.32431450486183167","0.32431450486183167","0.32431450486183167","817","817","817"
"409500","0.5228963494300842","0.5228963494300842","0.5228963494300842","818","818","818"
"410000","0.18877281248569489","0.18877281248569489","0.18877281248569489","819","819","819"
"410500","0.3823707699775696","0.3823707699775696","0.3823707699775696","820","820","820"
"411000","0.4889261722564697","0.4889261722564697","0.4889261722564697","821","821","821"
"411500","0.18150301277637482","0.18150301277637482","0.18150301277637482","822","822","822"
"412000","0.3607551157474518","0.3607551157474518","0.3607551157474518","823","823","823"
"412500","0.165568545460701","0.165568545460701","0.165568545460701","824","824","824"
"413000","0.36338725686073303","0.36338725686073303","0.36338725686073303","825","825","825"
"413500","0.3817686140537262","0.3817686140537262","0.3817686140537262","826","826","826"
"414000","0.24162733554840088","0.24162733554840088","0.24162733554840088","827","827","827"
"414500","0.22545701265335083","0.22545701265335083","0.22545701265335083","828","828","828"
"415000","0.1591167151927948","0.1591167151927948","0.1591167151927948","829","829","829"
"415500","0.49949461221694946","0.49949461221694946","0.49949461221694946","830","830","830"
"416000","0.4356518089771271","0.4356518089771271","0.4356518089771271","831","831","831"
"416500","0.10188877582550049","0.10188877582550049","0.10188877582550049","832","832","832"
"417000","0.36277255415916443","0.36277255415916443","0.36277255415916443","833","833","833"
"417500","0.05009433999657631","0.05009433999657631","0.05009433999657631","834","834","834"
"418000","0.23009417951107025","0.23009417951107025","0.23009417951107025","835","835","835"
"418500","0.4335693418979645","0.4335693418979645","0.4335693418979645","836","836","836"
"419000","0.21719056367874146","0.21719056367874146","0.21719056367874146","837","837","837"
"419500","0.28923162817955017","0.28923162817955017","0.28923162817955017","838","838","838"
"420000","0.05925340577960014","0.05925340577960014","0.05925340577960014","839","839","839"
"420500","0.23344749212265015","0.23344749212265015","0.23344749212265015","840","840","840"
"421000","0.27337202429771423","0.27337202429771423","0.27337202429771423","841","841","841"
"421500","0.1299578994512558","0.1299578994512558","0.1299578994512558","842","842","842"
"422000","0.2299906313419342","0.2299906313419342","0.2299906313419342","843","843","843"
"422500","0.18221677839756012","0.18221677839756012","0.18221677839756012","844","844","844"
"423000","0.12176655977964401","0.12176655977964401","0.12176655977964401","845","845","845"
"423500","0.21380281448364258","0.21380281448364258","0.21380281448364258","846","846","846"
"424000","0.4339858293533325","0.4339858293533325","0.4339858293533325","847","847","847"
"424500","0.20890548825263977","0.20890548825263977","0.20890548825263977","848","848","848"
"425000","0.3028852045536041","0.3028852045536041","0.3028852045536041","849","849","849"
"425500","0.20291951298713684","0.20291951298713684","0.20291951298713684","850","850","850"
"426000","0.10969967395067215","0.10969967395067215","0.10969967395067215","851","851","851"
"426500","0.27011993527412415","0.27011993527412415","0.27011993527412415","852","852","852"
"427000","0.2653605341911316","0.2653605341911316","0.2653605341911316","853","853","853"
"427500","0.09300348162651062","0.09300348162651062","0.09300348162651062","854","854","854"
"428000","0.2066158801317215","0.2066158801317215","0.2066158801317215","855","855","855"
"428500","0.141870379447937","0.141870379447937","0.141870379447937","856","856","856"
"429000","0.30295106768608093","0.30295106768608093","0.30295106768608093","857","857","857"
"429500","0.3088768720626831","0.3088768720626831","0.3088768720626831","858","858","858"
"430000","0.3035184144973755","0.3035184144973755","0.3035184144973755","859","859","859"
"430500","0.139093279838562","0.139093279838562","0.139093279838562","860","860","860"
"431000","0.2552747428417206","0.2552747428417206","0.2552747428417206","861","861","861"
"431500","0.6385589838027954","0.6385589838027954","0.6385589838027954","862","862","862"
"432000","0.4226003587245941","0.4226003587245941","0.4226003587245941","863","863","863"
"432500","0.4677758514881134","0.4677758514881134","0.4677758514881134","864","864","864"
"433000","0.2350565493106842","0.2350565493106842","0.2350565493106842","865","865","865"
"433500","0.4060303866863251","0.4060303866863251","0.4060303866863251","866","866","866"
"434000","0.4175833463668823","0.4175833463668823","0.4175833463668823","867","867","867"
"434500","0.3917118012905121","0.3917118012905121","0.3917118012905121","868","868","868"
"435000","0.5143623948097229","0.5143623948097229","0.5143623948097229","869","869","869"
"435500","0.5084154009819031","0.5084154009819031","0.5084154009819031","870","870","870"
"436000","0.4495302140712738","0.4495302140712738","0.4495302140712738","871","871","871"
"436500","0.3666892349720001","0.3666892349720001","0.3666892349720001","872","872","872"
"437000","0.2436516284942627","0.2436516284942627","0.2436516284942627","873","873","873"
"437500","0.48707836866378784","0.48707836866378784","0.48707836866378784","874","874","874"
"438000","0.5858055353164673","0.5858055353164673","0.5858055353164673","875","875","875"
"438500","0.21990521252155304","0.21990521252155304","0.21990521252155304","876","876","876"
"439000","0.3262972831726074","0.3262972831726074","0.3262972831726074","877","877","877"
"439500","0.6506736874580383","0.6506736874580383","0.6506736874580383","878","878","878"
"440000","0.3002648651599884","0.3002648651599884","0.3002648651599884","879","879","879"
"440500","0.29576021432876587","0.29576021432876587","0.29576021432876587","880","880","880"
"441000","0.39012834429740906","0.39012834429740906","0.39012834429740906","881","881","881"
"441500","0.41771000623703003","0.41771000623703003","0.41771000623703003","882","882","882"
"442000","0.16781045496463776","0.16781045496463776","0.16781045496463776","883","883","883"
"442500","0.4931637644767761","0.4931637644767761","0.4931637644767761","884","884","884"
"443000","0.6616529822349548","0.6616529822349548","0.6616529822349548","885","885","885"
"443500","0.49420541524887085","0.49420541524887085","0.49420541524887085","886","886","886"
"444000","0.3942151963710785","0.3942151963710785","0.3942151963710785","887","887","887"
"444500","0.48485225439071655","0.48485225439071655","0.48485225439071655","888","888","888"
"445000","0.43157118558883667","0.43157118558883667","0.43157118558883667","889","889","889"
"445500","0.27630195021629333","0.27630195021629333","0.27630195021629333","890","890","890"
"446000","0.2376113384962082","0.2376113384962082","0.2376113384962082","891","891","891"
"446500","0.46321219205856323","0.46321219205856323","0.46321219205856323","892","892","892"
"447000","0.2952342629432678","0.2952342629432678","0.2952342629432678","893","893","893"
"447500","0.4220890402793884","0.4220890402793884","0.4220890402793884","894","894","894"
"448000","0.47365355491638184","0.47365355491638184","0.47365355491638184","895","895","895"
"448500","0.2599979043006897","0.2599979043006897","0.2599979043006897","896","896","896"
"449000","0.44495460391044617","0.44495460391044617","0.44495460391044617","897","897","897"
"449500","0.46355998516082764","0.46355998516082764","0.46355998516082764","898","898","898"
"450000","0.17959092557430267","0.17959092557430267","0.17959092557430267","899","899","899"
"450500","0.6620768308639526","0.6620768308639526","0.6620768308639526","900","900","900"
"451000","0.33881938457489014","0.33881938457489014","0.33881938457489014","901","901","901"
"451500","0.4030037522315979","0.4030037522315979","0.4030037522315979","902","902","902"
"452000","0.2623395621776581","0.2623395621776581","0.2623395621776581","903","903","903"
"452500","0.3955835998058319","0.3955835998058319","0.3955835998058319","904","904","904"
"453000","0.2032260000705719","0.2032260000705719","0.2032260000705719","905","905","905"
"453500","0.2879287898540497","0.2879287898540497","0.2879287898540497","906","906","906"
"454000","0.3918173909187317","0.3918173909187317","0.3918173909187317","907","907","907"
"454500","0.18884453177452087","0.18884453177452087","0.18884453177452087","908","908","908"
"455000","0.167880117893219","0.167880117893219","0.167880117893219","909","909","909"
"455500","0.3787020742893219","0.3787020742893219","0.3787020742893219","910","910","910"
"456000","0.43582823872566223","0.43582823872566223","0.43582823872566223","911","911","911"
"456500","0.34890395402908325","0.34890395402908325","0.34890395402908325","912","912","912"
"457000","0.4813990592956543","0.4813990592956543","0.4813990592956543","913","913","913"
"457500","0.013631407171487808","0.013631407171487808","0.013631407171487808","914","914","914"
"458000","0.18821363151073456","0.18821363151073456","0.18821363151073456","915","915","915"
"458500","0.11258836835622787","0.11258836835622787","0.11258836835622787","916","916","916"
"459000","0.2332630753517151","0.2332630753517151","0.2332630753517151","917","917","917"
"459500","0.3179006576538086","0.3179006576538086","0.3179006576538086","918","918","918"
"460000","0.18598216772079468","0.18598216772079468","0.18598216772079468","919","919","919"
"460500","0.2750324308872223","0.2750324308872223","0.2750324308872223","920","920","920"
"461000","0.16521912813186646","0.16521912813186646","0.16521912813186646","921","921","921"
"461500","0.45614904165267944","0.45614904165267944","0.45614904165267944","922","922","922"
"462000","0.5645000338554382","0.5645000338554382","0.5645000338554382","923","923","923"
"462500","0.23510225117206573","0.23510225117206573","0.23510225117206573","924","924","924"
"463000","0.2260608822107315","0.2260608822107315","0.2260608822107315","925","925","925"
"463500","0.1886407732963562","0.1886407732963562","0.1886407732963562","926","926","926"
"464000","0.3038291335105896","0.3038291335105896","0.3038291335105896","927","927","927"
"464500","0.16321420669555664","0.16321420669555664","0.16321420669555664","928","928","928"
"465000","0.32992905378341675","0.32992905378341675","0.32992905378341675","929","929","929"
"465500","0.3070656955242157","0.3070656955242157","0.3070656955242157","930","930","930"
"466000","0.48744720220565796","0.48744720220565796","0.48744720220565796","931","931","931"
"466500","0.47008952498435974","0.47008952498435974","0.47008952498435974","932","932","932"
"467000","0.47818809747695923","0.47818809747695923","0.47818809747695923","933","933","933"
"467500","0.6078132390975952","0.6078132390975952","0.6078132390975952","934","934","934"
"468000","0.4353514611721039","0.4353514611721039","0.4353514611721039","935","935","935"
"468500","0.2873477041721344","0.2873477041721344","0.2873477041721344","936","936","936"
"469000","0.5023659467697144","0.5023659467697144","0.5023659467697144","937","937","937"
"469500","0.3732900619506836","0.3732900619506836","0.3732900619506836","938","938","938"
"470000","0.27901142835617065","0.27901142835617065","0.27901142835617065","939","939","939"
"470500","0.16626279056072235","0.16626279056072235","0.16626279056072235","940","940","940"
"471000","0.5492606163024902","0.5492606163024902","0.5492606163024902","941","941","941"
"471500","0.12322274595499039","0.12322274595499039","0.12322274595499039","942","942","942"
"472000","0.37481382489204407","0.37481382489204407","0.37481382489204407","943","943","943"
"472500","0.0038582952693104744","0.0038582952693104744","0.0038582952693104744","944","944","944"
"473000","0.2762092649936676","0.2762092649936676","0.2762092649936676","945","945","945"
"473500","0.2873586416244507","0.2873586416244507","0.2873586416244507","946","946","946"
"474000","0.5349262356758118","0.5349262356758118","0.5349262356758118","947","947","947"
"474500","0.5128945708274841","0.5128945708274841","0.5128945708274841","948","948","948"
"475000","0.4553218483924866","0.4553218483924866","0.4553218483924866","949","949","949"
"475500","0.533484697341919","0.533484697341919","0.533484697341919","950","950","950"
"476000","0.46107348799705505","0.46107348799705505","0.46107348799705505","951","951","951"
"476500","0.45864662528038025","0.45864662528038025","0.45864662528038025","952","952","952"
"477000","0.47821229696273804","0.47821229696273804","0.47821229696273804","953","953","953"
"477500","0.33645564317703247","0.33645564317703247","0.33645564317703247","954","954","954"
"478000","0.2464817464351654","0.2464817464351654","0.2464817464351654","955","955","955"
"478500","0.5838926434516907","0.5838926434516907","0.5838926434516907","956","956","956"
"479000","0.16107091307640076","0.16107091307640076","0.16107091307640076","957","957","957"
"479500","0.2887638211250305","0.2887638211250305","0.2887638211250305","958","958","958"
"480000","0.39598819613456726","0.39598819613456726","0.39598819613456726","959","959","959"
"480500","0.40903252363204956","0.40903252363204956","0.40903252363204956","960","960","960"
"481000","0.31260213255882263","0.31260213255882263","0.31260213255882263","961","961","961"
"481500","0.2028864622116089","0.2028864622116089","0.2028864622116089","962","962","962"
"482000","0.030448127537965775","0.030448127537965775","0.030448127537965775","963","963","963"
"482500","0.18353216350078583","0.18353216350078583","0.18353216350078583","964","964","964"
"483000","0.2339656800031662","0.2339656800031662","0.2339656800031662","965","965","965"
"483500","0.4655582010746002","0.4655582010746002","0.4655582010746002","966","966","966"
"484000","0.1503528356552124","0.1503528356552124","0.1503528356552124","967","967","967"
"484500","0.1409463733434677","0.1409463733434677","0.1409463733434677","968","968","968"
"485000","0.35763823986053467","0.35763823986053467","0.35763823986053467","969","969","969"
"485500","0.22495844960212708","0.22495844960212708","0.22495844960212708","970","970","970"
"486000","0.2849629819393158","0.2849629819393158","0.2849629819393158","971","971","971"
"486500","0.21230046451091766","0.21230046451091766","0.21230046451091766","972","972","972"
"487000","0.22495844960212708","0.22495844960212708","0.22495844960212708","973","973","973"
"487500","0.428291916847229","0.428291916847229","0.428291916847229","974","974","974"
"488000","0.515853226184845","0.515853226184845","0.515853226184845","975","975","975"
"488500","0.44589751958847046","0.44589751958847046","0.44589751958847046","976","976","976"
"489000","0.4781939387321472","0.4781939387321472","0.4781939387321472","977","977","977"
"489500","0.5675168037414551","0.5675168037414551","0.5675168037414551","978","978","978"
"490000","0.39416593313217163","0.39416593313217163","0.39416593313217163","979","979","979"
"490500","0.456863135099411","0.456863135099411","0.456863135099411","980","980","980"
"491000","0.46891793608665466","0.46891793608665466","0.46891793608665466","981","981","981"
"491500","0.5672353506088257","0.5672353506088257","0.5672353506088257","982","982","982"
"492000","0.24636542797088623","0.24636542797088623","0.24636542797088623","983","983","983"
"492500","0.4014459550380707","0.4014459550380707","0.4014459550380707","984","984","984"
"493000","0.4674871265888214","0.4674871265888214","0.4674871265888214","985","985","985"
"493500","0.1135377287864685","0.1135377287864685","0.1135377287864685","986","986","986"
"494000","0.0006743088597431779","0.0006743088597431779","0.0006743088597431779","987","987","987"
"494500","0.2781094014644623","0.2781094014644623","0.2781094014644623","988","988","988"
"495000","0.3495892286300659","0.3495892286300659","0.3495892286300659","989","989","989"
"495500","0.38031914830207825","0.38031914830207825","0.38031914830207825","990","990","990"
"496000","0.6067039370536804","0.6067039370536804","0.6067039370536804","991","991","991"
"496500","0.21230046451091766","0.21230046451091766","0.21230046451091766","992","992","992"
"497000","0.20296357572078705","0.20296357572078705","0.20296357572078705","993","993","993"
"497500","0.16099661588668823","0.16099661588668823","0.16099661588668823","994","994","994"
"498000","0.2508256435394287","0.2508256435394287","0.2508256435394287","995","995","995"
"498500","0.07760729640722275","0.07760729640722275","0.07760729640722275","996","996","996"
"499000","0.3216807246208191","0.3216807246208191","0.3216807246208191","997","997","997"
"499500","0.18626369535923004","0.18626369535923004","0.18626369535923004","998","998","998"
"500000","0.1451677829027176","0.1451677829027176","0.1451677829027176","999","999","999"
"500500","0.33010387420654297","0.33010387420654297","0.33010387420654297","1000","1000","1000"
"501000","0.20936179161071777","0.20936179161071777","0.20936179161071777","1001","1001","1001"
"501500","0.4876333475112915","0.4876333475112915","0.4876333475112915","1002","1002","1002"
"502000","0.35312533378601074","0.35312533378601074","0.35312533378601074","1003","1003","1003"
"502500","0.42152225971221924","0.42152225971221924","0.42152225971221924","1004","1004","1004"
"503000","0.5578829050064087","0.5578829050064087","0.5578829050064087","1005","1005","1005"
"503500","0.1834404021501541","0.1834404021501541","0.1834404021501541","1006","1006","1006"
"504000","0.3096965253353119","0.3096965253353119","0.3096965253353119","1007","1007","1007"
"504500","0.3769337832927704","0.3769337832927704","0.3769337832927704","1008","1008","1008"
"505000","0.1875137835741043","0.1875137835741043","0.1875137835741043","1009","1009","1009"
"505500","0.22303082048892975","0.22303082048892975","0.22303082048892975","1010","1010","1010"
"506000","0.2717350423336029","0.2717350423336029","0.2717350423336029","1011","1011","1011"
"506500","0.26686760783195496","0.26686760783195496","0.26686760783195496","1012","1012","1012"
"507000","0.24510689079761505","0.24510689079761505","0.24510689079761505","1013","1013","1013"
"507500","0.2806631028652191","0.2806631028652191","0.2806631028652191","1014","1014","1014"
"508000","0.1737314611673355","0.1737314611673355","0.1737314611673355","1015","1015","1015"
"508500","0.17696484923362732","0.17696484923362732","0.17696484923362732","1016","1016","1016"
"509000","0.136241614818573","0.136241614818573","0.136241614818573","1017","1017","1017"
"509500","0.40615102648735046","0.40615102648735046","0.40615102648735046","1018","1018","1018"
"510000","0.33052143454551697","0.33052143454551697","0.33052143454551697","1019","1019","1019"
"510500","0.14052714407444","0.14052714407444","0.14052714407444","1020","1020","1020"
"511000","0.1122526079416275","0.1122526079416275","0.1122526079416275","1021","1021","1021"
"511500","0.3032856583595276","0.3032856583595276","0.3032856583595276","1022","1022","1022"
"512000","0.3199670910835266","0.3199670910835266","0.3199670910835266","1023","1023","1023"
"512500","0.33485013246536255","0.33485013246536255","0.33485013246536255","1024","1024","1024"
"513000","0.28336402773857117","0.28336402773857117","0.28336402773857117","1025","1025","1025"
"513500","0.19184625148773193","0.19184625148773193","0.19184625148773193","1026","1026","1026"
"514000","0.2600290775299072","0.2600290775299072","0.2600290775299072","1027","1027","1027"
"514500","0.1920684278011322","0.1920684278011322","0.1920684278011322","1028","1028","1028"
"515000","0.4502875506877899","0.4502875506877899","0.4502875506877899","1029","1029","1029"
"515500","0.6429530382156372","0.6429530382156372","0.6429530382156372","1030","1030","1030"
"516000","0.20896896719932556","0.20896896719932556","0.20896896719932556","1031","1031","1031"
"516500","0.1396137773990631","0.1396137773990631","0.1396137773990631","1032","1032","1032"
"517000","0.3378523588180542","0.3378523588180542","0.3378523588180542","1033","1033","1033"
"517500","0.11117123812437057","0.11117123812437057","0.11117123812437057","1034","1034","1034"
"518000","0.11122769862413406","0.11122769862413406","0.11122769862413406","1035","1035","1035"
"518500","0.30392229557037354","0.30392229557037354","0.30392229557037354","1036","1036","1036"
"519000","0.2508406937122345","0.2508406937122345","0.2508406937122345","1037","1037","1037"
"519500","0.17332276701927185","0.17332276701927185","0.17332276701927185","1038","1038","1038"
"520000","0.3365771770477295","0.3365771770477295","0.3365771770477295","1039","1039","1039"
"520500","0.33671140670776367","0.33671140670776367","0.33671140670776367","1040","1040","1040"
"521000","0.28677767515182495","0.28677767515182495","0.28677767515182495","1041","1041","1041"
"521500","0.1939259171485901","0.1939259171485901","0.1939259171485901","1042","1042","1042"
"522000","0.17962674796581268","0.17962674796581268","0.17962674796581268","1043","1043","1043"
"522500","0.15967023372650146","0.15967023372650146","0.15967023372650146","1044","1044","1044"
"523000","0.10202578455209732","0.10202578455209732","0.10202578455209732","1045","1045","1045"
"523500","0.2274954468011856","0.2274954468011856","0.2274954468011856","1046","1046","1046"
"524000","0.3607741892337799","0.3607741892337799","0.3607741892337799","1047","1047","1047"
"524500","0.292874813079834","0.292874813079834","0.292874813079834","1048","1048","1048"
"525000","0.17513027787208557","0.17513027787208557","0.17513027787208557","1049","1049","1049"
"525500","0.17573872208595276","0.17573872208595276","0.17573872208595276","1050","1050","1050"
"526000","0.11090262979269028","0.11090262979269028","0.11090262979269028","1051","1051","1051"
"526500","0.18362897634506226","0.18362897634506226","0.18362897634506226","1052","1052","1052"
"527000","0.2834145724773407","0.2834145724773407","0.2834145724773407","1053","1053","1053"
"527500","0.5321701169013977","0.5321701169013977","0.5321701169013977","1054","1054","1054"
"528000","0.21617940068244934","0.21617940068244934","0.21617940068244934","1055","1055","1055"
"528500","0.2497273087501526","0.2497273087501526","0.2497273087501526","1056","1056","1056"
"529000","0.1369359940290451","0.1369359940290451","0.1369359940290451","1057","1057","1057"
"529500","0.25506922602653503","0.25506922602653503","0.25506922602653503","1058","1058","1058"
"530000","0.1910613477230072","0.1910613477230072","0.1910613477230072","1059","1059","1059"
"530500","0.17061612010002136","0.17061612010002136","0.17061612010002136","1060","1060","1060"
"531000","0.15805310010910034","0.15805310010910034","0.15805310010910034","1061","1061","1061"
"531500","0.22074496746063232","0.22074496746063232","0.22074496746063232","1062","1062","1062"
"532000","0.2758179306983948","0.2758179306983948","0.2758179306983948","1063","1063","1063"
"532500","0.3619454503059387","0.3619454503059387","0.3619454503059387","1064","1064","1064"
"533000","0.2848648130893707","0.2848648130893707","0.2848648130893707","1065","1065","1065"
"533500","0.25474199652671814","0.25474199652671814","0.25474199652671814","1066","1066","1066"
"534000","0.1775040328502655","0.1775040328502655","0.1775040328502655","1067","1067","1067"
"534500","0.19277256727218628","0.19277256727218628","0.19277256727218628","1068","1068","1068"
"535000","0.14669299125671387","0.14669299125671387","0.14669299125671387","1069","1069","1069"
"535500","0.17385612428188324","0.17385612428188324","0.17385612428188324","1070","1070","1070"
"536000","0.09343263506889343","0.09343263506889343","0.09343263506889343","1071","1071","1071"
"536500","0.17920666933059692","0.17920666933059692","0.17920666933059692","1072","1072","1072"
"537000","0.30324989557266235","0.30324989557266235","0.30324989557266235","1073","1073","1073"
"537500","0.27196845412254333","0.27196845412254333","0.27196845412254333","1074","1074","1074"
"538000","0.2870078980922699","0.2870078980922699","0.2870078980922699","1075","1075","1075"
"538500","0.27668866515159607","0.27668866515159607","0.27668866515159607","1076","1076","1076"
"539000","0.18258695304393768","0.18258695304393768","0.18258695304393768","1077","1077","1077"
"539500","0.17213872075080872","0.17213872075080872","0.17213872075080872","1078","1078","1078"
"540000","0.13590604066848755","0.13590604066848755","0.13590604066848755","1079","1079","1079"
"540500","0.15405544638633728","0.15405544638633728","0.15405544638633728","1080","1080","1080"
"541000","0.2695295512676239","0.2695295512676239","0.2695295512676239","1081","1081","1081"
"541500","0.17590263485908508","0.17590263485908508","0.17590263485908508","1082","1082","1082"
"542000","0.2877872884273529","0.2877872884273529","0.2877872884273529","1083","1083","1083"
"542500","0.5310795903205872","0.5310795903205872","0.5310795903205872","1084","1084","1084"
"543000","0.18721626698970795","0.18721626698970795","0.18721626698970795","1085","1085","1085"
"543500","0.1834307760000229","0.1834307760000229","0.1834307760000229","1086","1086","1086"
"544000","0.25273770093917847","0.25273770093917847","0.25273770093917847","1087","1087","1087"
"544500","0.3523898720741272","0.3523898720741272","0.3523898720741272","1088","1088","1088"
"545000","0.17037534713745117","0.17037534713745117","0.17037534713745117","1089","1089","1089"
"545500","0.1657324582338333","0.1657324582338333","0.1657324582338333","1090","1090","1090"
"546000","0.190712109208107","0.190712109208107","0.190712109208107","1091","1091","1091"
"546500","0.36922889947891235","0.36922889947891235","0.36922889947891235","1092","1092","1092"
"547000","0.17430144548416138","0.17430144548416138","0.17430144548416138","1093","1093","1093"
"547500","0.2572518289089203","0.2572518289089203","0.2572518289089203","1094","1094","1094"
"548000","0.29804450273513794","0.29804450273513794","0.29804450273513794","1095","1095","1095"
"548500","0.09747185558080673","0.09747185558080673","0.09747185558080673","1096","1096","1096"
"549000","0.2768569588661194","0.2768569588661194","0.2768569588661194","1097","1097","1097"
"549500","0.17936775088310242","0.17936775088310242","0.17936775088310242","1098","1098","1098"
"550000","0.24281051754951477","0.24281051754951477","0.24281051754951477","1099","1099","1099"
"550500","0.18090268969535828","0.18090268969535828","0.18090268969535828","1100","1100","1100"
"551000","0.1992432177066803","0.1992432177066803","0.1992432177066803","1101","1101","1101"
