"global_step","251221_A2C - train/final_neg_count","251221_A2C - train/final_neg_count__MIN","251221_A2C - train/final_neg_count__MAX","251221_A2C - _step","251221_A2C - _step__MIN","251221_A2C - _step__MAX"
"1100000","15","15","15","2199","2199","2199"
"1100500","15","15","15","2200","2200","2200"
"1101000","15","15","15","2201","2201","2201"
"1101500","15","15","15","2202","2202","2202"
"1102000","15","15","15","2203","2203","2203"
"1102500","15","15","15","2204","2204","2204"
"1103000","15","15","15","2205","2205","2205"
"1103500","15","15","15","2206","2206","2206"
"1104000","15","15","15","2207","2207","2207"
"1104500","15","15","15","2208","2208","2208"
"1105000","15","15","15","2209","2209","2209"
"1105500","15","15","15","2210","2210","2210"
"1106000","15","15","15","2211","2211","2211"
"1106500","15","15","15","2212","2212","2212"
"1107000","15","15","15","2213","2213","2213"
"1107500","15","15","15","2214","2214","2214"
"1108000","15","15","15","2215","2215","2215"
"1108500","15","15","15","2216","2216","2216"
"1109000","15","15","15","2217","2217","2217"
"1109500","15","15","15","2218","2218","2218"
"1110000","15","15","15","2219","2219","2219"
"1110500","15","15","15","2220","2220","2220"
"1111000","15","15","15","2221","2221","2221"
"1111500","15","15","15","2222","2222","2222"
"1112000","15","15","15","2223","2223","2223"
"1112500","15","15","15","2224","2224","2224"
"1113000","15","15","15","2225","2225","2225"
"1113500","15","15","15","2226","2226","2226"
"1114000","15","15","15","2227","2227","2227"
"1114500","15","15","15","2228","2228","2228"
"1115000","15","15","15","2229","2229","2229"
"1115500","15","15","15","2230","2230","2230"
"1116000","15","15","15","2231","2231","2231"
"1116500","15","15","15","2232","2232","2232"
"1117000","15","15","15","2233","2233","2233"
"1117500","15","15","15","2234","2234","2234"
"1118000","15","15","15","2235","2235","2235"
"1118500","15","15","15","2236","2236","2236"
"1119000","15","15","15","2237","2237","2237"
"1119500","15","15","15","2238","2238","2238"
"1120000","15","15","15","2239","2239","2239"
"1120500","15","15","15","2240","2240","2240"
"1121000","15","15","15","2241","2241","2241"
"1121500","15","15","15","2242","2242","2242"
"1122000","15","15","15","2243","2243","2243"
"1122500","15","15","15","2244","2244","2244"
"1123000","15","15","15","2245","2245","2245"
"1123500","15","15","15","2246","2246","2246"
"1124000","15","15","15","2247","2247","2247"
"1124500","15","15","15","2248","2248","2248"
"1125000","15","15","15","2249","2249","2249"
"1125500","15","15","15","2250","2250","2250"
"1126000","15","15","15","2251","2251","2251"
"1126500","15","15","15","2252","2252","2252"
"1127000","15","15","15","2253","2253","2253"
"1127500","15","15","15","2254","2254","2254"
"1128000","15","15","15","2255","2255","2255"
"1128500","15","15","15","2256","2256","2256"
"1129000","15","15","15","2257","2257","2257"
"1129500","15","15","15","2258","2258","2258"
"1130000","15","15","15","2259","2259","2259"
"1130500","15","15","15","2260","2260","2260"
"1131000","15","15","15","2261","2261","2261"
"1131500","15","15","15","2262","2262","2262"
"1132000","15","15","15","2263","2263","2263"
"1132500","15","15","15","2264","2264","2264"
"1133000","15","15","15","2265","2265","2265"
"1133500","15","15","15","2266","2266","2266"
"1134000","15","15","15","2267","2267","2267"
"1134500","15","15","15","2268","2268","2268"
"1135000","15","15","15","2269","2269","2269"
"1135500","15","15","15","2270","2270","2270"
"1136000","15","15","15","2271","2271","2271"
"1136500","15","15","15","2272","2272","2272"
"1137000","15","15","15","2273","2273","2273"
"1137500","15","15","15","2274","2274","2274"
"1138000","15","15","15","2275","2275","2275"
"1138500","15","15","15","2276","2276","2276"
"1139000","15","15","15","2277","2277","2277"
"1139500","15","15","15","2278","2278","2278"
"1140000","15","15","15","2279","2279","2279"
"1140500","15","15","15","2280","2280","2280"
"1141000","15","15","15","2281","2281","2281"
"1141500","15","15","15","2282","2282","2282"
"1142000","15","15","15","2283","2283","2283"
"1142500","15","15","15","2284","2284","2284"
"1143000","15","15","15","2285","2285","2285"
"1143500","15","15","15","2286","2286","2286"
"1144000","15","15","15","2287","2287","2287"
"1144500","15","15","15","2288","2288","2288"
"1145000","15","15","15","2289","2289","2289"
"1145500","15","15","15","2290","2290","2290"
"1146000","15","15","15","2291","2291","2291"
"1146500","15","15","15","2292","2292","2292"
"1147000","15","15","15","2293","2293","2293"
"1147500","15","15","15","2294","2294","2294"
"1148000","15","15","15","2295","2295","2295"
"1148500","15","15","15","2296","2296","2296"
"1149000","15","15","15","2297","2297","2297"
"1149500","15","15","15","2298","2298","2298"
"1150000","15","15","15","2299","2299","2299"
"1150500","15","15","15","2300","2300","2300"
"1151000","15","15","15","2301","2301","2301"
"1151500","15","15","15","2302","2302","2302"
"1152000","15","15","15","2303","2303","2303"
"1152500","15","15","15","2304","2304","2304"
"1153000","15","15","15","2305","2305","2305"
"1153500","15","15","15","2306","2306","2306"
"1154000","15","15","15","2307","2307","2307"
"1154500","15","15","15","2308","2308","2308"
"1155000","15","15","15","2309","2309","2309"
"1155500","15","15","15","2310","2310","2310"
"1156000","15","15","15","2311","2311","2311"
"1156500","15","15","15","2312","2312","2312"
"1157000","15","15","15","2313","2313","2313"
"1157500","15","15","15","2314","2314","2314"
"1158000","15","15","15","2315","2315","2315"
"1158500","15","15","15","2316","2316","2316"
"1159000","15","15","15","2317","2317","2317"
"1159500","15","15","15","2318","2318","2318"
"1160000","15","15","15","2319","2319","2319"
"1160500","15","15","15","2320","2320","2320"
"1161000","15","15","15","2321","2321","2321"
"1161500","15","15","15","2322","2322","2322"
"1162000","15","15","15","2323","2323","2323"
"1162500","15","15","15","2324","2324","2324"
"1163000","15","15","15","2325","2325","2325"
"1163500","15","15","15","2326","2326","2326"
"1164000","15","15","15","2327","2327","2327"
"1164500","15","15","15","2328","2328","2328"
"1165000","15","15","15","2329","2329","2329"
"1165500","15","15","15","2330","2330","2330"
"1166000","15","15","15","2331","2331","2331"
"1166500","15","15","15","2332","2332","2332"
"1167000","15","15","15","2333","2333","2333"
"1167500","15","15","15","2334","2334","2334"
"1168000","15","15","15","2335","2335","2335"
"1168500","15","15","15","2336","2336","2336"
"1169000","15","15","15","2337","2337","2337"
"1169500","15","15","15","2338","2338","2338"
"1170000","15","15","15","2339","2339","2339"
"1170500","15","15","15","2340","2340","2340"
"1171000","15","15","15","2341","2341","2341"
"1171500","15","15","15","2342","2342","2342"
"1172000","15","15","15","2343","2343","2343"
"1172500","15","15","15","2344","2344","2344"
"1173000","15","15","15","2345","2345","2345"
"1173500","15","15","15","2346","2346","2346"
"1174000","15","15","15","2347","2347","2347"
"1174500","15","15","15","2348","2348","2348"
"1175000","15","15","15","2349","2349","2349"
"1175500","15","15","15","2350","2350","2350"
"1176000","15","15","15","2351","2351","2351"
"1176500","15","15","15","2352","2352","2352"
"1177000","15","15","15","2353","2353","2353"
"1177500","15","15","15","2354","2354","2354"
"1178000","15","15","15","2355","2355","2355"
"1178500","15","15","15","2356","2356","2356"
"1179000","15","15","15","2357","2357","2357"
"1179500","15","15","15","2358","2358","2358"
"1180000","15","15","15","2359","2359","2359"
"1180500","15","15","15","2360","2360","2360"
"1181000","15","15","15","2361","2361","2361"
"1181500","15","15","15","2362","2362","2362"
"1182000","15","15","15","2363","2363","2363"
"1182500","15","15","15","2364","2364","2364"
"1183000","15","15","15","2365","2365","2365"
"1183500","15","15","15","2366","2366","2366"
"1184000","15","15","15","2367","2367","2367"
"1184500","15","15","15","2368","2368","2368"
"1185000","15","15","15","2369","2369","2369"
"1185500","15","15","15","2370","2370","2370"
"1186000","15","15","15","2371","2371","2371"
"1186500","15","15","15","2372","2372","2372"
"1187000","15","15","15","2373","2373","2373"
"1187500","15","15","15","2374","2374","2374"
"1188000","15","15","15","2375","2375","2375"
"1188500","15","15","15","2376","2376","2376"
"1189000","15","15","15","2377","2377","2377"
"1189500","15","15","15","2378","2378","2378"
"1190000","15","15","15","2379","2379","2379"
"1190500","15","15","15","2380","2380","2380"
"1191000","15","15","15","2381","2381","2381"
"1191500","15","15","15","2382","2382","2382"
"1192000","15","15","15","2383","2383","2383"
"1192500","15","15","15","2384","2384","2384"
"1193000","15","15","15","2385","2385","2385"
"1193500","15","15","15","2386","2386","2386"
"1194000","15","15","15","2387","2387","2387"
"1194500","15","15","15","2388","2388","2388"
"1195000","15","15","15","2389","2389","2389"
"1195500","15","15","15","2390","2390","2390"
"1196000","15","15","15","2391","2391","2391"
"1196500","15","15","15","2392","2392","2392"
"1197000","15","15","15","2393","2393","2393"
"1197500","15","15","15","2394","2394","2394"
"1198000","15","15","15","2395","2395","2395"
"1198500","15","15","15","2396","2396","2396"
"1199000","15","15","15","2397","2397","2397"
"1199500","15","15","15","2398","2398","2398"
"1200000","15","15","15","2399","2399","2399"
"1200500","15","15","15","2400","2400","2400"
"1201000","15","15","15","2401","2401","2401"
"1201500","15","15","15","2402","2402","2402"
"1202000","15","15","15","2403","2403","2403"
"1202500","15","15","15","2404","2404","2404"
"1203000","15","15","15","2405","2405","2405"
"1203500","15","15","15","2406","2406","2406"
"1204000","15","15","15","2407","2407","2407"
"1204500","15","15","15","2408","2408","2408"
"1205000","15","15","15","2409","2409","2409"
"1205500","15","15","15","2410","2410","2410"
"1206000","15","15","15","2411","2411","2411"
"1206500","15","15","15","2412","2412","2412"
"1207000","15","15","15","2413","2413","2413"
"1207500","15","15","15","2414","2414","2414"
"1208000","15","15","15","2415","2415","2415"
"1208500","15","15","15","2416","2416","2416"
"1209000","15","15","15","2417","2417","2417"
"1209500","15","15","15","2418","2418","2418"
"1210000","15","15","15","2419","2419","2419"
"1210500","15","15","15","2420","2420","2420"
"1211000","15","15","15","2421","2421","2421"
"1211500","15","15","15","2422","2422","2422"
"1212000","15","15","15","2423","2423","2423"
"1212500","15","15","15","2424","2424","2424"
"1213000","15","15","15","2425","2425","2425"
"1213500","15","15","15","2426","2426","2426"
"1214000","15","15","15","2427","2427","2427"
"1214500","15","15","15","2428","2428","2428"
"1215000","15","15","15","2429","2429","2429"
"1215500","15","15","15","2430","2430","2430"
"1216000","15","15","15","2431","2431","2431"
"1216500","15","15","15","2432","2432","2432"
"1217000","15","15","15","2433","2433","2433"
"1217500","15","15","15","2434","2434","2434"
"1218000","15","15","15","2435","2435","2435"
"1218500","15","15","15","2436","2436","2436"
"1219000","15","15","15","2437","2437","2437"
"1219500","15","15","15","2438","2438","2438"
"1220000","15","15","15","2439","2439","2439"
"1220500","15","15","15","2440","2440","2440"
"1221000","15","15","15","2441","2441","2441"
"1221500","15","15","15","2442","2442","2442"
"1222000","15","15","15","2443","2443","2443"
"1222500","15","15","15","2444","2444","2444"
"1223000","15","15","15","2445","2445","2445"
"1223500","15","15","15","2446","2446","2446"
"1224000","15","15","15","2447","2447","2447"
"1224500","15","15","15","2448","2448","2448"
"1225000","15","15","15","2449","2449","2449"
"1225500","15","15","15","2450","2450","2450"
"1226000","15","15","15","2451","2451","2451"
"1226500","15","15","15","2452","2452","2452"
"1227000","15","15","15","2453","2453","2453"
"1227500","15","15","15","2454","2454","2454"
"1228000","15","15","15","2455","2455","2455"
"1228500","15","15","15","2456","2456","2456"
"1229000","15","15","15","2457","2457","2457"
"1229500","15","15","15","2458","2458","2458"
"1230000","15","15","15","2459","2459","2459"
"1230500","15","15","15","2460","2460","2460"
"1231000","15","15","15","2461","2461","2461"
"1231500","15","15","15","2462","2462","2462"
"1232000","15","15","15","2463","2463","2463"
"1232500","15","15","15","2464","2464","2464"
"1233000","15","15","15","2465","2465","2465"
"1233500","15","15","15","2466","2466","2466"
"1234000","15","15","15","2467","2467","2467"
"1234500","15","15","15","2468","2468","2468"
"1235000","15","15","15","2469","2469","2469"
"1235500","15","15","15","2470","2470","2470"
"1236000","15","15","15","2471","2471","2471"
"1236500","15","15","15","2472","2472","2472"
"1237000","15","15","15","2473","2473","2473"
"1237500","15","15","15","2474","2474","2474"
"1238000","15","15","15","2475","2475","2475"
"1238500","15","15","15","2476","2476","2476"
"1239000","15","15","15","2477","2477","2477"
"1239500","15","15","15","2478","2478","2478"
"1240000","15","15","15","2479","2479","2479"
"1240500","15","15","15","2480","2480","2480"
"1241000","15","15","15","2481","2481","2481"
"1241500","15","15","15","2482","2482","2482"
"1242000","15","15","15","2483","2483","2483"
"1242500","15","15","15","2484","2484","2484"
"1243000","15","15","15","2485","2485","2485"
"1243500","15","15","15","2486","2486","2486"
"1244000","15","15","15","2487","2487","2487"
"1244500","15","15","15","2488","2488","2488"
"1245000","15","15","15","2489","2489","2489"
"1245500","15","15","15","2490","2490","2490"
"1246000","15","15","15","2491","2491","2491"
"1246500","15","15","15","2492","2492","2492"
"1247000","15","15","15","2493","2493","2493"
"1247500","15","15","15","2494","2494","2494"
"1248000","15","15","15","2495","2495","2495"
"1248500","15","15","15","2496","2496","2496"
"1249000","15","15","15","2497","2497","2497"
"1249500","15","15","15","2498","2498","2498"
"1250000","15","15","15","2499","2499","2499"
"1250500","15","15","15","2500","2500","2500"
"1251000","15","15","15","2501","2501","2501"
"1251500","15","15","15","2502","2502","2502"
"1252000","15","15","15","2503","2503","2503"
"1252500","15","15","15","2504","2504","2504"
"1253000","15","15","15","2505","2505","2505"
"1253500","15","15","15","2506","2506","2506"
"1254000","15","15","15","2507","2507","2507"
"1254500","15","15","15","2508","2508","2508"
"1255000","15","15","15","2509","2509","2509"
"1255500","15","15","15","2510","2510","2510"
"1256000","15","15","15","2511","2511","2511"
"1256500","15","15","15","2512","2512","2512"
"1257000","15","15","15","2513","2513","2513"
"1257500","15","15","15","2514","2514","2514"
"1258000","15","15","15","2515","2515","2515"
"1258500","15","15","15","2516","2516","2516"
"1259000","15","15","15","2517","2517","2517"
"1259500","15","15","15","2518","2518","2518"
"1260000","15","15","15","2519","2519","2519"
"1260500","15","15","15","2520","2520","2520"
"1261000","15","15","15","2521","2521","2521"
"1261500","15","15","15","2522","2522","2522"
"1262000","15","15","15","2523","2523","2523"
"1262500","15","15","15","2524","2524","2524"
"1263000","15","15","15","2525","2525","2525"
"1263500","15","15","15","2526","2526","2526"
"1264000","15","15","15","2527","2527","2527"
"1264500","15","15","15","2528","2528","2528"
"1265000","15","15","15","2529","2529","2529"
"1265500","15","15","15","2530","2530","2530"
"1266000","15","15","15","2531","2531","2531"
"1266500","15","15","15","2532","2532","2532"
"1267000","15","15","15","2533","2533","2533"
"1267500","15","15","15","2534","2534","2534"
"1268000","15","15","15","2535","2535","2535"
"1268500","15","15","15","2536","2536","2536"
"1269000","15","15","15","2537","2537","2537"
"1269500","15","15","15","2538","2538","2538"
"1270000","15","15","15","2539","2539","2539"
"1270500","15","15","15","2540","2540","2540"
"1271000","15","15","15","2541","2541","2541"
"1271500","15","15","15","2542","2542","2542"
"1272000","15","15","15","2543","2543","2543"
"1272500","15","15","15","2544","2544","2544"
"1273000","15","15","15","2545","2545","2545"
"1273500","15","15","15","2546","2546","2546"
"1274000","15","15","15","2547","2547","2547"
"1274500","15","15","15","2548","2548","2548"
"1275000","15","15","15","2549","2549","2549"
"1275500","15","15","15","2550","2550","2550"
"1276000","15","15","15","2551","2551","2551"
"1276500","15","15","15","2552","2552","2552"
"1277000","15","15","15","2553","2553","2553"
"1277500","15","15","15","2554","2554","2554"
"1278000","15","15","15","2555","2555","2555"
"1278500","15","15","15","2556","2556","2556"
"1279000","15","15","15","2557","2557","2557"
"1279500","15","15","15","2558","2558","2558"
"1280000","15","15","15","2559","2559","2559"
"1280500","15","15","15","2560","2560","2560"
"1281000","15","15","15","2561","2561","2561"
"1281500","15","15","15","2562","2562","2562"
"1282000","15","15","15","2563","2563","2563"
"1282500","15","15","15","2564","2564","2564"
"1283000","15","15","15","2565","2565","2565"
"1283500","15","15","15","2566","2566","2566"
"1284000","15","15","15","2567","2567","2567"
"1284500","15","15","15","2568","2568","2568"
"1285000","15","15","15","2569","2569","2569"
"1285500","15","15","15","2570","2570","2570"
"1286000","15","15","15","2571","2571","2571"
"1286500","15","15","15","2572","2572","2572"
"1287000","15","15","15","2573","2573","2573"
"1287500","15","15","15","2574","2574","2574"
"1288000","15","15","15","2575","2575","2575"
"1288500","15","15","15","2576","2576","2576"
"1289000","15","15","15","2577","2577","2577"
"1289500","15","15","15","2578","2578","2578"
"1290000","15","15","15","2579","2579","2579"
"1290500","15","15","15","2580","2580","2580"
"1291000","15","15","15","2581","2581","2581"
"1291500","15","15","15","2582","2582","2582"
"1292000","15","15","15","2583","2583","2583"
"1292500","15","15","15","2584","2584","2584"
"1293000","15","15","15","2585","2585","2585"
"1293500","15","15","15","2586","2586","2586"
"1294000","15","15","15","2587","2587","2587"
"1294500","15","15","15","2588","2588","2588"
"1295000","15","15","15","2589","2589","2589"
"1295500","15","15","15","2590","2590","2590"
"1296000","15","15","15","2591","2591","2591"
"1296500","15","15","15","2592","2592","2592"
"1297000","15","15","15","2593","2593","2593"
"1297500","15","15","15","2594","2594","2594"
"1298000","15","15","15","2595","2595","2595"
"1298500","15","15","15","2596","2596","2596"
"1299000","15","15","15","2597","2597","2597"
"1299500","15","15","15","2598","2598","2598"
"1300000","15","15","15","2599","2599","2599"
"1300500","15","15","15","2600","2600","2600"
"1301000","15","15","15","2601","2601","2601"
"1301500","15","15","15","2602","2602","2602"
"1302000","15","15","15","2603","2603","2603"
"1302500","15","15","15","2604","2604","2604"
"1303000","15","15","15","2605","2605","2605"
"1303500","15","15","15","2606","2606","2606"
"1304000","15","15","15","2607","2607","2607"
"1304500","15","15","15","2608","2608","2608"
"1305000","15","15","15","2609","2609","2609"
"1305500","15","15","15","2610","2610","2610"
"1306000","15","15","15","2611","2611","2611"
"1306500","15","15","15","2612","2612","2612"
"1307000","15","15","15","2613","2613","2613"
"1307500","15","15","15","2614","2614","2614"
"1308000","15","15","15","2615","2615","2615"
"1308500","15","15","15","2616","2616","2616"
"1309000","15","15","15","2617","2617","2617"
"1309500","15","15","15","2618","2618","2618"
"1310000","15","15","15","2619","2619","2619"
"1310500","15","15","15","2620","2620","2620"
"1311000","15","15","15","2621","2621","2621"
"1311500","15","15","15","2622","2622","2622"
"1312000","15","15","15","2623","2623","2623"
"1312500","15","15","15","2624","2624","2624"
"1313000","15","15","15","2625","2625","2625"
"1313500","15","15","15","2626","2626","2626"
"1314000","15","15","15","2627","2627","2627"
"1314500","15","15","15","2628","2628","2628"
"1315000","15","15","15","2629","2629","2629"
"1315500","15","15","15","2630","2630","2630"
"1316000","15","15","15","2631","2631","2631"
"1316500","15","15","15","2632","2632","2632"
"1317000","15","15","15","2633","2633","2633"
"1317500","15","15","15","2634","2634","2634"
"1318000","15","15","15","2635","2635","2635"
"1318500","15","15","15","2636","2636","2636"
"1319000","15","15","15","2637","2637","2637"
"1319500","15","15","15","2638","2638","2638"
"1320000","15","15","15","2639","2639","2639"
"1320500","15","15","15","2640","2640","2640"
"1321000","15","15","15","2641","2641","2641"
"1321500","15","15","15","2642","2642","2642"
"1322000","15","15","15","2643","2643","2643"
"1322500","15","15","15","2644","2644","2644"
"1323000","15","15","15","2645","2645","2645"
"1323500","15","15","15","2646","2646","2646"
"1324000","15","15","15","2647","2647","2647"
"1324500","15","15","15","2648","2648","2648"
"1325000","15","15","15","2649","2649","2649"
"1325500","15","15","15","2650","2650","2650"
"1326000","15","15","15","2651","2651","2651"
"1326500","15","15","15","2652","2652","2652"
"1327000","15","15","15","2653","2653","2653"
"1327500","15","15","15","2654","2654","2654"
"1328000","15","15","15","2655","2655","2655"
"1328500","15","15","15","2656","2656","2656"
"1329000","15","15","15","2657","2657","2657"
"1329500","15","15","15","2658","2658","2658"
"1330000","15","15","15","2659","2659","2659"
"1330500","15","15","15","2660","2660","2660"
"1331000","15","15","15","2661","2661","2661"
"1331500","15","15","15","2662","2662","2662"
"1332000","15","15","15","2663","2663","2663"
"1332500","15","15","15","2664","2664","2664"
"1333000","15","15","15","2665","2665","2665"
"1333500","15","15","15","2666","2666","2666"
"1334000","15","15","15","2667","2667","2667"
"1334500","15","15","15","2668","2668","2668"
"1335000","15","15","15","2669","2669","2669"
"1335500","15","15","15","2670","2670","2670"
"1336000","15","15","15","2671","2671","2671"
"1336500","15","15","15","2672","2672","2672"
"1337000","15","15","15","2673","2673","2673"
"1337500","15","15","15","2674","2674","2674"
"1338000","15","15","15","2675","2675","2675"
"1338500","15","15","15","2676","2676","2676"
"1339000","15","15","15","2677","2677","2677"
"1339500","15","15","15","2678","2678","2678"
"1340000","15","15","15","2679","2679","2679"
"1340500","15","15","15","2680","2680","2680"
"1341000","15","15","15","2681","2681","2681"
"1341500","15","15","15","2682","2682","2682"
"1342000","15","15","15","2683","2683","2683"
"1342500","15","15","15","2684","2684","2684"
"1343000","15","15","15","2685","2685","2685"
"1343500","15","15","15","2686","2686","2686"
"1344000","15","15","15","2687","2687","2687"
"1344500","15","15","15","2688","2688","2688"
"1345000","15","15","15","2689","2689","2689"
"1345500","15","15","15","2690","2690","2690"
"1346000","15","15","15","2691","2691","2691"
"1346500","15","15","15","2692","2692","2692"
"1347000","15","15","15","2693","2693","2693"
"1347500","15","15","15","2694","2694","2694"
"1348000","15","15","15","2695","2695","2695"
"1348500","15","15","15","2696","2696","2696"
"1349000","15","15","15","2697","2697","2697"
"1349500","15","15","15","2698","2698","2698"
"1350000","15","15","15","2699","2699","2699"
"1350500","15","15","15","2700","2700","2700"
"1351000","15","15","15","2701","2701","2701"
"1351500","15","15","15","2702","2702","2702"
"1352000","15","15","15","2703","2703","2703"
"1352500","15","15","15","2704","2704","2704"
"1353000","15","15","15","2705","2705","2705"
"1353500","15","15","15","2706","2706","2706"
"1354000","15","15","15","2707","2707","2707"
"1354500","15","15","15","2708","2708","2708"
"1355000","15","15","15","2709","2709","2709"
"1355500","15","15","15","2710","2710","2710"
"1356000","15","15","15","2711","2711","2711"
"1356500","15","15","15","2712","2712","2712"
"1357000","15","15","15","2713","2713","2713"
"1357500","15","15","15","2714","2714","2714"
"1358000","15","15","15","2715","2715","2715"
"1358500","15","15","15","2716","2716","2716"
"1359000","15","15","15","2717","2717","2717"
"1359500","15","15","15","2718","2718","2718"
"1360000","15","15","15","2719","2719","2719"
"1360500","15","15","15","2720","2720","2720"
"1361000","15","15","15","2721","2721","2721"
"1361500","15","15","15","2722","2722","2722"
"1362000","15","15","15","2723","2723","2723"
"1362500","15","15","15","2724","2724","2724"
"1363000","15","15","15","2725","2725","2725"
"1363500","15","15","15","2726","2726","2726"
"1364000","15","15","15","2727","2727","2727"
"1364500","15","15","15","2728","2728","2728"
"1365000","15","15","15","2729","2729","2729"
"1365500","15","15","15","2730","2730","2730"
"1366000","15","15","15","2731","2731","2731"
"1366500","15","15","15","2732","2732","2732"
"1367000","15","15","15","2733","2733","2733"
"1367500","15","15","15","2734","2734","2734"
"1368000","15","15","15","2735","2735","2735"
"1368500","15","15","15","2736","2736","2736"
"1369000","15","15","15","2737","2737","2737"
"1369500","15","15","15","2738","2738","2738"
"1370000","15","15","15","2739","2739","2739"
"1370500","15","15","15","2740","2740","2740"
"1371000","15","15","15","2741","2741","2741"
"1371500","15","15","15","2742","2742","2742"
"1372000","15","15","15","2743","2743","2743"
"1372500","15","15","15","2744","2744","2744"
"1373000","15","15","15","2745","2745","2745"
"1373500","15","15","15","2746","2746","2746"
"1374000","15","15","15","2747","2747","2747"
"1374500","15","15","15","2748","2748","2748"
"1375000","15","15","15","2749","2749","2749"
"1375500","15","15","15","2750","2750","2750"
"1376000","15","15","15","2751","2751","2751"
"1376500","15","15","15","2752","2752","2752"
"1377000","15","15","15","2753","2753","2753"
"1377500","15","15","15","2754","2754","2754"
"1378000","15","15","15","2755","2755","2755"
"1378500","15","15","15","2756","2756","2756"
"1379000","15","15","15","2757","2757","2757"
"1379500","15","15","15","2758","2758","2758"
"1380000","15","15","15","2759","2759","2759"
"1380500","15","15","15","2760","2760","2760"
"1381000","15","15","15","2761","2761","2761"
"1381500","15","15","15","2762","2762","2762"
"1382000","15","15","15","2763","2763","2763"
"1382500","15","15","15","2764","2764","2764"
"1383000","15","15","15","2765","2765","2765"
"1383500","15","15","15","2766","2766","2766"
"1384000","15","15","15","2767","2767","2767"
"1384500","15","15","15","2768","2768","2768"
"1385000","15","15","15","2769","2769","2769"
"1385500","15","15","15","2770","2770","2770"
"1386000","15","15","15","2771","2771","2771"
"1386500","15","15","15","2772","2772","2772"
"1387000","15","15","15","2773","2773","2773"
"1387500","15","15","15","2774","2774","2774"
"1388000","15","15","15","2775","2775","2775"
"1388500","15","15","15","2776","2776","2776"
"1389000","15","15","15","2777","2777","2777"
"1389500","15","15","15","2778","2778","2778"
"1390000","15","15","15","2779","2779","2779"
"1390500","15","15","15","2780","2780","2780"
"1391000","15","15","15","2781","2781","2781"
"1391500","15","15","15","2782","2782","2782"
"1392000","15","15","15","2783","2783","2783"
"1392500","15","15","15","2784","2784","2784"
"1393000","15","15","15","2785","2785","2785"
"1393500","15","15","15","2786","2786","2786"
"1394000","15","15","15","2787","2787","2787"
"1394500","15","15","15","2788","2788","2788"
"1395000","15","15","15","2789","2789","2789"
"1395500","15","15","15","2790","2790","2790"
"1396000","15","15","15","2791","2791","2791"
"1396500","15","15","15","2792","2792","2792"
"1397000","15","15","15","2793","2793","2793"
"1397500","15","15","15","2794","2794","2794"
"1398000","15","15","15","2795","2795","2795"
"1398500","15","15","15","2796","2796","2796"
"1399000","15","15","15","2797","2797","2797"
"1399500","15","15","15","2798","2798","2798"
"1400000","15","15","15","2799","2799","2799"
"1400500","15","15","15","2800","2800","2800"
"1401000","15","15","15","2801","2801","2801"
"1401500","15","15","15","2802","2802","2802"
"1402000","15","15","15","2803","2803","2803"
"1402500","15","15","15","2804","2804","2804"
"1403000","15","15","15","2805","2805","2805"
"1403500","15","15","15","2806","2806","2806"
"1404000","15","15","15","2807","2807","2807"
"1404500","15","15","15","2808","2808","2808"
"1405000","15","15","15","2809","2809","2809"
"1405500","15","15","15","2810","2810","2810"
"1406000","15","15","15","2811","2811","2811"
"1406500","15","15","15","2812","2812","2812"
"1407000","15","15","15","2813","2813","2813"
"1407500","15","15","15","2814","2814","2814"
"1408000","15","15","15","2815","2815","2815"
"1408500","15","15","15","2816","2816","2816"
"1409000","15","15","15","2817","2817","2817"
"1409500","15","15","15","2818","2818","2818"
"1410000","15","15","15","2819","2819","2819"
"1410500","15","15","15","2820","2820","2820"
"1411000","15","15","15","2821","2821","2821"
"1411500","15","15","15","2822","2822","2822"
"1412000","15","15","15","2823","2823","2823"
"1412500","15","15","15","2824","2824","2824"
"1413000","15","15","15","2825","2825","2825"
"1413500","15","15","15","2826","2826","2826"
"1414000","15","15","15","2827","2827","2827"
"1414500","15","15","15","2828","2828","2828"
"1415000","15","15","15","2829","2829","2829"
"1415500","15","15","15","2830","2830","2830"
"1416000","15","15","15","2831","2831","2831"
"1416500","15","15","15","2832","2832","2832"
"1417000","15","15","15","2833","2833","2833"
"1417500","15","15","15","2834","2834","2834"
"1418000","15","15","15","2835","2835","2835"
"1418500","15","15","15","2836","2836","2836"
"1419000","15","15","15","2837","2837","2837"
"1419500","15","15","15","2838","2838","2838"
"1420000","15","15","15","2839","2839","2839"
"1420500","15","15","15","2840","2840","2840"
"1421000","15","15","15","2841","2841","2841"
"1421500","15","15","15","2842","2842","2842"
"1422000","15","15","15","2843","2843","2843"
"1422500","15","15","15","2844","2844","2844"
"1423000","15","15","15","2845","2845","2845"
"1423500","15","15","15","2846","2846","2846"
"1424000","15","15","15","2847","2847","2847"
"1424500","15","15","15","2848","2848","2848"
"1425000","15","15","15","2849","2849","2849"
"1425500","15","15","15","2850","2850","2850"
"1426000","15","15","15","2851","2851","2851"
"1426500","15","15","15","2852","2852","2852"
"1427000","15","15","15","2853","2853","2853"
"1427500","15","15","15","2854","2854","2854"
"1428000","15","15","15","2855","2855","2855"
"1428500","15","15","15","2856","2856","2856"
"1429000","15","15","15","2857","2857","2857"
"1429500","15","15","15","2858","2858","2858"
"1430000","15","15","15","2859","2859","2859"
