"global_step","251221_A2C - train/final_neg_count","251221_A2C - train/final_neg_count__MIN","251221_A2C - train/final_neg_count__MAX","251221_A2C - _step","251221_A2C - _step__MIN","251221_A2C - _step__MAX"
"394500","11","11","11","788","788","788"
"395000","15","15","15","789","789","789"
"395500","7","7","7","790","790","790"
"396000","13","13","13","791","791","791"
"396500","3","3","3","792","792","792"
"397000","13","13","13","793","793","793"
"397500","15","15","15","794","794","794"
"398000","4","4","4","795","795","795"
"398500","13","13","13","796","796","796"
"399000","10","10","10","797","797","797"
"399500","7","7","7","798","798","798"
"400000","3","3","3","799","799","799"
"400500","3","3","3","800","800","800"
"401000","3","3","3","801","801","801"
"401500","3","3","3","802","802","802"
"402000","3","3","3","803","803","803"
"402500","3","3","3","804","804","804"
"403000","3","3","3","805","805","805"
"403500","3","3","3","806","806","806"
"404000","3","3","3","807","807","807"
"404500","3","3","3","808","808","808"
"405000","15","15","15","809","809","809"
"405500","3","3","3","810","810","810"
"406000","7","7","7","811","811","811"
"406500","3","3","3","812","812","812"
"407000","3","3","3","813","813","813"
"407500","11","11","11","814","814","814"
"408000","12","12","12","815","815","815"
"408500","11","11","11","816","816","816"
"409000","15","15","15","817","817","817"
"409500","15","15","15","818","818","818"
"410000","15","15","15","819","819","819"
"410500","15","15","15","820","820","820"
"411000","15","15","15","821","821","821"
"411500","15","15","15","822","822","822"
"412000","6","6","6","823","823","823"
"412500","15","15","15","824","824","824"
"413000","15","15","15","825","825","825"
"413500","3","3","3","826","826","826"
"414000","3","3","3","827","827","827"
"414500","13","13","13","828","828","828"
"415000","15","15","15","829","829","829"
"415500","3","3","3","830","830","830"
"416000","14","14","14","831","831","831"
"416500","3","3","3","832","832","832"
"417000","3","3","3","833","833","833"
"417500","15","15","15","834","834","834"
"418000","3","3","3","835","835","835"
"418500","3","3","3","836","836","836"
"419000","3","3","3","837","837","837"
"419500","3","3","3","838","838","838"
"420000","3","3","3","839","839","839"
"420500","3","3","3","840","840","840"
"421000","3","3","3","841","841","841"
"421500","3","3","3","842","842","842"
"422000","3","3","3","843","843","843"
"422500","3","3","3","844","844","844"
"423000","3","3","3","845","845","845"
"423500","3","3","3","846","846","846"
"424000","8","8","8","847","847","847"
"424500","3","3","3","848","848","848"
"425000","15","15","15","849","849","849"
"425500","12","12","12","850","850","850"
"426000","3","3","3","851","851","851"
"426500","15","15","15","852","852","852"
"427000","3","3","3","853","853","853"
"427500","3","3","3","854","854","854"
"428000","15","15","15","855","855","855"
"428500","15","15","15","856","856","856"
"429000","15","15","15","857","857","857"
"429500","15","15","15","858","858","858"
"430000","15","15","15","859","859","859"
"430500","14","14","14","860","860","860"
"431000","15","15","15","861","861","861"
"431500","15","15","15","862","862","862"
"432000","6","6","6","863","863","863"
"432500","14","14","14","864","864","864"
"433000","8","8","8","865","865","865"
"433500","13","13","13","866","866","866"
"434000","12","12","12","867","867","867"
"434500","15","15","15","868","868","868"
"435000","10","10","10","869","869","869"
"435500","3","3","3","870","870","870"
"436000","3","3","3","871","871","871"
"436500","13","13","13","872","872","872"
"437000","10","10","10","873","873","873"
"437500","10","10","10","874","874","874"
"438000","15","15","15","875","875","875"
"438500","15","15","15","876","876","876"
"439000","15","15","15","877","877","877"
"439500","15","15","15","878","878","878"
"440000","15","15","15","879","879","879"
"440500","15","15","15","880","880","880"
"441000","15","15","15","881","881","881"
"441500","15","15","15","882","882","882"
"442000","9","9","9","883","883","883"
"442500","15","15","15","884","884","884"
"443000","4","4","4","885","885","885"
"443500","3","3","3","886","886","886"
"444000","3","3","3","887","887","887"
"444500","3","3","3","888","888","888"
"445000","4","4","4","889","889","889"
"445500","3","3","3","890","890","890"
"446000","3","3","3","891","891","891"
"446500","3","3","3","892","892","892"
"447000","3","3","3","893","893","893"
"447500","4","4","4","894","894","894"
"448000","3","3","3","895","895","895"
"448500","5","5","5","896","896","896"
"449000","5","5","5","897","897","897"
"449500","5","5","5","898","898","898"
"450000","5","5","5","899","899","899"
"450500","5","5","5","900","900","900"
"451000","5","5","5","901","901","901"
"451500","5","5","5","902","902","902"
"452000","15","15","15","903","903","903"
"452500","15","15","15","904","904","904"
"453000","5","5","5","905","905","905"
"453500","3","3","3","906","906","906"
"454000","7","7","7","907","907","907"
"454500","9","9","9","908","908","908"
"455000","3","3","3","909","909","909"
"455500","8","8","8","910","910","910"
"456000","15","15","15","911","911","911"
"456500","9","9","9","912","912","912"
"457000","8","8","8","913","913","913"
"457500","4","4","4","914","914","914"
"458000","14","14","14","915","915","915"
"458500","3","3","3","916","916","916"
"459000","13","13","13","917","917","917"
"459500","4","4","4","918","918","918"
"460000","8","8","8","919","919","919"
"460500","7","7","7","920","920","920"
"461000","5","5","5","921","921","921"
"461500","6","6","6","922","922","922"
"462000","3","3","3","923","923","923"
"462500","9","9","9","924","924","924"
"463000","5","5","5","925","925","925"
"463500","7","7","7","926","926","926"
"464000","5","5","5","927","927","927"
"464500","5","5","5","928","928","928"
"465000","4","4","4","929","929","929"
"465500","5","5","5","930","930","930"
"466000","5","5","5","931","931","931"
"466500","5","5","5","932","932","932"
"467000","5","5","5","933","933","933"
"467500","5","5","5","934","934","934"
"468000","5","5","5","935","935","935"
"468500","5","5","5","936","936","936"
"469000","5","5","5","937","937","937"
"469500","5","5","5","938","938","938"
"470000","5","5","5","939","939","939"
"470500","5","5","5","940","940","940"
"471000","10","10","10","941","941","941"
"471500","5","5","5","942","942","942"
"472000","5","5","5","943","943","943"
"472500","5","5","5","944","944","944"
"473000","6","6","6","945","945","945"
"473500","5","5","5","946","946","946"
"474000","5","5","5","947","947","947"
"474500","4","4","4","948","948","948"
"475000","5","5","5","949","949","949"
"475500","5","5","5","950","950","950"
"476000","5","5","5","951","951","951"
"476500","3","3","3","952","952","952"
"477000","3","3","3","953","953","953"
"477500","4","4","4","954","954","954"
"478000","3","3","3","955","955","955"
"478500","3","3","3","956","956","956"
"479000","6","6","6","957","957","957"
"479500","11","11","11","958","958","958"
"480000","8","8","8","959","959","959"
"480500","6","6","6","960","960","960"
"481000","3","3","3","961","961","961"
"481500","8","8","8","962","962","962"
"482000","8","8","8","963","963","963"
"482500","9","9","9","964","964","964"
"483000","8","8","8","965","965","965"
"483500","12","12","12","966","966","966"
"484000","11","11","11","967","967","967"
"484500","7","7","7","968","968","968"
"485000","12","12","12","969","969","969"
"485500","14","14","14","970","970","970"
"486000","7","7","7","971","971","971"
"486500","15","15","15","972","972","972"
"487000","15","15","15","973","973","973"
"487500","10","10","10","974","974","974"
"488000","3","3","3","975","975","975"
"488500","6","6","6","976","976","976"
"489000","4","4","4","977","977","977"
"489500","3","3","3","978","978","978"
"490000","14","14","14","979","979","979"
"490500","7","7","7","980","980","980"
"491000","4","4","4","981","981","981"
"491500","4","4","4","982","982","982"
"492000","3","3","3","983","983","983"
"492500","7","7","7","984","984","984"
"493000","3","3","3","985","985","985"
"493500","8","8","8","986","986","986"
"494000","15","15","15","987","987","987"
"494500","6","6","6","988","988","988"
"495000","7","7","7","989","989","989"
"495500","3","3","3","990","990","990"
"496000","11","11","11","991","991","991"
"496500","12","12","12","992","992","992"
"497000","15","15","15","993","993","993"
"497500","15","15","15","994","994","994"
"498000","6","6","6","995","995","995"
"498500","3","3","3","996","996","996"
"499000","11","11","11","997","997","997"
"499500","9","9","9","998","998","998"
"500000","3","3","3","999","999","999"
"500500","8","8","8","1000","1000","1000"
"501000","3","3","3","1001","1001","1001"
"501500","3","3","3","1002","1002","1002"
"502000","8","8","8","1003","1003","1003"
"502500","3","3","3","1004","1004","1004"
"503000","12","12","12","1005","1005","1005"
"503500","12","12","12","1006","1006","1006"
"504000","3","3","3","1007","1007","1007"
"504500","3","3","3","1008","1008","1008"
"505000","15","15","15","1009","1009","1009"
"505500","15","15","15","1010","1010","1010"
"506000","15","15","15","1011","1011","1011"
"506500","3","3","3","1012","1012","1012"
"507000","15","15","15","1013","1013","1013"
"507500","7","7","7","1014","1014","1014"
"508000","3","3","3","1015","1015","1015"
"508500","12","12","12","1016","1016","1016"
"509000","6","6","6","1017","1017","1017"
"509500","13","13","13","1018","1018","1018"
"510000","3","3","3","1019","1019","1019"
"510500","15","15","15","1020","1020","1020"
"511000","11","11","11","1021","1021","1021"
"511500","15","15","15","1022","1022","1022"
"512000","15","15","15","1023","1023","1023"
"512500","15","15","15","1024","1024","1024"
"513000","15","15","15","1025","1025","1025"
"513500","15","15","15","1026","1026","1026"
"514000","5","5","5","1027","1027","1027"
"514500","13","13","13","1028","1028","1028"
"515000","6","6","6","1029","1029","1029"
"515500","7","7","7","1030","1030","1030"
"516000","11","11","11","1031","1031","1031"
"516500","8","8","8","1032","1032","1032"
"517000","6","6","6","1033","1033","1033"
"517500","7","7","7","1034","1034","1034"
"518000","12","12","12","1035","1035","1035"
"518500","3","3","3","1036","1036","1036"
"519000","11","11","11","1037","1037","1037"
"519500","3","3","3","1038","1038","1038"
"520000","13","13","13","1039","1039","1039"
"520500","11","11","11","1040","1040","1040"
"521000","3","3","3","1041","1041","1041"
"521500","13","13","13","1042","1042","1042"
"522000","13","13","13","1043","1043","1043"
"522500","12","12","12","1044","1044","1044"
"523000","15","15","15","1045","1045","1045"
"523500","13","13","13","1046","1046","1046"
"524000","14","14","14","1047","1047","1047"
"524500","13","13","13","1048","1048","1048"
"525000","3","3","3","1049","1049","1049"
"525500","3","3","3","1050","1050","1050"
"526000","8","8","8","1051","1051","1051"
"526500","15","15","15","1052","1052","1052"
"527000","3","3","3","1053","1053","1053"
"527500","15","15","15","1054","1054","1054"
"528000","15","15","15","1055","1055","1055"
"528500","15","15","15","1056","1056","1056"
"529000","15","15","15","1057","1057","1057"
"529500","15","15","15","1058","1058","1058"
"530000","15","15","15","1059","1059","1059"
"530500","15","15","15","1060","1060","1060"
"531000","15","15","15","1061","1061","1061"
"531500","15","15","15","1062","1062","1062"
"532000","15","15","15","1063","1063","1063"
"532500","15","15","15","1064","1064","1064"
"533000","15","15","15","1065","1065","1065"
"533500","15","15","15","1066","1066","1066"
"534000","15","15","15","1067","1067","1067"
"534500","15","15","15","1068","1068","1068"
"535000","15","15","15","1069","1069","1069"
"535500","15","15","15","1070","1070","1070"
"536000","15","15","15","1071","1071","1071"
"536500","15","15","15","1072","1072","1072"
"537000","15","15","15","1073","1073","1073"
"537500","15","15","15","1074","1074","1074"
"538000","15","15","15","1075","1075","1075"
"538500","15","15","15","1076","1076","1076"
"539000","15","15","15","1077","1077","1077"
"539500","15","15","15","1078","1078","1078"
"540000","15","15","15","1079","1079","1079"
"540500","15","15","15","1080","1080","1080"
"541000","15","15","15","1081","1081","1081"
"541500","15","15","15","1082","1082","1082"
"542000","15","15","15","1083","1083","1083"
"542500","15","15","15","1084","1084","1084"
"543000","15","15","15","1085","1085","1085"
"543500","15","15","15","1086","1086","1086"
"544000","15","15","15","1087","1087","1087"
"544500","15","15","15","1088","1088","1088"
"545000","15","15","15","1089","1089","1089"
"545500","15","15","15","1090","1090","1090"
"546000","15","15","15","1091","1091","1091"
"546500","15","15","15","1092","1092","1092"
"547000","15","15","15","1093","1093","1093"
"547500","15","15","15","1094","1094","1094"
"548000","15","15","15","1095","1095","1095"
"548500","15","15","15","1096","1096","1096"
"549000","15","15","15","1097","1097","1097"
"549500","15","15","15","1098","1098","1098"
"550000","15","15","15","1099","1099","1099"
"550500","15","15","15","1100","1100","1100"
"551000","15","15","15","1101","1101","1101"
"551500","15","15","15","1102","1102","1102"
"552000","15","15","15","1103","1103","1103"
"552500","15","15","15","1104","1104","1104"
"553000","15","15","15","1105","1105","1105"
"553500","15","15","15","1106","1106","1106"
"554000","15","15","15","1107","1107","1107"
"554500","15","15","15","1108","1108","1108"
"555000","15","15","15","1109","1109","1109"
"555500","15","15","15","1110","1110","1110"
"556000","15","15","15","1111","1111","1111"
"556500","15","15","15","1112","1112","1112"
"557000","15","15","15","1113","1113","1113"
"557500","15","15","15","1114","1114","1114"
"558000","15","15","15","1115","1115","1115"
"558500","15","15","15","1116","1116","1116"
"559000","15","15","15","1117","1117","1117"
"559500","15","15","15","1118","1118","1118"
"560000","15","15","15","1119","1119","1119"
"560500","15","15","15","1120","1120","1120"
"561000","15","15","15","1121","1121","1121"
"561500","15","15","15","1122","1122","1122"
"562000","15","15","15","1123","1123","1123"
"562500","15","15","15","1124","1124","1124"
"563000","15","15","15","1125","1125","1125"
"563500","15","15","15","1126","1126","1126"
"564000","15","15","15","1127","1127","1127"
"564500","15","15","15","1128","1128","1128"
"565000","15","15","15","1129","1129","1129"
"565500","15","15","15","1130","1130","1130"
"566000","15","15","15","1131","1131","1131"
"566500","15","15","15","1132","1132","1132"
"567000","15","15","15","1133","1133","1133"
"567500","15","15","15","1134","1134","1134"
"568000","15","15","15","1135","1135","1135"
"568500","15","15","15","1136","1136","1136"
"569000","15","15","15","1137","1137","1137"
"569500","15","15","15","1138","1138","1138"
"570000","15","15","15","1139","1139","1139"
"570500","15","15","15","1140","1140","1140"
"571000","15","15","15","1141","1141","1141"
"571500","15","15","15","1142","1142","1142"
"572000","15","15","15","1143","1143","1143"
"572500","15","15","15","1144","1144","1144"
"573000","15","15","15","1145","1145","1145"
"573500","15","15","15","1146","1146","1146"
"574000","15","15","15","1147","1147","1147"
"574500","15","15","15","1148","1148","1148"
"575000","15","15","15","1149","1149","1149"
"575500","15","15","15","1150","1150","1150"
"576000","15","15","15","1151","1151","1151"
"576500","15","15","15","1152","1152","1152"
"577000","15","15","15","1153","1153","1153"
"577500","15","15","15","1154","1154","1154"
"578000","15","15","15","1155","1155","1155"
"578500","15","15","15","1156","1156","1156"
"579000","15","15","15","1157","1157","1157"
"579500","15","15","15","1158","1158","1158"
"580000","15","15","15","1159","1159","1159"
"580500","15","15","15","1160","1160","1160"
"581000","15","15","15","1161","1161","1161"
"581500","15","15","15","1162","1162","1162"
"582000","15","15","15","1163","1163","1163"
"582500","15","15","15","1164","1164","1164"
"583000","15","15","15","1165","1165","1165"
"583500","15","15","15","1166","1166","1166"
"584000","15","15","15","1167","1167","1167"
"584500","15","15","15","1168","1168","1168"
"585000","15","15","15","1169","1169","1169"
"585500","15","15","15","1170","1170","1170"
"586000","15","15","15","1171","1171","1171"
"586500","15","15","15","1172","1172","1172"
"587000","15","15","15","1173","1173","1173"
"587500","15","15","15","1174","1174","1174"
"588000","15","15","15","1175","1175","1175"
"588500","15","15","15","1176","1176","1176"
"589000","15","15","15","1177","1177","1177"
"589500","15","15","15","1178","1178","1178"
"590000","15","15","15","1179","1179","1179"
"590500","15","15","15","1180","1180","1180"
"591000","15","15","15","1181","1181","1181"
"591500","15","15","15","1182","1182","1182"
"592000","15","15","15","1183","1183","1183"
"592500","15","15","15","1184","1184","1184"
"593000","15","15","15","1185","1185","1185"
"593500","15","15","15","1186","1186","1186"
"594000","15","15","15","1187","1187","1187"
"594500","15","15","15","1188","1188","1188"
"595000","15","15","15","1189","1189","1189"
"595500","15","15","15","1190","1190","1190"
"596000","15","15","15","1191","1191","1191"
"596500","15","15","15","1192","1192","1192"
"597000","15","15","15","1193","1193","1193"
"597500","15","15","15","1194","1194","1194"
"598000","15","15","15","1195","1195","1195"
"598500","15","15","15","1196","1196","1196"
"599000","15","15","15","1197","1197","1197"
"599500","15","15","15","1198","1198","1198"
"600000","15","15","15","1199","1199","1199"
"600500","15","15","15","1200","1200","1200"
"601000","15","15","15","1201","1201","1201"
"601500","15","15","15","1202","1202","1202"
"602000","15","15","15","1203","1203","1203"
"602500","15","15","15","1204","1204","1204"
"603000","15","15","15","1205","1205","1205"
"603500","15","15","15","1206","1206","1206"
"604000","15","15","15","1207","1207","1207"
"604500","15","15","15","1208","1208","1208"
"605000","15","15","15","1209","1209","1209"
"605500","15","15","15","1210","1210","1210"
"606000","15","15","15","1211","1211","1211"
"606500","15","15","15","1212","1212","1212"
"607000","15","15","15","1213","1213","1213"
"607500","15","15","15","1214","1214","1214"
"608000","15","15","15","1215","1215","1215"
"608500","15","15","15","1216","1216","1216"
"609000","15","15","15","1217","1217","1217"
"609500","15","15","15","1218","1218","1218"
"610000","15","15","15","1219","1219","1219"
"610500","15","15","15","1220","1220","1220"
"611000","15","15","15","1221","1221","1221"
"611500","15","15","15","1222","1222","1222"
"612000","15","15","15","1223","1223","1223"
"612500","15","15","15","1224","1224","1224"
"613000","15","15","15","1225","1225","1225"
"613500","15","15","15","1226","1226","1226"
"614000","15","15","15","1227","1227","1227"
"614500","15","15","15","1228","1228","1228"
"615000","15","15","15","1229","1229","1229"
"615500","15","15","15","1230","1230","1230"
"616000","15","15","15","1231","1231","1231"
"616500","15","15","15","1232","1232","1232"
"617000","15","15","15","1233","1233","1233"
"617500","15","15","15","1234","1234","1234"
"618000","15","15","15","1235","1235","1235"
"618500","15","15","15","1236","1236","1236"
"619000","15","15","15","1237","1237","1237"
"619500","15","15","15","1238","1238","1238"
"620000","15","15","15","1239","1239","1239"
"620500","15","15","15","1240","1240","1240"
"621000","15","15","15","1241","1241","1241"
"621500","15","15","15","1242","1242","1242"
"622000","15","15","15","1243","1243","1243"
"622500","15","15","15","1244","1244","1244"
"623000","15","15","15","1245","1245","1245"
"623500","15","15","15","1246","1246","1246"
"624000","15","15","15","1247","1247","1247"
"624500","15","15","15","1248","1248","1248"
"625000","15","15","15","1249","1249","1249"
"625500","15","15","15","1250","1250","1250"
"626000","15","15","15","1251","1251","1251"
"626500","15","15","15","1252","1252","1252"
"627000","15","15","15","1253","1253","1253"
"627500","15","15","15","1254","1254","1254"
"628000","15","15","15","1255","1255","1255"
"628500","15","15","15","1256","1256","1256"
"629000","15","15","15","1257","1257","1257"
"629500","15","15","15","1258","1258","1258"
"630000","15","15","15","1259","1259","1259"
"630500","15","15","15","1260","1260","1260"
"631000","15","15","15","1261","1261","1261"
"631500","15","15","15","1262","1262","1262"
"632000","15","15","15","1263","1263","1263"
"632500","15","15","15","1264","1264","1264"
"633000","15","15","15","1265","1265","1265"
"633500","15","15","15","1266","1266","1266"
"634000","15","15","15","1267","1267","1267"
"634500","15","15","15","1268","1268","1268"
"635000","15","15","15","1269","1269","1269"
"635500","15","15","15","1270","1270","1270"
"636000","15","15","15","1271","1271","1271"
"636500","15","15","15","1272","1272","1272"
"637000","15","15","15","1273","1273","1273"
"637500","15","15","15","1274","1274","1274"
"638000","15","15","15","1275","1275","1275"
"638500","15","15","15","1276","1276","1276"
"639000","15","15","15","1277","1277","1277"
"639500","15","15","15","1278","1278","1278"
"640000","15","15","15","1279","1279","1279"
"640500","15","15","15","1280","1280","1280"
"641000","15","15","15","1281","1281","1281"
"641500","15","15","15","1282","1282","1282"
"642000","15","15","15","1283","1283","1283"
"642500","15","15","15","1284","1284","1284"
"643000","15","15","15","1285","1285","1285"
"643500","15","15","15","1286","1286","1286"
"644000","15","15","15","1287","1287","1287"
"644500","15","15","15","1288","1288","1288"
"645000","15","15","15","1289","1289","1289"
"645500","15","15","15","1290","1290","1290"
"646000","15","15","15","1291","1291","1291"
"646500","15","15","15","1292","1292","1292"
"647000","15","15","15","1293","1293","1293"
"647500","15","15","15","1294","1294","1294"
"648000","15","15","15","1295","1295","1295"
"648500","15","15","15","1296","1296","1296"
"649000","15","15","15","1297","1297","1297"
"649500","15","15","15","1298","1298","1298"
"650000","15","15","15","1299","1299","1299"
"650500","15","15","15","1300","1300","1300"
"651000","15","15","15","1301","1301","1301"
"651500","15","15","15","1302","1302","1302"
"652000","15","15","15","1303","1303","1303"
"652500","15","15","15","1304","1304","1304"
"653000","15","15","15","1305","1305","1305"
"653500","15","15","15","1306","1306","1306"
"654000","15","15","15","1307","1307","1307"
"654500","15","15","15","1308","1308","1308"
"655000","15","15","15","1309","1309","1309"
"655500","15","15","15","1310","1310","1310"
"656000","15","15","15","1311","1311","1311"
"656500","15","15","15","1312","1312","1312"
"657000","15","15","15","1313","1313","1313"
"657500","15","15","15","1314","1314","1314"
"658000","15","15","15","1315","1315","1315"
"658500","15","15","15","1316","1316","1316"
"659000","15","15","15","1317","1317","1317"
"659500","15","15","15","1318","1318","1318"
"660000","15","15","15","1319","1319","1319"
"660500","15","15","15","1320","1320","1320"
"661000","15","15","15","1321","1321","1321"
"661500","15","15","15","1322","1322","1322"
"662000","15","15","15","1323","1323","1323"
"662500","15","15","15","1324","1324","1324"
"663000","15","15","15","1325","1325","1325"
"663500","15","15","15","1326","1326","1326"
"664000","15","15","15","1327","1327","1327"
"664500","15","15","15","1328","1328","1328"
"665000","15","15","15","1329","1329","1329"
"665500","15","15","15","1330","1330","1330"
"666000","15","15","15","1331","1331","1331"
"666500","15","15","15","1332","1332","1332"
"667000","15","15","15","1333","1333","1333"
"667500","15","15","15","1334","1334","1334"
"668000","15","15","15","1335","1335","1335"
"668500","15","15","15","1336","1336","1336"
"669000","15","15","15","1337","1337","1337"
"669500","15","15","15","1338","1338","1338"
"670000","15","15","15","1339","1339","1339"
"670500","15","15","15","1340","1340","1340"
"671000","15","15","15","1341","1341","1341"
"671500","15","15","15","1342","1342","1342"
"672000","15","15","15","1343","1343","1343"
"672500","15","15","15","1344","1344","1344"
"673000","15","15","15","1345","1345","1345"
"673500","15","15","15","1346","1346","1346"
"674000","15","15","15","1347","1347","1347"
"674500","15","15","15","1348","1348","1348"
"675000","15","15","15","1349","1349","1349"
"675500","15","15","15","1350","1350","1350"
"676000","15","15","15","1351","1351","1351"
"676500","15","15","15","1352","1352","1352"
"677000","15","15","15","1353","1353","1353"
"677500","15","15","15","1354","1354","1354"
"678000","15","15","15","1355","1355","1355"
"678500","15","15","15","1356","1356","1356"
"679000","15","15","15","1357","1357","1357"
"679500","15","15","15","1358","1358","1358"
"680000","15","15","15","1359","1359","1359"
"680500","15","15","15","1360","1360","1360"
"681000","15","15","15","1361","1361","1361"
"681500","15","15","15","1362","1362","1362"
"682000","15","15","15","1363","1363","1363"
"682500","15","15","15","1364","1364","1364"
"683000","15","15","15","1365","1365","1365"
"683500","15","15","15","1366","1366","1366"
"684000","15","15","15","1367","1367","1367"
"684500","15","15","15","1368","1368","1368"
"685000","15","15","15","1369","1369","1369"
"685500","15","15","15","1370","1370","1370"
"686000","15","15","15","1371","1371","1371"
"686500","15","15","15","1372","1372","1372"
"687000","15","15","15","1373","1373","1373"
"687500","15","15","15","1374","1374","1374"
"688000","15","15","15","1375","1375","1375"
"688500","15","15","15","1376","1376","1376"
"689000","15","15","15","1377","1377","1377"
"689500","15","15","15","1378","1378","1378"
"690000","15","15","15","1379","1379","1379"
"690500","15","15","15","1380","1380","1380"
"691000","15","15","15","1381","1381","1381"
"691500","15","15","15","1382","1382","1382"
"692000","15","15","15","1383","1383","1383"
"692500","15","15","15","1384","1384","1384"
"693000","15","15","15","1385","1385","1385"
"693500","15","15","15","1386","1386","1386"
"694000","15","15","15","1387","1387","1387"
"694500","15","15","15","1388","1388","1388"
"695000","15","15","15","1389","1389","1389"
"695500","15","15","15","1390","1390","1390"
"696000","15","15","15","1391","1391","1391"
"696500","15","15","15","1392","1392","1392"
"697000","15","15","15","1393","1393","1393"
"697500","15","15","15","1394","1394","1394"
"698000","15","15","15","1395","1395","1395"
"698500","15","15","15","1396","1396","1396"
"699000","15","15","15","1397","1397","1397"
"699500","15","15","15","1398","1398","1398"
"700000","15","15","15","1399","1399","1399"
"700500","15","15","15","1400","1400","1400"
"701000","15","15","15","1401","1401","1401"
"701500","15","15","15","1402","1402","1402"
"702000","15","15","15","1403","1403","1403"
"702500","15","15","15","1404","1404","1404"
"703000","15","15","15","1405","1405","1405"
"703500","15","15","15","1406","1406","1406"
"704000","15","15","15","1407","1407","1407"
"704500","15","15","15","1408","1408","1408"
"705000","15","15","15","1409","1409","1409"
"705500","15","15","15","1410","1410","1410"
"706000","15","15","15","1411","1411","1411"
"706500","15","15","15","1412","1412","1412"
"707000","15","15","15","1413","1413","1413"
"707500","15","15","15","1414","1414","1414"
"708000","15","15","15","1415","1415","1415"
"708500","15","15","15","1416","1416","1416"
"709000","15","15","15","1417","1417","1417"
"709500","15","15","15","1418","1418","1418"
"710000","15","15","15","1419","1419","1419"
"710500","15","15","15","1420","1420","1420"
"711000","15","15","15","1421","1421","1421"
"711500","15","15","15","1422","1422","1422"
"712000","15","15","15","1423","1423","1423"
"712500","15","15","15","1424","1424","1424"
"713000","15","15","15","1425","1425","1425"
"713500","15","15","15","1426","1426","1426"
"714000","15","15","15","1427","1427","1427"
"714500","15","15","15","1428","1428","1428"
"715000","15","15","15","1429","1429","1429"
"715500","15","15","15","1430","1430","1430"
"716000","15","15","15","1431","1431","1431"
"716500","15","15","15","1432","1432","1432"
"717000","15","15","15","1433","1433","1433"
"717500","15","15","15","1434","1434","1434"
"718000","15","15","15","1435","1435","1435"
"718500","15","15","15","1436","1436","1436"
"719000","15","15","15","1437","1437","1437"
"719500","15","15","15","1438","1438","1438"
"720000","15","15","15","1439","1439","1439"
"720500","15","15","15","1440","1440","1440"
"721000","15","15","15","1441","1441","1441"
"721500","15","15","15","1442","1442","1442"
"722000","15","15","15","1443","1443","1443"
"722500","15","15","15","1444","1444","1444"
"723000","15","15","15","1445","1445","1445"
"723500","15","15","15","1446","1446","1446"
"724000","15","15","15","1447","1447","1447"
"724500","15","15","15","1448","1448","1448"
"725000","15","15","15","1449","1449","1449"
"725500","15","15","15","1450","1450","1450"
"726000","15","15","15","1451","1451","1451"
"726500","15","15","15","1452","1452","1452"
"727000","15","15","15","1453","1453","1453"
"727500","15","15","15","1454","1454","1454"
"728000","15","15","15","1455","1455","1455"
"728500","15","15","15","1456","1456","1456"
"729000","15","15","15","1457","1457","1457"
"729500","15","15","15","1458","1458","1458"
"730000","15","15","15","1459","1459","1459"
"730500","15","15","15","1460","1460","1460"
"731000","15","15","15","1461","1461","1461"
"731500","15","15","15","1462","1462","1462"
"732000","15","15","15","1463","1463","1463"
"732500","15","15","15","1464","1464","1464"
"733000","15","15","15","1465","1465","1465"
"733500","15","15","15","1466","1466","1466"
"734000","15","15","15","1467","1467","1467"
"734500","15","15","15","1468","1468","1468"
"735000","15","15","15","1469","1469","1469"
"735500","15","15","15","1470","1470","1470"
"736000","15","15","15","1471","1471","1471"
"736500","15","15","15","1472","1472","1472"
"737000","15","15","15","1473","1473","1473"
"737500","15","15","15","1474","1474","1474"
"738000","15","15","15","1475","1475","1475"
"738500","15","15","15","1476","1476","1476"
"739000","15","15","15","1477","1477","1477"
"739500","15","15","15","1478","1478","1478"
"740000","15","15","15","1479","1479","1479"
"740500","15","15","15","1480","1480","1480"
"741000","15","15","15","1481","1481","1481"
"741500","15","15","15","1482","1482","1482"
"742000","15","15","15","1483","1483","1483"
"742500","15","15","15","1484","1484","1484"
"743000","15","15","15","1485","1485","1485"
"743500","15","15","15","1486","1486","1486"
"744000","15","15","15","1487","1487","1487"
"744500","15","15","15","1488","1488","1488"
"745000","15","15","15","1489","1489","1489"
"745500","15","15","15","1490","1490","1490"
"746000","15","15","15","1491","1491","1491"
"746500","15","15","15","1492","1492","1492"
"747000","15","15","15","1493","1493","1493"
"747500","15","15","15","1494","1494","1494"
"748000","15","15","15","1495","1495","1495"
"748500","15","15","15","1496","1496","1496"
"749000","15","15","15","1497","1497","1497"
"749500","15","15","15","1498","1498","1498"
"750000","15","15","15","1499","1499","1499"
"750500","15","15","15","1500","1500","1500"
"751000","15","15","15","1501","1501","1501"
"751500","15","15","15","1502","1502","1502"
"752000","15","15","15","1503","1503","1503"
"752500","15","15","15","1504","1504","1504"
"753000","15","15","15","1505","1505","1505"
"753500","15","15","15","1506","1506","1506"
"754000","15","15","15","1507","1507","1507"
"754500","15","15","15","1508","1508","1508"
"755000","15","15","15","1509","1509","1509"
"755500","15","15","15","1510","1510","1510"
"756000","15","15","15","1511","1511","1511"
"756500","15","15","15","1512","1512","1512"
"757000","15","15","15","1513","1513","1513"
