"global_step","251221_A2C - time/fps","251221_A2C - time/fps__MIN","251221_A2C - time/fps__MAX","251221_A2C - _step","251221_A2C - _step__MIN","251221_A2C - _step__MAX"
"762000","87","87","87","1523","1523","1523"
"762500","87","87","87","1524","1524","1524"
"763000","87","87","87","1525","1525","1525"
"763500","87","87","87","1526","1526","1526"
"764000","87","87","87","1527","1527","1527"
"764500","87","87","87","1528","1528","1528"
"765000","87","87","87","1529","1529","1529"
"765500","87","87","87","1530","1530","1530"
"766000","87","87","87","1531","1531","1531"
"766500","87","87","87","1532","1532","1532"
"767000","87","87","87","1533","1533","1533"
"767500","87","87","87","1534","1534","1534"
"768000","87","87","87","1535","1535","1535"
"768500","87","87","87","1536","1536","1536"
"769000","87","87","87","1537","1537","1537"
"769500","87","87","87","1538","1538","1538"
"770000","87","87","87","1539","1539","1539"
"770500","87","87","87","1540","1540","1540"
"771000","87","87","87","1541","1541","1541"
"771500","87","87","87","1542","1542","1542"
"772000","87","87","87","1543","1543","1543"
"772500","87","87","87","1544","1544","1544"
"773000","87","87","87","1545","1545","1545"
"773500","88","88","88","1546","1546","1546"
"774000","88","88","88","1547","1547","1547"
"774500","88","88","88","1548","1548","1548"
"775000","88","88","88","1549","1549","1549"
"775500","88","88","88","1550","1550","1550"
"776000","88","88","88","1551","1551","1551"
"776500","88","88","88","1552","1552","1552"
"777000","88","88","88","1553","1553","1553"
"777500","88","88","88","1554","1554","1554"
"778000","88","88","88","1555","1555","1555"
"778500","88","88","88","1556","1556","1556"
"779000","88","88","88","1557","1557","1557"
"779500","88","88","88","1558","1558","1558"
"780000","88","88","88","1559","1559","1559"
"780500","88","88","88","1560","1560","1560"
"781000","88","88","88","1561","1561","1561"
"781500","88","88","88","1562","1562","1562"
"782000","88","88","88","1563","1563","1563"
"782500","88","88","88","1564","1564","1564"
"783000","88","88","88","1565","1565","1565"
"783500","88","88","88","1566","1566","1566"
"784000","88","88","88","1567","1567","1567"
"784500","88","88","88","1568","1568","1568"
"785000","88","88","88","1569","1569","1569"
"785500","88","88","88","1570","1570","1570"
"786000","88","88","88","1571","1571","1571"
"786500","88","88","88","1572","1572","1572"
"787000","89","89","89","1573","1573","1573"
"787500","89","89","89","1574","1574","1574"
"788000","89","89","89","1575","1575","1575"
"788500","89","89","89","1576","1576","1576"
"789000","89","89","89","1577","1577","1577"
"789500","89","89","89","1578","1578","1578"
"790000","89","89","89","1579","1579","1579"
"790500","89","89","89","1580","1580","1580"
"791000","89","89","89","1581","1581","1581"
"791500","89","89","89","1582","1582","1582"
"792000","89","89","89","1583","1583","1583"
"792500","89","89","89","1584","1584","1584"
"793000","89","89","89","1585","1585","1585"
"793500","89","89","89","1586","1586","1586"
"794000","89","89","89","1587","1587","1587"
"794500","89","89","89","1588","1588","1588"
"795000","89","89","89","1589","1589","1589"
"795500","89","89","89","1590","1590","1590"
"796000","89","89","89","1591","1591","1591"
"796500","89","89","89","1592","1592","1592"
"797000","89","89","89","1593","1593","1593"
"797500","89","89","89","1594","1594","1594"
"798000","89","89","89","1595","1595","1595"
"798500","89","89","89","1596","1596","1596"
"799000","89","89","89","1597","1597","1597"
"799500","89","89","89","1598","1598","1598"
"800000","89","89","89","1599","1599","1599"
"800500","89","89","89","1600","1600","1600"
"801000","90","90","90","1601","1601","1601"
"801500","90","90","90","1602","1602","1602"
"802000","90","90","90","1603","1603","1603"
"802500","90","90","90","1604","1604","1604"
"803000","90","90","90","1605","1605","1605"
"803500","90","90","90","1606","1606","1606"
"804000","90","90","90","1607","1607","1607"
"804500","90","90","90","1608","1608","1608"
"805000","90","90","90","1609","1609","1609"
"805500","90","90","90","1610","1610","1610"
"806000","90","90","90","1611","1611","1611"
"806500","90","90","90","1612","1612","1612"
"807000","90","90","90","1613","1613","1613"
"807500","90","90","90","1614","1614","1614"
"808000","90","90","90","1615","1615","1615"
"808500","90","90","90","1616","1616","1616"
"809000","90","90","90","1617","1617","1617"
"809500","90","90","90","1618","1618","1618"
"810000","90","90","90","1619","1619","1619"
"810500","90","90","90","1620","1620","1620"
"811000","90","90","90","1621","1621","1621"
"811500","90","90","90","1622","1622","1622"
"812000","90","90","90","1623","1623","1623"
"812500","90","90","90","1624","1624","1624"
"813000","90","90","90","1625","1625","1625"
"813500","90","90","90","1626","1626","1626"
"814000","90","90","90","1627","1627","1627"
"814500","90","90","90","1628","1628","1628"
"815000","90","90","90","1629","1629","1629"
"815500","91","91","91","1630","1630","1630"
"816000","91","91","91","1631","1631","1631"
"816500","91","91","91","1632","1632","1632"
"817000","91","91","91","1633","1633","1633"
"817500","91","91","91","1634","1634","1634"
"818000","91","91","91","1635","1635","1635"
"818500","91","91","91","1636","1636","1636"
"819000","91","91","91","1637","1637","1637"
"819500","91","91","91","1638","1638","1638"
"820000","91","91","91","1639","1639","1639"
"820500","91","91","91","1640","1640","1640"
"821000","91","91","91","1641","1641","1641"
"821500","91","91","91","1642","1642","1642"
"822000","91","91","91","1643","1643","1643"
"822500","91","91","91","1644","1644","1644"
"823000","91","91","91","1645","1645","1645"
"823500","91","91","91","1646","1646","1646"
"824000","91","91","91","1647","1647","1647"
"824500","91","91","91","1648","1648","1648"
"825000","91","91","91","1649","1649","1649"
"825500","91","91","91","1650","1650","1650"
"826000","91","91","91","1651","1651","1651"
"826500","91","91","91","1652","1652","1652"
"827000","91","91","91","1653","1653","1653"
"827500","91","91","91","1654","1654","1654"
"828000","91","91","91","1655","1655","1655"
"828500","91","91","91","1656","1656","1656"
"829000","91","91","91","1657","1657","1657"
"829500","92","92","92","1658","1658","1658"
"830000","92","92","92","1659","1659","1659"
"830500","92","92","92","1660","1660","1660"
"831000","92","92","92","1661","1661","1661"
"831500","92","92","92","1662","1662","1662"
"832000","92","92","92","1663","1663","1663"
"832500","92","92","92","1664","1664","1664"
"833000","92","92","92","1665","1665","1665"
"833500","92","92","92","1666","1666","1666"
"834000","92","92","92","1667","1667","1667"
"834500","92","92","92","1668","1668","1668"
"835000","92","92","92","1669","1669","1669"
"835500","92","92","92","1670","1670","1670"
"836000","92","92","92","1671","1671","1671"
"836500","92","92","92","1672","1672","1672"
"837000","92","92","92","1673","1673","1673"
"837500","92","92","92","1674","1674","1674"
"838000","92","92","92","1675","1675","1675"
"838500","92","92","92","1676","1676","1676"
"839000","92","92","92","1677","1677","1677"
"839500","92","92","92","1678","1678","1678"
"840000","92","92","92","1679","1679","1679"
"840500","92","92","92","1680","1680","1680"
"841000","92","92","92","1681","1681","1681"
"841500","92","92","92","1682","1682","1682"
"842000","92","92","92","1683","1683","1683"
"842500","92","92","92","1684","1684","1684"
"843000","92","92","92","1685","1685","1685"
"843500","92","92","92","1686","1686","1686"
"844000","93","93","93","1687","1687","1687"
"844500","93","93","93","1688","1688","1688"
"845000","93","93","93","1689","1689","1689"
"845500","93","93","93","1690","1690","1690"
"846000","93","93","93","1691","1691","1691"
"846500","93","93","93","1692","1692","1692"
"847000","93","93","93","1693","1693","1693"
"847500","93","93","93","1694","1694","1694"
"848000","93","93","93","1695","1695","1695"
"848500","93","93","93","1696","1696","1696"
"849000","93","93","93","1697","1697","1697"
"849500","93","93","93","1698","1698","1698"
"850000","93","93","93","1699","1699","1699"
"850500","93","93","93","1700","1700","1700"
"851000","93","93","93","1701","1701","1701"
"851500","93","93","93","1702","1702","1702"
"852000","93","93","93","1703","1703","1703"
"852500","93","93","93","1704","1704","1704"
"853000","93","93","93","1705","1705","1705"
"853500","93","93","93","1706","1706","1706"
"854000","93","93","93","1707","1707","1707"
"854500","93","93","93","1708","1708","1708"
"855000","93","93","93","1709","1709","1709"
"855500","93","93","93","1710","1710","1710"
"856000","93","93","93","1711","1711","1711"
"856500","93","93","93","1712","1712","1712"
"857000","93","93","93","1713","1713","1713"
"857500","93","93","93","1714","1714","1714"
"858000","93","93","93","1715","1715","1715"
"858500","93","93","93","1716","1716","1716"
"859000","94","94","94","1717","1717","1717"
"859500","94","94","94","1718","1718","1718"
"860000","94","94","94","1719","1719","1719"
"860500","94","94","94","1720","1720","1720"
"861000","94","94","94","1721","1721","1721"
"861500","94","94","94","1722","1722","1722"
"862000","94","94","94","1723","1723","1723"
"862500","94","94","94","1724","1724","1724"
"863000","94","94","94","1725","1725","1725"
"863500","94","94","94","1726","1726","1726"
"864000","94","94","94","1727","1727","1727"
"864500","94","94","94","1728","1728","1728"
"865000","94","94","94","1729","1729","1729"
"865500","94","94","94","1730","1730","1730"
"866000","94","94","94","1731","1731","1731"
"866500","94","94","94","1732","1732","1732"
"867000","94","94","94","1733","1733","1733"
"867500","94","94","94","1734","1734","1734"
"868000","94","94","94","1735","1735","1735"
"868500","94","94","94","1736","1736","1736"
"869000","94","94","94","1737","1737","1737"
"869500","94","94","94","1738","1738","1738"
"870000","94","94","94","1739","1739","1739"
"870500","94","94","94","1740","1740","1740"
"871000","94","94","94","1741","1741","1741"
"871500","94","94","94","1742","1742","1742"
"872000","94","94","94","1743","1743","1743"
"872500","94","94","94","1744","1744","1744"
"873000","94","94","94","1745","1745","1745"
"873500","94","94","94","1746","1746","1746"
"874000","95","95","95","1747","1747","1747"
"874500","95","95","95","1748","1748","1748"
"875000","95","95","95","1749","1749","1749"
"875500","95","95","95","1750","1750","1750"
"876000","95","95","95","1751","1751","1751"
"876500","95","95","95","1752","1752","1752"
"877000","95","95","95","1753","1753","1753"
"877500","95","95","95","1754","1754","1754"
"878000","95","95","95","1755","1755","1755"
"878500","95","95","95","1756","1756","1756"
"879000","95","95","95","1757","1757","1757"
"879500","95","95","95","1758","1758","1758"
"880000","95","95","95","1759","1759","1759"
"880500","95","95","95","1760","1760","1760"
"881000","95","95","95","1761","1761","1761"
"881500","95","95","95","1762","1762","1762"
"882000","95","95","95","1763","1763","1763"
"882500","95","95","95","1764","1764","1764"
"883000","95","95","95","1765","1765","1765"
"883500","95","95","95","1766","1766","1766"
"884000","95","95","95","1767","1767","1767"
"884500","95","95","95","1768","1768","1768"
"885000","95","95","95","1769","1769","1769"
"885500","95","95","95","1770","1770","1770"
"886000","95","95","95","1771","1771","1771"
"886500","95","95","95","1772","1772","1772"
"887000","95","95","95","1773","1773","1773"
"887500","95","95","95","1774","1774","1774"
"888000","95","95","95","1775","1775","1775"
"888500","95","95","95","1776","1776","1776"
"889000","96","96","96","1777","1777","1777"
"889500","96","96","96","1778","1778","1778"
"890000","96","96","96","1779","1779","1779"
"890500","96","96","96","1780","1780","1780"
"891000","96","96","96","1781","1781","1781"
"891500","96","96","96","1782","1782","1782"
"892000","96","96","96","1783","1783","1783"
"892500","96","96","96","1784","1784","1784"
"893000","96","96","96","1785","1785","1785"
"893500","96","96","96","1786","1786","1786"
"894000","96","96","96","1787","1787","1787"
"894500","96","96","96","1788","1788","1788"
"895000","96","96","96","1789","1789","1789"
"895500","96","96","96","1790","1790","1790"
"896000","96","96","96","1791","1791","1791"
"896500","96","96","96","1792","1792","1792"
"897000","96","96","96","1793","1793","1793"
"897500","96","96","96","1794","1794","1794"
"898000","96","96","96","1795","1795","1795"
"898500","96","96","96","1796","1796","1796"
"899000","96","96","96","1797","1797","1797"
"899500","96","96","96","1798","1798","1798"
"900000","96","96","96","1799","1799","1799"
"900500","96","96","96","1800","1800","1800"
"901000","96","96","96","1801","1801","1801"
"901500","96","96","96","1802","1802","1802"
"902000","96","96","96","1803","1803","1803"
"902500","96","96","96","1804","1804","1804"
"903000","96","96","96","1805","1805","1805"
"903500","96","96","96","1806","1806","1806"
"904000","97","97","97","1807","1807","1807"
"904500","97","97","97","1808","1808","1808"
"905000","97","97","97","1809","1809","1809"
"905500","97","97","97","1810","1810","1810"
"906000","97","97","97","1811","1811","1811"
"906500","97","97","97","1812","1812","1812"
"907000","97","97","97","1813","1813","1813"
"907500","97","97","97","1814","1814","1814"
"908000","97","97","97","1815","1815","1815"
"908500","97","97","97","1816","1816","1816"
"909000","97","97","97","1817","1817","1817"
"909500","97","97","97","1818","1818","1818"
"910000","97","97","97","1819","1819","1819"
"910500","97","97","97","1820","1820","1820"
"911000","97","97","97","1821","1821","1821"
"911500","97","97","97","1822","1822","1822"
"912000","97","97","97","1823","1823","1823"
"912500","97","97","97","1824","1824","1824"
"913000","97","97","97","1825","1825","1825"
"913500","97","97","97","1826","1826","1826"
"914000","97","97","97","1827","1827","1827"
"914500","97","97","97","1828","1828","1828"
"915000","97","97","97","1829","1829","1829"
"915500","97","97","97","1830","1830","1830"
"916000","97","97","97","1831","1831","1831"
"916500","97","97","97","1832","1832","1832"
"917000","97","97","97","1833","1833","1833"
"917500","97","97","97","1834","1834","1834"
"918000","97","97","97","1835","1835","1835"
"918500","97","97","97","1836","1836","1836"
"919000","97","97","97","1837","1837","1837"
"919500","98","98","98","1838","1838","1838"
"920000","98","98","98","1839","1839","1839"
"920500","98","98","98","1840","1840","1840"
"921000","98","98","98","1841","1841","1841"
"921500","98","98","98","1842","1842","1842"
"922000","98","98","98","1843","1843","1843"
"922500","98","98","98","1844","1844","1844"
"923000","98","98","98","1845","1845","1845"
"923500","98","98","98","1846","1846","1846"
"924000","98","98","98","1847","1847","1847"
"924500","98","98","98","1848","1848","1848"
"925000","98","98","98","1849","1849","1849"
"925500","98","98","98","1850","1850","1850"
"926000","98","98","98","1851","1851","1851"
"926500","98","98","98","1852","1852","1852"
"927000","98","98","98","1853","1853","1853"
"927500","98","98","98","1854","1854","1854"
"928000","98","98","98","1855","1855","1855"
"928500","98","98","98","1856","1856","1856"
"929000","98","98","98","1857","1857","1857"
"929500","98","98","98","1858","1858","1858"
"930000","98","98","98","1859","1859","1859"
"930500","98","98","98","1860","1860","1860"
"931000","98","98","98","1861","1861","1861"
"931500","98","98","98","1862","1862","1862"
"932000","98","98","98","1863","1863","1863"
"932500","98","98","98","1864","1864","1864"
"933000","98","98","98","1865","1865","1865"
"933500","98","98","98","1866","1866","1866"
"934000","98","98","98","1867","1867","1867"
"934500","98","98","98","1868","1868","1868"
"935000","98","98","98","1869","1869","1869"
"935500","99","99","99","1870","1870","1870"
"936000","99","99","99","1871","1871","1871"
"936500","99","99","99","1872","1872","1872"
"937000","99","99","99","1873","1873","1873"
"937500","99","99","99","1874","1874","1874"
"938000","99","99","99","1875","1875","1875"
"938500","99","99","99","1876","1876","1876"
"939000","99","99","99","1877","1877","1877"
"939500","99","99","99","1878","1878","1878"
"940000","99","99","99","1879","1879","1879"
"940500","99","99","99","1880","1880","1880"
"941000","99","99","99","1881","1881","1881"
"941500","99","99","99","1882","1882","1882"
"942000","99","99","99","1883","1883","1883"
"942500","99","99","99","1884","1884","1884"
"943000","99","99","99","1885","1885","1885"
"943500","99","99","99","1886","1886","1886"
"944000","99","99","99","1887","1887","1887"
"944500","99","99","99","1888","1888","1888"
"945000","99","99","99","1889","1889","1889"
"945500","99","99","99","1890","1890","1890"
"946000","99","99","99","1891","1891","1891"
"946500","99","99","99","1892","1892","1892"
"947000","99","99","99","1893","1893","1893"
"947500","99","99","99","1894","1894","1894"
"948000","99","99","99","1895","1895","1895"
"948500","99","99","99","1896","1896","1896"
"949000","99","99","99","1897","1897","1897"
"949500","99","99","99","1898","1898","1898"
"950000","99","99","99","1899","1899","1899"
"950500","99","99","99","1900","1900","1900"
"951000","99","99","99","1901","1901","1901"
"951500","100","100","100","1902","1902","1902"
"952000","100","100","100","1903","1903","1903"
"952500","100","100","100","1904","1904","1904"
"953000","100","100","100","1905","1905","1905"
"953500","100","100","100","1906","1906","1906"
"954000","100","100","100","1907","1907","1907"
"954500","100","100","100","1908","1908","1908"
"955000","100","100","100","1909","1909","1909"
"955500","100","100","100","1910","1910","1910"
"956000","100","100","100","1911","1911","1911"
"956500","100","100","100","1912","1912","1912"
"957000","100","100","100","1913","1913","1913"
"957500","100","100","100","1914","1914","1914"
"958000","100","100","100","1915","1915","1915"
"958500","100","100","100","1916","1916","1916"
"959000","100","100","100","1917","1917","1917"
"959500","100","100","100","1918","1918","1918"
"960000","100","100","100","1919","1919","1919"
"960500","100","100","100","1920","1920","1920"
"961000","100","100","100","1921","1921","1921"
"961500","100","100","100","1922","1922","1922"
"962000","100","100","100","1923","1923","1923"
"962500","100","100","100","1924","1924","1924"
"963000","100","100","100","1925","1925","1925"
"963500","100","100","100","1926","1926","1926"
"964000","100","100","100","1927","1927","1927"
"964500","100","100","100","1928","1928","1928"
"965000","100","100","100","1929","1929","1929"
"965500","100","100","100","1930","1930","1930"
"966000","100","100","100","1931","1931","1931"
"966500","100","100","100","1932","1932","1932"
"967000","100","100","100","1933","1933","1933"
"967500","101","101","101","1934","1934","1934"
"968000","101","101","101","1935","1935","1935"
"968500","101","101","101","1936","1936","1936"
"969000","101","101","101","1937","1937","1937"
"969500","101","101","101","1938","1938","1938"
"970000","101","101","101","1939","1939","1939"
"970500","101","101","101","1940","1940","1940"
"971000","101","101","101","1941","1941","1941"
"971500","101","101","101","1942","1942","1942"
"972000","101","101","101","1943","1943","1943"
"972500","101","101","101","1944","1944","1944"
"973000","101","101","101","1945","1945","1945"
"973500","101","101","101","1946","1946","1946"
"974000","101","101","101","1947","1947","1947"
"974500","101","101","101","1948","1948","1948"
"975000","101","101","101","1949","1949","1949"
"975500","101","101","101","1950","1950","1950"
"976000","101","101","101","1951","1951","1951"
"976500","101","101","101","1952","1952","1952"
"977000","101","101","101","1953","1953","1953"
"977500","101","101","101","1954","1954","1954"
"978000","101","101","101","1955","1955","1955"
"978500","101","101","101","1956","1956","1956"
"979000","101","101","101","1957","1957","1957"
"979500","101","101","101","1958","1958","1958"
"980000","101","101","101","1959","1959","1959"
"980500","101","101","101","1960","1960","1960"
"981000","101","101","101","1961","1961","1961"
"981500","101","101","101","1962","1962","1962"
"982000","101","101","101","1963","1963","1963"
"982500","101","101","101","1964","1964","1964"
"983000","101","101","101","1965","1965","1965"
"983500","101","101","101","1966","1966","1966"
"984000","102","102","102","1967","1967","1967"
"984500","102","102","102","1968","1968","1968"
"985000","102","102","102","1969","1969","1969"
"985500","102","102","102","1970","1970","1970"
"986000","102","102","102","1971","1971","1971"
"986500","102","102","102","1972","1972","1972"
"987000","102","102","102","1973","1973","1973"
"987500","102","102","102","1974","1974","1974"
"988000","102","102","102","1975","1975","1975"
"988500","102","102","102","1976","1976","1976"
"989000","102","102","102","1977","1977","1977"
"989500","102","102","102","1978","1978","1978"
"990000","102","102","102","1979","1979","1979"
"990500","102","102","102","1980","1980","1980"
"991000","102","102","102","1981","1981","1981"
"991500","102","102","102","1982","1982","1982"
"992000","102","102","102","1983","1983","1983"
"992500","102","102","102","1984","1984","1984"
"993000","102","102","102","1985","1985","1985"
"993500","102","102","102","1986","1986","1986"
"994000","102","102","102","1987","1987","1987"
"994500","102","102","102","1988","1988","1988"
"995000","102","102","102","1989","1989","1989"
"995500","102","102","102","1990","1990","1990"
"996000","102","102","102","1991","1991","1991"
"996500","102","102","102","1992","1992","1992"
"997000","102","102","102","1993","1993","1993"
"997500","102","102","102","1994","1994","1994"
"998000","102","102","102","1995","1995","1995"
"998500","102","102","102","1996","1996","1996"
"999000","102","102","102","1997","1997","1997"
"999500","102","102","102","1998","1998","1998"
"1000000","102","102","102","1999","1999","1999"
"1000500","103","103","103","2000","2000","2000"
"1001000","103","103","103","2001","2001","2001"
"1001500","103","103","103","2002","2002","2002"
"1002000","103","103","103","2003","2003","2003"
"1002500","103","103","103","2004","2004","2004"
"1003000","103","103","103","2005","2005","2005"
"1003500","103","103","103","2006","2006","2006"
"1004000","103","103","103","2007","2007","2007"
"1004500","103","103","103","2008","2008","2008"
"1005000","103","103","103","2009","2009","2009"
"1005500","103","103","103","2010","2010","2010"
"1006000","103","103","103","2011","2011","2011"
"1006500","103","103","103","2012","2012","2012"
"1007000","103","103","103","2013","2013","2013"
"1007500","103","103","103","2014","2014","2014"
"1008000","103","103","103","2015","2015","2015"
"1008500","103","103","103","2016","2016","2016"
"1009000","103","103","103","2017","2017","2017"
"1009500","103","103","103","2018","2018","2018"
"1010000","103","103","103","2019","2019","2019"
"1010500","103","103","103","2020","2020","2020"
"1011000","103","103","103","2021","2021","2021"
"1011500","103","103","103","2022","2022","2022"
"1012000","103","103","103","2023","2023","2023"
"1012500","103","103","103","2024","2024","2024"
"1013000","103","103","103","2025","2025","2025"
"1013500","103","103","103","2026","2026","2026"
"1014000","103","103","103","2027","2027","2027"
"1014500","103","103","103","2028","2028","2028"
"1015000","103","103","103","2029","2029","2029"
"1015500","103","103","103","2030","2030","2030"
"1016000","103","103","103","2031","2031","2031"
"1016500","103","103","103","2032","2032","2032"
"1017000","103","103","103","2033","2033","2033"
"1017500","104","104","104","2034","2034","2034"
"1018000","104","104","104","2035","2035","2035"
"1018500","104","104","104","2036","2036","2036"
"1019000","104","104","104","2037","2037","2037"
"1019500","104","104","104","2038","2038","2038"
"1020000","104","104","104","2039","2039","2039"
"1020500","104","104","104","2040","2040","2040"
"1021000","104","104","104","2041","2041","2041"
"1021500","104","104","104","2042","2042","2042"
"1022000","104","104","104","2043","2043","2043"
"1022500","104","104","104","2044","2044","2044"
"1023000","104","104","104","2045","2045","2045"
"1023500","104","104","104","2046","2046","2046"
"1024000","104","104","104","2047","2047","2047"
"1024500","104","104","104","2048","2048","2048"
"1025000","104","104","104","2049","2049","2049"
"1025500","104","104","104","2050","2050","2050"
"1026000","104","104","104","2051","2051","2051"
"1026500","104","104","104","2052","2052","2052"
"1027000","104","104","104","2053","2053","2053"
"1027500","104","104","104","2054","2054","2054"
"1028000","104","104","104","2055","2055","2055"
"1028500","104","104","104","2056","2056","2056"
"1029000","104","104","104","2057","2057","2057"
"1029500","104","104","104","2058","2058","2058"
"1030000","104","104","104","2059","2059","2059"
"1030500","104","104","104","2060","2060","2060"
"1031000","104","104","104","2061","2061","2061"
"1031500","104","104","104","2062","2062","2062"
"1032000","104","104","104","2063","2063","2063"
"1032500","104","104","104","2064","2064","2064"
"1033000","104","104","104","2065","2065","2065"
"1033500","104","104","104","2066","2066","2066"
"1034000","104","104","104","2067","2067","2067"
"1034500","105","105","105","2068","2068","2068"
"1035000","105","105","105","2069","2069","2069"
"1035500","105","105","105","2070","2070","2070"
"1036000","105","105","105","2071","2071","2071"
"1036500","105","105","105","2072","2072","2072"
"1037000","105","105","105","2073","2073","2073"
"1037500","105","105","105","2074","2074","2074"
"1038000","105","105","105","2075","2075","2075"
"1038500","105","105","105","2076","2076","2076"
"1039000","105","105","105","2077","2077","2077"
"1039500","105","105","105","2078","2078","2078"
"1040000","105","105","105","2079","2079","2079"
"1040500","105","105","105","2080","2080","2080"
"1041000","105","105","105","2081","2081","2081"
"1041500","105","105","105","2082","2082","2082"
"1042000","105","105","105","2083","2083","2083"
"1042500","105","105","105","2084","2084","2084"
"1043000","105","105","105","2085","2085","2085"
"1043500","105","105","105","2086","2086","2086"
"1044000","105","105","105","2087","2087","2087"
"1044500","105","105","105","2088","2088","2088"
"1045000","105","105","105","2089","2089","2089"
"1045500","105","105","105","2090","2090","2090"
"1046000","105","105","105","2091","2091","2091"
"1046500","105","105","105","2092","2092","2092"
"1047000","105","105","105","2093","2093","2093"
"1047500","105","105","105","2094","2094","2094"
"1048000","105","105","105","2095","2095","2095"
"1048500","105","105","105","2096","2096","2096"
"1049000","105","105","105","2097","2097","2097"
"1049500","105","105","105","2098","2098","2098"
"1050000","105","105","105","2099","2099","2099"
"1050500","105","105","105","2100","2100","2100"
"1051000","105","105","105","2101","2101","2101"
"1051500","105","105","105","2102","2102","2102"
"1052000","106","106","106","2103","2103","2103"
"1052500","106","106","106","2104","2104","2104"
"1053000","106","106","106","2105","2105","2105"
"1053500","106","106","106","2106","2106","2106"
"1054000","106","106","106","2107","2107","2107"
"1054500","106","106","106","2108","2108","2108"
"1055000","106","106","106","2109","2109","2109"
"1055500","106","106","106","2110","2110","2110"
"1056000","106","106","106","2111","2111","2111"
"1056500","106","106","106","2112","2112","2112"
"1057000","106","106","106","2113","2113","2113"
"1057500","106","106","106","2114","2114","2114"
"1058000","106","106","106","2115","2115","2115"
"1058500","106","106","106","2116","2116","2116"
"1059000","106","106","106","2117","2117","2117"
"1059500","106","106","106","2118","2118","2118"
"1060000","106","106","106","2119","2119","2119"
"1060500","106","106","106","2120","2120","2120"
"1061000","106","106","106","2121","2121","2121"
"1061500","106","106","106","2122","2122","2122"
"1062000","106","106","106","2123","2123","2123"
"1062500","106","106","106","2124","2124","2124"
"1063000","106","106","106","2125","2125","2125"
"1063500","106","106","106","2126","2126","2126"
"1064000","106","106","106","2127","2127","2127"
"1064500","106","106","106","2128","2128","2128"
"1065000","106","106","106","2129","2129","2129"
"1065500","106","106","106","2130","2130","2130"
"1066000","106","106","106","2131","2131","2131"
"1066500","106","106","106","2132","2132","2132"
"1067000","106","106","106","2133","2133","2133"
"1067500","106","106","106","2134","2134","2134"
"1068000","106","106","106","2135","2135","2135"
"1068500","106","106","106","2136","2136","2136"
"1069000","106","106","106","2137","2137","2137"
"1069500","107","107","107","2138","2138","2138"
"1070000","107","107","107","2139","2139","2139"
"1070500","107","107","107","2140","2140","2140"
"1071000","107","107","107","2141","2141","2141"
"1071500","107","107","107","2142","2142","2142"
"1072000","107","107","107","2143","2143","2143"
"1072500","107","107","107","2144","2144","2144"
"1073000","107","107","107","2145","2145","2145"
"1073500","107","107","107","2146","2146","2146"
"1074000","107","107","107","2147","2147","2147"
"1074500","107","107","107","2148","2148","2148"
"1075000","107","107","107","2149","2149","2149"
"1075500","107","107","107","2150","2150","2150"
"1076000","107","107","107","2151","2151","2151"
"1076500","107","107","107","2152","2152","2152"
"1077000","107","107","107","2153","2153","2153"
"1077500","107","107","107","2154","2154","2154"
"1078000","107","107","107","2155","2155","2155"
"1078500","107","107","107","2156","2156","2156"
"1079000","107","107","107","2157","2157","2157"
"1079500","107","107","107","2158","2158","2158"
"1080000","107","107","107","2159","2159","2159"
"1080500","107","107","107","2160","2160","2160"
"1081000","107","107","107","2161","2161","2161"
"1081500","107","107","107","2162","2162","2162"
"1082000","107","107","107","2163","2163","2163"
"1082500","107","107","107","2164","2164","2164"
"1083000","107","107","107","2165","2165","2165"
"1083500","107","107","107","2166","2166","2166"
"1084000","107","107","107","2167","2167","2167"
"1084500","107","107","107","2168","2168","2168"
"1085000","107","107","107","2169","2169","2169"
"1085500","107","107","107","2170","2170","2170"
"1086000","107","107","107","2171","2171","2171"
"1086500","107","107","107","2172","2172","2172"
"1087000","108","108","108","2173","2173","2173"
"1087500","108","108","108","2174","2174","2174"
"1088000","108","108","108","2175","2175","2175"
"1088500","108","108","108","2176","2176","2176"
"1089000","108","108","108","2177","2177","2177"
"1089500","108","108","108","2178","2178","2178"
"1090000","108","108","108","2179","2179","2179"
"1090500","108","108","108","2180","2180","2180"
"1091000","108","108","108","2181","2181","2181"
"1091500","108","108","108","2182","2182","2182"
"1092000","108","108","108","2183","2183","2183"
"1092500","108","108","108","2184","2184","2184"
"1093000","108","108","108","2185","2185","2185"
"1093500","108","108","108","2186","2186","2186"
"1094000","108","108","108","2187","2187","2187"
"1094500","108","108","108","2188","2188","2188"
"1095000","108","108","108","2189","2189","2189"
"1095500","108","108","108","2190","2190","2190"
"1096000","108","108","108","2191","2191","2191"
"1096500","108","108","108","2192","2192","2192"
"1097000","108","108","108","2193","2193","2193"
"1097500","108","108","108","2194","2194","2194"
"1098000","108","108","108","2195","2195","2195"
"1098500","108","108","108","2196","2196","2196"
"1099000","108","108","108","2197","2197","2197"
"1099500","108","108","108","2198","2198","2198"
"1100000","108","108","108","2199","2199","2199"
"1100500","108","108","108","2200","2200","2200"
"1101000","108","108","108","2201","2201","2201"
"1101500","108","108","108","2202","2202","2202"
"1102000","108","108","108","2203","2203","2203"
"1102500","108","108","108","2204","2204","2204"
"1103000","108","108","108","2205","2205","2205"
"1103500","108","108","108","2206","2206","2206"
"1104000","108","108","108","2207","2207","2207"
