"global_step","251221_A2C - time/fps","251221_A2C - time/fps__MIN","251221_A2C - time/fps__MAX","251221_A2C - _step","251221_A2C - _step__MIN","251221_A2C - _step__MAX"
"399000","63","63","63","797","797","797"
"399500","63","63","63","798","798","798"
"400000","63","63","63","799","799","799"
"400500","63","63","63","800","800","800"
"401000","63","63","63","801","801","801"
"401500","63","63","63","802","802","802"
"402000","63","63","63","803","803","803"
"402500","63","63","63","804","804","804"
"403000","64","64","64","805","805","805"
"403500","64","64","64","806","806","806"
"404000","64","64","64","807","807","807"
"404500","64","64","64","808","808","808"
"405000","64","64","64","809","809","809"
"405500","64","64","64","810","810","810"
"406000","64","64","64","811","811","811"
"406500","64","64","64","812","812","812"
"407000","64","64","64","813","813","813"
"407500","64","64","64","814","814","814"
"408000","64","64","64","815","815","815"
"408500","64","64","64","816","816","816"
"409000","64","64","64","817","817","817"
"409500","64","64","64","818","818","818"
"410000","64","64","64","819","819","819"
"410500","64","64","64","820","820","820"
"411000","64","64","64","821","821","821"
"411500","64","64","64","822","822","822"
"412000","64","64","64","823","823","823"
"412500","64","64","64","824","824","824"
"413000","64","64","64","825","825","825"
"413500","64","64","64","826","826","826"
"414000","64","64","64","827","827","827"
"414500","64","64","64","828","828","828"
"415000","64","64","64","829","829","829"
"415500","64","64","64","830","830","830"
"416000","64","64","64","831","831","831"
"416500","64","64","64","832","832","832"
"417000","64","64","64","833","833","833"
"417500","64","64","64","834","834","834"
"418000","64","64","64","835","835","835"
"418500","64","64","64","836","836","836"
"419000","65","65","65","837","837","837"
"419500","65","65","65","838","838","838"
"420000","65","65","65","839","839","839"
"420500","65","65","65","840","840","840"
"421000","65","65","65","841","841","841"
"421500","65","65","65","842","842","842"
"422000","65","65","65","843","843","843"
"422500","65","65","65","844","844","844"
"423000","65","65","65","845","845","845"
"423500","65","65","65","846","846","846"
"424000","65","65","65","847","847","847"
"424500","65","65","65","848","848","848"
"425000","65","65","65","849","849","849"
"425500","65","65","65","850","850","850"
"426000","65","65","65","851","851","851"
"426500","65","65","65","852","852","852"
"427000","65","65","65","853","853","853"
"427500","65","65","65","854","854","854"
"428000","65","65","65","855","855","855"
"428500","65","65","65","856","856","856"
"429000","65","65","65","857","857","857"
"429500","65","65","65","858","858","858"
"430000","65","65","65","859","859","859"
"430500","66","66","66","860","860","860"
"431000","66","66","66","861","861","861"
"431500","66","66","66","862","862","862"
"432000","66","66","66","863","863","863"
"432500","66","66","66","864","864","864"
"433000","66","66","66","865","865","865"
"433500","66","66","66","866","866","866"
"434000","66","66","66","867","867","867"
"434500","66","66","66","868","868","868"
"435000","66","66","66","869","869","869"
"435500","66","66","66","870","870","870"
"436000","66","66","66","871","871","871"
"436500","66","66","66","872","872","872"
"437000","66","66","66","873","873","873"
"437500","66","66","66","874","874","874"
"438000","66","66","66","875","875","875"
"438500","66","66","66","876","876","876"
"439000","66","66","66","877","877","877"
"439500","66","66","66","878","878","878"
"440000","66","66","66","879","879","879"
"440500","66","66","66","880","880","880"
"441000","66","66","66","881","881","881"
"441500","66","66","66","882","882","882"
"442000","66","66","66","883","883","883"
"442500","67","67","67","884","884","884"
"443000","67","67","67","885","885","885"
"443500","67","67","67","886","886","886"
"444000","67","67","67","887","887","887"
"444500","67","67","67","888","888","888"
"445000","67","67","67","889","889","889"
"445500","67","67","67","890","890","890"
"446000","67","67","67","891","891","891"
"446500","67","67","67","892","892","892"
"447000","67","67","67","893","893","893"
"447500","67","67","67","894","894","894"
"448000","67","67","67","895","895","895"
"448500","67","67","67","896","896","896"
"449000","67","67","67","897","897","897"
"449500","67","67","67","898","898","898"
"450000","67","67","67","899","899","899"
"450500","67","67","67","900","900","900"
"451000","67","67","67","901","901","901"
"451500","67","67","67","902","902","902"
"452000","67","67","67","903","903","903"
"452500","67","67","67","904","904","904"
"453000","67","67","67","905","905","905"
"453500","67","67","67","906","906","906"
"454000","67","67","67","907","907","907"
"454500","67","67","67","908","908","908"
"455000","67","67","67","909","909","909"
"455500","67","67","67","910","910","910"
"456000","67","67","67","911","911","911"
"456500","67","67","67","912","912","912"
"457000","67","67","67","913","913","913"
"457500","67","67","67","914","914","914"
"458000","67","67","67","915","915","915"
"458500","67","67","67","916","916","916"
"459000","67","67","67","917","917","917"
"459500","67","67","67","918","918","918"
"460000","67","67","67","919","919","919"
"460500","67","67","67","920","920","920"
"461000","67","67","67","921","921","921"
"461500","67","67","67","922","922","922"
"462000","67","67","67","923","923","923"
"462500","68","68","68","924","924","924"
"463000","68","68","68","925","925","925"
"463500","68","68","68","926","926","926"
"464000","68","68","68","927","927","927"
"464500","68","68","68","928","928","928"
"465000","68","68","68","929","929","929"
"465500","68","68","68","930","930","930"
"466000","68","68","68","931","931","931"
"466500","68","68","68","932","932","932"
"467000","68","68","68","933","933","933"
"467500","68","68","68","934","934","934"
"468000","68","68","68","935","935","935"
"468500","68","68","68","936","936","936"
"469000","68","68","68","937","937","937"
"469500","68","68","68","938","938","938"
"470000","68","68","68","939","939","939"
"470500","68","68","68","940","940","940"
"471000","68","68","68","941","941","941"
"471500","68","68","68","942","942","942"
"472000","68","68","68","943","943","943"
"472500","68","68","68","944","944","944"
"473000","68","68","68","945","945","945"
"473500","69","69","69","946","946","946"
"474000","69","69","69","947","947","947"
"474500","69","69","69","948","948","948"
"475000","69","69","69","949","949","949"
"475500","69","69","69","950","950","950"
"476000","69","69","69","951","951","951"
"476500","69","69","69","952","952","952"
"477000","69","69","69","953","953","953"
"477500","69","69","69","954","954","954"
"478000","69","69","69","955","955","955"
"478500","69","69","69","956","956","956"
"479000","69","69","69","957","957","957"
"479500","69","69","69","958","958","958"
"480000","69","69","69","959","959","959"
"480500","69","69","69","960","960","960"
"481000","69","69","69","961","961","961"
"481500","69","69","69","962","962","962"
"482000","69","69","69","963","963","963"
"482500","69","69","69","964","964","964"
"483000","69","69","69","965","965","965"
"483500","69","69","69","966","966","966"
"484000","69","69","69","967","967","967"
"484500","68","68","68","968","968","968"
"485000","68","68","68","969","969","969"
"485500","68","68","68","970","970","970"
"486000","68","68","68","971","971","971"
"486500","68","68","68","972","972","972"
"487000","68","68","68","973","973","973"
"487500","68","68","68","974","974","974"
"488000","68","68","68","975","975","975"
"488500","68","68","68","976","976","976"
"489000","69","69","69","977","977","977"
"489500","69","69","69","978","978","978"
"490000","69","69","69","979","979","979"
"490500","69","69","69","980","980","980"
"491000","69","69","69","981","981","981"
"491500","69","69","69","982","982","982"
"492000","69","69","69","983","983","983"
"492500","69","69","69","984","984","984"
"493000","69","69","69","985","985","985"
"493500","69","69","69","986","986","986"
"494000","69","69","69","987","987","987"
"494500","69","69","69","988","988","988"
"495000","69","69","69","989","989","989"
"495500","69","69","69","990","990","990"
"496000","69","69","69","991","991","991"
"496500","69","69","69","992","992","992"
"497000","69","69","69","993","993","993"
"497500","69","69","69","994","994","994"
"498000","69","69","69","995","995","995"
"498500","69","69","69","996","996","996"
"499000","69","69","69","997","997","997"
"499500","69","69","69","998","998","998"
"500000","68","68","68","999","999","999"
"500500","68","68","68","1000","1000","1000"
"501000","69","69","69","1001","1001","1001"
"501500","68","68","68","1002","1002","1002"
"502000","68","68","68","1003","1003","1003"
"502500","68","68","68","1004","1004","1004"
"503000","68","68","68","1005","1005","1005"
"503500","68","68","68","1006","1006","1006"
"504000","68","68","68","1007","1007","1007"
"504500","68","68","68","1008","1008","1008"
"505000","68","68","68","1009","1009","1009"
"505500","68","68","68","1010","1010","1010"
"506000","68","68","68","1011","1011","1011"
"506500","68","68","68","1012","1012","1012"
"507000","68","68","68","1013","1013","1013"
"507500","68","68","68","1014","1014","1014"
"508000","68","68","68","1015","1015","1015"
"508500","68","68","68","1016","1016","1016"
"509000","68","68","68","1017","1017","1017"
"509500","68","68","68","1018","1018","1018"
"510000","68","68","68","1019","1019","1019"
"510500","68","68","68","1020","1020","1020"
"511000","68","68","68","1021","1021","1021"
"511500","68","68","68","1022","1022","1022"
"512000","68","68","68","1023","1023","1023"
"512500","68","68","68","1024","1024","1024"
"513000","68","68","68","1025","1025","1025"
"513500","68","68","68","1026","1026","1026"
"514000","68","68","68","1027","1027","1027"
"514500","68","68","68","1028","1028","1028"
"515000","68","68","68","1029","1029","1029"
"515500","68","68","68","1030","1030","1030"
"516000","68","68","68","1031","1031","1031"
"516500","67","67","67","1032","1032","1032"
"517000","67","67","67","1033","1033","1033"
"517500","67","67","67","1034","1034","1034"
"518000","67","67","67","1035","1035","1035"
"518500","67","67","67","1036","1036","1036"
"519000","67","67","67","1037","1037","1037"
"519500","67","67","67","1038","1038","1038"
"520000","67","67","67","1039","1039","1039"
"520500","67","67","67","1040","1040","1040"
"521000","67","67","67","1041","1041","1041"
"521500","67","67","67","1042","1042","1042"
"522000","67","67","67","1043","1043","1043"
"522500","67","67","67","1044","1044","1044"
"523000","67","67","67","1045","1045","1045"
"523500","67","67","67","1046","1046","1046"
"524000","67","67","67","1047","1047","1047"
"524500","67","67","67","1048","1048","1048"
"525000","67","67","67","1049","1049","1049"
"525500","67","67","67","1050","1050","1050"
"526000","67","67","67","1051","1051","1051"
"526500","67","67","67","1052","1052","1052"
"527000","67","67","67","1053","1053","1053"
"527500","67","67","67","1054","1054","1054"
"528000","67","67","67","1055","1055","1055"
"528500","67","67","67","1056","1056","1056"
"529000","67","67","67","1057","1057","1057"
"529500","67","67","67","1058","1058","1058"
"530000","68","68","68","1059","1059","1059"
"530500","68","68","68","1060","1060","1060"
"531000","68","68","68","1061","1061","1061"
"531500","68","68","68","1062","1062","1062"
"532000","68","68","68","1063","1063","1063"
"532500","68","68","68","1064","1064","1064"
"533000","68","68","68","1065","1065","1065"
"533500","68","68","68","1066","1066","1066"
"534000","68","68","68","1067","1067","1067"
"534500","68","68","68","1068","1068","1068"
"535000","68","68","68","1069","1069","1069"
"535500","68","68","68","1070","1070","1070"
"536000","68","68","68","1071","1071","1071"
"536500","68","68","68","1072","1072","1072"
"537000","68","68","68","1073","1073","1073"
"537500","68","68","68","1074","1074","1074"
"538000","68","68","68","1075","1075","1075"
"538500","68","68","68","1076","1076","1076"
"539000","68","68","68","1077","1077","1077"
"539500","68","68","68","1078","1078","1078"
"540000","68","68","68","1079","1079","1079"
"540500","68","68","68","1080","1080","1080"
"541000","69","69","69","1081","1081","1081"
"541500","69","69","69","1082","1082","1082"
"542000","69","69","69","1083","1083","1083"
"542500","69","69","69","1084","1084","1084"
"543000","69","69","69","1085","1085","1085"
"543500","69","69","69","1086","1086","1086"
"544000","69","69","69","1087","1087","1087"
"544500","69","69","69","1088","1088","1088"
"545000","69","69","69","1089","1089","1089"
"545500","69","69","69","1090","1090","1090"
"546000","69","69","69","1091","1091","1091"
"546500","69","69","69","1092","1092","1092"
"547000","69","69","69","1093","1093","1093"
"547500","69","69","69","1094","1094","1094"
"548000","69","69","69","1095","1095","1095"
"548500","69","69","69","1096","1096","1096"
"549000","69","69","69","1097","1097","1097"
"549500","69","69","69","1098","1098","1098"
"550000","69","69","69","1099","1099","1099"
"550500","69","69","69","1100","1100","1100"
"551000","69","69","69","1101","1101","1101"
"551500","69","69","69","1102","1102","1102"
"552000","70","70","70","1103","1103","1103"
"552500","70","70","70","1104","1104","1104"
"553000","70","70","70","1105","1105","1105"
"553500","70","70","70","1106","1106","1106"
"554000","70","70","70","1107","1107","1107"
"554500","70","70","70","1108","1108","1108"
"555000","70","70","70","1109","1109","1109"
"555500","70","70","70","1110","1110","1110"
"556000","70","70","70","1111","1111","1111"
"556500","70","70","70","1112","1112","1112"
"557000","70","70","70","1113","1113","1113"
"557500","70","70","70","1114","1114","1114"
"558000","70","70","70","1115","1115","1115"
"558500","70","70","70","1116","1116","1116"
"559000","70","70","70","1117","1117","1117"
"559500","70","70","70","1118","1118","1118"
"560000","70","70","70","1119","1119","1119"
"560500","70","70","70","1120","1120","1120"
"561000","70","70","70","1121","1121","1121"
"561500","70","70","70","1122","1122","1122"
"562000","70","70","70","1123","1123","1123"
"562500","70","70","70","1124","1124","1124"
"563000","71","71","71","1125","1125","1125"
"563500","71","71","71","1126","1126","1126"
"564000","71","71","71","1127","1127","1127"
"564500","71","71","71","1128","1128","1128"
"565000","71","71","71","1129","1129","1129"
"565500","71","71","71","1130","1130","1130"
"566000","71","71","71","1131","1131","1131"
"566500","71","71","71","1132","1132","1132"
"567000","71","71","71","1133","1133","1133"
"567500","71","71","71","1134","1134","1134"
"568000","71","71","71","1135","1135","1135"
"568500","71","71","71","1136","1136","1136"
"569000","71","71","71","1137","1137","1137"
"569500","71","71","71","1138","1138","1138"
"570000","71","71","71","1139","1139","1139"
"570500","71","71","71","1140","1140","1140"
"571000","71","71","71","1141","1141","1141"
"571500","71","71","71","1142","1142","1142"
"572000","71","71","71","1143","1143","1143"
"572500","71","71","71","1144","1144","1144"
"573000","71","71","71","1145","1145","1145"
"573500","71","71","71","1146","1146","1146"
"574000","71","71","71","1147","1147","1147"
"574500","72","72","72","1148","1148","1148"
"575000","72","72","72","1149","1149","1149"
"575500","72","72","72","1150","1150","1150"
"576000","72","72","72","1151","1151","1151"
"576500","72","72","72","1152","1152","1152"
"577000","72","72","72","1153","1153","1153"
"577500","72","72","72","1154","1154","1154"
"578000","72","72","72","1155","1155","1155"
"578500","72","72","72","1156","1156","1156"
"579000","72","72","72","1157","1157","1157"
"579500","72","72","72","1158","1158","1158"
"580000","72","72","72","1159","1159","1159"
"580500","72","72","72","1160","1160","1160"
"581000","72","72","72","1161","1161","1161"
"581500","72","72","72","1162","1162","1162"
"582000","72","72","72","1163","1163","1163"
"582500","72","72","72","1164","1164","1164"
"583000","72","72","72","1165","1165","1165"
"583500","72","72","72","1166","1166","1166"
"584000","72","72","72","1167","1167","1167"
"584500","72","72","72","1168","1168","1168"
"585000","72","72","72","1169","1169","1169"
"585500","72","72","72","1170","1170","1170"
"586000","73","73","73","1171","1171","1171"
"586500","73","73","73","1172","1172","1172"
"587000","73","73","73","1173","1173","1173"
"587500","73","73","73","1174","1174","1174"
"588000","73","73","73","1175","1175","1175"
"588500","73","73","73","1176","1176","1176"
"589000","73","73","73","1177","1177","1177"
"589500","73","73","73","1178","1178","1178"
"590000","73","73","73","1179","1179","1179"
"590500","73","73","73","1180","1180","1180"
"591000","73","73","73","1181","1181","1181"
"591500","73","73","73","1182","1182","1182"
"592000","73","73","73","1183","1183","1183"
"592500","73","73","73","1184","1184","1184"
"593000","73","73","73","1185","1185","1185"
"593500","73","73","73","1186","1186","1186"
"594000","73","73","73","1187","1187","1187"
"594500","73","73","73","1188","1188","1188"
"595000","73","73","73","1189","1189","1189"
"595500","73","73","73","1190","1190","1190"
"596000","73","73","73","1191","1191","1191"
"596500","73","73","73","1192","1192","1192"
"597000","73","73","73","1193","1193","1193"
"597500","74","74","74","1194","1194","1194"
"598000","74","74","74","1195","1195","1195"
"598500","74","74","74","1196","1196","1196"
"599000","74","74","74","1197","1197","1197"
"599500","74","74","74","1198","1198","1198"
"600000","74","74","74","1199","1199","1199"
"600500","74","74","74","1200","1200","1200"
"601000","74","74","74","1201","1201","1201"
"601500","74","74","74","1202","1202","1202"
"602000","74","74","74","1203","1203","1203"
"602500","74","74","74","1204","1204","1204"
"603000","74","74","74","1205","1205","1205"
"603500","74","74","74","1206","1206","1206"
"604000","74","74","74","1207","1207","1207"
"604500","74","74","74","1208","1208","1208"
"605000","74","74","74","1209","1209","1209"
"605500","74","74","74","1210","1210","1210"
"606000","74","74","74","1211","1211","1211"
"606500","74","74","74","1212","1212","1212"
"607000","74","74","74","1213","1213","1213"
"607500","74","74","74","1214","1214","1214"
"608000","74","74","74","1215","1215","1215"
"608500","74","74","74","1216","1216","1216"
"609000","75","75","75","1217","1217","1217"
"609500","75","75","75","1218","1218","1218"
"610000","75","75","75","1219","1219","1219"
"610500","75","75","75","1220","1220","1220"
"611000","75","75","75","1221","1221","1221"
"611500","75","75","75","1222","1222","1222"
"612000","75","75","75","1223","1223","1223"
"612500","75","75","75","1224","1224","1224"
"613000","75","75","75","1225","1225","1225"
"613500","75","75","75","1226","1226","1226"
"614000","75","75","75","1227","1227","1227"
"614500","75","75","75","1228","1228","1228"
"615000","75","75","75","1229","1229","1229"
"615500","75","75","75","1230","1230","1230"
"616000","75","75","75","1231","1231","1231"
"616500","75","75","75","1232","1232","1232"
"617000","75","75","75","1233","1233","1233"
"617500","75","75","75","1234","1234","1234"
"618000","75","75","75","1235","1235","1235"
"618500","75","75","75","1236","1236","1236"
"619000","75","75","75","1237","1237","1237"
"619500","75","75","75","1238","1238","1238"
"620000","75","75","75","1239","1239","1239"
"620500","76","76","76","1240","1240","1240"
"621000","76","76","76","1241","1241","1241"
"621500","76","76","76","1242","1242","1242"
"622000","76","76","76","1243","1243","1243"
"622500","76","76","76","1244","1244","1244"
"623000","76","76","76","1245","1245","1245"
"623500","76","76","76","1246","1246","1246"
"624000","76","76","76","1247","1247","1247"
"624500","76","76","76","1248","1248","1248"
"625000","76","76","76","1249","1249","1249"
"625500","76","76","76","1250","1250","1250"
"626000","76","76","76","1251","1251","1251"
"626500","76","76","76","1252","1252","1252"
"627000","76","76","76","1253","1253","1253"
"627500","76","76","76","1254","1254","1254"
"628000","76","76","76","1255","1255","1255"
"628500","76","76","76","1256","1256","1256"
"629000","76","76","76","1257","1257","1257"
"629500","76","76","76","1258","1258","1258"
"630000","76","76","76","1259","1259","1259"
"630500","76","76","76","1260","1260","1260"
"631000","76","76","76","1261","1261","1261"
"631500","76","76","76","1262","1262","1262"
"632000","76","76","76","1263","1263","1263"
"632500","77","77","77","1264","1264","1264"
"633000","77","77","77","1265","1265","1265"
"633500","77","77","77","1266","1266","1266"
"634000","77","77","77","1267","1267","1267"
"634500","77","77","77","1268","1268","1268"
"635000","77","77","77","1269","1269","1269"
"635500","77","77","77","1270","1270","1270"
"636000","77","77","77","1271","1271","1271"
"636500","77","77","77","1272","1272","1272"
"637000","77","77","77","1273","1273","1273"
"637500","77","77","77","1274","1274","1274"
"638000","77","77","77","1275","1275","1275"
"638500","77","77","77","1276","1276","1276"
"639000","77","77","77","1277","1277","1277"
"639500","77","77","77","1278","1278","1278"
"640000","77","77","77","1279","1279","1279"
"640500","77","77","77","1280","1280","1280"
"641000","77","77","77","1281","1281","1281"
"641500","77","77","77","1282","1282","1282"
"642000","77","77","77","1283","1283","1283"
"642500","77","77","77","1284","1284","1284"
"643000","77","77","77","1285","1285","1285"
"643500","77","77","77","1286","1286","1286"
"644000","77","77","77","1287","1287","1287"
"644500","78","78","78","1288","1288","1288"
"645000","78","78","78","1289","1289","1289"
"645500","78","78","78","1290","1290","1290"
"646000","78","78","78","1291","1291","1291"
"646500","78","78","78","1292","1292","1292"
"647000","78","78","78","1293","1293","1293"
"647500","78","78","78","1294","1294","1294"
"648000","78","78","78","1295","1295","1295"
"648500","78","78","78","1296","1296","1296"
"649000","78","78","78","1297","1297","1297"
"649500","78","78","78","1298","1298","1298"
"650000","78","78","78","1299","1299","1299"
"650500","78","78","78","1300","1300","1300"
"651000","78","78","78","1301","1301","1301"
"651500","78","78","78","1302","1302","1302"
"652000","78","78","78","1303","1303","1303"
"652500","78","78","78","1304","1304","1304"
"653000","78","78","78","1305","1305","1305"
"653500","78","78","78","1306","1306","1306"
"654000","78","78","78","1307","1307","1307"
"654500","78","78","78","1308","1308","1308"
"655000","78","78","78","1309","1309","1309"
"655500","78","78","78","1310","1310","1310"
"656000","78","78","78","1311","1311","1311"
"656500","78","78","78","1312","1312","1312"
"657000","79","79","79","1313","1313","1313"
"657500","79","79","79","1314","1314","1314"
"658000","79","79","79","1315","1315","1315"
"658500","79","79","79","1316","1316","1316"
"659000","79","79","79","1317","1317","1317"
"659500","79","79","79","1318","1318","1318"
"660000","79","79","79","1319","1319","1319"
"660500","79","79","79","1320","1320","1320"
"661000","79","79","79","1321","1321","1321"
"661500","79","79","79","1322","1322","1322"
"662000","79","79","79","1323","1323","1323"
"662500","79","79","79","1324","1324","1324"
"663000","79","79","79","1325","1325","1325"
"663500","79","79","79","1326","1326","1326"
"664000","79","79","79","1327","1327","1327"
"664500","79","79","79","1328","1328","1328"
"665000","79","79","79","1329","1329","1329"
"665500","79","79","79","1330","1330","1330"
"666000","79","79","79","1331","1331","1331"
"666500","79","79","79","1332","1332","1332"
"667000","79","79","79","1333","1333","1333"
"667500","79","79","79","1334","1334","1334"
"668000","79","79","79","1335","1335","1335"
"668500","79","79","79","1336","1336","1336"
"669000","80","80","80","1337","1337","1337"
"669500","80","80","80","1338","1338","1338"
"670000","80","80","80","1339","1339","1339"
"670500","80","80","80","1340","1340","1340"
"671000","80","80","80","1341","1341","1341"
"671500","80","80","80","1342","1342","1342"
"672000","80","80","80","1343","1343","1343"
"672500","80","80","80","1344","1344","1344"
"673000","80","80","80","1345","1345","1345"
"673500","80","80","80","1346","1346","1346"
"674000","80","80","80","1347","1347","1347"
"674500","80","80","80","1348","1348","1348"
"675000","80","80","80","1349","1349","1349"
"675500","80","80","80","1350","1350","1350"
"676000","80","80","80","1351","1351","1351"
"676500","80","80","80","1352","1352","1352"
"677000","80","80","80","1353","1353","1353"
"677500","80","80","80","1354","1354","1354"
"678000","80","80","80","1355","1355","1355"
"678500","80","80","80","1356","1356","1356"
"679000","80","80","80","1357","1357","1357"
"679500","80","80","80","1358","1358","1358"
"680000","80","80","80","1359","1359","1359"
"680500","80","80","80","1360","1360","1360"
"681000","80","80","80","1361","1361","1361"
"681500","81","81","81","1362","1362","1362"
"682000","81","81","81","1363","1363","1363"
"682500","81","81","81","1364","1364","1364"
"683000","81","81","81","1365","1365","1365"
"683500","81","81","81","1366","1366","1366"
"684000","81","81","81","1367","1367","1367"
"684500","81","81","81","1368","1368","1368"
"685000","81","81","81","1369","1369","1369"
"685500","81","81","81","1370","1370","1370"
"686000","81","81","81","1371","1371","1371"
"686500","81","81","81","1372","1372","1372"
"687000","81","81","81","1373","1373","1373"
"687500","81","81","81","1374","1374","1374"
"688000","81","81","81","1375","1375","1375"
"688500","81","81","81","1376","1376","1376"
"689000","81","81","81","1377","1377","1377"
"689500","81","81","81","1378","1378","1378"
"690000","81","81","81","1379","1379","1379"
"690500","81","81","81","1380","1380","1380"
"691000","81","81","81","1381","1381","1381"
"691500","81","81","81","1382","1382","1382"
"692000","81","81","81","1383","1383","1383"
"692500","81","81","81","1384","1384","1384"
"693000","81","81","81","1385","1385","1385"
"693500","81","81","81","1386","1386","1386"
"694000","81","81","81","1387","1387","1387"
"694500","82","82","82","1388","1388","1388"
"695000","82","82","82","1389","1389","1389"
"695500","82","82","82","1390","1390","1390"
"696000","82","82","82","1391","1391","1391"
"696500","82","82","82","1392","1392","1392"
"697000","82","82","82","1393","1393","1393"
"697500","82","82","82","1394","1394","1394"
"698000","82","82","82","1395","1395","1395"
"698500","82","82","82","1396","1396","1396"
"699000","82","82","82","1397","1397","1397"
"699500","82","82","82","1398","1398","1398"
"700000","82","82","82","1399","1399","1399"
"700500","82","82","82","1400","1400","1400"
"701000","82","82","82","1401","1401","1401"
"701500","82","82","82","1402","1402","1402"
"702000","82","82","82","1403","1403","1403"
"702500","82","82","82","1404","1404","1404"
"703000","82","82","82","1405","1405","1405"
"703500","82","82","82","1406","1406","1406"
"704000","82","82","82","1407","1407","1407"
"704500","82","82","82","1408","1408","1408"
"705000","82","82","82","1409","1409","1409"
"705500","82","82","82","1410","1410","1410"
"706000","82","82","82","1411","1411","1411"
"706500","82","82","82","1412","1412","1412"
"707000","83","83","83","1413","1413","1413"
"707500","83","83","83","1414","1414","1414"
"708000","83","83","83","1415","1415","1415"
"708500","83","83","83","1416","1416","1416"
"709000","83","83","83","1417","1417","1417"
"709500","83","83","83","1418","1418","1418"
"710000","83","83","83","1419","1419","1419"
"710500","83","83","83","1420","1420","1420"
"711000","83","83","83","1421","1421","1421"
"711500","83","83","83","1422","1422","1422"
"712000","83","83","83","1423","1423","1423"
"712500","83","83","83","1424","1424","1424"
"713000","83","83","83","1425","1425","1425"
"713500","83","83","83","1426","1426","1426"
"714000","83","83","83","1427","1427","1427"
"714500","83","83","83","1428","1428","1428"
"715000","83","83","83","1429","1429","1429"
"715500","83","83","83","1430","1430","1430"
"716000","83","83","83","1431","1431","1431"
"716500","83","83","83","1432","1432","1432"
"717000","83","83","83","1433","1433","1433"
"717500","83","83","83","1434","1434","1434"
"718000","83","83","83","1435","1435","1435"
"718500","83","83","83","1436","1436","1436"
"719000","83","83","83","1437","1437","1437"
"719500","83","83","83","1438","1438","1438"
"720000","84","84","84","1439","1439","1439"
"720500","84","84","84","1440","1440","1440"
"721000","84","84","84","1441","1441","1441"
"721500","84","84","84","1442","1442","1442"
"722000","84","84","84","1443","1443","1443"
"722500","84","84","84","1444","1444","1444"
"723000","84","84","84","1445","1445","1445"
"723500","84","84","84","1446","1446","1446"
"724000","84","84","84","1447","1447","1447"
"724500","84","84","84","1448","1448","1448"
"725000","84","84","84","1449","1449","1449"
"725500","84","84","84","1450","1450","1450"
"726000","84","84","84","1451","1451","1451"
"726500","84","84","84","1452","1452","1452"
"727000","84","84","84","1453","1453","1453"
"727500","84","84","84","1454","1454","1454"
"728000","84","84","84","1455","1455","1455"
"728500","84","84","84","1456","1456","1456"
"729000","84","84","84","1457","1457","1457"
"729500","84","84","84","1458","1458","1458"
"730000","84","84","84","1459","1459","1459"
"730500","84","84","84","1460","1460","1460"
"731000","84","84","84","1461","1461","1461"
"731500","84","84","84","1462","1462","1462"
"732000","84","84","84","1463","1463","1463"
"732500","84","84","84","1464","1464","1464"
"733000","85","85","85","1465","1465","1465"
"733500","85","85","85","1466","1466","1466"
"734000","85","85","85","1467","1467","1467"
"734500","85","85","85","1468","1468","1468"
"735000","85","85","85","1469","1469","1469"
"735500","85","85","85","1470","1470","1470"
"736000","85","85","85","1471","1471","1471"
"736500","85","85","85","1472","1472","1472"
"737000","85","85","85","1473","1473","1473"
"737500","85","85","85","1474","1474","1474"
"738000","85","85","85","1475","1475","1475"
"738500","85","85","85","1476","1476","1476"
"739000","85","85","85","1477","1477","1477"
"739500","85","85","85","1478","1478","1478"
"740000","85","85","85","1479","1479","1479"
"740500","85","85","85","1480","1480","1480"
"741000","85","85","85","1481","1481","1481"
"741500","85","85","85","1482","1482","1482"
"742000","85","85","85","1483","1483","1483"
"742500","85","85","85","1484","1484","1484"
"743000","85","85","85","1485","1485","1485"
"743500","85","85","85","1486","1486","1486"
"744000","85","85","85","1487","1487","1487"
"744500","85","85","85","1488","1488","1488"
"745000","85","85","85","1489","1489","1489"
"745500","85","85","85","1490","1490","1490"
"746000","85","85","85","1491","1491","1491"
"746500","86","86","86","1492","1492","1492"
"747000","86","86","86","1493","1493","1493"
"747500","86","86","86","1494","1494","1494"
"748000","86","86","86","1495","1495","1495"
"748500","86","86","86","1496","1496","1496"
"749000","86","86","86","1497","1497","1497"
"749500","86","86","86","1498","1498","1498"
"750000","86","86","86","1499","1499","1499"
"750500","86","86","86","1500","1500","1500"
"751000","86","86","86","1501","1501","1501"
"751500","86","86","86","1502","1502","1502"
"752000","86","86","86","1503","1503","1503"
"752500","86","86","86","1504","1504","1504"
"753000","86","86","86","1505","1505","1505"
"753500","86","86","86","1506","1506","1506"
"754000","86","86","86","1507","1507","1507"
"754500","86","86","86","1508","1508","1508"
"755000","86","86","86","1509","1509","1509"
"755500","86","86","86","1510","1510","1510"
"756000","86","86","86","1511","1511","1511"
"756500","86","86","86","1512","1512","1512"
"757000","86","86","86","1513","1513","1513"
"757500","86","86","86","1514","1514","1514"
"758000","86","86","86","1515","1515","1515"
"758500","86","86","86","1516","1516","1516"
"759000","86","86","86","1517","1517","1517"
"759500","86","86","86","1518","1518","1518"
"760000","87","87","87","1519","1519","1519"
"760500","87","87","87","1520","1520","1520"
"761000","87","87","87","1521","1521","1521"
"761500","87","87","87","1522","1522","1522"
