"global_step","251221_A2C - train/final_pos_count","251221_A2C - train/final_pos_count__MIN","251221_A2C - train/final_pos_count__MAX","251221_A2C - _step","251221_A2C - _step__MIN","251221_A2C - _step__MAX"
"394500","15","15","15","788","788","788"
"395000","4","4","4","789","789","789"
"395500","10","10","10","790","790","790"
"396000","10","10","10","791","791","791"
"396500","12","12","12","792","792","792"
"397000","7","7","7","793","793","793"
"397500","5","5","5","794","794","794"
"398000","6","6","6","795","795","795"
"398500","13","13","13","796","796","796"
"399000","14","14","14","797","797","797"
"399500","3","3","3","798","798","798"
"400000","3","3","3","799","799","799"
"400500","4","4","4","800","800","800"
"401000","11","11","11","801","801","801"
"401500","14","14","14","802","802","802"
"402000","14","14","14","803","803","803"
"402500","9","9","9","804","804","804"
"403000","5","5","5","805","805","805"
"403500","5","5","5","806","806","806"
"404000","5","5","5","807","807","807"
"404500","5","5","5","808","808","808"
"405000","5","5","5","809","809","809"
"405500","5","5","5","810","810","810"
"406000","10","10","10","811","811","811"
"406500","14","14","14","812","812","812"
"407000","15","15","15","813","813","813"
"407500","13","13","13","814","814","814"
"408000","13","13","13","815","815","815"
"408500","12","12","12","816","816","816"
"409000","9","9","9","817","817","817"
"409500","15","15","15","818","818","818"
"410000","6","6","6","819","819","819"
"410500","14","14","14","820","820","820"
"411000","8","8","8","821","821","821"
"411500","5","5","5","822","822","822"
"412000","15","15","15","823","823","823"
"412500","5","5","5","824","824","824"
"413000","7","7","7","825","825","825"
"413500","12","12","12","826","826","826"
"414000","5","5","5","827","827","827"
"414500","5","5","5","828","828","828"
"415000","5","5","5","829","829","829"
"415500","9","9","9","830","830","830"
"416000","5","5","5","831","831","831"
"416500","5","5","5","832","832","832"
"417000","5","5","5","833","833","833"
"417500","5","5","5","834","834","834"
"418000","5","5","5","835","835","835"
"418500","5","5","5","836","836","836"
"419000","5","5","5","837","837","837"
"419500","5","5","5","838","838","838"
"420000","5","5","5","839","839","839"
"420500","5","5","5","840","840","840"
"421000","5","5","5","841","841","841"
"421500","5","5","5","842","842","842"
"422000","5","5","5","843","843","843"
"422500","5","5","5","844","844","844"
"423000","5","5","5","845","845","845"
"423500","5","5","5","846","846","846"
"424000","5","5","5","847","847","847"
"424500","5","5","5","848","848","848"
"425000","5","5","5","849","849","849"
"425500","4","4","4","850","850","850"
"426000","5","5","5","851","851","851"
"426500","5","5","5","852","852","852"
"427000","5","5","5","853","853","853"
"427500","5","5","5","854","854","854"
"428000","5","5","5","855","855","855"
"428500","5","5","5","856","856","856"
"429000","5","5","5","857","857","857"
"429500","5","5","5","858","858","858"
"430000","5","5","5","859","859","859"
"430500","7","7","7","860","860","860"
"431000","5","5","5","861","861","861"
"431500","15","15","15","862","862","862"
"432000","15","15","15","863","863","863"
"432500","15","15","15","864","864","864"
"433000","8","8","8","865","865","865"
"433500","14","14","14","866","866","866"
"434000","14","14","14","867","867","867"
"434500","9","9","9","868","868","868"
"435000","12","12","12","869","869","869"
"435500","15","15","15","870","870","870"
"436000","15","15","15","871","871","871"
"436500","10","10","10","872","872","872"
"437000","14","14","14","873","873","873"
"437500","14","14","14","874","874","874"
"438000","15","15","15","875","875","875"
"438500","7","7","7","876","876","876"
"439000","9","9","9","877","877","877"
"439500","15","15","15","878","878","878"
"440000","5","5","5","879","879","879"
"440500","15","15","15","880","880","880"
"441000","14","14","14","881","881","881"
"441500","14","14","14","882","882","882"
"442000","11","11","11","883","883","883"
"442500","15","15","15","884","884","884"
"443000","15","15","15","885","885","885"
"443500","14","14","14","886","886","886"
"444000","15","15","15","887","887","887"
"444500","15","15","15","888","888","888"
"445000","14","14","14","889","889","889"
"445500","15","15","15","890","890","890"
"446000","10","10","10","891","891","891"
"446500","15","15","15","892","892","892"
"447000","13","13","13","893","893","893"
"447500","7","7","7","894","894","894"
"448000","14","14","14","895","895","895"
"448500","11","11","11","896","896","896"
"449000","15","15","15","897","897","897"
"449500","14","14","14","898","898","898"
"450000","3","3","3","899","899","899"
"450500","13","13","13","900","900","900"
"451000","15","15","15","901","901","901"
"451500","14","14","14","902","902","902"
"452000","9","9","9","903","903","903"
"452500","11","11","11","904","904","904"
"453000","5","5","5","905","905","905"
"453500","5","5","5","906","906","906"
"454000","15","15","15","907","907","907"
"454500","5","5","5","908","908","908"
"455000","5","5","5","909","909","909"
"455500","11","11","11","910","910","910"
"456000","12","12","12","911","911","911"
"456500","7","7","7","912","912","912"
"457000","14","14","14","913","913","913"
"457500","3","3","3","914","914","914"
"458000","12","12","12","915","915","915"
"458500","5","5","5","916","916","916"
"459000","11","11","11","917","917","917"
"459500","10","10","10","918","918","918"
"460000","10","10","10","919","919","919"
"460500","11","11","11","920","920","920"
"461000","15","15","15","921","921","921"
"461500","15","15","15","922","922","922"
"462000","15","15","15","923","923","923"
"462500","12","12","12","924","924","924"
"463000","7","7","7","925","925","925"
"463500","11","11","11","926","926","926"
"464000","14","14","14","927","927","927"
"464500","8","8","8","928","928","928"
"465000","12","12","12","929","929","929"
"465500","15","15","15","930","930","930"
"466000","14","14","14","931","931","931"
"466500","9","9","9","932","932","932"
"467000","15","15","15","933","933","933"
"467500","15","15","15","934","934","934"
"468000","15","15","15","935","935","935"
"468500","10","10","10","936","936","936"
"469000","15","15","15","937","937","937"
"469500","11","11","11","938","938","938"
"470000","10","10","10","939","939","939"
"470500","8","8","8","940","940","940"
"471000","14","14","14","941","941","941"
"471500","3","3","3","942","942","942"
"472000","8","8","8","943","943","943"
"472500","3","3","3","944","944","944"
"473000","11","11","11","945","945","945"
"473500","10","10","10","946","946","946"
"474000","14","14","14","947","947","947"
"474500","14","14","14","948","948","948"
"475000","15","15","15","949","949","949"
"475500","15","15","15","950","950","950"
"476000","15","15","15","951","951","951"
"476500","15","15","15","952","952","952"
"477000","15","15","15","953","953","953"
"477500","10","10","10","954","954","954"
"478000","7","7","7","955","955","955"
"478500","15","15","15","956","956","956"
"479000","6","6","6","957","957","957"
"479500","10","10","10","958","958","958"
"480000","10","10","10","959","959","959"
"480500","12","12","12","960","960","960"
"481000","13","13","13","961","961","961"
"481500","9","9","9","962","962","962"
"482000","4","4","4","963","963","963"
"482500","9","9","9","964","964","964"
"483000","5","5","5","965","965","965"
"483500","9","9","9","966","966","966"
"484000","5","5","5","967","967","967"
"484500","5","5","5","968","968","968"
"485000","5","5","5","969","969","969"
"485500","5","5","5","970","970","970"
"486000","5","5","5","971","971","971"
"486500","5","5","5","972","972","972"
"487000","5","5","5","973","973","973"
"487500","10","10","10","974","974","974"
"488000","13","13","13","975","975","975"
"488500","13","13","13","976","976","976"
"489000","14","14","14","977","977","977"
"489500","11","11","11","978","978","978"
"490000","14","14","14","979","979","979"
"490500","13","13","13","980","980","980"
"491000","15","15","15","981","981","981"
"491500","15","15","15","982","982","982"
"492000","7","7","7","983","983","983"
"492500","12","12","12","984","984","984"
"493000","13","13","13","985","985","985"
"493500","3","3","3","986","986","986"
"494000","3","3","3","987","987","987"
"494500","5","5","5","988","988","988"
"495000","5","5","5","989","989","989"
"495500","15","15","15","990","990","990"
"496000","15","15","15","991","991","991"
"496500","5","5","5","992","992","992"
"497000","5","5","5","993","993","993"
"497500","5","5","5","994","994","994"
"498000","5","5","5","995","995","995"
"498500","5","5","5","996","996","996"
"499000","5","5","5","997","997","997"
"499500","5","5","5","998","998","998"
"500000","3","3","3","999","999","999"
"500500","11","11","11","1000","1000","1000"
"501000","7","7","7","1001","1001","1001"
"501500","15","15","15","1002","1002","1002"
"502000","14","14","14","1003","1003","1003"
"502500","15","15","15","1004","1004","1004"
"503000","15","15","15","1005","1005","1005"
"503500","5","5","5","1006","1006","1006"
"504000","15","15","15","1007","1007","1007"
"504500","15","15","15","1008","1008","1008"
"505000","6","6","6","1009","1009","1009"
"505500","5","5","5","1010","1010","1010"
"506000","5","5","5","1011","1011","1011"
"506500","5","5","5","1012","1012","1012"
"507000","5","5","5","1013","1013","1013"
"507500","5","5","5","1014","1014","1014"
"508000","5","5","5","1015","1015","1015"
"508500","5","5","5","1016","1016","1016"
"509000","5","5","5","1017","1017","1017"
"509500","12","12","12","1018","1018","1018"
"510000","11","11","11","1019","1019","1019"
"510500","7","7","7","1020","1020","1020"
"511000","4","4","4","1021","1021","1021"
"511500","5","5","5","1022","1022","1022"
"512000","5","5","5","1023","1023","1023"
"512500","12","12","12","1024","1024","1024"
"513000","5","5","5","1025","1025","1025"
"513500","5","5","5","1026","1026","1026"
"514000","5","5","5","1027","1027","1027"
"514500","5","5","5","1028","1028","1028"
"515000","15","15","15","1029","1029","1029"
"515500","15","15","15","1030","1030","1030"
"516000","5","5","5","1031","1031","1031"
"516500","6","6","6","1032","1032","1032"
"517000","5","5","5","1033","1033","1033"
"517500","6","6","6","1034","1034","1034"
"518000","6","6","6","1035","1035","1035"
"518500","5","5","5","1036","1036","1036"
"519000","5","5","5","1037","1037","1037"
"519500","4","4","4","1038","1038","1038"
"520000","5","5","5","1039","1039","1039"
"520500","5","5","5","1040","1040","1040"
"521000","5","5","5","1041","1041","1041"
"521500","7","7","7","1042","1042","1042"
"522000","5","5","5","1043","1043","1043"
"522500","5","5","5","1044","1044","1044"
"523000","3","3","3","1045","1045","1045"
"523500","3","3","3","1046","1046","1046"
"524000","15","15","15","1047","1047","1047"
"524500","15","15","15","1048","1048","1048"
"525000","5","5","5","1049","1049","1049"
"525500","5","5","5","1050","1050","1050"
"526000","5","5","5","1051","1051","1051"
"526500","5","5","5","1052","1052","1052"
"527000","5","5","5","1053","1053","1053"
"527500","5","5","5","1054","1054","1054"
"528000","5","5","5","1055","1055","1055"
"528500","5","5","5","1056","1056","1056"
"529000","5","5","5","1057","1057","1057"
"529500","5","5","5","1058","1058","1058"
"530000","5","5","5","1059","1059","1059"
"530500","5","5","5","1060","1060","1060"
"531000","5","5","5","1061","1061","1061"
"531500","5","5","5","1062","1062","1062"
"532000","5","5","5","1063","1063","1063"
"532500","5","5","5","1064","1064","1064"
"533000","5","5","5","1065","1065","1065"
"533500","5","5","5","1066","1066","1066"
"534000","5","5","5","1067","1067","1067"
"534500","5","5","5","1068","1068","1068"
"535000","5","5","5","1069","1069","1069"
"535500","5","5","5","1070","1070","1070"
"536000","5","5","5","1071","1071","1071"
"536500","5","5","5","1072","1072","1072"
"537000","5","5","5","1073","1073","1073"
"537500","5","5","5","1074","1074","1074"
"538000","5","5","5","1075","1075","1075"
"538500","5","5","5","1076","1076","1076"
"539000","5","5","5","1077","1077","1077"
"539500","5","5","5","1078","1078","1078"
"540000","5","5","5","1079","1079","1079"
"540500","5","5","5","1080","1080","1080"
"541000","5","5","5","1081","1081","1081"
"541500","5","5","5","1082","1082","1082"
"542000","5","5","5","1083","1083","1083"
"542500","5","5","5","1084","1084","1084"
"543000","5","5","5","1085","1085","1085"
"543500","5","5","5","1086","1086","1086"
"544000","5","5","5","1087","1087","1087"
"544500","5","5","5","1088","1088","1088"
"545000","5","5","5","1089","1089","1089"
"545500","5","5","5","1090","1090","1090"
"546000","5","5","5","1091","1091","1091"
"546500","5","5","5","1092","1092","1092"
"547000","5","5","5","1093","1093","1093"
"547500","5","5","5","1094","1094","1094"
"548000","5","5","5","1095","1095","1095"
"548500","5","5","5","1096","1096","1096"
"549000","5","5","5","1097","1097","1097"
"549500","5","5","5","1098","1098","1098"
"550000","5","5","5","1099","1099","1099"
"550500","5","5","5","1100","1100","1100"
"551000","5","5","5","1101","1101","1101"
"551500","5","5","5","1102","1102","1102"
"552000","5","5","5","1103","1103","1103"
"552500","5","5","5","1104","1104","1104"
"553000","5","5","5","1105","1105","1105"
"553500","5","5","5","1106","1106","1106"
"554000","5","5","5","1107","1107","1107"
"554500","5","5","5","1108","1108","1108"
"555000","5","5","5","1109","1109","1109"
"555500","5","5","5","1110","1110","1110"
"556000","5","5","5","1111","1111","1111"
"556500","5","5","5","1112","1112","1112"
"557000","5","5","5","1113","1113","1113"
"557500","5","5","5","1114","1114","1114"
"558000","5","5","5","1115","1115","1115"
"558500","5","5","5","1116","1116","1116"
"559000","5","5","5","1117","1117","1117"
"559500","5","5","5","1118","1118","1118"
"560000","5","5","5","1119","1119","1119"
"560500","5","5","5","1120","1120","1120"
"561000","5","5","5","1121","1121","1121"
"561500","5","5","5","1122","1122","1122"
"562000","5","5","5","1123","1123","1123"
"562500","5","5","5","1124","1124","1124"
"563000","5","5","5","1125","1125","1125"
"563500","5","5","5","1126","1126","1126"
"564000","5","5","5","1127","1127","1127"
"564500","5","5","5","1128","1128","1128"
"565000","5","5","5","1129","1129","1129"
"565500","5","5","5","1130","1130","1130"
"566000","5","5","5","1131","1131","1131"
"566500","5","5","5","1132","1132","1132"
"567000","5","5","5","1133","1133","1133"
"567500","5","5","5","1134","1134","1134"
"568000","5","5","5","1135","1135","1135"
"568500","5","5","5","1136","1136","1136"
"569000","5","5","5","1137","1137","1137"
"569500","5","5","5","1138","1138","1138"
"570000","5","5","5","1139","1139","1139"
"570500","5","5","5","1140","1140","1140"
"571000","5","5","5","1141","1141","1141"
"571500","5","5","5","1142","1142","1142"
"572000","5","5","5","1143","1143","1143"
"572500","5","5","5","1144","1144","1144"
"573000","5","5","5","1145","1145","1145"
"573500","5","5","5","1146","1146","1146"
"574000","5","5","5","1147","1147","1147"
"574500","5","5","5","1148","1148","1148"
"575000","5","5","5","1149","1149","1149"
"575500","5","5","5","1150","1150","1150"
"576000","5","5","5","1151","1151","1151"
"576500","5","5","5","1152","1152","1152"
"577000","5","5","5","1153","1153","1153"
"577500","5","5","5","1154","1154","1154"
"578000","5","5","5","1155","1155","1155"
"578500","5","5","5","1156","1156","1156"
"579000","5","5","5","1157","1157","1157"
"579500","5","5","5","1158","1158","1158"
"580000","5","5","5","1159","1159","1159"
"580500","5","5","5","1160","1160","1160"
"581000","5","5","5","1161","1161","1161"
"581500","5","5","5","1162","1162","1162"
"582000","5","5","5","1163","1163","1163"
"582500","5","5","5","1164","1164","1164"
"583000","5","5","5","1165","1165","1165"
"583500","5","5","5","1166","1166","1166"
"584000","5","5","5","1167","1167","1167"
"584500","5","5","5","1168","1168","1168"
"585000","5","5","5","1169","1169","1169"
"585500","5","5","5","1170","1170","1170"
"586000","5","5","5","1171","1171","1171"
"586500","5","5","5","1172","1172","1172"
"587000","5","5","5","1173","1173","1173"
"587500","5","5","5","1174","1174","1174"
"588000","5","5","5","1175","1175","1175"
"588500","5","5","5","1176","1176","1176"
"589000","5","5","5","1177","1177","1177"
"589500","5","5","5","1178","1178","1178"
"590000","5","5","5","1179","1179","1179"
"590500","5","5","5","1180","1180","1180"
"591000","5","5","5","1181","1181","1181"
"591500","5","5","5","1182","1182","1182"
"592000","5","5","5","1183","1183","1183"
"592500","5","5","5","1184","1184","1184"
"593000","5","5","5","1185","1185","1185"
"593500","5","5","5","1186","1186","1186"
"594000","5","5","5","1187","1187","1187"
"594500","5","5","5","1188","1188","1188"
"595000","5","5","5","1189","1189","1189"
"595500","5","5","5","1190","1190","1190"
"596000","5","5","5","1191","1191","1191"
"596500","5","5","5","1192","1192","1192"
"597000","5","5","5","1193","1193","1193"
"597500","5","5","5","1194","1194","1194"
"598000","5","5","5","1195","1195","1195"
"598500","5","5","5","1196","1196","1196"
"599000","5","5","5","1197","1197","1197"
"599500","5","5","5","1198","1198","1198"
"600000","5","5","5","1199","1199","1199"
"600500","5","5","5","1200","1200","1200"
"601000","5","5","5","1201","1201","1201"
"601500","5","5","5","1202","1202","1202"
"602000","5","5","5","1203","1203","1203"
"602500","5","5","5","1204","1204","1204"
"603000","5","5","5","1205","1205","1205"
"603500","5","5","5","1206","1206","1206"
"604000","5","5","5","1207","1207","1207"
"604500","5","5","5","1208","1208","1208"
"605000","5","5","5","1209","1209","1209"
"605500","5","5","5","1210","1210","1210"
"606000","5","5","5","1211","1211","1211"
"606500","5","5","5","1212","1212","1212"
"607000","5","5","5","1213","1213","1213"
"607500","5","5","5","1214","1214","1214"
"608000","5","5","5","1215","1215","1215"
"608500","5","5","5","1216","1216","1216"
"609000","5","5","5","1217","1217","1217"
"609500","5","5","5","1218","1218","1218"
"610000","5","5","5","1219","1219","1219"
"610500","5","5","5","1220","1220","1220"
"611000","5","5","5","1221","1221","1221"
"611500","5","5","5","1222","1222","1222"
"612000","5","5","5","1223","1223","1223"
"612500","5","5","5","1224","1224","1224"
"613000","5","5","5","1225","1225","1225"
"613500","5","5","5","1226","1226","1226"
"614000","5","5","5","1227","1227","1227"
"614500","5","5","5","1228","1228","1228"
"615000","5","5","5","1229","1229","1229"
"615500","5","5","5","1230","1230","1230"
"616000","5","5","5","1231","1231","1231"
"616500","5","5","5","1232","1232","1232"
"617000","5","5","5","1233","1233","1233"
"617500","5","5","5","1234","1234","1234"
"618000","5","5","5","1235","1235","1235"
"618500","5","5","5","1236","1236","1236"
"619000","5","5","5","1237","1237","1237"
"619500","5","5","5","1238","1238","1238"
"620000","5","5","5","1239","1239","1239"
"620500","5","5","5","1240","1240","1240"
"621000","5","5","5","1241","1241","1241"
"621500","5","5","5","1242","1242","1242"
"622000","5","5","5","1243","1243","1243"
"622500","5","5","5","1244","1244","1244"
"623000","5","5","5","1245","1245","1245"
"623500","5","5","5","1246","1246","1246"
"624000","5","5","5","1247","1247","1247"
"624500","5","5","5","1248","1248","1248"
"625000","5","5","5","1249","1249","1249"
"625500","5","5","5","1250","1250","1250"
"626000","5","5","5","1251","1251","1251"
"626500","5","5","5","1252","1252","1252"
"627000","5","5","5","1253","1253","1253"
"627500","5","5","5","1254","1254","1254"
"628000","5","5","5","1255","1255","1255"
"628500","5","5","5","1256","1256","1256"
"629000","5","5","5","1257","1257","1257"
"629500","5","5","5","1258","1258","1258"
"630000","5","5","5","1259","1259","1259"
"630500","5","5","5","1260","1260","1260"
"631000","5","5","5","1261","1261","1261"
"631500","5","5","5","1262","1262","1262"
"632000","5","5","5","1263","1263","1263"
"632500","5","5","5","1264","1264","1264"
"633000","5","5","5","1265","1265","1265"
"633500","5","5","5","1266","1266","1266"
"634000","5","5","5","1267","1267","1267"
"634500","5","5","5","1268","1268","1268"
"635000","5","5","5","1269","1269","1269"
"635500","5","5","5","1270","1270","1270"
"636000","5","5","5","1271","1271","1271"
"636500","5","5","5","1272","1272","1272"
"637000","5","5","5","1273","1273","1273"
"637500","5","5","5","1274","1274","1274"
"638000","5","5","5","1275","1275","1275"
"638500","5","5","5","1276","1276","1276"
"639000","5","5","5","1277","1277","1277"
"639500","5","5","5","1278","1278","1278"
"640000","5","5","5","1279","1279","1279"
"640500","5","5","5","1280","1280","1280"
"641000","5","5","5","1281","1281","1281"
"641500","5","5","5","1282","1282","1282"
"642000","5","5","5","1283","1283","1283"
"642500","5","5","5","1284","1284","1284"
"643000","5","5","5","1285","1285","1285"
"643500","5","5","5","1286","1286","1286"
"644000","5","5","5","1287","1287","1287"
"644500","5","5","5","1288","1288","1288"
"645000","5","5","5","1289","1289","1289"
"645500","5","5","5","1290","1290","1290"
"646000","5","5","5","1291","1291","1291"
"646500","5","5","5","1292","1292","1292"
"647000","5","5","5","1293","1293","1293"
"647500","5","5","5","1294","1294","1294"
"648000","5","5","5","1295","1295","1295"
"648500","5","5","5","1296","1296","1296"
"649000","5","5","5","1297","1297","1297"
"649500","5","5","5","1298","1298","1298"
"650000","5","5","5","1299","1299","1299"
"650500","5","5","5","1300","1300","1300"
"651000","5","5","5","1301","1301","1301"
"651500","5","5","5","1302","1302","1302"
"652000","5","5","5","1303","1303","1303"
"652500","5","5","5","1304","1304","1304"
"653000","5","5","5","1305","1305","1305"
"653500","5","5","5","1306","1306","1306"
"654000","5","5","5","1307","1307","1307"
"654500","5","5","5","1308","1308","1308"
"655000","5","5","5","1309","1309","1309"
"655500","5","5","5","1310","1310","1310"
"656000","5","5","5","1311","1311","1311"
"656500","5","5","5","1312","1312","1312"
"657000","5","5","5","1313","1313","1313"
"657500","5","5","5","1314","1314","1314"
"658000","5","5","5","1315","1315","1315"
"658500","5","5","5","1316","1316","1316"
"659000","5","5","5","1317","1317","1317"
"659500","5","5","5","1318","1318","1318"
"660000","5","5","5","1319","1319","1319"
"660500","5","5","5","1320","1320","1320"
"661000","5","5","5","1321","1321","1321"
"661500","5","5","5","1322","1322","1322"
"662000","5","5","5","1323","1323","1323"
"662500","5","5","5","1324","1324","1324"
"663000","5","5","5","1325","1325","1325"
"663500","5","5","5","1326","1326","1326"
"664000","5","5","5","1327","1327","1327"
"664500","5","5","5","1328","1328","1328"
"665000","5","5","5","1329","1329","1329"
"665500","5","5","5","1330","1330","1330"
"666000","5","5","5","1331","1331","1331"
"666500","5","5","5","1332","1332","1332"
"667000","5","5","5","1333","1333","1333"
"667500","5","5","5","1334","1334","1334"
"668000","5","5","5","1335","1335","1335"
"668500","5","5","5","1336","1336","1336"
"669000","5","5","5","1337","1337","1337"
"669500","5","5","5","1338","1338","1338"
"670000","5","5","5","1339","1339","1339"
"670500","5","5","5","1340","1340","1340"
"671000","5","5","5","1341","1341","1341"
"671500","5","5","5","1342","1342","1342"
"672000","5","5","5","1343","1343","1343"
"672500","5","5","5","1344","1344","1344"
"673000","5","5","5","1345","1345","1345"
"673500","5","5","5","1346","1346","1346"
"674000","5","5","5","1347","1347","1347"
"674500","5","5","5","1348","1348","1348"
"675000","5","5","5","1349","1349","1349"
"675500","5","5","5","1350","1350","1350"
"676000","5","5","5","1351","1351","1351"
"676500","5","5","5","1352","1352","1352"
"677000","5","5","5","1353","1353","1353"
"677500","5","5","5","1354","1354","1354"
"678000","5","5","5","1355","1355","1355"
"678500","5","5","5","1356","1356","1356"
"679000","5","5","5","1357","1357","1357"
"679500","5","5","5","1358","1358","1358"
"680000","5","5","5","1359","1359","1359"
"680500","5","5","5","1360","1360","1360"
"681000","5","5","5","1361","1361","1361"
"681500","5","5","5","1362","1362","1362"
"682000","5","5","5","1363","1363","1363"
"682500","5","5","5","1364","1364","1364"
"683000","5","5","5","1365","1365","1365"
"683500","5","5","5","1366","1366","1366"
"684000","5","5","5","1367","1367","1367"
"684500","5","5","5","1368","1368","1368"
"685000","5","5","5","1369","1369","1369"
"685500","5","5","5","1370","1370","1370"
"686000","5","5","5","1371","1371","1371"
"686500","5","5","5","1372","1372","1372"
"687000","5","5","5","1373","1373","1373"
"687500","5","5","5","1374","1374","1374"
"688000","5","5","5","1375","1375","1375"
"688500","5","5","5","1376","1376","1376"
"689000","5","5","5","1377","1377","1377"
"689500","5","5","5","1378","1378","1378"
"690000","5","5","5","1379","1379","1379"
"690500","5","5","5","1380","1380","1380"
"691000","5","5","5","1381","1381","1381"
"691500","5","5","5","1382","1382","1382"
"692000","5","5","5","1383","1383","1383"
"692500","5","5","5","1384","1384","1384"
"693000","5","5","5","1385","1385","1385"
"693500","5","5","5","1386","1386","1386"
"694000","5","5","5","1387","1387","1387"
"694500","5","5","5","1388","1388","1388"
"695000","5","5","5","1389","1389","1389"
"695500","5","5","5","1390","1390","1390"
"696000","5","5","5","1391","1391","1391"
"696500","5","5","5","1392","1392","1392"
"697000","5","5","5","1393","1393","1393"
"697500","5","5","5","1394","1394","1394"
"698000","5","5","5","1395","1395","1395"
"698500","5","5","5","1396","1396","1396"
"699000","5","5","5","1397","1397","1397"
"699500","5","5","5","1398","1398","1398"
"700000","5","5","5","1399","1399","1399"
"700500","5","5","5","1400","1400","1400"
"701000","5","5","5","1401","1401","1401"
"701500","5","5","5","1402","1402","1402"
"702000","5","5","5","1403","1403","1403"
"702500","5","5","5","1404","1404","1404"
"703000","5","5","5","1405","1405","1405"
"703500","5","5","5","1406","1406","1406"
"704000","5","5","5","1407","1407","1407"
"704500","5","5","5","1408","1408","1408"
"705000","5","5","5","1409","1409","1409"
"705500","5","5","5","1410","1410","1410"
"706000","5","5","5","1411","1411","1411"
"706500","5","5","5","1412","1412","1412"
"707000","5","5","5","1413","1413","1413"
"707500","5","5","5","1414","1414","1414"
"708000","5","5","5","1415","1415","1415"
"708500","5","5","5","1416","1416","1416"
"709000","5","5","5","1417","1417","1417"
"709500","5","5","5","1418","1418","1418"
"710000","5","5","5","1419","1419","1419"
"710500","5","5","5","1420","1420","1420"
"711000","5","5","5","1421","1421","1421"
"711500","5","5","5","1422","1422","1422"
"712000","5","5","5","1423","1423","1423"
"712500","5","5","5","1424","1424","1424"
"713000","5","5","5","1425","1425","1425"
"713500","5","5","5","1426","1426","1426"
"714000","5","5","5","1427","1427","1427"
"714500","5","5","5","1428","1428","1428"
"715000","5","5","5","1429","1429","1429"
"715500","5","5","5","1430","1430","1430"
"716000","5","5","5","1431","1431","1431"
"716500","5","5","5","1432","1432","1432"
"717000","5","5","5","1433","1433","1433"
"717500","5","5","5","1434","1434","1434"
"718000","5","5","5","1435","1435","1435"
"718500","5","5","5","1436","1436","1436"
"719000","5","5","5","1437","1437","1437"
"719500","5","5","5","1438","1438","1438"
"720000","5","5","5","1439","1439","1439"
"720500","5","5","5","1440","1440","1440"
"721000","5","5","5","1441","1441","1441"
"721500","5","5","5","1442","1442","1442"
"722000","5","5","5","1443","1443","1443"
"722500","5","5","5","1444","1444","1444"
"723000","5","5","5","1445","1445","1445"
"723500","5","5","5","1446","1446","1446"
"724000","5","5","5","1447","1447","1447"
"724500","5","5","5","1448","1448","1448"
"725000","5","5","5","1449","1449","1449"
"725500","5","5","5","1450","1450","1450"
"726000","5","5","5","1451","1451","1451"
"726500","5","5","5","1452","1452","1452"
"727000","5","5","5","1453","1453","1453"
"727500","5","5","5","1454","1454","1454"
"728000","5","5","5","1455","1455","1455"
"728500","5","5","5","1456","1456","1456"
"729000","5","5","5","1457","1457","1457"
"729500","5","5","5","1458","1458","1458"
"730000","5","5","5","1459","1459","1459"
"730500","5","5","5","1460","1460","1460"
"731000","5","5","5","1461","1461","1461"
"731500","5","5","5","1462","1462","1462"
"732000","5","5","5","1463","1463","1463"
"732500","5","5","5","1464","1464","1464"
"733000","5","5","5","1465","1465","1465"
"733500","5","5","5","1466","1466","1466"
"734000","5","5","5","1467","1467","1467"
"734500","5","5","5","1468","1468","1468"
"735000","5","5","5","1469","1469","1469"
"735500","5","5","5","1470","1470","1470"
"736000","5","5","5","1471","1471","1471"
"736500","5","5","5","1472","1472","1472"
"737000","5","5","5","1473","1473","1473"
"737500","5","5","5","1474","1474","1474"
"738000","5","5","5","1475","1475","1475"
"738500","5","5","5","1476","1476","1476"
"739000","5","5","5","1477","1477","1477"
"739500","5","5","5","1478","1478","1478"
"740000","5","5","5","1479","1479","1479"
"740500","5","5","5","1480","1480","1480"
"741000","5","5","5","1481","1481","1481"
"741500","5","5","5","1482","1482","1482"
"742000","5","5","5","1483","1483","1483"
"742500","5","5","5","1484","1484","1484"
"743000","5","5","5","1485","1485","1485"
"743500","5","5","5","1486","1486","1486"
"744000","5","5","5","1487","1487","1487"
"744500","5","5","5","1488","1488","1488"
"745000","5","5","5","1489","1489","1489"
"745500","5","5","5","1490","1490","1490"
"746000","5","5","5","1491","1491","1491"
"746500","5","5","5","1492","1492","1492"
"747000","5","5","5","1493","1493","1493"
"747500","5","5","5","1494","1494","1494"
"748000","5","5","5","1495","1495","1495"
"748500","5","5","5","1496","1496","1496"
"749000","5","5","5","1497","1497","1497"
"749500","5","5","5","1498","1498","1498"
"750000","5","5","5","1499","1499","1499"
"750500","5","5","5","1500","1500","1500"
"751000","5","5","5","1501","1501","1501"
"751500","5","5","5","1502","1502","1502"
"752000","5","5","5","1503","1503","1503"
"752500","5","5","5","1504","1504","1504"
"753000","5","5","5","1505","1505","1505"
"753500","5","5","5","1506","1506","1506"
"754000","5","5","5","1507","1507","1507"
"754500","5","5","5","1508","1508","1508"
"755000","5","5","5","1509","1509","1509"
"755500","5","5","5","1510","1510","1510"
"756000","5","5","5","1511","1511","1511"
"756500","5","5","5","1512","1512","1512"
"757000","5","5","5","1513","1513","1513"
