"global_step","251221_A2C - train/final_pos_count","251221_A2C - train/final_pos_count__MIN","251221_A2C - train/final_pos_count__MAX","251221_A2C - _step","251221_A2C - _step__MIN","251221_A2C - _step__MAX"
"1100000","5","5","5","2199","2199","2199"
"1100500","5","5","5","2200","2200","2200"
"1101000","5","5","5","2201","2201","2201"
"1101500","5","5","5","2202","2202","2202"
"1102000","5","5","5","2203","2203","2203"
"1102500","5","5","5","2204","2204","2204"
"1103000","5","5","5","2205","2205","2205"
"1103500","5","5","5","2206","2206","2206"
"1104000","5","5","5","2207","2207","2207"
"1104500","5","5","5","2208","2208","2208"
"1105000","5","5","5","2209","2209","2209"
"1105500","5","5","5","2210","2210","2210"
"1106000","5","5","5","2211","2211","2211"
"1106500","5","5","5","2212","2212","2212"
"1107000","5","5","5","2213","2213","2213"
"1107500","5","5","5","2214","2214","2214"
"1108000","5","5","5","2215","2215","2215"
"1108500","5","5","5","2216","2216","2216"
"1109000","5","5","5","2217","2217","2217"
"1109500","5","5","5","2218","2218","2218"
"1110000","5","5","5","2219","2219","2219"
"1110500","5","5","5","2220","2220","2220"
"1111000","5","5","5","2221","2221","2221"
"1111500","5","5","5","2222","2222","2222"
"1112000","5","5","5","2223","2223","2223"
"1112500","5","5","5","2224","2224","2224"
"1113000","5","5","5","2225","2225","2225"
"1113500","5","5","5","2226","2226","2226"
"1114000","5","5","5","2227","2227","2227"
"1114500","5","5","5","2228","2228","2228"
"1115000","5","5","5","2229","2229","2229"
"1115500","5","5","5","2230","2230","2230"
"1116000","5","5","5","2231","2231","2231"
"1116500","5","5","5","2232","2232","2232"
"1117000","5","5","5","2233","2233","2233"
"1117500","5","5","5","2234","2234","2234"
"1118000","5","5","5","2235","2235","2235"
"1118500","5","5","5","2236","2236","2236"
"1119000","5","5","5","2237","2237","2237"
"1119500","5","5","5","2238","2238","2238"
"1120000","5","5","5","2239","2239","2239"
"1120500","5","5","5","2240","2240","2240"
"1121000","5","5","5","2241","2241","2241"
"1121500","5","5","5","2242","2242","2242"
"1122000","5","5","5","2243","2243","2243"
"1122500","5","5","5","2244","2244","2244"
"1123000","5","5","5","2245","2245","2245"
"1123500","5","5","5","2246","2246","2246"
"1124000","5","5","5","2247","2247","2247"
"1124500","5","5","5","2248","2248","2248"
"1125000","5","5","5","2249","2249","2249"
"1125500","5","5","5","2250","2250","2250"
"1126000","5","5","5","2251","2251","2251"
"1126500","5","5","5","2252","2252","2252"
"1127000","5","5","5","2253","2253","2253"
"1127500","5","5","5","2254","2254","2254"
"1128000","5","5","5","2255","2255","2255"
"1128500","5","5","5","2256","2256","2256"
"1129000","5","5","5","2257","2257","2257"
"1129500","5","5","5","2258","2258","2258"
"1130000","5","5","5","2259","2259","2259"
"1130500","5","5","5","2260","2260","2260"
"1131000","5","5","5","2261","2261","2261"
"1131500","5","5","5","2262","2262","2262"
"1132000","5","5","5","2263","2263","2263"
"1132500","5","5","5","2264","2264","2264"
"1133000","5","5","5","2265","2265","2265"
"1133500","5","5","5","2266","2266","2266"
"1134000","5","5","5","2267","2267","2267"
"1134500","5","5","5","2268","2268","2268"
"1135000","5","5","5","2269","2269","2269"
"1135500","5","5","5","2270","2270","2270"
"1136000","5","5","5","2271","2271","2271"
"1136500","5","5","5","2272","2272","2272"
"1137000","5","5","5","2273","2273","2273"
"1137500","5","5","5","2274","2274","2274"
"1138000","5","5","5","2275","2275","2275"
"1138500","5","5","5","2276","2276","2276"
"1139000","5","5","5","2277","2277","2277"
"1139500","5","5","5","2278","2278","2278"
"1140000","5","5","5","2279","2279","2279"
"1140500","5","5","5","2280","2280","2280"
"1141000","5","5","5","2281","2281","2281"
"1141500","5","5","5","2282","2282","2282"
"1142000","5","5","5","2283","2283","2283"
"1142500","5","5","5","2284","2284","2284"
"1143000","5","5","5","2285","2285","2285"
"1143500","5","5","5","2286","2286","2286"
"1144000","5","5","5","2287","2287","2287"
"1144500","5","5","5","2288","2288","2288"
"1145000","5","5","5","2289","2289","2289"
"1145500","5","5","5","2290","2290","2290"
"1146000","5","5","5","2291","2291","2291"
"1146500","5","5","5","2292","2292","2292"
"1147000","5","5","5","2293","2293","2293"
"1147500","5","5","5","2294","2294","2294"
"1148000","5","5","5","2295","2295","2295"
"1148500","5","5","5","2296","2296","2296"
"1149000","5","5","5","2297","2297","2297"
"1149500","5","5","5","2298","2298","2298"
"1150000","5","5","5","2299","2299","2299"
"1150500","5","5","5","2300","2300","2300"
"1151000","5","5","5","2301","2301","2301"
"1151500","5","5","5","2302","2302","2302"
"1152000","5","5","5","2303","2303","2303"
"1152500","5","5","5","2304","2304","2304"
"1153000","5","5","5","2305","2305","2305"
"1153500","5","5","5","2306","2306","2306"
"1154000","5","5","5","2307","2307","2307"
"1154500","5","5","5","2308","2308","2308"
"1155000","5","5","5","2309","2309","2309"
"1155500","5","5","5","2310","2310","2310"
"1156000","5","5","5","2311","2311","2311"
"1156500","5","5","5","2312","2312","2312"
"1157000","5","5","5","2313","2313","2313"
"1157500","5","5","5","2314","2314","2314"
"1158000","5","5","5","2315","2315","2315"
"1158500","5","5","5","2316","2316","2316"
"1159000","5","5","5","2317","2317","2317"
"1159500","5","5","5","2318","2318","2318"
"1160000","5","5","5","2319","2319","2319"
"1160500","5","5","5","2320","2320","2320"
"1161000","5","5","5","2321","2321","2321"
"1161500","5","5","5","2322","2322","2322"
"1162000","5","5","5","2323","2323","2323"
"1162500","5","5","5","2324","2324","2324"
"1163000","5","5","5","2325","2325","2325"
"1163500","5","5","5","2326","2326","2326"
"1164000","5","5","5","2327","2327","2327"
"1164500","5","5","5","2328","2328","2328"
"1165000","5","5","5","2329","2329","2329"
"1165500","5","5","5","2330","2330","2330"
"1166000","5","5","5","2331","2331","2331"
"1166500","5","5","5","2332","2332","2332"
"1167000","5","5","5","2333","2333","2333"
"1167500","5","5","5","2334","2334","2334"
"1168000","5","5","5","2335","2335","2335"
"1168500","5","5","5","2336","2336","2336"
"1169000","5","5","5","2337","2337","2337"
"1169500","5","5","5","2338","2338","2338"
"1170000","5","5","5","2339","2339","2339"
"1170500","5","5","5","2340","2340","2340"
"1171000","5","5","5","2341","2341","2341"
"1171500","5","5","5","2342","2342","2342"
"1172000","5","5","5","2343","2343","2343"
"1172500","5","5","5","2344","2344","2344"
"1173000","5","5","5","2345","2345","2345"
"1173500","5","5","5","2346","2346","2346"
"1174000","5","5","5","2347","2347","2347"
"1174500","5","5","5","2348","2348","2348"
"1175000","5","5","5","2349","2349","2349"
"1175500","5","5","5","2350","2350","2350"
"1176000","5","5","5","2351","2351","2351"
"1176500","5","5","5","2352","2352","2352"
"1177000","5","5","5","2353","2353","2353"
"1177500","5","5","5","2354","2354","2354"
"1178000","5","5","5","2355","2355","2355"
"1178500","5","5","5","2356","2356","2356"
"1179000","5","5","5","2357","2357","2357"
"1179500","5","5","5","2358","2358","2358"
"1180000","5","5","5","2359","2359","2359"
"1180500","5","5","5","2360","2360","2360"
"1181000","5","5","5","2361","2361","2361"
"1181500","5","5","5","2362","2362","2362"
"1182000","5","5","5","2363","2363","2363"
"1182500","5","5","5","2364","2364","2364"
"1183000","5","5","5","2365","2365","2365"
"1183500","5","5","5","2366","2366","2366"
"1184000","5","5","5","2367","2367","2367"
"1184500","5","5","5","2368","2368","2368"
"1185000","5","5","5","2369","2369","2369"
"1185500","5","5","5","2370","2370","2370"
"1186000","5","5","5","2371","2371","2371"
"1186500","5","5","5","2372","2372","2372"
"1187000","5","5","5","2373","2373","2373"
"1187500","5","5","5","2374","2374","2374"
"1188000","5","5","5","2375","2375","2375"
"1188500","5","5","5","2376","2376","2376"
"1189000","5","5","5","2377","2377","2377"
"1189500","5","5","5","2378","2378","2378"
"1190000","5","5","5","2379","2379","2379"
"1190500","5","5","5","2380","2380","2380"
"1191000","5","5","5","2381","2381","2381"
"1191500","5","5","5","2382","2382","2382"
"1192000","5","5","5","2383","2383","2383"
"1192500","5","5","5","2384","2384","2384"
"1193000","5","5","5","2385","2385","2385"
"1193500","5","5","5","2386","2386","2386"
"1194000","5","5","5","2387","2387","2387"
"1194500","5","5","5","2388","2388","2388"
"1195000","5","5","5","2389","2389","2389"
"1195500","5","5","5","2390","2390","2390"
"1196000","5","5","5","2391","2391","2391"
"1196500","5","5","5","2392","2392","2392"
"1197000","5","5","5","2393","2393","2393"
"1197500","5","5","5","2394","2394","2394"
"1198000","5","5","5","2395","2395","2395"
"1198500","5","5","5","2396","2396","2396"
"1199000","5","5","5","2397","2397","2397"
"1199500","5","5","5","2398","2398","2398"
"1200000","5","5","5","2399","2399","2399"
"1200500","5","5","5","2400","2400","2400"
"1201000","5","5","5","2401","2401","2401"
"1201500","5","5","5","2402","2402","2402"
"1202000","5","5","5","2403","2403","2403"
"1202500","5","5","5","2404","2404","2404"
"1203000","5","5","5","2405","2405","2405"
"1203500","5","5","5","2406","2406","2406"
"1204000","5","5","5","2407","2407","2407"
"1204500","5","5","5","2408","2408","2408"
"1205000","5","5","5","2409","2409","2409"
"1205500","5","5","5","2410","2410","2410"
"1206000","5","5","5","2411","2411","2411"
"1206500","5","5","5","2412","2412","2412"
"1207000","5","5","5","2413","2413","2413"
"1207500","5","5","5","2414","2414","2414"
"1208000","5","5","5","2415","2415","2415"
"1208500","5","5","5","2416","2416","2416"
"1209000","5","5","5","2417","2417","2417"
"1209500","5","5","5","2418","2418","2418"
"1210000","5","5","5","2419","2419","2419"
"1210500","5","5","5","2420","2420","2420"
"1211000","5","5","5","2421","2421","2421"
"1211500","5","5","5","2422","2422","2422"
"1212000","5","5","5","2423","2423","2423"
"1212500","5","5","5","2424","2424","2424"
"1213000","5","5","5","2425","2425","2425"
"1213500","5","5","5","2426","2426","2426"
"1214000","5","5","5","2427","2427","2427"
"1214500","5","5","5","2428","2428","2428"
"1215000","5","5","5","2429","2429","2429"
"1215500","5","5","5","2430","2430","2430"
"1216000","5","5","5","2431","2431","2431"
"1216500","5","5","5","2432","2432","2432"
"1217000","5","5","5","2433","2433","2433"
"1217500","5","5","5","2434","2434","2434"
"1218000","5","5","5","2435","2435","2435"
"1218500","5","5","5","2436","2436","2436"
"1219000","5","5","5","2437","2437","2437"
"1219500","5","5","5","2438","2438","2438"
"1220000","5","5","5","2439","2439","2439"
"1220500","5","5","5","2440","2440","2440"
"1221000","5","5","5","2441","2441","2441"
"1221500","5","5","5","2442","2442","2442"
"1222000","5","5","5","2443","2443","2443"
"1222500","5","5","5","2444","2444","2444"
"1223000","5","5","5","2445","2445","2445"
"1223500","5","5","5","2446","2446","2446"
"1224000","5","5","5","2447","2447","2447"
"1224500","5","5","5","2448","2448","2448"
"1225000","5","5","5","2449","2449","2449"
"1225500","5","5","5","2450","2450","2450"
"1226000","5","5","5","2451","2451","2451"
"1226500","5","5","5","2452","2452","2452"
"1227000","5","5","5","2453","2453","2453"
"1227500","5","5","5","2454","2454","2454"
"1228000","5","5","5","2455","2455","2455"
"1228500","5","5","5","2456","2456","2456"
"1229000","5","5","5","2457","2457","2457"
"1229500","5","5","5","2458","2458","2458"
"1230000","5","5","5","2459","2459","2459"
"1230500","5","5","5","2460","2460","2460"
"1231000","5","5","5","2461","2461","2461"
"1231500","5","5","5","2462","2462","2462"
"1232000","5","5","5","2463","2463","2463"
"1232500","5","5","5","2464","2464","2464"
"1233000","5","5","5","2465","2465","2465"
"1233500","5","5","5","2466","2466","2466"
"1234000","5","5","5","2467","2467","2467"
"1234500","5","5","5","2468","2468","2468"
"1235000","5","5","5","2469","2469","2469"
"1235500","5","5","5","2470","2470","2470"
"1236000","5","5","5","2471","2471","2471"
"1236500","5","5","5","2472","2472","2472"
"1237000","5","5","5","2473","2473","2473"
"1237500","5","5","5","2474","2474","2474"
"1238000","5","5","5","2475","2475","2475"
"1238500","5","5","5","2476","2476","2476"
"1239000","5","5","5","2477","2477","2477"
"1239500","5","5","5","2478","2478","2478"
"1240000","5","5","5","2479","2479","2479"
"1240500","5","5","5","2480","2480","2480"
"1241000","5","5","5","2481","2481","2481"
"1241500","5","5","5","2482","2482","2482"
"1242000","5","5","5","2483","2483","2483"
"1242500","5","5","5","2484","2484","2484"
"1243000","5","5","5","2485","2485","2485"
"1243500","5","5","5","2486","2486","2486"
"1244000","5","5","5","2487","2487","2487"
"1244500","5","5","5","2488","2488","2488"
"1245000","5","5","5","2489","2489","2489"
"1245500","5","5","5","2490","2490","2490"
"1246000","5","5","5","2491","2491","2491"
"1246500","5","5","5","2492","2492","2492"
"1247000","5","5","5","2493","2493","2493"
"1247500","5","5","5","2494","2494","2494"
"1248000","5","5","5","2495","2495","2495"
"1248500","5","5","5","2496","2496","2496"
"1249000","5","5","5","2497","2497","2497"
"1249500","5","5","5","2498","2498","2498"
"1250000","5","5","5","2499","2499","2499"
"1250500","5","5","5","2500","2500","2500"
"1251000","5","5","5","2501","2501","2501"
"1251500","5","5","5","2502","2502","2502"
"1252000","5","5","5","2503","2503","2503"
"1252500","5","5","5","2504","2504","2504"
"1253000","5","5","5","2505","2505","2505"
"1253500","5","5","5","2506","2506","2506"
"1254000","5","5","5","2507","2507","2507"
"1254500","5","5","5","2508","2508","2508"
"1255000","5","5","5","2509","2509","2509"
"1255500","5","5","5","2510","2510","2510"
"1256000","5","5","5","2511","2511","2511"
"1256500","5","5","5","2512","2512","2512"
"1257000","5","5","5","2513","2513","2513"
"1257500","5","5","5","2514","2514","2514"
"1258000","5","5","5","2515","2515","2515"
"1258500","5","5","5","2516","2516","2516"
"1259000","5","5","5","2517","2517","2517"
"1259500","5","5","5","2518","2518","2518"
"1260000","5","5","5","2519","2519","2519"
"1260500","5","5","5","2520","2520","2520"
"1261000","5","5","5","2521","2521","2521"
"1261500","5","5","5","2522","2522","2522"
"1262000","5","5","5","2523","2523","2523"
"1262500","5","5","5","2524","2524","2524"
"1263000","5","5","5","2525","2525","2525"
"1263500","5","5","5","2526","2526","2526"
"1264000","5","5","5","2527","2527","2527"
"1264500","5","5","5","2528","2528","2528"
"1265000","5","5","5","2529","2529","2529"
"1265500","5","5","5","2530","2530","2530"
"1266000","5","5","5","2531","2531","2531"
"1266500","5","5","5","2532","2532","2532"
"1267000","5","5","5","2533","2533","2533"
"1267500","5","5","5","2534","2534","2534"
"1268000","5","5","5","2535","2535","2535"
"1268500","5","5","5","2536","2536","2536"
"1269000","5","5","5","2537","2537","2537"
"1269500","5","5","5","2538","2538","2538"
"1270000","5","5","5","2539","2539","2539"
"1270500","5","5","5","2540","2540","2540"
"1271000","5","5","5","2541","2541","2541"
"1271500","5","5","5","2542","2542","2542"
"1272000","5","5","5","2543","2543","2543"
"1272500","5","5","5","2544","2544","2544"
"1273000","5","5","5","2545","2545","2545"
"1273500","5","5","5","2546","2546","2546"
"1274000","5","5","5","2547","2547","2547"
"1274500","5","5","5","2548","2548","2548"
"1275000","5","5","5","2549","2549","2549"
"1275500","5","5","5","2550","2550","2550"
"1276000","5","5","5","2551","2551","2551"
"1276500","5","5","5","2552","2552","2552"
"1277000","5","5","5","2553","2553","2553"
"1277500","5","5","5","2554","2554","2554"
"1278000","5","5","5","2555","2555","2555"
"1278500","5","5","5","2556","2556","2556"
"1279000","5","5","5","2557","2557","2557"
"1279500","5","5","5","2558","2558","2558"
"1280000","5","5","5","2559","2559","2559"
"1280500","5","5","5","2560","2560","2560"
"1281000","5","5","5","2561","2561","2561"
"1281500","5","5","5","2562","2562","2562"
"1282000","5","5","5","2563","2563","2563"
"1282500","5","5","5","2564","2564","2564"
"1283000","5","5","5","2565","2565","2565"
"1283500","5","5","5","2566","2566","2566"
"1284000","5","5","5","2567","2567","2567"
"1284500","5","5","5","2568","2568","2568"
"1285000","5","5","5","2569","2569","2569"
"1285500","5","5","5","2570","2570","2570"
"1286000","5","5","5","2571","2571","2571"
"1286500","5","5","5","2572","2572","2572"
"1287000","5","5","5","2573","2573","2573"
"1287500","5","5","5","2574","2574","2574"
"1288000","5","5","5","2575","2575","2575"
"1288500","5","5","5","2576","2576","2576"
"1289000","5","5","5","2577","2577","2577"
"1289500","5","5","5","2578","2578","2578"
"1290000","5","5","5","2579","2579","2579"
"1290500","5","5","5","2580","2580","2580"
"1291000","5","5","5","2581","2581","2581"
"1291500","5","5","5","2582","2582","2582"
"1292000","5","5","5","2583","2583","2583"
"1292500","5","5","5","2584","2584","2584"
"1293000","5","5","5","2585","2585","2585"
"1293500","5","5","5","2586","2586","2586"
"1294000","5","5","5","2587","2587","2587"
"1294500","5","5","5","2588","2588","2588"
"1295000","5","5","5","2589","2589","2589"
"1295500","5","5","5","2590","2590","2590"
"1296000","5","5","5","2591","2591","2591"
"1296500","5","5","5","2592","2592","2592"
"1297000","5","5","5","2593","2593","2593"
"1297500","5","5","5","2594","2594","2594"
"1298000","5","5","5","2595","2595","2595"
"1298500","5","5","5","2596","2596","2596"
"1299000","5","5","5","2597","2597","2597"
"1299500","5","5","5","2598","2598","2598"
"1300000","5","5","5","2599","2599","2599"
"1300500","5","5","5","2600","2600","2600"
"1301000","5","5","5","2601","2601","2601"
"1301500","5","5","5","2602","2602","2602"
"1302000","5","5","5","2603","2603","2603"
"1302500","5","5","5","2604","2604","2604"
"1303000","5","5","5","2605","2605","2605"
"1303500","5","5","5","2606","2606","2606"
"1304000","5","5","5","2607","2607","2607"
"1304500","5","5","5","2608","2608","2608"
"1305000","5","5","5","2609","2609","2609"
"1305500","5","5","5","2610","2610","2610"
"1306000","5","5","5","2611","2611","2611"
"1306500","5","5","5","2612","2612","2612"
"1307000","5","5","5","2613","2613","2613"
"1307500","5","5","5","2614","2614","2614"
"1308000","5","5","5","2615","2615","2615"
"1308500","5","5","5","2616","2616","2616"
"1309000","5","5","5","2617","2617","2617"
"1309500","5","5","5","2618","2618","2618"
"1310000","5","5","5","2619","2619","2619"
"1310500","5","5","5","2620","2620","2620"
"1311000","5","5","5","2621","2621","2621"
"1311500","5","5","5","2622","2622","2622"
"1312000","5","5","5","2623","2623","2623"
"1312500","5","5","5","2624","2624","2624"
"1313000","5","5","5","2625","2625","2625"
"1313500","5","5","5","2626","2626","2626"
"1314000","5","5","5","2627","2627","2627"
"1314500","5","5","5","2628","2628","2628"
"1315000","5","5","5","2629","2629","2629"
"1315500","5","5","5","2630","2630","2630"
"1316000","5","5","5","2631","2631","2631"
"1316500","5","5","5","2632","2632","2632"
"1317000","5","5","5","2633","2633","2633"
"1317500","5","5","5","2634","2634","2634"
"1318000","5","5","5","2635","2635","2635"
"1318500","5","5","5","2636","2636","2636"
"1319000","5","5","5","2637","2637","2637"
"1319500","5","5","5","2638","2638","2638"
"1320000","5","5","5","2639","2639","2639"
"1320500","5","5","5","2640","2640","2640"
"1321000","5","5","5","2641","2641","2641"
"1321500","5","5","5","2642","2642","2642"
"1322000","5","5","5","2643","2643","2643"
"1322500","5","5","5","2644","2644","2644"
"1323000","5","5","5","2645","2645","2645"
"1323500","5","5","5","2646","2646","2646"
"1324000","5","5","5","2647","2647","2647"
"1324500","5","5","5","2648","2648","2648"
"1325000","5","5","5","2649","2649","2649"
"1325500","5","5","5","2650","2650","2650"
"1326000","5","5","5","2651","2651","2651"
"1326500","5","5","5","2652","2652","2652"
"1327000","5","5","5","2653","2653","2653"
"1327500","5","5","5","2654","2654","2654"
"1328000","5","5","5","2655","2655","2655"
"1328500","5","5","5","2656","2656","2656"
"1329000","5","5","5","2657","2657","2657"
"1329500","5","5","5","2658","2658","2658"
"1330000","5","5","5","2659","2659","2659"
"1330500","5","5","5","2660","2660","2660"
"1331000","5","5","5","2661","2661","2661"
"1331500","5","5","5","2662","2662","2662"
"1332000","5","5","5","2663","2663","2663"
"1332500","5","5","5","2664","2664","2664"
"1333000","5","5","5","2665","2665","2665"
"1333500","5","5","5","2666","2666","2666"
"1334000","5","5","5","2667","2667","2667"
"1334500","5","5","5","2668","2668","2668"
"1335000","5","5","5","2669","2669","2669"
"1335500","5","5","5","2670","2670","2670"
"1336000","5","5","5","2671","2671","2671"
"1336500","5","5","5","2672","2672","2672"
"1337000","5","5","5","2673","2673","2673"
"1337500","5","5","5","2674","2674","2674"
"1338000","5","5","5","2675","2675","2675"
"1338500","5","5","5","2676","2676","2676"
"1339000","5","5","5","2677","2677","2677"
"1339500","5","5","5","2678","2678","2678"
"1340000","5","5","5","2679","2679","2679"
"1340500","5","5","5","2680","2680","2680"
"1341000","5","5","5","2681","2681","2681"
"1341500","5","5","5","2682","2682","2682"
"1342000","5","5","5","2683","2683","2683"
"1342500","5","5","5","2684","2684","2684"
"1343000","5","5","5","2685","2685","2685"
"1343500","5","5","5","2686","2686","2686"
"1344000","5","5","5","2687","2687","2687"
"1344500","5","5","5","2688","2688","2688"
"1345000","5","5","5","2689","2689","2689"
"1345500","5","5","5","2690","2690","2690"
"1346000","5","5","5","2691","2691","2691"
"1346500","5","5","5","2692","2692","2692"
"1347000","5","5","5","2693","2693","2693"
"1347500","5","5","5","2694","2694","2694"
"1348000","5","5","5","2695","2695","2695"
"1348500","5","5","5","2696","2696","2696"
"1349000","5","5","5","2697","2697","2697"
"1349500","5","5","5","2698","2698","2698"
"1350000","5","5","5","2699","2699","2699"
"1350500","5","5","5","2700","2700","2700"
"1351000","5","5","5","2701","2701","2701"
"1351500","5","5","5","2702","2702","2702"
"1352000","5","5","5","2703","2703","2703"
"1352500","5","5","5","2704","2704","2704"
"1353000","5","5","5","2705","2705","2705"
"1353500","5","5","5","2706","2706","2706"
"1354000","5","5","5","2707","2707","2707"
"1354500","5","5","5","2708","2708","2708"
"1355000","5","5","5","2709","2709","2709"
"1355500","5","5","5","2710","2710","2710"
"1356000","5","5","5","2711","2711","2711"
"1356500","5","5","5","2712","2712","2712"
"1357000","5","5","5","2713","2713","2713"
"1357500","5","5","5","2714","2714","2714"
"1358000","5","5","5","2715","2715","2715"
"1358500","5","5","5","2716","2716","2716"
"1359000","5","5","5","2717","2717","2717"
"1359500","5","5","5","2718","2718","2718"
"1360000","5","5","5","2719","2719","2719"
"1360500","5","5","5","2720","2720","2720"
"1361000","5","5","5","2721","2721","2721"
"1361500","5","5","5","2722","2722","2722"
"1362000","5","5","5","2723","2723","2723"
"1362500","5","5","5","2724","2724","2724"
"1363000","5","5","5","2725","2725","2725"
"1363500","5","5","5","2726","2726","2726"
"1364000","5","5","5","2727","2727","2727"
"1364500","5","5","5","2728","2728","2728"
"1365000","5","5","5","2729","2729","2729"
"1365500","5","5","5","2730","2730","2730"
"1366000","5","5","5","2731","2731","2731"
"1366500","5","5","5","2732","2732","2732"
"1367000","5","5","5","2733","2733","2733"
"1367500","5","5","5","2734","2734","2734"
"1368000","5","5","5","2735","2735","2735"
"1368500","5","5","5","2736","2736","2736"
"1369000","5","5","5","2737","2737","2737"
"1369500","5","5","5","2738","2738","2738"
"1370000","5","5","5","2739","2739","2739"
"1370500","5","5","5","2740","2740","2740"
"1371000","5","5","5","2741","2741","2741"
"1371500","5","5","5","2742","2742","2742"
"1372000","5","5","5","2743","2743","2743"
"1372500","5","5","5","2744","2744","2744"
"1373000","5","5","5","2745","2745","2745"
"1373500","5","5","5","2746","2746","2746"
"1374000","5","5","5","2747","2747","2747"
"1374500","5","5","5","2748","2748","2748"
"1375000","5","5","5","2749","2749","2749"
"1375500","5","5","5","2750","2750","2750"
"1376000","5","5","5","2751","2751","2751"
"1376500","5","5","5","2752","2752","2752"
"1377000","5","5","5","2753","2753","2753"
"1377500","5","5","5","2754","2754","2754"
"1378000","5","5","5","2755","2755","2755"
"1378500","5","5","5","2756","2756","2756"
"1379000","5","5","5","2757","2757","2757"
"1379500","5","5","5","2758","2758","2758"
"1380000","5","5","5","2759","2759","2759"
"1380500","5","5","5","2760","2760","2760"
"1381000","5","5","5","2761","2761","2761"
"1381500","5","5","5","2762","2762","2762"
"1382000","5","5","5","2763","2763","2763"
"1382500","5","5","5","2764","2764","2764"
"1383000","5","5","5","2765","2765","2765"
"1383500","5","5","5","2766","2766","2766"
"1384000","5","5","5","2767","2767","2767"
"1384500","5","5","5","2768","2768","2768"
"1385000","5","5","5","2769","2769","2769"
"1385500","5","5","5","2770","2770","2770"
"1386000","5","5","5","2771","2771","2771"
"1386500","5","5","5","2772","2772","2772"
"1387000","5","5","5","2773","2773","2773"
"1387500","5","5","5","2774","2774","2774"
"1388000","5","5","5","2775","2775","2775"
"1388500","5","5","5","2776","2776","2776"
"1389000","5","5","5","2777","2777","2777"
"1389500","5","5","5","2778","2778","2778"
"1390000","5","5","5","2779","2779","2779"
"1390500","5","5","5","2780","2780","2780"
"1391000","5","5","5","2781","2781","2781"
"1391500","5","5","5","2782","2782","2782"
"1392000","5","5","5","2783","2783","2783"
"1392500","5","5","5","2784","2784","2784"
"1393000","5","5","5","2785","2785","2785"
"1393500","5","5","5","2786","2786","2786"
"1394000","5","5","5","2787","2787","2787"
"1394500","5","5","5","2788","2788","2788"
"1395000","5","5","5","2789","2789","2789"
"1395500","5","5","5","2790","2790","2790"
"1396000","5","5","5","2791","2791","2791"
"1396500","5","5","5","2792","2792","2792"
"1397000","5","5","5","2793","2793","2793"
"1397500","5","5","5","2794","2794","2794"
"1398000","5","5","5","2795","2795","2795"
"1398500","5","5","5","2796","2796","2796"
"1399000","5","5","5","2797","2797","2797"
"1399500","5","5","5","2798","2798","2798"
"1400000","5","5","5","2799","2799","2799"
"1400500","5","5","5","2800","2800","2800"
"1401000","5","5","5","2801","2801","2801"
"1401500","5","5","5","2802","2802","2802"
"1402000","5","5","5","2803","2803","2803"
"1402500","5","5","5","2804","2804","2804"
"1403000","5","5","5","2805","2805","2805"
"1403500","5","5","5","2806","2806","2806"
"1404000","5","5","5","2807","2807","2807"
"1404500","5","5","5","2808","2808","2808"
"1405000","5","5","5","2809","2809","2809"
"1405500","5","5","5","2810","2810","2810"
"1406000","5","5","5","2811","2811","2811"
"1406500","5","5","5","2812","2812","2812"
"1407000","5","5","5","2813","2813","2813"
"1407500","5","5","5","2814","2814","2814"
"1408000","5","5","5","2815","2815","2815"
"1408500","5","5","5","2816","2816","2816"
"1409000","5","5","5","2817","2817","2817"
"1409500","5","5","5","2818","2818","2818"
"1410000","5","5","5","2819","2819","2819"
"1410500","5","5","5","2820","2820","2820"
"1411000","5","5","5","2821","2821","2821"
"1411500","5","5","5","2822","2822","2822"
"1412000","5","5","5","2823","2823","2823"
"1412500","5","5","5","2824","2824","2824"
"1413000","5","5","5","2825","2825","2825"
"1413500","5","5","5","2826","2826","2826"
"1414000","5","5","5","2827","2827","2827"
"1414500","5","5","5","2828","2828","2828"
"1415000","5","5","5","2829","2829","2829"
"1415500","5","5","5","2830","2830","2830"
"1416000","5","5","5","2831","2831","2831"
"1416500","5","5","5","2832","2832","2832"
"1417000","5","5","5","2833","2833","2833"
"1417500","5","5","5","2834","2834","2834"
"1418000","5","5","5","2835","2835","2835"
"1418500","5","5","5","2836","2836","2836"
"1419000","5","5","5","2837","2837","2837"
"1419500","5","5","5","2838","2838","2838"
"1420000","5","5","5","2839","2839","2839"
"1420500","5","5","5","2840","2840","2840"
"1421000","5","5","5","2841","2841","2841"
"1421500","5","5","5","2842","2842","2842"
"1422000","5","5","5","2843","2843","2843"
"1422500","5","5","5","2844","2844","2844"
"1423000","5","5","5","2845","2845","2845"
"1423500","5","5","5","2846","2846","2846"
"1424000","5","5","5","2847","2847","2847"
"1424500","5","5","5","2848","2848","2848"
"1425000","5","5","5","2849","2849","2849"
"1425500","5","5","5","2850","2850","2850"
"1426000","5","5","5","2851","2851","2851"
"1426500","5","5","5","2852","2852","2852"
"1427000","5","5","5","2853","2853","2853"
"1427500","5","5","5","2854","2854","2854"
"1428000","5","5","5","2855","2855","2855"
"1428500","5","5","5","2856","2856","2856"
"1429000","5","5","5","2857","2857","2857"
"1429500","5","5","5","2858","2858","2858"
"1430000","5","5","5","2859","2859","2859"
