"global_step","251221_A2C - train/explained_variance","251221_A2C - train/explained_variance__MIN","251221_A2C - train/explained_variance__MAX","251221_A2C - _step","251221_A2C - _step__MIN","251221_A2C - _step__MAX"
"457500","-0.30335772037506104","-0.30335772037506104","-0.30335772037506104","914","914","914"
"458000","0.018528521060943604","0.018528521060943604","0.018528521060943604","915","915","915"
"458500","0.009321153163909912","0.009321153163909912","0.009321153163909912","916","916","916"
"459000","0.13276833295822144","0.13276833295822144","0.13276833295822144","917","917","917"
"459500","-2.5597565174102783","-2.5597565174102783","-2.5597565174102783","918","918","918"
"460000","-5.6418657302856445","-5.6418657302856445","-5.6418657302856445","919","919","919"
"460500","-1.8851850032806396","-1.8851850032806396","-1.8851850032806396","920","920","920"
"461000","0","0","0","921","921","921"
"461500","0.00000768899917602539","0.00000768899917602539","0.00000768899917602539","922","922","922"
"462000","0.11612695455551147","0.11612695455551147","0.11612695455551147","923","923","923"
"462500","0.27358072996139526","0.27358072996139526","0.27358072996139526","924","924","924"
"463000","-0.05323076248168945","-0.05323076248168945","-0.05323076248168945","925","925","925"
"463500","-0.0987083911895752","-0.0987083911895752","-0.0987083911895752","926","926","926"
"464000","0.15500885248184204","0.15500885248184204","0.15500885248184204","927","927","927"
"464500","-0.06720113754272461","-0.06720113754272461","-0.06720113754272461","928","928","928"
"465000","-0.23089993000030518","-0.23089993000030518","-0.23089993000030518","929","929","929"
"465500","-0.2688032388687134","-0.2688032388687134","-0.2688032388687134","930","930","930"
"466000","-0.5176997184753418","-0.5176997184753418","-0.5176997184753418","931","931","931"
"466500","-0.17267906665802002","-0.17267906665802002","-0.17267906665802002","932","932","932"
"467000","0.08933144807815552","0.08933144807815552","0.08933144807815552","933","933","933"
"467500","0.7245467901229858","0.7245467901229858","0.7245467901229858","934","934","934"
"468000","0.5758190155029297","0.5758190155029297","0.5758190155029297","935","935","935"
"468500","0.6271448135375977","0.6271448135375977","0.6271448135375977","936","936","936"
"469000","0.002146124839782715","0.002146124839782715","0.002146124839782715","937","937","937"
"469500","0.006988942623138428","0.006988942623138428","0.006988942623138428","938","938","938"
"470000","0.17497223615646362","0.17497223615646362","0.17497223615646362","939","939","939"
"470500","0.41866534948349","0.41866534948349","0.41866534948349","940","940","940"
"471000","-0.03724205493927002","-0.03724205493927002","-0.03724205493927002","941","941","941"
"471500","0","0","0","942","942","942"
"472000","-0.0006128549575805664","-0.0006128549575805664","-0.0006128549575805664","943","943","943"
"472500","0","0","0","944","944","944"
"473000","0.001805126667022705","0.001805126667022705","0.001805126667022705","945","945","945"
"473500","0.07954287528991699","0.07954287528991699","0.07954287528991699","946","946","946"
"474000","-0.26421165466308594","-0.26421165466308594","-0.26421165466308594","947","947","947"
"474500","-0.002996206283569336","-0.002996206283569336","-0.002996206283569336","948","948","948"
"475000","-0.0012863874435424805","-0.0012863874435424805","-0.0012863874435424805","949","949","949"
"475500","0.000015437602996826172","0.000015437602996826172","0.000015437602996826172","950","950","950"
"476000","0.39196527004241943","0.39196527004241943","0.39196527004241943","951","951","951"
"476500","-0.001520991325378418","-0.001520991325378418","-0.001520991325378418","952","952","952"
"477000","0.42293745279312134","0.42293745279312134","0.42293745279312134","953","953","953"
"477500","0.15387362241744995","0.15387362241744995","0.15387362241744995","954","954","954"
"478000","-0.06937575340270996","-0.06937575340270996","-0.06937575340270996","955","955","955"
"479000","0.4774322509765625","0.4774322509765625","0.4774322509765625","957","957","957"
"479500","-0.699460506439209","-0.699460506439209","-0.699460506439209","958","958","958"
"480000","-0.13890624046325684","-0.13890624046325684","-0.13890624046325684","959","959","959"
"480500","-0.04408252239227295","-0.04408252239227295","-0.04408252239227295","960","960","960"
"481000","0.06027477979660034","0.06027477979660034","0.06027477979660034","961","961","961"
"481500","-0.20280671119689941","-0.20280671119689941","-0.20280671119689941","962","962","962"
"482000","0.028968632221221924","0.028968632221221924","0.028968632221221924","963","963","963"
"482500","0.30694228410720825","0.30694228410720825","0.30694228410720825","964","964","964"
"483000","0.4046698808670044","0.4046698808670044","0.4046698808670044","965","965","965"
"483500","-0.6018999814987183","-0.6018999814987183","-0.6018999814987183","966","966","966"
"484000","-0.006548285484313965","-0.006548285484313965","-0.006548285484313965","967","967","967"
"484500","0.6429903507232666","0.6429903507232666","0.6429903507232666","968","968","968"
"485000","-7.264692306518555","-7.264692306518555","-7.264692306518555","969","969","969"
"485500","0.03794205188751221","0.03794205188751221","0.03794205188751221","970","970","970"
"486000","-0.38143622875213623","-0.38143622875213623","-0.38143622875213623","971","971","971"
"486500","0.0000033974647521972656","0.0000033974647521972656","0.0000033974647521972656","972","972","972"
"487500","0.08420968055725098","0.08420968055725098","0.08420968055725098","974","974","974"
"488000","-1.1920928955078125e-7","-1.1920928955078125e-7","-1.1920928955078125e-7","975","975","975"
"488500","0.09906011819839478","0.09906011819839478","0.09906011819839478","976","976","976"
"489000","0.36865127086639404","0.36865127086639404","0.36865127086639404","977","977","977"
"489500","-0.012139081954956055","-0.012139081954956055","-0.012139081954956055","978","978","978"
"490000","0.11118549108505249","0.11118549108505249","0.11118549108505249","979","979","979"
"490500","-0.012945294380187988","-0.012945294380187988","-0.012945294380187988","980","980","980"
"491000","0.15716522932052612","0.15716522932052612","0.15716522932052612","981","981","981"
"491500","-0.11066901683807373","-0.11066901683807373","-0.11066901683807373","982","982","982"
"492000","-0.46049726009368896","-0.46049726009368896","-0.46049726009368896","983","983","983"
"492500","0.1678687334060669","0.1678687334060669","0.1678687334060669","984","984","984"
"493000","0.14071542024612427","0.14071542024612427","0.14071542024612427","985","985","985"
"493500","0","0","0","986","986","986"
"494000","-1.1920928955078125e-7","-1.1920928955078125e-7","-1.1920928955078125e-7","987","987","987"
"494500","0.30771827697753906","0.30771827697753906","0.30771827697753906","988","988","988"
"495000","-3.1463661193847656","-3.1463661193847656","-3.1463661193847656","989","989","989"
"495500","0.10869967937469482","0.10869967937469482","0.10869967937469482","990","990","990"
"496000","-1.7462542057037354","-1.7462542057037354","-1.7462542057037354","991","991","991"
"496500","-1.55837082862854","-1.55837082862854","-1.55837082862854","992","992","992"
"497000","0","0","0","993","993","993"
"497500","-1.1920928955078125e-7","-1.1920928955078125e-7","-1.1920928955078125e-7","994","994","994"
"498000","-0.6313241720199585","-0.6313241720199585","-0.6313241720199585","995","995","995"
"498500","1.1920928955078125e-7","1.1920928955078125e-7","1.1920928955078125e-7","996","996","996"
"499000","0.19211483001708984","0.19211483001708984","0.19211483001708984","997","997","997"
"499500","-0.16046404838562012","-0.16046404838562012","-0.16046404838562012","998","998","998"
"500000","-1.1920928955078125e-7","-1.1920928955078125e-7","-1.1920928955078125e-7","999","999","999"
"500500","-0.04046487808227539","-0.04046487808227539","-0.04046487808227539","1000","1000","1000"
"501500","0","0","0","1002","1002","1002"
"502000","0.10909497737884521","0.10909497737884521","0.10909497737884521","1003","1003","1003"
"502500","0.00020992755889892578","0.00020992755889892578","0.00020992755889892578","1004","1004","1004"
"503000","0.3686603903770447","0.3686603903770447","0.3686603903770447","1005","1005","1005"
"503500","-14.896557807922363","-14.896557807922363","-14.896557807922363","1006","1006","1006"
"504000","5.960464477539063e-8","5.960464477539063e-8","5.960464477539063e-8","1007","1007","1007"
"505000","0","0","0","1009","1009","1009"
"505500","-0.44506335258483887","-0.44506335258483887","-0.44506335258483887","1010","1010","1010"
"506000","-1.1920928955078125e-7","-1.1920928955078125e-7","-1.1920928955078125e-7","1011","1011","1011"
"506500","1.1920928955078125e-7","1.1920928955078125e-7","1.1920928955078125e-7","1012","1012","1012"
"507000","0","0","0","1013","1013","1013"
"507500","0.793229341506958","0.793229341506958","0.793229341506958","1014","1014","1014"
"508500","-8.121085166931152","-8.121085166931152","-8.121085166931152","1016","1016","1016"
"509000","0.3914659023284912","0.3914659023284912","0.3914659023284912","1017","1017","1017"
"509500","-1.2743706703186035","-1.2743706703186035","-1.2743706703186035","1018","1018","1018"
"510000","0","0","0","1019","1019","1019"
"510500","-103.95098876953125","-103.95098876953125","-103.95098876953125","1020","1020","1020"
"511000","0.3267132043838501","0.3267132043838501","0.3267132043838501","1021","1021","1021"
"511500","0.3333333134651184","0.3333333134651184","0.3333333134651184","1022","1022","1022"
"513000","1.7881393432617188e-7","1.7881393432617188e-7","1.7881393432617188e-7","1025","1025","1025"
"514000","0","0","0","1027","1027","1027"
"514500","-0.12189972400665283","-0.12189972400665283","-0.12189972400665283","1028","1028","1028"
"515000","-0.11062610149383545","-0.11062610149383545","-0.11062610149383545","1029","1029","1029"
"515500","0.0004482865333557129","0.0004482865333557129","0.0004482865333557129","1030","1030","1030"
"516000","0.4697325825691223","0.4697325825691223","0.4697325825691223","1031","1031","1031"
"516500","0.8150314688682556","0.8150314688682556","0.8150314688682556","1032","1032","1032"
"517000","-1.1324074268341064","-1.1324074268341064","-1.1324074268341064","1033","1033","1033"
"517500","0.9059848785400391","0.9059848785400391","0.9059848785400391","1034","1034","1034"
"518000","0.28514641523361206","0.28514641523361206","0.28514641523361206","1035","1035","1035"
"518500","5.960464477539063e-8","5.960464477539063e-8","5.960464477539063e-8","1036","1036","1036"
"519000","0.11848115921020508","0.11848115921020508","0.11848115921020508","1037","1037","1037"
"519500","1.1920928955078125e-7","1.1920928955078125e-7","1.1920928955078125e-7","1038","1038","1038"
"520000","0.1465773582458496","0.1465773582458496","0.1465773582458496","1039","1039","1039"
"520500","-0.04017841815948486","-0.04017841815948486","-0.04017841815948486","1040","1040","1040"
"521000","0","0","0","1041","1041","1041"
"521500","-0.5947675704956055","-0.5947675704956055","-0.5947675704956055","1042","1042","1042"
"522000","-0.09413540363311768","-0.09413540363311768","-0.09413540363311768","1043","1043","1043"
"522500","-0.16285717487335205","-0.16285717487335205","-0.16285717487335205","1044","1044","1044"
"523000","0.0000016689300537109375","0.0000016689300537109375","0.0000016689300537109375","1045","1045","1045"
"523500","0","0","0","1046","1046","1046"
"524000","-2.384185791015625e-7","-2.384185791015625e-7","-2.384185791015625e-7","1047","1047","1047"
"525000","0.00000667572021484375","0.00000667572021484375","0.00000667572021484375","1049","1049","1049"
"526000","0.0692601203918457","0.0692601203918457","0.0692601203918457","1051","1051","1051"
"526500","0.00011241436004638672","0.00011241436004638672","0.00011241436004638672","1052","1052","1052"
"528000","0.000004172325134277344","0.000004172325134277344","0.000004172325134277344","1055","1055","1055"
"528500","0.000025928020477294922","0.000025928020477294922","0.000025928020477294922","1056","1056","1056"
"529500","0.0010437369346618652","0.0010437369346618652","0.0010437369346618652","1058","1058","1058"
"538500","1","1","1","1076","1076","1076"
"540000","0","0","0","1079","1079","1079"
"541000","0.0004956722259521484","0.0004956722259521484","0.0004956722259521484","1081","1081","1081"
"542000","0.000022590160369873047","0.000022590160369873047","0.000022590160369873047","1083","1083","1083"
"542500","0.000003933906555175781","0.000003933906555175781","0.000003933906555175781","1084","1084","1084"
"545000","0.00005263090133666992","0.00005263090133666992","0.00005263090133666992","1089","1089","1089"
"546500","0","0","0","1092","1092","1092"
"547500","0.00001919269561767578","0.00001919269561767578","0.00001919269561767578","1094","1094","1094"
"548000","0.000008821487426757812","0.000008821487426757812","0.000008821487426757812","1095","1095","1095"
"548500","0.0000033974647521972656","0.0000033974647521972656","0.0000033974647521972656","1096","1096","1096"
"549500","0.000023484230041503906","0.000023484230041503906","0.000023484230041503906","1098","1098","1098"
"550500","0.0019088983535766602","0.0019088983535766602","0.0019088983535766602","1100","1100","1100"
"551000","0.0000749826431274414","0.0000749826431274414","0.0000749826431274414","1101","1101","1101"
"552000","1","1","1","1103","1103","1103"
"553000","0.00005263090133666992","0.00005263090133666992","0.00005263090133666992","1105","1105","1105"
"554500","0.0004259943962097168","0.0004259943962097168","0.0004259943962097168","1108","1108","1108"
"556500","0.0018897056579589844","0.0018897056579589844","0.0018897056579589844","1112","1112","1112"
"559000","0.00014162063598632812","0.00014162063598632812","0.00014162063598632812","1117","1117","1117"
"563500","0.000026881694793701172","0.000026881694793701172","0.000026881694793701172","1126","1126","1126"
"565500","0.00006526708602905273","0.00006526708602905273","0.00006526708602905273","1130","1130","1130"
"566500","1","1","1","1132","1132","1132"
"568500","0.0015693306922912598","0.0015693306922912598","0.0015693306922912598","1136","1136","1136"
"569500","1","1","1","1138","1138","1138"
"570500","1.1920928955078125e-7","1.1920928955078125e-7","1.1920928955078125e-7","1140","1140","1140"
"571000","0.00003337860107421875","0.00003337860107421875","0.00003337860107421875","1141","1141","1141"
"571500","0.00014066696166992188","0.00014066696166992188","0.00014066696166992188","1142","1142","1142"
"572500","0.0005037188529968262","0.0005037188529968262","0.0005037188529968262","1144","1144","1144"
"573000","1","1","1","1145","1145","1145"
"576000","1","1","1","1151","1151","1151"
"577500","0.0010554194450378418","0.0010554194450378418","0.0010554194450378418","1154","1154","1154"
"581500","1","1","1","1162","1162","1162"
"587000","1","1","1","1173","1173","1173"
"588000","0.000050067901611328125","0.000050067901611328125","0.000050067901611328125","1175","1175","1175"
"590500","1","1","1","1180","1180","1180"
"591500","0.000043332576751708984","0.000043332576751708984","0.000043332576751708984","1182","1182","1182"
"595500","1","1","1","1190","1190","1190"
"598000","0.00001710653305053711","0.00001710653305053711","0.00001710653305053711","1195","1195","1195"
"598500","0.0010554194450378418","0.0010554194450378418","0.0010554194450378418","1196","1196","1196"
"599500","1","1","1","1198","1198","1198"
"601500","0.0004323124885559082","0.0004323124885559082","0.0004323124885559082","1202","1202","1202"
"602000","0.0010554194450378418","0.0010554194450378418","0.0010554194450378418","1203","1203","1203"
"602500","0.0007609128952026367","0.0007609128952026367","0.0007609128952026367","1204","1204","1204"
"603000","0.00001055002212524414","0.00001055002212524414","0.00001055002212524414","1205","1205","1205"
"603500","0.0003699064254760742","0.0003699064254760742","0.0003699064254760742","1206","1206","1206"
"604000","0.000009179115295410156","0.000009179115295410156","0.000009179115295410156","1207","1207","1207"
"607000","0.00005257129669189453","0.00005257129669189453","0.00005257129669189453","1213","1213","1213"
"607500","0.00001817941665649414","0.00001817941665649414","0.00001817941665649414","1214","1214","1214"
"608500","0.00009781122207641602","0.00009781122207641602","0.00009781122207641602","1216","1216","1216"
"612500","1","1","1","1224","1224","1224"
"614000","1","1","1","1227","1227","1227"
"619500","0.0003699064254760742","0.0003699064254760742","0.0003699064254760742","1238","1238","1238"
"620500","0.0000013113021850585938","0.0000013113021850585938","0.0000013113021850585938","1240","1240","1240"
"621000","0.00003319978713989258","0.00003319978713989258","0.00003319978713989258","1241","1241","1241"
"622000","0.0010554194450378418","0.0010554194450378418","0.0010554194450378418","1243","1243","1243"
"622500","1","1","1","1244","1244","1244"
"624500","1","1","1","1248","1248","1248"
"625000","0.00002193450927734375","0.00002193450927734375","0.00002193450927734375","1249","1249","1249"
"625500","0","0","0","1250","1250","1250"
"626500","1","1","1","1252","1252","1252"
"627000","0.0000012516975402832031","0.0000012516975402832031","0.0000012516975402832031","1253","1253","1253"
"629000","0.00000768899917602539","0.00000768899917602539","0.00000768899917602539","1257","1257","1257"
"629500","0.0006317496299743652","0.0006317496299743652","0.0006317496299743652","1258","1258","1258"
"631500","1","1","1","1262","1262","1262"
"632500","0.00004774332046508789","0.00004774332046508789","0.00004774332046508789","1264","1264","1264"
"635500","0.000004947185516357422","0.000004947185516357422","0.000004947185516357422","1270","1270","1270"
"636000","1","1","1","1271","1271","1271"
"636500","0.000698089599609375","0.000698089599609375","0.000698089599609375","1272","1272","1272"
"637500","0.00033277273178100586","0.00033277273178100586","0.00033277273178100586","1274","1274","1274"
"638500","1","1","1","1276","1276","1276"
"639000","0.000043511390686035156","0.000043511390686035156","0.000043511390686035156","1277","1277","1277"
"639500","0.000008821487426757812","0.000008821487426757812","0.000008821487426757812","1278","1278","1278"
"640500","0.00005245208740234375","0.00005245208740234375","0.00005245208740234375","1280","1280","1280"
"641000","0.0000025033950805664062","0.0000025033950805664062","0.0000025033950805664062","1281","1281","1281"
"641500","0.00004774332046508789","0.00004774332046508789","0.00004774332046508789","1282","1282","1282"
"644000","1","1","1","1287","1287","1287"
"645500","0.000009894371032714844","0.000009894371032714844","0.000009894371032714844","1290","1290","1290"
"646000","0.000698089599609375","0.000698089599609375","0.000698089599609375","1291","1291","1291"
"646500","0.000698089599609375","0.000698089599609375","0.000698089599609375","1292","1292","1292"
"652500","1","1","1","1304","1304","1304"
"653000","0.000008761882781982422","0.000008761882781982422","0.000008761882781982422","1305","1305","1305"
"653500","0.045892298221588135","0.045892298221588135","0.045892298221588135","1306","1306","1306"
"654000","0.000027060508728027344","0.000027060508728027344","0.000027060508728027344","1307","1307","1307"
"658000","0.000583946704864502","0.000583946704864502","0.000583946704864502","1315","1315","1315"
"659500","0.0004956722259521484","0.0004956722259521484","0.0004956722259521484","1318","1318","1318"
"660500","0.000013828277587890625","0.000013828277587890625","0.000013828277587890625","1320","1320","1320"
"663000","0.000023484230041503906","0.000023484230041503906","0.000023484230041503906","1325","1325","1325"
"666000","1","1","1","1331","1331","1331"
"667500","0.000029146671295166016","0.000029146671295166016","0.000029146671295166016","1334","1334","1334"
"668500","0.000027060508728027344","0.000027060508728027344","0.000027060508728027344","1336","1336","1336"
"669000","0.000043511390686035156","0.000043511390686035156","0.000043511390686035156","1337","1337","1337"
"671000","0.000043511390686035156","0.000043511390686035156","0.000043511390686035156","1341","1341","1341"
"673500","0.000020563602447509766","0.000020563602447509766","0.000020563602447509766","1346","1346","1346"
"677000","1","1","1","1353","1353","1353"
"678500","0.000009119510650634766","0.000009119510650634766","0.000009119510650634766","1356","1356","1356"
"682500","1","1","1","1364","1364","1364"
"683500","0.0009579062461853027","0.0009579062461853027","0.0009579062461853027","1366","1366","1366"
"688500","1","1","1","1376","1376","1376"
"690000","1","1","1","1379","1379","1379"
"691500","1","1","1","1382","1382","1382"
"692500","0.00005245208740234375","0.00005245208740234375","0.00005245208740234375","1384","1384","1384"
"693500","0.0015551447868347168","0.0015551447868347168","0.0015551447868347168","1386","1386","1386"
"695500","1","1","1","1390","1390","1390"
"697000","0.00006473064422607422","0.00006473064422607422","0.00006473064422607422","1393","1393","1393"
"698500","0.000583946704864502","0.000583946704864502","0.000583946704864502","1396","1396","1396"
"705500","0.000020503997802734375","0.000020503997802734375","0.000020503997802734375","1410","1410","1410"
"706500","0","0","0","1412","1412","1412"
"707000","0.000003933906555175781","0.000003933906555175781","0.000003933906555175781","1413","1413","1413"
"707500","0","0","0","1414","1414","1414"
"708000","0.0010554194450378418","0.0010554194450378418","0.0010554194450378418","1415","1415","1415"
"716000","3.5762786865234375e-7","3.5762786865234375e-7","3.5762786865234375e-7","1431","1431","1431"
"717000","1","1","1","1433","1433","1433"
"717500","1","1","1","1434","1434","1434"
"718000","1","1","1","1435","1435","1435"
"718500","0.00043195486068725586","0.00043195486068725586","0.00043195486068725586","1436","1436","1436"
"719000","1","1","1","1437","1437","1437"
"720000","0.000005185604095458984","0.000005185604095458984","0.000005185604095458984","1439","1439","1439"
"721000","0.00007343292236328125","0.00007343292236328125","0.00007343292236328125","1441","1441","1441"
"721500","0.000008821487426757812","0.000008821487426757812","0.000008821487426757812","1442","1442","1442"
"722500","0","0","0","1444","1444","1444"
"723000","0.00005263090133666992","0.00005263090133666992","0.00005263090133666992","1445","1445","1445"
"723500","1","1","1","1446","1446","1446"
"725500","0.00003337860107421875","0.00003337860107421875","0.00003337860107421875","1450","1450","1450"
"726000","0.0004323124885559082","0.0004323124885559082","0.0004323124885559082","1451","1451","1451"
"726500","0.00005841255187988281","0.00005841255187988281","0.00005841255187988281","1452","1452","1452"
"727000","1","1","1","1453","1453","1453"
"727500","0.000004172325134277344","0.000004172325134277344","0.000004172325134277344","1454","1454","1454"
"730000","1","1","1","1459","1459","1459"
"731000","0.0004259943962097168","0.0004259943962097168","0.0004259943962097168","1461","1461","1461"
"731500","0.00004774332046508789","0.00004774332046508789","0.00004774332046508789","1462","1462","1462"
"733000","0.000583946704864502","0.000583946704864502","0.000583946704864502","1465","1465","1465"
"735000","0.00014662742614746094","0.00014662742614746094","0.00014662742614746094","1469","1469","1469"
"735500","0.0001468658447265625","0.0001468658447265625","0.0001468658447265625","1470","1470","1470"
"736500","0.00009334087371826172","0.00009334087371826172","0.00009334087371826172","1472","1472","1472"
"737000","0.0000362396240234375","0.0000362396240234375","0.0000362396240234375","1473","1473","1473"
"737500","0.00005048513412475586","0.00005048513412475586","0.00005048513412475586","1474","1474","1474"
"738000","1","1","1","1475","1475","1475"
"738500","1","1","1","1476","1476","1476"
"742000","1","1","1","1483","1483","1483"
"742500","1","1","1","1484","1484","1484"
"746000","0.0005328059196472168","0.0005328059196472168","0.0005328059196472168","1491","1491","1491"
"747000","0.0004259943962097168","0.0004259943962097168","0.0004259943962097168","1493","1493","1493"
"748000","1","1","1","1495","1495","1495"
"749000","0.000025153160095214844","0.000025153160095214844","0.000025153160095214844","1497","1497","1497"
"751500","0.0000033974647521972656","0.0000033974647521972656","0.0000033974647521972656","1502","1502","1502"
"752000","1","1","1","1503","1503","1503"
"753000","0.000003516674041748047","0.000003516674041748047","0.000003516674041748047","1505","1505","1505"
"755500","0.00001919269561767578","0.00001919269561767578","0.00001919269561767578","1510","1510","1510"
"757000","0.000015616416931152344","0.000015616416931152344","0.000015616416931152344","1513","1513","1513"
"757500","1","1","1","1514","1514","1514"
"758000","0.00032848119735717773","0.00032848119735717773","0.00032848119735717773","1515","1515","1515"
"760000","1","1","1","1519","1519","1519"
"762500","0.0010554194450378418","0.0010554194450378418","0.0010554194450378418","1524","1524","1524"
"763500","0.0001246929168701172","0.0001246929168701172","0.0001246929168701172","1526","1526","1526"
"764000","1","1","1","1527","1527","1527"
"766000","0.0005934834480285645","0.0005934834480285645","0.0005934834480285645","1531","1531","1531"
"767500","0.00006514787673950195","0.00006514787673950195","0.00006514787673950195","1534","1534","1534"
"769000","0.0011146068572998047","0.0011146068572998047","0.0011146068572998047","1537","1537","1537"
"773000","0.000029146671295166016","0.000029146671295166016","0.000029146671295166016","1545","1545","1545"
"774500","0.00007343292236328125","0.00007343292236328125","0.00007343292236328125","1548","1548","1548"
"776000","1","1","1","1551","1551","1551"
"777500","0.009411752223968506","0.009411752223968506","0.009411752223968506","1554","1554","1554"
"779500","0.0008492469787597656","0.0008492469787597656","0.0008492469787597656","1558","1558","1558"
"782000","0.00001919269561767578","0.00001919269561767578","0.00001919269561767578","1563","1563","1563"
"782500","0.00005841255187988281","0.00005841255187988281","0.00005841255187988281","1564","1564","1564"
"783000","0.0007609128952026367","0.0007609128952026367","0.0007609128952026367","1565","1565","1565"
"784500","1","1","1","1568","1568","1568"
"786000","1","1","1","1571","1571","1571"
"788500","0.00033277273178100586","0.00033277273178100586","0.00033277273178100586","1576","1576","1576"
"789000","0.000026106834411621094","0.000026106834411621094","0.000026106834411621094","1577","1577","1577"
"790000","1","1","1","1579","1579","1579"
"791000","0.00006526708602905273","0.00006526708602905273","0.00006526708602905273","1581","1581","1581"
"793000","1","1","1","1585","1585","1585"
"793500","0.000029146671295166016","0.000029146671295166016","0.000029146671295166016","1586","1586","1586"
"797000","0.00000947713851928711","0.00000947713851928711","0.00000947713851928711","1593","1593","1593"
"800000","1","1","1","1599","1599","1599"
"807000","0","0","0","1613","1613","1613"
"808500","0.000008046627044677734","0.000008046627044677734","0.000008046627044677734","1616","1616","1616"
"810500","0.00003337860107421875","0.00003337860107421875","0.00003337860107421875","1620","1620","1620"
"811000","1","1","1","1621","1621","1621"
"812500","1","1","1","1624","1624","1624"
"813500","1","1","1","1626","1626","1626"
"814500","1","1","1","1628","1628","1628"
"815000","0.000026881694793701172","0.000026881694793701172","0.000026881694793701172","1629","1629","1629"
"817000","0.00000959634780883789","0.00000959634780883789","0.00000959634780883789","1633","1633","1633"
"817500","0.00003892183303833008","0.00003892183303833008","0.00003892183303833008","1634","1634","1634"
"818000","1","1","1","1635","1635","1635"
"818500","0.0010437369346618652","0.0010437369346618652","0.0010437369346618652","1636","1636","1636"
"819000","0.000007033348083496094","0.000007033348083496094","0.000007033348083496094","1637","1637","1637"
"819500","0","0","0","1638","1638","1638"
"820500","1","1","1","1640","1640","1640"
"823000","1","1","1","1645","1645","1645"
"824500","1","1","1","1648","1648","1648"
"825500","1","1","1","1650","1650","1650"
"827500","1","1","1","1654","1654","1654"
"828000","1","1","1","1655","1655","1655"
"829000","1","1","1","1657","1657","1657"
"829500","1","1","1","1658","1658","1658"
"830000","1","1","1","1659","1659","1659"
"830500","0.00001710653305053711","0.00001710653305053711","0.00001710653305053711","1660","1660","1660"
"832500","0.000020563602447509766","0.000020563602447509766","0.000020563602447509766","1664","1664","1664"
"833000","0.00017380714416503906","0.00017380714416503906","0.00017380714416503906","1665","1665","1665"
"834000","0.000039517879486083984","0.000039517879486083984","0.000039517879486083984","1667","1667","1667"
"835000","0","0","0","1669","1669","1669"
"838500","1","1","1","1676","1676","1676"
"840000","3.5762786865234375e-7","3.5762786865234375e-7","3.5762786865234375e-7","1679","1679","1679"
"840500","0.00001531839370727539","0.00001531839370727539","0.00001531839370727539","1680","1680","1680"
"841000","0.00003153085708618164","0.00003153085708618164","0.00003153085708618164","1681","1681","1681"
"841500","0.00005841255187988281","0.00005841255187988281","0.00005841255187988281","1682","1682","1682"
"842000","1","1","1","1683","1683","1683"
"843500","0.00005358457565307617","0.00005358457565307617","0.00005358457565307617","1686","1686","1686"
"844500","1","1","1","1688","1688","1688"
"846000","0.00001919269561767578","0.00001919269561767578","0.00001919269561767578","1691","1691","1691"
"848000","0.0004956722259521484","0.0004956722259521484","0.0004956722259521484","1695","1695","1695"
"848500","0.005228817462921143","0.005228817462921143","0.005228817462921143","1696","1696","1696"
"850000","0","0","0","1699","1699","1699"
"851000","0.00032848119735717773","0.00032848119735717773","0.00032848119735717773","1701","1701","1701"
"852000","0.0004323124885559082","0.0004323124885559082","0.0004323124885559082","1703","1703","1703"
"853000","1","1","1","1705","1705","1705"
"854000","0.0009579062461853027","0.0009579062461853027","0.0009579062461853027","1707","1707","1707"
"854500","1","1","1","1708","1708","1708"
"855000","0.0019088983535766602","0.0019088983535766602","0.0019088983535766602","1709","1709","1709"
"857000","0.0008492469787597656","0.0008492469787597656","0.0008492469787597656","1713","1713","1713"
"858000","0.0000013113021850585938","0.0000013113021850585938","0.0000013113021850585938","1715","1715","1715"
"859000","0.000043332576751708984","0.000043332576751708984","0.000043332576751708984","1717","1717","1717"
"860000","0.000698089599609375","0.000698089599609375","0.000698089599609375","1719","1719","1719"
"861500","0.000023484230041503906","0.000023484230041503906","0.000023484230041503906","1722","1722","1722"
"862000","0","0","0","1723","1723","1723"
"866000","0.000026881694793701172","0.000026881694793701172","0.000026881694793701172","1731","1731","1731"
"867000","0.000021398067474365234","0.000021398067474365234","0.000021398067474365234","1733","1733","1733"
"867500","0.00005841255187988281","0.00005841255187988281","0.00005841255187988281","1734","1734","1734"
"869500","1","1","1","1738","1738","1738"
"872500","0.000049114227294921875","0.000049114227294921875","0.000049114227294921875","1744","1744","1744"
"873000","0.00032848119735717773","0.00032848119735717773","0.00032848119735717773","1745","1745","1745"
"874000","0.0008492469787597656","0.0008492469787597656","0.0008492469787597656","1747","1747","1747"
"875000","0.00006115436553955078","0.00006115436553955078","0.00006115436553955078","1749","1749","1749"
"875500","0.000007271766662597656","0.000007271766662597656","0.000007271766662597656","1750","1750","1750"
"878500","0.000025033950805664062","0.000025033950805664062","0.000025033950805664062","1756","1756","1756"
"882000","1","1","1","1763","1763","1763"
"883000","0.0000362396240234375","0.0000362396240234375","0.0000362396240234375","1765","1765","1765"
"883500","1","1","1","1766","1766","1766"
"884500","0.0015693306922912598","0.0015693306922912598","0.0015693306922912598","1768","1768","1768"
"886000","0.000049114227294921875","0.000049114227294921875","0.000049114227294921875","1771","1771","1771"
"886500","0.000026881694793701172","0.000026881694793701172","0.000026881694793701172","1772","1772","1772"
