"global_step","251221_A2C - train/final_feat_cross","251221_A2C - train/final_feat_cross__MIN","251221_A2C - train/final_feat_cross__MAX","251221_A2C - _step","251221_A2C - _step__MIN","251221_A2C - _step__MAX"
"339500","2.0603957176208496","2.0603957176208496","2.0603957176208496","678","678","678"
"340000","2.548210620880127","2.548210620880127","2.548210620880127","679","679","679"
"340500","2.150874137878418","2.150874137878418","2.150874137878418","680","680","680"
"341000","2.231776475906372","2.231776475906372","2.231776475906372","681","681","681"
"341500","2.593564510345459","2.593564510345459","2.593564510345459","682","682","682"
"342000","2.512427568435669","2.512427568435669","2.512427568435669","683","683","683"
"342500","1.9500659704208374","1.9500659704208374","1.9500659704208374","684","684","684"
"343000","2.0537679195404053","2.0537679195404053","2.0537679195404053","685","685","685"
"343500","2.109753370285034","2.109753370285034","2.109753370285034","686","686","686"
"344000","2.4377474784851074","2.4377474784851074","2.4377474784851074","687","687","687"
"344500","2.0797500610351562","2.0797500610351562","2.0797500610351562","688","688","688"
"345000","2.022382974624634","2.022382974624634","2.022382974624634","689","689","689"
"345500","2.1014058589935303","2.1014058589935303","2.1014058589935303","690","690","690"
"346000","2.16892409324646","2.16892409324646","2.16892409324646","691","691","691"
"346500","2.3414554595947266","2.3414554595947266","2.3414554595947266","692","692","692"
"347000","2.3126330375671387","2.3126330375671387","2.3126330375671387","693","693","693"
"347500","2.157614231109619","2.157614231109619","2.157614231109619","694","694","694"
"348000","2.3355753421783447","2.3355753421783447","2.3355753421783447","695","695","695"
"348500","2.0611166954040527","2.0611166954040527","2.0611166954040527","696","696","696"
"349000","2.14890718460083","2.14890718460083","2.14890718460083","697","697","697"
"349500","2.1785402297973633","2.1785402297973633","2.1785402297973633","698","698","698"
"350000","2.5313823223114014","2.5313823223114014","2.5313823223114014","699","699","699"
"350500","2.082014560699463","2.082014560699463","2.082014560699463","700","700","700"
"351000","1.9023653268814087","1.9023653268814087","1.9023653268814087","701","701","701"
"351500","2.3099772930145264","2.3099772930145264","2.3099772930145264","702","702","702"
"352000","2.3836467266082764","2.3836467266082764","2.3836467266082764","703","703","703"
"352500","2.163234233856201","2.163234233856201","2.163234233856201","704","704","704"
"353000","2.058379888534546","2.058379888534546","2.058379888534546","705","705","705"
"353500","2.272501230239868","2.272501230239868","2.272501230239868","706","706","706"
"354000","2.115478992462158","2.115478992462158","2.115478992462158","707","707","707"
"354500","2.1442244052886963","2.1442244052886963","2.1442244052886963","708","708","708"
"355000","2.024354934692383","2.024354934692383","2.024354934692383","709","709","709"
"355500","2.4872570037841797","2.4872570037841797","2.4872570037841797","710","710","710"
"356000","2.177934169769287","2.177934169769287","2.177934169769287","711","711","711"
"356500","2.368928909301758","2.368928909301758","2.368928909301758","712","712","712"
"357000","2.1780240535736084","2.1780240535736084","2.1780240535736084","713","713","713"
"357500","2.281954288482666","2.281954288482666","2.281954288482666","714","714","714"
"358000","2.22991681098938","2.22991681098938","2.22991681098938","715","715","715"
"358500","2.3103785514831543","2.3103785514831543","2.3103785514831543","716","716","716"
"359000","2.3317439556121826","2.3317439556121826","2.3317439556121826","717","717","717"
"359500","2.007533550262451","2.007533550262451","2.007533550262451","718","718","718"
"360000","2.3115289211273193","2.3115289211273193","2.3115289211273193","719","719","719"
"360500","2.028001308441162","2.028001308441162","2.028001308441162","720","720","720"
"361000","2.0139710903167725","2.0139710903167725","2.0139710903167725","721","721","721"
"361500","2.476970911026001","2.476970911026001","2.476970911026001","722","722","722"
"362000","2.3341615200042725","2.3341615200042725","2.3341615200042725","723","723","723"
"362500","2.059453248977661","2.059453248977661","2.059453248977661","724","724","724"
"363000","2.0163843631744385","2.0163843631744385","2.0163843631744385","725","725","725"
"363500","1.7766824960708618","1.7766824960708618","1.7766824960708618","726","726","726"
"364000","2.3403470516204834","2.3403470516204834","2.3403470516204834","727","727","727"
"364500","2.1886215209960938","2.1886215209960938","2.1886215209960938","728","728","728"
"365000","2.159649133682251","2.159649133682251","2.159649133682251","729","729","729"
"365500","2.1864230632781982","2.1864230632781982","2.1864230632781982","730","730","730"
"366000","2.1574761867523193","2.1574761867523193","2.1574761867523193","731","731","731"
"366500","2.4497125148773193","2.4497125148773193","2.4497125148773193","732","732","732"
"367000","2.126802921295166","2.126802921295166","2.126802921295166","733","733","733"
"367500","2.0668532848358154","2.0668532848358154","2.0668532848358154","734","734","734"
"368000","2.0054233074188232","2.0054233074188232","2.0054233074188232","735","735","735"
"368500","2.0943222045898438","2.0943222045898438","2.0943222045898438","736","736","736"
"369000","2.0334718227386475","2.0334718227386475","2.0334718227386475","737","737","737"
"369500","2.210587978363037","2.210587978363037","2.210587978363037","738","738","738"
"370000","2.1008522510528564","2.1008522510528564","2.1008522510528564","739","739","739"
"370500","2.090474843978882","2.090474843978882","2.090474843978882","740","740","740"
"371000","2.0679876804351807","2.0679876804351807","2.0679876804351807","741","741","741"
"371500","2.323629140853882","2.323629140853882","2.323629140853882","742","742","742"
"372000","1.8816914558410645","1.8816914558410645","1.8816914558410645","743","743","743"
"372500","2.1783812046051025","2.1783812046051025","2.1783812046051025","744","744","744"
"373000","2.1898558139801025","2.1898558139801025","2.1898558139801025","745","745","745"
"373500","1.9455876350402832","1.9455876350402832","1.9455876350402832","746","746","746"
"374000","2.343600273132324","2.343600273132324","2.343600273132324","747","747","747"
"374500","2.223160743713379","2.223160743713379","2.223160743713379","748","748","748"
"375000","2.2528676986694336","2.2528676986694336","2.2528676986694336","749","749","749"
"375500","2.1203596591949463","2.1203596591949463","2.1203596591949463","750","750","750"
"376000","2.230323553085327","2.230323553085327","2.230323553085327","751","751","751"
"376500","2.1771819591522217","2.1771819591522217","2.1771819591522217","752","752","752"
"377000","2.0888936519622803","2.0888936519622803","2.0888936519622803","753","753","753"
"377500","2.2588701248168945","2.2588701248168945","2.2588701248168945","754","754","754"
"378000","2.050211191177368","2.050211191177368","2.050211191177368","755","755","755"
"378500","2.0177385807037354","2.0177385807037354","2.0177385807037354","756","756","756"
"379000","2.2378039360046387","2.2378039360046387","2.2378039360046387","757","757","757"
"379500","2.0031697750091553","2.0031697750091553","2.0031697750091553","758","758","758"
"380000","2.1558949947357178","2.1558949947357178","2.1558949947357178","759","759","759"
"380500","1.6846213340759277","1.6846213340759277","1.6846213340759277","760","760","760"
"381000","1.797069787979126","1.797069787979126","1.797069787979126","761","761","761"
"381500","1.6342071294784546","1.6342071294784546","1.6342071294784546","762","762","762"
"382000","1.6913381814956665","1.6913381814956665","1.6913381814956665","763","763","763"
"382500","2.1660783290863037","2.1660783290863037","2.1660783290863037","764","764","764"
"383000","2.1043782234191895","2.1043782234191895","2.1043782234191895","765","765","765"
"383500","2.246030807495117","2.246030807495117","2.246030807495117","766","766","766"
"384000","1.9854007959365845","1.9854007959365845","1.9854007959365845","767","767","767"
"384500","2.042560338973999","2.042560338973999","2.042560338973999","768","768","768"
"385000","1.9412120580673218","1.9412120580673218","1.9412120580673218","769","769","769"
"385500","2.0486326217651367","2.0486326217651367","2.0486326217651367","770","770","770"
"386000","2.115701675415039","2.115701675415039","2.115701675415039","771","771","771"
"386500","1.922900915145874","1.922900915145874","1.922900915145874","772","772","772"
"387000","1.9957616329193115","1.9957616329193115","1.9957616329193115","773","773","773"
"387500","2.330650568008423","2.330650568008423","2.330650568008423","774","774","774"
"388000","1.5445399284362793","1.5445399284362793","1.5445399284362793","775","775","775"
"388500","1.9252233505249023","1.9252233505249023","1.9252233505249023","776","776","776"
"389000","2.087843894958496","2.087843894958496","2.087843894958496","777","777","777"
"389500","2.276440143585205","2.276440143585205","2.276440143585205","778","778","778"
"390000","1.9926434755325317","1.9926434755325317","1.9926434755325317","779","779","779"
"390500","2.234426259994507","2.234426259994507","2.234426259994507","780","780","780"
"391000","1.4494413137435913","1.4494413137435913","1.4494413137435913","781","781","781"
"391500","1.6610541343688965","1.6610541343688965","1.6610541343688965","782","782","782"
"392000","2.1266767978668213","2.1266767978668213","2.1266767978668213","783","783","783"
"392500","2.4826693534851074","2.4826693534851074","2.4826693534851074","784","784","784"
"393000","2.1549272537231445","2.1549272537231445","2.1549272537231445","785","785","785"
"393500","1.7016085386276245","1.7016085386276245","1.7016085386276245","786","786","786"
"394000","1.579726219177246","1.579726219177246","1.579726219177246","787","787","787"
"394500","2.0897011756896973","2.0897011756896973","2.0897011756896973","788","788","788"
"395000","1.6353853940963745","1.6353853940963745","1.6353853940963745","789","789","789"
"395500","1.8370568752288818","1.8370568752288818","1.8370568752288818","790","790","790"
"396000","2.090256690979004","2.090256690979004","2.090256690979004","791","791","791"
"396500","1.9154175519943237","1.9154175519943237","1.9154175519943237","792","792","792"
"397000","1.6343848705291748","1.6343848705291748","1.6343848705291748","793","793","793"
"397500","2.206113815307617","2.206113815307617","2.206113815307617","794","794","794"
"398000","2.113555431365967","2.113555431365967","2.113555431365967","795","795","795"
"398500","2.0517241954803467","2.0517241954803467","2.0517241954803467","796","796","796"
"399000","2.247929334640503","2.247929334640503","2.247929334640503","797","797","797"
"399500","1.964067816734314","1.964067816734314","1.964067816734314","798","798","798"
"400000","1.934540867805481","1.934540867805481","1.934540867805481","799","799","799"
"400500","2.6277215480804443","2.6277215480804443","2.6277215480804443","800","800","800"
"401000","2.021738052368164","2.021738052368164","2.021738052368164","801","801","801"
"401500","1.8681800365447998","1.8681800365447998","1.8681800365447998","802","802","802"
"402000","2.137213945388794","2.137213945388794","2.137213945388794","803","803","803"
"402500","1.9421472549438477","1.9421472549438477","1.9421472549438477","804","804","804"
"403000","1.9084100723266602","1.9084100723266602","1.9084100723266602","805","805","805"
"403500","2.9319913387298584","2.9319913387298584","2.9319913387298584","806","806","806"
"404000","2.436938524246216","2.436938524246216","2.436938524246216","807","807","807"
"404500","2.630828857421875","2.630828857421875","2.630828857421875","808","808","808"
"405000","1.9324345588684082","1.9324345588684082","1.9324345588684082","809","809","809"
"405500","2.009519577026367","2.009519577026367","2.009519577026367","810","810","810"
"406000","1.9227378368377686","1.9227378368377686","1.9227378368377686","811","811","811"
"406500","2.0110504627227783","2.0110504627227783","2.0110504627227783","812","812","812"
"407000","1.9023702144622803","1.9023702144622803","1.9023702144622803","813","813","813"
"407500","2.0569264888763428","2.0569264888763428","2.0569264888763428","814","814","814"
"408000","2.3019847869873047","2.3019847869873047","2.3019847869873047","815","815","815"
"408500","2.1390838623046875","2.1390838623046875","2.1390838623046875","816","816","816"
"409000","2.1555063724517822","2.1555063724517822","2.1555063724517822","817","817","817"
"409500","1.9755375385284424","1.9755375385284424","1.9755375385284424","818","818","818"
"410000","2.223327398300171","2.223327398300171","2.223327398300171","819","819","819"
"410500","2.0175676345825195","2.0175676345825195","2.0175676345825195","820","820","820"
"411000","2.1169888973236084","2.1169888973236084","2.1169888973236084","821","821","821"
"411500","2.1758384704589844","2.1758384704589844","2.1758384704589844","822","822","822"
"412000","1.9645508527755737","1.9645508527755737","1.9645508527755737","823","823","823"
"412500","2.2944107055664062","2.2944107055664062","2.2944107055664062","824","824","824"
"413000","2.1654131412506104","2.1654131412506104","2.1654131412506104","825","825","825"
"413500","2.2712907791137695","2.2712907791137695","2.2712907791137695","826","826","826"
"414000","1.8765933513641357","1.8765933513641357","1.8765933513641357","827","827","827"
"414500","1.9353522062301636","1.9353522062301636","1.9353522062301636","828","828","828"
"415000","2.317256450653076","2.317256450653076","2.317256450653076","829","829","829"
"415500","2.0308334827423096","2.0308334827423096","2.0308334827423096","830","830","830"
"416000","2.3810038566589355","2.3810038566589355","2.3810038566589355","831","831","831"
"416500","2.24875807762146","2.24875807762146","2.24875807762146","832","832","832"
"417000","2.579024314880371","2.579024314880371","2.579024314880371","833","833","833"
"417500","1.99061918258667","1.99061918258667","1.99061918258667","834","834","834"
"418000","1.9077914953231812","1.9077914953231812","1.9077914953231812","835","835","835"
"418500","2.2895960807800293","2.2895960807800293","2.2895960807800293","836","836","836"
"419000","2.2287914752960205","2.2287914752960205","2.2287914752960205","837","837","837"
"419500","2.471006393432617","2.471006393432617","2.471006393432617","838","838","838"
"420000","1.985741138458252","1.985741138458252","1.985741138458252","839","839","839"
"420500","2.2671642303466797","2.2671642303466797","2.2671642303466797","840","840","840"
"421000","2.6505649089813232","2.6505649089813232","2.6505649089813232","841","841","841"
"421500","2.413255214691162","2.413255214691162","2.413255214691162","842","842","842"
"422000","2.816469192504883","2.816469192504883","2.816469192504883","843","843","843"
"422500","2.2871546745300293","2.2871546745300293","2.2871546745300293","844","844","844"
"423000","2.219106674194336","2.219106674194336","2.219106674194336","845","845","845"
"423500","2.9540727138519287","2.9540727138519287","2.9540727138519287","846","846","846"
"424000","1.8766767978668213","1.8766767978668213","1.8766767978668213","847","847","847"
"424500","2.4204514026641846","2.4204514026641846","2.4204514026641846","848","848","848"
"425000","2.065030336380005","2.065030336380005","2.065030336380005","849","849","849"
"425500","2.0355420112609863","2.0355420112609863","2.0355420112609863","850","850","850"
"426000","2.0912299156188965","2.0912299156188965","2.0912299156188965","851","851","851"
"426500","2.180938720703125","2.180938720703125","2.180938720703125","852","852","852"
"427000","2.614078998565674","2.614078998565674","2.614078998565674","853","853","853"
"427500","2.5194766521453857","2.5194766521453857","2.5194766521453857","854","854","854"
"428000","2.1254942417144775","2.1254942417144775","2.1254942417144775","855","855","855"
"428500","2.002368211746216","2.002368211746216","2.002368211746216","856","856","856"
"429000","2.2282121181488037","2.2282121181488037","2.2282121181488037","857","857","857"
"429500","2.067225456237793","2.067225456237793","2.067225456237793","858","858","858"
"430000","2.218942642211914","2.218942642211914","2.218942642211914","859","859","859"
"430500","2.154709815979004","2.154709815979004","2.154709815979004","860","860","860"
"431000","2.3522446155548096","2.3522446155548096","2.3522446155548096","861","861","861"
"431500","2.0859973430633545","2.0859973430633545","2.0859973430633545","862","862","862"
"432000","2.1612131595611572","2.1612131595611572","2.1612131595611572","863","863","863"
"432500","1.9999712705612183","1.9999712705612183","1.9999712705612183","864","864","864"
"433000","2.137988805770874","2.137988805770874","2.137988805770874","865","865","865"
"433500","2.0213522911071777","2.0213522911071777","2.0213522911071777","866","866","866"
"434000","2.086883783340454","2.086883783340454","2.086883783340454","867","867","867"
"434500","2.069868803024292","2.069868803024292","2.069868803024292","868","868","868"
"435000","1.9645278453826904","1.9645278453826904","1.9645278453826904","869","869","869"
"435500","2.157019853591919","2.157019853591919","2.157019853591919","870","870","870"
"436000","2.00523042678833","2.00523042678833","2.00523042678833","871","871","871"
"436500","1.6542391777038574","1.6542391777038574","1.6542391777038574","872","872","872"
"437000","1.7576981782913208","1.7576981782913208","1.7576981782913208","873","873","873"
"437500","1.8664302825927734","1.8664302825927734","1.8664302825927734","874","874","874"
"438000","1.8797082901000977","1.8797082901000977","1.8797082901000977","875","875","875"
"438500","1.609674334526062","1.609674334526062","1.609674334526062","876","876","876"
"439000","1.8509414196014404","1.8509414196014404","1.8509414196014404","877","877","877"
"439500","1.9797046184539795","1.9797046184539795","1.9797046184539795","878","878","878"
"440000","2.088763952255249","2.088763952255249","2.088763952255249","879","879","879"
"440500","2.2399823665618896","2.2399823665618896","2.2399823665618896","880","880","880"
"441000","1.6200135946273804","1.6200135946273804","1.6200135946273804","881","881","881"
"441500","2.075866460800171","2.075866460800171","2.075866460800171","882","882","882"
"442000","1.9260525703430176","1.9260525703430176","1.9260525703430176","883","883","883"
"442500","2.2457973957061768","2.2457973957061768","2.2457973957061768","884","884","884"
"443000","1.867200493812561","1.867200493812561","1.867200493812561","885","885","885"
"443500","2.2849037647247314","2.2849037647247314","2.2849037647247314","886","886","886"
"444000","2.059736728668213","2.059736728668213","2.059736728668213","887","887","887"
"444500","1.9999518394470215","1.9999518394470215","1.9999518394470215","888","888","888"
"445000","2.203312873840332","2.203312873840332","2.203312873840332","889","889","889"
"445500","1.5713399648666382","1.5713399648666382","1.5713399648666382","890","890","890"
"446000","1.755936861038208","1.755936861038208","1.755936861038208","891","891","891"
"446500","2.0762386322021484","2.0762386322021484","2.0762386322021484","892","892","892"
"447000","2.5456290245056152","2.5456290245056152","2.5456290245056152","893","893","893"
"447500","2.1058437824249268","2.1058437824249268","2.1058437824249268","894","894","894"
"448000","2.0514607429504395","2.0514607429504395","2.0514607429504395","895","895","895"
"448500","2.4203145503997803","2.4203145503997803","2.4203145503997803","896","896","896"
"449000","2.1656906604766846","2.1656906604766846","2.1656906604766846","897","897","897"
"449500","2.082263231277466","2.082263231277466","2.082263231277466","898","898","898"
"450000","2.489095687866211","2.489095687866211","2.489095687866211","899","899","899"
"450500","2.0846478939056396","2.0846478939056396","2.0846478939056396","900","900","900"
"451000","2.247276544570923","2.247276544570923","2.247276544570923","901","901","901"
"451500","2.075401544570923","2.075401544570923","2.075401544570923","902","902","902"
"452000","2.068742275238037","2.068742275238037","2.068742275238037","903","903","903"
"452500","1.6458851099014282","1.6458851099014282","1.6458851099014282","904","904","904"
"453000","1.810746669769287","1.810746669769287","1.810746669769287","905","905","905"
"453500","1.8279036283493042","1.8279036283493042","1.8279036283493042","906","906","906"
"454000","2.1164777278900146","2.1164777278900146","2.1164777278900146","907","907","907"
"454500","1.8224362134933472","1.8224362134933472","1.8224362134933472","908","908","908"
"455000","1.562543272972107","1.562543272972107","1.562543272972107","909","909","909"
"455500","2.04254150390625","2.04254150390625","2.04254150390625","910","910","910"
"456000","2.1802279949188232","2.1802279949188232","2.1802279949188232","911","911","911"
"456500","2.269665241241455","2.269665241241455","2.269665241241455","912","912","912"
"457000","1.9843008518218994","1.9843008518218994","1.9843008518218994","913","913","913"
"457500","1.4696872234344482","1.4696872234344482","1.4696872234344482","914","914","914"
"458000","1.6746233701705933","1.6746233701705933","1.6746233701705933","915","915","915"
"458500","1.5973801612854004","1.5973801612854004","1.5973801612854004","916","916","916"
"459000","1.7860690355300903","1.7860690355300903","1.7860690355300903","917","917","917"
"459500","2.457045555114746","2.457045555114746","2.457045555114746","918","918","918"
"460000","1.9266273975372314","1.9266273975372314","1.9266273975372314","919","919","919"
"460500","2.0374515056610107","2.0374515056610107","2.0374515056610107","920","920","920"
"461000","1.821133017539978","1.821133017539978","1.821133017539978","921","921","921"
"461500","2.1593258380889893","2.1593258380889893","2.1593258380889893","922","922","922"
"462000","1.9835344552993774","1.9835344552993774","1.9835344552993774","923","923","923"
"462500","2.0094597339630127","2.0094597339630127","2.0094597339630127","924","924","924"
"463000","2.0436065196990967","2.0436065196990967","2.0436065196990967","925","925","925"
"463500","1.6464447975158691","1.6464447975158691","1.6464447975158691","926","926","926"
"464000","2.0785632133483887","2.0785632133483887","2.0785632133483887","927","927","927"
"464500","1.0339988470077515","1.0339988470077515","1.0339988470077515","928","928","928"
"465000","2.008011817932129","2.008011817932129","2.008011817932129","929","929","929"
"465500","2.0256307125091553","2.0256307125091553","2.0256307125091553","930","930","930"
"466000","2.2657628059387207","2.2657628059387207","2.2657628059387207","931","931","931"
"466500","2.2978904247283936","2.2978904247283936","2.2978904247283936","932","932","932"
"467000","1.4253125190734863","1.4253125190734863","1.4253125190734863","933","933","933"
"467500","2.347458600997925","2.347458600997925","2.347458600997925","934","934","934"
"468000","2.253735065460205","2.253735065460205","2.253735065460205","935","935","935"
"468500","2.159904956817627","2.159904956817627","2.159904956817627","936","936","936"
"469000","2.3926000595092773","2.3926000595092773","2.3926000595092773","937","937","937"
"469500","2.0708789825439453","2.0708789825439453","2.0708789825439453","938","938","938"
"470000","1.9364101886749268","1.9364101886749268","1.9364101886749268","939","939","939"
"470500","2.143221855163574","2.143221855163574","2.143221855163574","940","940","940"
"471000","2.0746028423309326","2.0746028423309326","2.0746028423309326","941","941","941"
"471500","1.1598466634750366","1.1598466634750366","1.1598466634750366","942","942","942"
"472000","1.6462644338607788","1.6462644338607788","1.6462644338607788","943","943","943"
"472500","1.9272263050079346","1.9272263050079346","1.9272263050079346","944","944","944"
"473000","1.708672046661377","1.708672046661377","1.708672046661377","945","945","945"
"473500","2.1038975715637207","2.1038975715637207","2.1038975715637207","946","946","946"
"474000","2.051126003265381","2.051126003265381","2.051126003265381","947","947","947"
"474500","2.193338394165039","2.193338394165039","2.193338394165039","948","948","948"
"475000","2.168020009994507","2.168020009994507","2.168020009994507","949","949","949"
"475500","2.146486759185791","2.146486759185791","2.146486759185791","950","950","950"
"476000","2.5413904190063477","2.5413904190063477","2.5413904190063477","951","951","951"
"476500","1.9700146913528442","1.9700146913528442","1.9700146913528442","952","952","952"
"477000","1.9636955261230469","1.9636955261230469","1.9636955261230469","953","953","953"
"477500","2.0589993000030518","2.0589993000030518","2.0589993000030518","954","954","954"
"478000","1.4935427904129028","1.4935427904129028","1.4935427904129028","955","955","955"
"478500","2.2208139896392822","2.2208139896392822","2.2208139896392822","956","956","956"
"479000","2.0024290084838867","2.0024290084838867","2.0024290084838867","957","957","957"
"479500","2.159231662750244","2.159231662750244","2.159231662750244","958","958","958"
"480000","1.8370999097824097","1.8370999097824097","1.8370999097824097","959","959","959"
"480500","1.9727965593338013","1.9727965593338013","1.9727965593338013","960","960","960"
"481000","2.1255931854248047","2.1255931854248047","2.1255931854248047","961","961","961"
"481500","1.9915071725845337","1.9915071725845337","1.9915071725845337","962","962","962"
"482000","1.6032614707946777","1.6032614707946777","1.6032614707946777","963","963","963"
"482500","2.181905508041382","2.181905508041382","2.181905508041382","964","964","964"
"483000","2.180555820465088","2.180555820465088","2.180555820465088","965","965","965"
"483500","1.7818889617919922","1.7818889617919922","1.7818889617919922","966","966","966"
"484000","1.976831316947937","1.976831316947937","1.976831316947937","967","967","967"
"484500","2.302250862121582","2.302250862121582","2.302250862121582","968","968","968"
"485000","2.07214617729187","2.07214617729187","2.07214617729187","969","969","969"
"485500","2.2625796794891357","2.2625796794891357","2.2625796794891357","970","970","970"
"486000","2.571544647216797","2.571544647216797","2.571544647216797","971","971","971"
"486500","2.1658499240875244","2.1658499240875244","2.1658499240875244","972","972","972"
"487000","2.409437417984009","2.409437417984009","2.409437417984009","973","973","973"
"487500","1.9359194040298462","1.9359194040298462","1.9359194040298462","974","974","974"
"488000","1.7908779382705688","1.7908779382705688","1.7908779382705688","975","975","975"
"488500","2.0307908058166504","2.0307908058166504","2.0307908058166504","976","976","976"
"489000","2.534867286682129","2.534867286682129","2.534867286682129","977","977","977"
"489500","2.3568620681762695","2.3568620681762695","2.3568620681762695","978","978","978"
"490000","1.981201410293579","1.981201410293579","1.981201410293579","979","979","979"
"490500","1.9812602996826172","1.9812602996826172","1.9812602996826172","980","980","980"
"491000","2.1617093086242676","2.1617093086242676","2.1617093086242676","981","981","981"
"491500","2.0385868549346924","2.0385868549346924","2.0385868549346924","982","982","982"
"492000","2.0130560398101807","2.0130560398101807","2.0130560398101807","983","983","983"
"492500","1.9507663249969482","1.9507663249969482","1.9507663249969482","984","984","984"
"493000","2.091463088989258","2.091463088989258","2.091463088989258","985","985","985"
"493500","2.321953058242798","2.321953058242798","2.321953058242798","986","986","986"
"494000","1.9748767614364624","1.9748767614364624","1.9748767614364624","987","987","987"
"494500","1.9738574028015137","1.9738574028015137","1.9738574028015137","988","988","988"
"495000","1.8531622886657715","1.8531622886657715","1.8531622886657715","989","989","989"
"495500","2.4876866340637207","2.4876866340637207","2.4876866340637207","990","990","990"
"496000","1.8877159357070923","1.8877159357070923","1.8877159357070923","991","991","991"
"496500","2.081817388534546","2.081817388534546","2.081817388534546","992","992","992"
"497000","2.291821002960205","2.291821002960205","2.291821002960205","993","993","993"
"497500","1.8850643634796143","1.8850643634796143","1.8850643634796143","994","994","994"
"498000","2.2468738555908203","2.2468738555908203","2.2468738555908203","995","995","995"
"498500","2.1735963821411133","2.1735963821411133","2.1735963821411133","996","996","996"
"499000","2.1834795475006104","2.1834795475006104","2.1834795475006104","997","997","997"
"499500","1.7915046215057373","1.7915046215057373","1.7915046215057373","998","998","998"
"500000","1.9054523706436157","1.9054523706436157","1.9054523706436157","999","999","999"
"500500","2.109804391860962","2.109804391860962","2.109804391860962","1000","1000","1000"
"501000","1.926099181175232","1.926099181175232","1.926099181175232","1001","1001","1001"
"501500","2.050241708755493","2.050241708755493","2.050241708755493","1002","1002","1002"
"502000","1.9904941320419312","1.9904941320419312","1.9904941320419312","1003","1003","1003"
"502500","2.138686180114746","2.138686180114746","2.138686180114746","1004","1004","1004"
"503000","2.2803401947021484","2.2803401947021484","2.2803401947021484","1005","1005","1005"
"503500","2.131176471710205","2.131176471710205","2.131176471710205","1006","1006","1006"
"504000","2.173915386199951","2.173915386199951","2.173915386199951","1007","1007","1007"
"504500","2.0857584476470947","2.0857584476470947","2.0857584476470947","1008","1008","1008"
"505000","2.0791707038879395","2.0791707038879395","2.0791707038879395","1009","1009","1009"
"505500","2.0454094409942627","2.0454094409942627","2.0454094409942627","1010","1010","1010"
"506000","2.200719118118286","2.200719118118286","2.200719118118286","1011","1011","1011"
"506500","2.5120372772216797","2.5120372772216797","2.5120372772216797","1012","1012","1012"
"507000","2.170539140701294","2.170539140701294","2.170539140701294","1013","1013","1013"
"507500","2.2490715980529785","2.2490715980529785","2.2490715980529785","1014","1014","1014"
"508000","2.333256721496582","2.333256721496582","2.333256721496582","1015","1015","1015"
"508500","2.312462568283081","2.312462568283081","2.312462568283081","1016","1016","1016"
"509000","2.0945253372192383","2.0945253372192383","2.0945253372192383","1017","1017","1017"
"509500","1.9940953254699707","1.9940953254699707","1.9940953254699707","1018","1018","1018"
"510000","2.008845806121826","2.008845806121826","2.008845806121826","1019","1019","1019"
"510500","2.2232768535614014","2.2232768535614014","2.2232768535614014","1020","1020","1020"
"511000","2.089114189147949","2.089114189147949","2.089114189147949","1021","1021","1021"
"511500","2.219630718231201","2.219630718231201","2.219630718231201","1022","1022","1022"
"512000","1.9646294116973877","1.9646294116973877","1.9646294116973877","1023","1023","1023"
"512500","1.906217336654663","1.906217336654663","1.906217336654663","1024","1024","1024"
"513000","2.0684614181518555","2.0684614181518555","2.0684614181518555","1025","1025","1025"
"513500","2.3063879013061523","2.3063879013061523","2.3063879013061523","1026","1026","1026"
"514000","1.976925015449524","1.976925015449524","1.976925015449524","1027","1027","1027"
"514500","2.09443736076355","2.09443736076355","2.09443736076355","1028","1028","1028"
"515000","1.9537757635116577","1.9537757635116577","1.9537757635116577","1029","1029","1029"
"515500","1.8950964212417603","1.8950964212417603","1.8950964212417603","1030","1030","1030"
"516000","2.158859968185425","2.158859968185425","2.158859968185425","1031","1031","1031"
"516500","2.1105823516845703","2.1105823516845703","2.1105823516845703","1032","1032","1032"
"517000","1.5531436204910278","1.5531436204910278","1.5531436204910278","1033","1033","1033"
"517500","2.169396162033081","2.169396162033081","2.169396162033081","1034","1034","1034"
"518000","2.2910892963409424","2.2910892963409424","2.2910892963409424","1035","1035","1035"
"518500","2.031244993209839","2.031244993209839","2.031244993209839","1036","1036","1036"
"519000","2.0276546478271484","2.0276546478271484","2.0276546478271484","1037","1037","1037"
"519500","1.6391195058822632","1.6391195058822632","1.6391195058822632","1038","1038","1038"
"520000","1.9659698009490967","1.9659698009490967","1.9659698009490967","1039","1039","1039"
"520500","2.109039783477783","2.109039783477783","2.109039783477783","1040","1040","1040"
"521000","1.782747507095337","1.782747507095337","1.782747507095337","1041","1041","1041"
"521500","2.0780277252197266","2.0780277252197266","2.0780277252197266","1042","1042","1042"
"522000","2.2903032302856445","2.2903032302856445","2.2903032302856445","1043","1043","1043"
"522500","2.097979784011841","2.097979784011841","2.097979784011841","1044","1044","1044"
"523000","1.7304012775421143","1.7304012775421143","1.7304012775421143","1045","1045","1045"
"523500","2.6339199542999268","2.6339199542999268","2.6339199542999268","1046","1046","1046"
"524000","2.1057047843933105","2.1057047843933105","2.1057047843933105","1047","1047","1047"
"524500","1.8232406377792358","1.8232406377792358","1.8232406377792358","1048","1048","1048"
"525000","2.0711610317230225","2.0711610317230225","2.0711610317230225","1049","1049","1049"
