"global_step","251221_A2C - train/value_loss","251221_A2C - train/value_loss__MIN","251221_A2C - train/value_loss__MAX","251221_A2C - _step","251221_A2C - _step__MIN","251221_A2C - _step__MAX"
"32500","0.32525619864463806","0.32525619864463806","0.32525619864463806","64","64","64"
"33000","1.688272476196289","1.688272476196289","1.688272476196289","65","65","65"
"33500","1.7369683980941772","1.7369683980941772","1.7369683980941772","66","66","66"
"34000","0.6903117299079895","0.6903117299079895","0.6903117299079895","67","67","67"
"34500","0.8043100237846375","0.8043100237846375","0.8043100237846375","68","68","68"
"35000","0.9628068804740906","0.9628068804740906","0.9628068804740906","69","69","69"
"35500","15.769000053405762","15.769000053405762","15.769000053405762","70","70","70"
"36000","0.06819809973239899","0.06819809973239899","0.06819809973239899","71","71","71"
"36500","1.9779176712036133","1.9779176712036133","1.9779176712036133","72","72","72"
"37000","0.23046250641345978","0.23046250641345978","0.23046250641345978","73","73","73"
"37500","26.539112091064453","26.539112091064453","26.539112091064453","74","74","74"
"38000","1.5706710815429688","1.5706710815429688","1.5706710815429688","75","75","75"
"38500","5.802979469299316","5.802979469299316","5.802979469299316","76","76","76"
"39000","16.578441619873047","16.578441619873047","16.578441619873047","77","77","77"
"39500","6.174832820892334","6.174832820892334","6.174832820892334","78","78","78"
"40000","0.11462604999542236","0.11462604999542236","0.11462604999542236","79","79","79"
"40500","0.2738521695137024","0.2738521695137024","0.2738521695137024","80","80","80"
"41000","33.29132843017578","33.29132843017578","33.29132843017578","81","81","81"
"41500","0.2672984302043915","0.2672984302043915","0.2672984302043915","82","82","82"
"42000","1.1205428838729858","1.1205428838729858","1.1205428838729858","83","83","83"
"42500","5.1794023513793945","5.1794023513793945","5.1794023513793945","84","84","84"
"43000","10.547189712524414","10.547189712524414","10.547189712524414","85","85","85"
"43500","0.46393415331840515","0.46393415331840515","0.46393415331840515","86","86","86"
"44000","0.8088971376419067","0.8088971376419067","0.8088971376419067","87","87","87"
"44500","2.375497817993164","2.375497817993164","2.375497817993164","88","88","88"
"45000","1.7305148839950562","1.7305148839950562","1.7305148839950562","89","89","89"
"45500","1.0228408575057983","1.0228408575057983","1.0228408575057983","90","90","90"
"46000","1.7846711874008179","1.7846711874008179","1.7846711874008179","91","91","91"
"46500","3.628120183944702","3.628120183944702","3.628120183944702","92","92","92"
"47000","0.2318110316991806","0.2318110316991806","0.2318110316991806","93","93","93"
"47500","5.5825371742248535","5.5825371742248535","5.5825371742248535","94","94","94"
"48000","0.3654528558254242","0.3654528558254242","0.3654528558254242","95","95","95"
"48500","0.4045843183994293","0.4045843183994293","0.4045843183994293","96","96","96"
"49000","28.796146392822266","28.796146392822266","28.796146392822266","97","97","97"
"49500","2.859853744506836","2.859853744506836","2.859853744506836","98","98","98"
"50000","15.061325073242188","15.061325073242188","15.061325073242188","99","99","99"
"50500","1.7305535078048706","1.7305535078048706","1.7305535078048706","100","100","100"
"51000","0.4908386766910553","0.4908386766910553","0.4908386766910553","101","101","101"
"51500","1.0735024213790894","1.0735024213790894","1.0735024213790894","102","102","102"
"52000","0.8931818008422852","0.8931818008422852","0.8931818008422852","103","103","103"
"52500","0.6181610226631165","0.6181610226631165","0.6181610226631165","104","104","104"
"53000","0.24657633900642395","0.24657633900642395","0.24657633900642395","105","105","105"
"53500","1.4853788614273071","1.4853788614273071","1.4853788614273071","106","106","106"
"54000","13.637529373168945","13.637529373168945","13.637529373168945","107","107","107"
"54500","0.2530660331249237","0.2530660331249237","0.2530660331249237","108","108","108"
"55000","0.5283505320549011","0.5283505320549011","0.5283505320549011","109","109","109"
"55500","0.281526118516922","0.281526118516922","0.281526118516922","110","110","110"
"56000","0.07090666145086288","0.07090666145086288","0.07090666145086288","111","111","111"
"56500","1.4012380838394165","1.4012380838394165","1.4012380838394165","112","112","112"
"57000","18.33636474609375","18.33636474609375","18.33636474609375","113","113","113"
"57500","3.7087783813476562","3.7087783813476562","3.7087783813476562","114","114","114"
"58000","0.4822196066379547","0.4822196066379547","0.4822196066379547","115","115","115"
"58500","2.4976487159729004","2.4976487159729004","2.4976487159729004","116","116","116"
"59000","0.14110876619815826","0.14110876619815826","0.14110876619815826","117","117","117"
"59500","4.170825481414795","4.170825481414795","4.170825481414795","118","118","118"
"60000","0.13617756962776184","0.13617756962776184","0.13617756962776184","119","119","119"
"60500","0.5000961422920227","0.5000961422920227","0.5000961422920227","120","120","120"
"61000","125.520263671875","125.520263671875","125.520263671875","121","121","121"
"61500","0.723773181438446","0.723773181438446","0.723773181438446","122","122","122"
"62000","0.6560449004173279","0.6560449004173279","0.6560449004173279","123","123","123"
"62500","41.93511962890625","41.93511962890625","41.93511962890625","124","124","124"
"63000","0.4105130136013031","0.4105130136013031","0.4105130136013031","125","125","125"
"63500","1.582409381866455","1.582409381866455","1.582409381866455","126","126","126"
"64000","0.07643230259418488","0.07643230259418488","0.07643230259418488","127","127","127"
"64500","16.59290885925293","16.59290885925293","16.59290885925293","128","128","128"
"65000","6.364476680755615","6.364476680755615","6.364476680755615","129","129","129"
"65500","18.566513061523438","18.566513061523438","18.566513061523438","130","130","130"
"66000","3.3634068965911865","3.3634068965911865","3.3634068965911865","131","131","131"
"66500","0.6501840353012085","0.6501840353012085","0.6501840353012085","132","132","132"
"67000","33.5968132019043","33.5968132019043","33.5968132019043","133","133","133"
"67500","0.13094094395637512","0.13094094395637512","0.13094094395637512","134","134","134"
"68000","2.1874306201934814","2.1874306201934814","2.1874306201934814","135","135","135"
"68500","1.8286411762237549","1.8286411762237549","1.8286411762237549","136","136","136"
"69000","5.871501445770264","5.871501445770264","5.871501445770264","137","137","137"
"69500","1.0389783382415771","1.0389783382415771","1.0389783382415771","138","138","138"
"70000","2.765986204147339","2.765986204147339","2.765986204147339","139","139","139"
"70500","17.115537643432617","17.115537643432617","17.115537643432617","140","140","140"
"71000","8.681406021118164","8.681406021118164","8.681406021118164","141","141","141"
"71500","1.2671160697937012","1.2671160697937012","1.2671160697937012","142","142","142"
"72000","0.057011719793081284","0.057011719793081284","0.057011719793081284","143","143","143"
"72500","7.112661838531494","7.112661838531494","7.112661838531494","144","144","144"
"73000","2.0204193592071533","2.0204193592071533","2.0204193592071533","145","145","145"
"73500","6.9940924644470215","6.9940924644470215","6.9940924644470215","146","146","146"
"74000","3.117551565170288","3.117551565170288","3.117551565170288","147","147","147"
"74500","0.3669206202030182","0.3669206202030182","0.3669206202030182","148","148","148"
"75000","13.587363243103027","13.587363243103027","13.587363243103027","149","149","149"
"75500","20.93424415588379","20.93424415588379","20.93424415588379","150","150","150"
"76000","2.5505197048187256","2.5505197048187256","2.5505197048187256","151","151","151"
"76500","23.341310501098633","23.341310501098633","23.341310501098633","152","152","152"
"77000","12.98279094696045","12.98279094696045","12.98279094696045","153","153","153"
"77500","2.0450375080108643","2.0450375080108643","2.0450375080108643","154","154","154"
"78000","14.587080955505371","14.587080955505371","14.587080955505371","155","155","155"
"78500","20.195653915405273","20.195653915405273","20.195653915405273","156","156","156"
"79000","8.601056098937988","8.601056098937988","8.601056098937988","157","157","157"
"79500","18.905120849609375","18.905120849609375","18.905120849609375","158","158","158"
"80000","0.16486231982707977","0.16486231982707977","0.16486231982707977","159","159","159"
"80500","9.059065818786621","9.059065818786621","9.059065818786621","160","160","160"
"81000","3.3363075256347656","3.3363075256347656","3.3363075256347656","161","161","161"
"81500","128.39395141601562","128.39395141601562","128.39395141601562","162","162","162"
"82000","105.52689361572266","105.52689361572266","105.52689361572266","163","163","163"
"82500","3.4222190380096436","3.4222190380096436","3.4222190380096436","164","164","164"
"83000","7.3386735916137695","7.3386735916137695","7.3386735916137695","165","165","165"
"83500","0.7573949694633484","0.7573949694633484","0.7573949694633484","166","166","166"
"84000","10.775862693786621","10.775862693786621","10.775862693786621","167","167","167"
"84500","6.493401527404785","6.493401527404785","6.493401527404785","168","168","168"
"85000","2.1904730796813965","2.1904730796813965","2.1904730796813965","169","169","169"
"85500","11.8990478515625","11.8990478515625","11.8990478515625","170","170","170"
"86000","3.242445468902588","3.242445468902588","3.242445468902588","171","171","171"
"86500","3.651923894882202","3.651923894882202","3.651923894882202","172","172","172"
"87000","11.799362182617188","11.799362182617188","11.799362182617188","173","173","173"
"87500","0.26044246554374695","0.26044246554374695","0.26044246554374695","174","174","174"
"88000","10.341811180114746","10.341811180114746","10.341811180114746","175","175","175"
"88500","3.775515079498291","3.775515079498291","3.775515079498291","176","176","176"
"89000","1.7426964044570923","1.7426964044570923","1.7426964044570923","177","177","177"
"89500","0.060730624943971634","0.060730624943971634","0.060730624943971634","178","178","178"
"90000","20.33116340637207","20.33116340637207","20.33116340637207","179","179","179"
"90500","17.63103675842285","17.63103675842285","17.63103675842285","180","180","180"
"91000","7.602457523345947","7.602457523345947","7.602457523345947","181","181","181"
"91500","2.9564130306243896","2.9564130306243896","2.9564130306243896","182","182","182"
"92000","3.401395082473755","3.401395082473755","3.401395082473755","183","183","183"
"92500","1.9253590106964111","1.9253590106964111","1.9253590106964111","184","184","184"
"93000","0.6288861632347107","0.6288861632347107","0.6288861632347107","185","185","185"
"93500","14.783975601196289","14.783975601196289","14.783975601196289","186","186","186"
"94000","3.775087833404541","3.775087833404541","3.775087833404541","187","187","187"
"94500","0.2851946949958801","0.2851946949958801","0.2851946949958801","188","188","188"
"95000","1.7032814025878906","1.7032814025878906","1.7032814025878906","189","189","189"
"95500","0.22158809006214142","0.22158809006214142","0.22158809006214142","190","190","190"
"96000","1.1349204778671265","1.1349204778671265","1.1349204778671265","191","191","191"
"96500","1.7349083423614502","1.7349083423614502","1.7349083423614502","192","192","192"
"97000","0.07415628433227539","0.07415628433227539","0.07415628433227539","193","193","193"
"97500","1.3013795614242554","1.3013795614242554","1.3013795614242554","194","194","194"
"98000","0.3751281201839447","0.3751281201839447","0.3751281201839447","195","195","195"
"98500","16.70136833190918","16.70136833190918","16.70136833190918","196","196","196"
"99000","22.11481475830078","22.11481475830078","22.11481475830078","197","197","197"
"99500","49.6834716796875","49.6834716796875","49.6834716796875","198","198","198"
"100000","4.8486785888671875","4.8486785888671875","4.8486785888671875","199","199","199"
"100500","0.9880485534667969","0.9880485534667969","0.9880485534667969","200","200","200"
"101000","5.156184673309326","5.156184673309326","5.156184673309326","201","201","201"
"101500","4.162186622619629","4.162186622619629","4.162186622619629","202","202","202"
"102000","0.8736369013786316","0.8736369013786316","0.8736369013786316","203","203","203"
"102500","12.948569297790527","12.948569297790527","12.948569297790527","204","204","204"
"103000","5.1261067390441895","5.1261067390441895","5.1261067390441895","205","205","205"
"103500","5.458140850067139","5.458140850067139","5.458140850067139","206","206","206"
"104000","0.6566940546035767","0.6566940546035767","0.6566940546035767","207","207","207"
"104500","61.718231201171875","61.718231201171875","61.718231201171875","208","208","208"
"105000","5.7918243408203125","5.7918243408203125","5.7918243408203125","209","209","209"
"105500","9.787554740905762","9.787554740905762","9.787554740905762","210","210","210"
"106000","9.478381156921387","9.478381156921387","9.478381156921387","211","211","211"
"106500","4.425582408905029","4.425582408905029","4.425582408905029","212","212","212"
"107000","16.681325912475586","16.681325912475586","16.681325912475586","213","213","213"
"107500","6.85103702545166","6.85103702545166","6.85103702545166","214","214","214"
"108000","1.0438350439071655","1.0438350439071655","1.0438350439071655","215","215","215"
"108500","2.7447011470794678","2.7447011470794678","2.7447011470794678","216","216","216"
"109000","20.982955932617188","20.982955932617188","20.982955932617188","217","217","217"
"109500","17.961355209350586","17.961355209350586","17.961355209350586","218","218","218"
"110000","22.55958366394043","22.55958366394043","22.55958366394043","219","219","219"
"110500","1.8327213525772095","1.8327213525772095","1.8327213525772095","220","220","220"
"111000","9.021844863891602","9.021844863891602","9.021844863891602","221","221","221"
"111500","0.26710113883018494","0.26710113883018494","0.26710113883018494","222","222","222"
"112000","3.9670510292053223","3.9670510292053223","3.9670510292053223","223","223","223"
"112500","21.372745513916016","21.372745513916016","21.372745513916016","224","224","224"
"113000","1.0524333715438843","1.0524333715438843","1.0524333715438843","225","225","225"
"113500","17.32843017578125","17.32843017578125","17.32843017578125","226","226","226"
"114000","1.4802134037017822","1.4802134037017822","1.4802134037017822","227","227","227"
"114500","18.933223724365234","18.933223724365234","18.933223724365234","228","228","228"
"115000","1.5563757419586182","1.5563757419586182","1.5563757419586182","229","229","229"
"115500","1.7522659301757812","1.7522659301757812","1.7522659301757812","230","230","230"
"116000","22.947498321533203","22.947498321533203","22.947498321533203","231","231","231"
"116500","3.9055306911468506","3.9055306911468506","3.9055306911468506","232","232","232"
"117000","0.09723957628011703","0.09723957628011703","0.09723957628011703","233","233","233"
"117500","0.3131665289402008","0.3131665289402008","0.3131665289402008","234","234","234"
"118000","0.015057859010994434","0.015057859010994434","0.015057859010994434","235","235","235"
"118500","3.570850372314453","3.570850372314453","3.570850372314453","236","236","236"
"119000","3.7711403369903564","3.7711403369903564","3.7711403369903564","237","237","237"
"119500","14.669403076171875","14.669403076171875","14.669403076171875","238","238","238"
"120000","7.115236759185791","7.115236759185791","7.115236759185791","239","239","239"
"120500","2.0954766273498535","2.0954766273498535","2.0954766273498535","240","240","240"
"121000","2.824615955352783","2.824615955352783","2.824615955352783","241","241","241"
"121500","0.7857803106307983","0.7857803106307983","0.7857803106307983","242","242","242"
"122000","19.08319091796875","19.08319091796875","19.08319091796875","243","243","243"
"122500","5.752801418304443","5.752801418304443","5.752801418304443","244","244","244"
"123000","3.401670217514038","3.401670217514038","3.401670217514038","245","245","245"
"123500","5.458319187164307","5.458319187164307","5.458319187164307","246","246","246"
"124000","20.353595733642578","20.353595733642578","20.353595733642578","247","247","247"
"124500","13.554547309875488","13.554547309875488","13.554547309875488","248","248","248"
"125000","4.523682594299316","4.523682594299316","4.523682594299316","249","249","249"
"125500","15.188811302185059","15.188811302185059","15.188811302185059","250","250","250"
"126000","25.522497177124023","25.522497177124023","25.522497177124023","251","251","251"
"126500","2.416856050491333","2.416856050491333","2.416856050491333","252","252","252"
"127000","7.546128749847412","7.546128749847412","7.546128749847412","253","253","253"
"127500","37.81946563720703","37.81946563720703","37.81946563720703","254","254","254"
"128000","1.6792837381362915","1.6792837381362915","1.6792837381362915","255","255","255"
"128500","17.533039093017578","17.533039093017578","17.533039093017578","256","256","256"
"129000","2.8645477294921875","2.8645477294921875","2.8645477294921875","257","257","257"
"129500","13.228967666625977","13.228967666625977","13.228967666625977","258","258","258"
"130000","18.623640060424805","18.623640060424805","18.623640060424805","259","259","259"
"130500","3.518285036087036","3.518285036087036","3.518285036087036","260","260","260"
"131000","0.15486884117126465","0.15486884117126465","0.15486884117126465","261","261","261"
"131500","64.66116333007812","64.66116333007812","64.66116333007812","262","262","262"
"132000","1.5040829181671143","1.5040829181671143","1.5040829181671143","263","263","263"
"132500","1.2334035634994507","1.2334035634994507","1.2334035634994507","264","264","264"
"133000","0.6650493144989014","0.6650493144989014","0.6650493144989014","265","265","265"
"133500","45.88984298706055","45.88984298706055","45.88984298706055","266","266","266"
"134000","43.88300704956055","43.88300704956055","43.88300704956055","267","267","267"
"134500","15.19525146484375","15.19525146484375","15.19525146484375","268","268","268"
"135000","10.112566947937012","10.112566947937012","10.112566947937012","269","269","269"
"135500","84.39379119873047","84.39379119873047","84.39379119873047","270","270","270"
"136000","19.166772842407227","19.166772842407227","19.166772842407227","271","271","271"
"136500","6.806026458740234","6.806026458740234","6.806026458740234","272","272","272"
"137000","122.74578857421875","122.74578857421875","122.74578857421875","273","273","273"
"137500","1.3866418600082397","1.3866418600082397","1.3866418600082397","274","274","274"
"138000","1.6321684122085571","1.6321684122085571","1.6321684122085571","275","275","275"
"138500","0.561093270778656","0.561093270778656","0.561093270778656","276","276","276"
"139000","6.64058780670166","6.64058780670166","6.64058780670166","277","277","277"
"139500","5.36276388168335","5.36276388168335","5.36276388168335","278","278","278"
"140000","6.781142711639404","6.781142711639404","6.781142711639404","279","279","279"
"140500","0.06958473473787308","0.06958473473787308","0.06958473473787308","280","280","280"
"141000","2.4257309436798096","2.4257309436798096","2.4257309436798096","281","281","281"
"141500","1.0970176458358765","1.0970176458358765","1.0970176458358765","282","282","282"
"142000","1.5847749710083008","1.5847749710083008","1.5847749710083008","283","283","283"
"142500","11.567326545715332","11.567326545715332","11.567326545715332","284","284","284"
"143000","66.02839660644531","66.02839660644531","66.02839660644531","285","285","285"
"143500","137.33203125","137.33203125","137.33203125","286","286","286"
"144000","3.423781633377075","3.423781633377075","3.423781633377075","287","287","287"
"144500","9.408291816711426","9.408291816711426","9.408291816711426","288","288","288"
"145000","19.85022735595703","19.85022735595703","19.85022735595703","289","289","289"
"145500","17.020273208618164","17.020273208618164","17.020273208618164","290","290","290"
"146000","14.521966934204102","14.521966934204102","14.521966934204102","291","291","291"
"146500","1.0618349313735962","1.0618349313735962","1.0618349313735962","292","292","292"
"147000","47.97010040283203","47.97010040283203","47.97010040283203","293","293","293"
"147500","9.200687408447266","9.200687408447266","9.200687408447266","294","294","294"
"148000","4.7055559158325195","4.7055559158325195","4.7055559158325195","295","295","295"
"148500","4.296003818511963","4.296003818511963","4.296003818511963","296","296","296"
"149000","4.01043176651001","4.01043176651001","4.01043176651001","297","297","297"
"149500","2.9379723072052","2.9379723072052","2.9379723072052","298","298","298"
"150000","0.8783504366874695","0.8783504366874695","0.8783504366874695","299","299","299"
"150500","3.1220133304595947","3.1220133304595947","3.1220133304595947","300","300","300"
"151000","20.160903930664062","20.160903930664062","20.160903930664062","301","301","301"
"151500","1.4173063039779663","1.4173063039779663","1.4173063039779663","302","302","302"
"152000","0.5227121114730835","0.5227121114730835","0.5227121114730835","303","303","303"
"152500","0.061589278280735016","0.061589278280735016","0.061589278280735016","304","304","304"
"153000","3.1255404949188232","3.1255404949188232","3.1255404949188232","305","305","305"
"153500","5.470093250274658","5.470093250274658","5.470093250274658","306","306","306"
"154000","14.128100395202637","14.128100395202637","14.128100395202637","307","307","307"
"154500","4.173913478851318","4.173913478851318","4.173913478851318","308","308","308"
"155000","12.325284004211426","12.325284004211426","12.325284004211426","309","309","309"
"155500","2.5143284797668457","2.5143284797668457","2.5143284797668457","310","310","310"
"156000","6.631784915924072","6.631784915924072","6.631784915924072","311","311","311"
"156500","6.569385051727295","6.569385051727295","6.569385051727295","312","312","312"
"157000","0.8765602111816406","0.8765602111816406","0.8765602111816406","313","313","313"
"157500","2.640920400619507","2.640920400619507","2.640920400619507","314","314","314"
"158000","4.7564239501953125","4.7564239501953125","4.7564239501953125","315","315","315"
"158500","30.379690170288086","30.379690170288086","30.379690170288086","316","316","316"
"159000","0.017127079889178276","0.017127079889178276","0.017127079889178276","317","317","317"
"159500","1.638068437576294","1.638068437576294","1.638068437576294","318","318","318"
"160000","24.490726470947266","24.490726470947266","24.490726470947266","319","319","319"
"160500","73.23662567138672","73.23662567138672","73.23662567138672","320","320","320"
"161000","33.66755294799805","33.66755294799805","33.66755294799805","321","321","321"
"161500","0.9467496871948242","0.9467496871948242","0.9467496871948242","322","322","322"
"162000","14.442575454711914","14.442575454711914","14.442575454711914","323","323","323"
"162500","14.883572578430176","14.883572578430176","14.883572578430176","324","324","324"
"163000","4.754160404205322","4.754160404205322","4.754160404205322","325","325","325"
"163500","0.9159591794013977","0.9159591794013977","0.9159591794013977","326","326","326"
"164000","2.3291661739349365","2.3291661739349365","2.3291661739349365","327","327","327"
"164500","28.36227798461914","28.36227798461914","28.36227798461914","328","328","328"
"165000","27.066150665283203","27.066150665283203","27.066150665283203","329","329","329"
"165500","10.226832389831543","10.226832389831543","10.226832389831543","330","330","330"
"166000","33.99751663208008","33.99751663208008","33.99751663208008","331","331","331"
"166500","73.51958465576172","73.51958465576172","73.51958465576172","332","332","332"
"167000","75.76228332519531","75.76228332519531","75.76228332519531","333","333","333"
"167500","6.288093090057373","6.288093090057373","6.288093090057373","334","334","334"
"168000","40.13882064819336","40.13882064819336","40.13882064819336","335","335","335"
"168500","6.019417762756348","6.019417762756348","6.019417762756348","336","336","336"
"169000","6.820971965789795","6.820971965789795","6.820971965789795","337","337","337"
"169500","29.606735229492188","29.606735229492188","29.606735229492188","338","338","338"
"170000","31.891529083251953","31.891529083251953","31.891529083251953","339","339","339"
"170500","19.625459671020508","19.625459671020508","19.625459671020508","340","340","340"
"171000","16.363433837890625","16.363433837890625","16.363433837890625","341","341","341"
"171500","10.94806957244873","10.94806957244873","10.94806957244873","342","342","342"
"172000","15.678857803344727","15.678857803344727","15.678857803344727","343","343","343"
"172500","10.892529487609863","10.892529487609863","10.892529487609863","344","344","344"
"173000","15.252161979675293","15.252161979675293","15.252161979675293","345","345","345"
"173500","11.26655101776123","11.26655101776123","11.26655101776123","346","346","346"
"174000","8.9301176071167","8.9301176071167","8.9301176071167","347","347","347"
"174500","0.5300193428993225","0.5300193428993225","0.5300193428993225","348","348","348"
"175000","2.2701833248138428","2.2701833248138428","2.2701833248138428","349","349","349"
"175500","13.343432426452637","13.343432426452637","13.343432426452637","350","350","350"
"176000","7.740151882171631","7.740151882171631","7.740151882171631","351","351","351"
"176500","1.438480257987976","1.438480257987976","1.438480257987976","352","352","352"
"177000","6.102814674377441","6.102814674377441","6.102814674377441","353","353","353"
"177500","0.13674266636371613","0.13674266636371613","0.13674266636371613","354","354","354"
"178000","23.633438110351562","23.633438110351562","23.633438110351562","355","355","355"
"178500","3.8477208614349365","3.8477208614349365","3.8477208614349365","356","356","356"
"179000","1.1420186758041382","1.1420186758041382","1.1420186758041382","357","357","357"
"179500","8.633976936340332","8.633976936340332","8.633976936340332","358","358","358"
"180000","22.01007080078125","22.01007080078125","22.01007080078125","359","359","359"
"180500","10.649380683898926","10.649380683898926","10.649380683898926","360","360","360"
"181000","1.5848361253738403","1.5848361253738403","1.5848361253738403","361","361","361"
"181500","5.035923004150391","5.035923004150391","5.035923004150391","362","362","362"
"182000","47.877098083496094","47.877098083496094","47.877098083496094","363","363","363"
"182500","9.559693336486816","9.559693336486816","9.559693336486816","364","364","364"
"183000","13.360359191894531","13.360359191894531","13.360359191894531","365","365","365"
"183500","5.75446081161499","5.75446081161499","5.75446081161499","366","366","366"
"184000","5.147575378417969","5.147575378417969","5.147575378417969","367","367","367"
"184500","1.714297890663147","1.714297890663147","1.714297890663147","368","368","368"
"185000","55.49733352661133","55.49733352661133","55.49733352661133","369","369","369"
"185500","7.319149017333984","7.319149017333984","7.319149017333984","370","370","370"
"186000","24.80893898010254","24.80893898010254","24.80893898010254","371","371","371"
"186500","7.000255107879639","7.000255107879639","7.000255107879639","372","372","372"
"187000","7.571054935455322","7.571054935455322","7.571054935455322","373","373","373"
"187500","6.215906620025635","6.215906620025635","6.215906620025635","374","374","374"
"188000","42.94511032104492","42.94511032104492","42.94511032104492","375","375","375"
"188500","9.679047584533691","9.679047584533691","9.679047584533691","376","376","376"
"189000","58.8331298828125","58.8331298828125","58.8331298828125","377","377","377"
"189500","0.7125843167304993","0.7125843167304993","0.7125843167304993","378","378","378"
"190000","3.175051212310791","3.175051212310791","3.175051212310791","379","379","379"
"190500","6.993939399719238","6.993939399719238","6.993939399719238","380","380","380"
