"global_step","251213_useLessPoint - train/loss","251213_useLessPoint - train/loss__MIN","251213_useLessPoint - train/loss__MAX","251213_useLessPoint - _step","251213_useLessPoint - _step__MIN","251213_useLessPoint - _step__MAX"
"252000","2.0437920093536377","2.0437920093536377","2.0437920093536377","125","125","125"
"254000","1.9286808967590332","1.9286808967590332","1.9286808967590332","126","126","126"
"256000","2.7257015705108643","2.7257015705108643","2.7257015705108643","127","127","127"
"258000","7.7307844161987305","7.7307844161987305","7.7307844161987305","128","128","128"
"260000","7.615695476531982","7.615695476531982","7.615695476531982","129","129","129"
"262000","5.278534889221191","5.278534889221191","5.278534889221191","130","130","130"
"264000","4.104217529296875","4.104217529296875","4.104217529296875","131","131","131"
"266000","2.8496015071868896","2.8496015071868896","2.8496015071868896","132","132","132"
"268000","2.6445813179016113","2.6445813179016113","2.6445813179016113","133","133","133"
"270000","3.8082449436187744","3.8082449436187744","3.8082449436187744","134","134","134"
"272000","2.4744694232940674","2.4744694232940674","2.4744694232940674","135","135","135"
"274000","2.681978225708008","2.681978225708008","2.681978225708008","136","136","136"
"276000","2.249152898788452","2.249152898788452","2.249152898788452","137","137","137"
"278000","2.439253091812134","2.439253091812134","2.439253091812134","138","138","138"
"280000","3.8108458518981934","3.8108458518981934","3.8108458518981934","139","139","139"
"282000","8.558296203613281","8.558296203613281","8.558296203613281","140","140","140"
"284000","6.827306270599365","6.827306270599365","6.827306270599365","141","141","141"
"286000","4.046022415161133","4.046022415161133","4.046022415161133","142","142","142"
"288000","3.7915425300598145","3.7915425300598145","3.7915425300598145","143","143","143"
"290000","4.841507434844971","4.841507434844971","4.841507434844971","144","144","144"
"292000","7.1370673179626465","7.1370673179626465","7.1370673179626465","145","145","145"
"294000","4.441572666168213","4.441572666168213","4.441572666168213","146","146","146"
"296000","2.8979616165161133","2.8979616165161133","2.8979616165161133","147","147","147"
"298000","5.0111002922058105","5.0111002922058105","5.0111002922058105","148","148","148"
"300000","6.6723246574401855","6.6723246574401855","6.6723246574401855","149","149","149"
"302000","4.349917888641357","4.349917888641357","4.349917888641357","150","150","150"
"304000","1.9043620824813843","1.9043620824813843","1.9043620824813843","151","151","151"
"306000","2.2924699783325195","2.2924699783325195","2.2924699783325195","152","152","152"
"308000","3.959672451019287","3.959672451019287","3.959672451019287","153","153","153"
"310000","4.88893985748291","4.88893985748291","4.88893985748291","154","154","154"
"312000","2.2334351539611816","2.2334351539611816","2.2334351539611816","155","155","155"
"314000","4.884510517120361","4.884510517120361","4.884510517120361","156","156","156"
"316000","2.639561176300049","2.639561176300049","2.639561176300049","157","157","157"
"318000","1.7189282178878784","1.7189282178878784","1.7189282178878784","158","158","158"
"320000","3.2236618995666504","3.2236618995666504","3.2236618995666504","159","159","159"
"322000","6.157975673675537","6.157975673675537","6.157975673675537","160","160","160"
"324000","5.546664714813232","5.546664714813232","5.546664714813232","161","161","161"
"326000","1.494285225868225","1.494285225868225","1.494285225868225","162","162","162"
"328000","1.8098009824752808","1.8098009824752808","1.8098009824752808","163","163","163"
"330000","4.418920993804932","4.418920993804932","4.418920993804932","164","164","164"
"332000","2.298314094543457","2.298314094543457","2.298314094543457","165","165","165"
"334000","2.624185562133789","2.624185562133789","2.624185562133789","166","166","166"
"336000","2.1907413005828857","2.1907413005828857","2.1907413005828857","167","167","167"
"338000","2.613905429840088","2.613905429840088","2.613905429840088","168","168","168"
"340000","1.6847891807556152","1.6847891807556152","1.6847891807556152","169","169","169"
"342000","1.2806100845336914","1.2806100845336914","1.2806100845336914","170","170","170"
"344000","1.5330348014831543","1.5330348014831543","1.5330348014831543","171","171","171"
"346000","1.9670625925064087","1.9670625925064087","1.9670625925064087","172","172","172"
"348000","5.1599578857421875","5.1599578857421875","5.1599578857421875","173","173","173"
"350000","3.2020487785339355","3.2020487785339355","3.2020487785339355","174","174","174"
"352000","2.693531036376953","2.693531036376953","2.693531036376953","175","175","175"
"354000","4.704543590545654","4.704543590545654","4.704543590545654","176","176","176"
"356000","2.473896026611328","2.473896026611328","2.473896026611328","177","177","177"
"358000","1.6549427509307861","1.6549427509307861","1.6549427509307861","178","178","178"
"360000","1.8431047201156616","1.8431047201156616","1.8431047201156616","179","179","179"
"362000","1.5769085884094238","1.5769085884094238","1.5769085884094238","180","180","180"
"364000","4.566932678222656","4.566932678222656","4.566932678222656","181","181","181"
"366000","2.785194158554077","2.785194158554077","2.785194158554077","182","182","182"
"368000","2.0987823009490967","2.0987823009490967","2.0987823009490967","183","183","183"
"370000","3.9787392616271973","3.9787392616271973","3.9787392616271973","184","184","184"
"372000","3.0901474952697754","3.0901474952697754","3.0901474952697754","185","185","185"
"374000","1.4570006132125854","1.4570006132125854","1.4570006132125854","186","186","186"
"376000","1.6734989881515503","1.6734989881515503","1.6734989881515503","187","187","187"
"378000","2.0290746688842773","2.0290746688842773","2.0290746688842773","188","188","188"
"380000","3.335334300994873","3.335334300994873","3.335334300994873","189","189","189"
"382000","3.777559518814087","3.777559518814087","3.777559518814087","190","190","190"
"384000","2.6992673873901367","2.6992673873901367","2.6992673873901367","191","191","191"
"386000","5.557984352111816","5.557984352111816","5.557984352111816","192","192","192"
"388000","2.9617772102355957","2.9617772102355957","2.9617772102355957","193","193","193"
"390000","3.7907490730285645","3.7907490730285645","3.7907490730285645","194","194","194"
"392000","1.4315661191940308","1.4315661191940308","1.4315661191940308","195","195","195"
"394000","1.9132484197616577","1.9132484197616577","1.9132484197616577","196","196","196"
"396000","2.298992395401001","2.298992395401001","2.298992395401001","197","197","197"
"398000","1.4652998447418213","1.4652998447418213","1.4652998447418213","198","198","198"
"400000","2.3541512489318848","2.3541512489318848","2.3541512489318848","199","199","199"
"402000","2.946237087249756","2.946237087249756","2.946237087249756","200","200","200"
"404000","5.850622177124023","5.850622177124023","5.850622177124023","201","201","201"
"406000","3.321754217147827","3.321754217147827","3.321754217147827","202","202","202"
"408000","2.4319467544555664","2.4319467544555664","2.4319467544555664","203","203","203"
"410000","1.8908873796463013","1.8908873796463013","1.8908873796463013","204","204","204"
"412000","2.1273066997528076","2.1273066997528076","2.1273066997528076","205","205","205"
"414000","3.4590461254119873","3.4590461254119873","3.4590461254119873","206","206","206"
"416000","4.8488450050354","4.8488450050354","4.8488450050354","207","207","207"
"418000","3.888448476791382","3.888448476791382","3.888448476791382","208","208","208"
"420000","1.408286213874817","1.408286213874817","1.408286213874817","209","209","209"
"422000","3.151715040206909","3.151715040206909","3.151715040206909","210","210","210"
"424000","4.237504005432129","4.237504005432129","4.237504005432129","211","211","211"
"426000","3.400575637817383","3.400575637817383","3.400575637817383","212","212","212"
"428000","1.5688763856887817","1.5688763856887817","1.5688763856887817","213","213","213"
"430000","2.2558083534240723","2.2558083534240723","2.2558083534240723","214","214","214"
"432000","1.479895830154419","1.479895830154419","1.479895830154419","215","215","215"
"434000","1.7049025297164917","1.7049025297164917","1.7049025297164917","216","216","216"
"436000","1.9597482681274414","1.9597482681274414","1.9597482681274414","217","217","217"
"438000","1.549147129058838","1.549147129058838","1.549147129058838","218","218","218"
"440000","1.5406337976455688","1.5406337976455688","1.5406337976455688","219","219","219"
"442000","2.077176809310913","2.077176809310913","2.077176809310913","220","220","220"
"444000","4.847660541534424","4.847660541534424","4.847660541534424","221","221","221"
"446000","5.298038005828857","5.298038005828857","5.298038005828857","222","222","222"
"448000","2.958566427230835","2.958566427230835","2.958566427230835","223","223","223"
"450000","7.457919597625732","7.457919597625732","7.457919597625732","224","224","224"
"452000","2.3287720680236816","2.3287720680236816","2.3287720680236816","225","225","225"
"454000","1.6726024150848389","1.6726024150848389","1.6726024150848389","226","226","226"
"456000","2.1543078422546387","2.1543078422546387","2.1543078422546387","227","227","227"
"458000","1.3143820762634277","1.3143820762634277","1.3143820762634277","228","228","228"
"460000","6.709416389465332","6.709416389465332","6.709416389465332","229","229","229"
"462000","6.117366313934326","6.117366313934326","6.117366313934326","230","230","230"
"464000","2.724820137023926","2.724820137023926","2.724820137023926","231","231","231"
"466000","1.774553656578064","1.774553656578064","1.774553656578064","232","232","232"
"468000","4.011127948760986","4.011127948760986","4.011127948760986","233","233","233"
"470000","2.380103826522827","2.380103826522827","2.380103826522827","234","234","234"
"472000","2.726412296295166","2.726412296295166","2.726412296295166","235","235","235"
"474000","1.293343186378479","1.293343186378479","1.293343186378479","236","236","236"
"476000","3.7832133769989014","3.7832133769989014","3.7832133769989014","237","237","237"
"478000","3.178940773010254","3.178940773010254","3.178940773010254","238","238","238"
"480000","1.0683364868164062","1.0683364868164062","1.0683364868164062","239","239","239"
"482000","2.7393248081207275","2.7393248081207275","2.7393248081207275","240","240","240"
"484000","5.702838897705078","5.702838897705078","5.702838897705078","241","241","241"
"486000","1.8133337497711182","1.8133337497711182","1.8133337497711182","242","242","242"
"488000","2.0345611572265625","2.0345611572265625","2.0345611572265625","243","243","243"
"490000","2.5792107582092285","2.5792107582092285","2.5792107582092285","244","244","244"
"492000","3.305453062057495","3.305453062057495","3.305453062057495","245","245","245"
"494000","4.247127056121826","4.247127056121826","4.247127056121826","246","246","246"
"496000","2.033938407897949","2.033938407897949","2.033938407897949","247","247","247"
"498000","7.263033390045166","7.263033390045166","7.263033390045166","248","248","248"
"500000","1.7840510606765747","1.7840510606765747","1.7840510606765747","249","249","249"
"502000","4.578444957733154","4.578444957733154","4.578444957733154","250","250","250"
"504000","5.459181308746338","5.459181308746338","5.459181308746338","251","251","251"
"506000","2.668517827987671","2.668517827987671","2.668517827987671","252","252","252"
"508000","1.4282610416412354","1.4282610416412354","1.4282610416412354","253","253","253"
"510000","3.5545735359191895","3.5545735359191895","3.5545735359191895","254","254","254"
"512000","6.479163646697998","6.479163646697998","6.479163646697998","255","255","255"
"514000","3.884683847427368","3.884683847427368","3.884683847427368","256","256","256"
"516000","1.8724701404571533","1.8724701404571533","1.8724701404571533","257","257","257"
"518000","1.9417195320129395","1.9417195320129395","1.9417195320129395","258","258","258"
"520000","5.4337873458862305","5.4337873458862305","5.4337873458862305","259","259","259"
"522000","3.3564164638519287","3.3564164638519287","3.3564164638519287","260","260","260"
"524000","7.737268447875977","7.737268447875977","7.737268447875977","261","261","261"
"526000","8.928380966186523","8.928380966186523","8.928380966186523","262","262","262"
"528000","4.056187152862549","4.056187152862549","4.056187152862549","263","263","263"
"530000","1.7438982725143433","1.7438982725143433","1.7438982725143433","264","264","264"
"532000","6.759376049041748","6.759376049041748","6.759376049041748","265","265","265"
"534000","3.2263071537017822","3.2263071537017822","3.2263071537017822","266","266","266"
"536000","1.9256101846694946","1.9256101846694946","1.9256101846694946","267","267","267"
"538000","2.5358362197875977","2.5358362197875977","2.5358362197875977","268","268","268"
"540000","2.4230568408966064","2.4230568408966064","2.4230568408966064","269","269","269"
"542000","2.3043482303619385","2.3043482303619385","2.3043482303619385","270","270","270"
"544000","3.4217300415039062","3.4217300415039062","3.4217300415039062","271","271","271"
"546000","1.3256245851516724","1.3256245851516724","1.3256245851516724","272","272","272"
"548000","4.02810001373291","4.02810001373291","4.02810001373291","273","273","273"
"550000","5.60458517074585","5.60458517074585","5.60458517074585","274","274","274"
"552000","1.8494200706481934","1.8494200706481934","1.8494200706481934","275","275","275"
"554000","5.2322845458984375","5.2322845458984375","5.2322845458984375","276","276","276"
"556000","5.024528503417969","5.024528503417969","5.024528503417969","277","277","277"
"558000","4.853204727172852","4.853204727172852","4.853204727172852","278","278","278"
"560000","3.153348207473755","3.153348207473755","3.153348207473755","279","279","279"
"562000","1.7262574434280396","1.7262574434280396","1.7262574434280396","280","280","280"
"564000","6.326665878295898","6.326665878295898","6.326665878295898","281","281","281"
"566000","3.3259031772613525","3.3259031772613525","3.3259031772613525","282","282","282"
"568000","3.8731820583343506","3.8731820583343506","3.8731820583343506","283","283","283"
"570000","5.004734516143799","5.004734516143799","5.004734516143799","284","284","284"
"572000","4.945682525634766","4.945682525634766","4.945682525634766","285","285","285"
"574000","2.47221302986145","2.47221302986145","2.47221302986145","286","286","286"
"576000","2.6548705101013184","2.6548705101013184","2.6548705101013184","287","287","287"
"578000","4.262346267700195","4.262346267700195","4.262346267700195","288","288","288"
"580000","0.918839156627655","0.918839156627655","0.918839156627655","289","289","289"
"582000","2.9420738220214844","2.9420738220214844","2.9420738220214844","290","290","290"
"584000","3.208010196685791","3.208010196685791","3.208010196685791","291","291","291"
"586000","2.098804473876953","2.098804473876953","2.098804473876953","292","292","292"
"588000","1.650721549987793","1.650721549987793","1.650721549987793","293","293","293"
"590000","2.7420904636383057","2.7420904636383057","2.7420904636383057","294","294","294"
"592000","1.943376064300537","1.943376064300537","1.943376064300537","295","295","295"
"594000","2.3352816104888916","2.3352816104888916","2.3352816104888916","296","296","296"
"596000","1.7469743490219116","1.7469743490219116","1.7469743490219116","297","297","297"
"598000","6.619105339050293","6.619105339050293","6.619105339050293","298","298","298"
"600000","1.7054253816604614","1.7054253816604614","1.7054253816604614","299","299","299"
"602000","2.9853551387786865","2.9853551387786865","2.9853551387786865","300","300","300"
"604000","2.816474676132202","2.816474676132202","2.816474676132202","301","301","301"
"606000","6.067899227142334","6.067899227142334","6.067899227142334","302","302","302"
"608000","2.7709314823150635","2.7709314823150635","2.7709314823150635","303","303","303"
"610000","2.3182501792907715","2.3182501792907715","2.3182501792907715","304","304","304"
"612000","2.349769353866577","2.349769353866577","2.349769353866577","305","305","305"
"614000","1.7580751180648804","1.7580751180648804","1.7580751180648804","306","306","306"
"616000","2.481067419052124","2.481067419052124","2.481067419052124","307","307","307"
"618000","2.3919618129730225","2.3919618129730225","2.3919618129730225","308","308","308"
"620000","1.236378788948059","1.236378788948059","1.236378788948059","309","309","309"
"622000","1.075218677520752","1.075218677520752","1.075218677520752","310","310","310"
"624000","1.2018049955368042","1.2018049955368042","1.2018049955368042","311","311","311"
"626000","2.2203590869903564","2.2203590869903564","2.2203590869903564","312","312","312"
"628000","2.3084919452667236","2.3084919452667236","2.3084919452667236","313","313","313"
"630000","3.1582190990448","3.1582190990448","3.1582190990448","314","314","314"
"632000","4.458285808563232","4.458285808563232","4.458285808563232","315","315","315"
"634000","4.1633524894714355","4.1633524894714355","4.1633524894714355","316","316","316"
"636000","5.239355564117432","5.239355564117432","5.239355564117432","317","317","317"
"638000","3.318978786468506","3.318978786468506","3.318978786468506","318","318","318"
"640000","2.0003602504730225","2.0003602504730225","2.0003602504730225","319","319","319"
"642000","1.5926152467727661","1.5926152467727661","1.5926152467727661","320","320","320"
"644000","1.126982569694519","1.126982569694519","1.126982569694519","321","321","321"
"646000","3.711872100830078","3.711872100830078","3.711872100830078","322","322","322"
"648000","1.996815800666809","1.996815800666809","1.996815800666809","323","323","323"
"650000","2.2338027954101562","2.2338027954101562","2.2338027954101562","324","324","324"
"652000","2.812518835067749","2.812518835067749","2.812518835067749","325","325","325"
"654000","2.335845708847046","2.335845708847046","2.335845708847046","326","326","326"
"656000","3.054894208908081","3.054894208908081","3.054894208908081","327","327","327"
"658000","2.0039031505584717","2.0039031505584717","2.0039031505584717","328","328","328"
"660000","1.4673925638198853","1.4673925638198853","1.4673925638198853","329","329","329"
"662000","2.3933088779449463","2.3933088779449463","2.3933088779449463","330","330","330"
"664000","1.1756011247634888","1.1756011247634888","1.1756011247634888","331","331","331"
"666000","4.108123302459717","4.108123302459717","4.108123302459717","332","332","332"
"668000","2.198805570602417","2.198805570602417","2.198805570602417","333","333","333"
"670000","2.38667368888855","2.38667368888855","2.38667368888855","334","334","334"
"672000","2.895068883895874","2.895068883895874","2.895068883895874","335","335","335"
"674000","4.719587326049805","4.719587326049805","4.719587326049805","336","336","336"
"676000","3.450315475463867","3.450315475463867","3.450315475463867","337","337","337"
"678000","3.2157042026519775","3.2157042026519775","3.2157042026519775","338","338","338"
"680000","2.2650444507598877","2.2650444507598877","2.2650444507598877","339","339","339"
"682000","4.325928688049316","4.325928688049316","4.325928688049316","340","340","340"
"684000","2.6849851608276367","2.6849851608276367","2.6849851608276367","341","341","341"
"686000","6.866652011871338","6.866652011871338","6.866652011871338","342","342","342"
"688000","7.359757423400879","7.359757423400879","7.359757423400879","343","343","343"
"690000","2.6039927005767822","2.6039927005767822","2.6039927005767822","344","344","344"
"692000","2.8230974674224854","2.8230974674224854","2.8230974674224854","345","345","345"
"694000","4.060095310211182","4.060095310211182","4.060095310211182","346","346","346"
"696000","4.159924507141113","4.159924507141113","4.159924507141113","347","347","347"
"698000","3.6391868591308594","3.6391868591308594","3.6391868591308594","348","348","348"
"700000","4.712542533874512","4.712542533874512","4.712542533874512","349","349","349"
"702000","2.64397931098938","2.64397931098938","2.64397931098938","350","350","350"
"704000","3.786442995071411","3.786442995071411","3.786442995071411","351","351","351"
"706000","3.3991219997406006","3.3991219997406006","3.3991219997406006","352","352","352"
"708000","1.7330353260040283","1.7330353260040283","1.7330353260040283","353","353","353"
"710000","2.731822967529297","2.731822967529297","2.731822967529297","354","354","354"
"712000","2.3151257038116455","2.3151257038116455","2.3151257038116455","355","355","355"
"714000","2.8910043239593506","2.8910043239593506","2.8910043239593506","356","356","356"
"716000","2.176079511642456","2.176079511642456","2.176079511642456","357","357","357"
"718000","2.6824450492858887","2.6824450492858887","2.6824450492858887","358","358","358"
"720000","2.6339147090911865","2.6339147090911865","2.6339147090911865","359","359","359"
"722000","3.8138859272003174","3.8138859272003174","3.8138859272003174","360","360","360"
"724000","4.235634803771973","4.235634803771973","4.235634803771973","361","361","361"
"726000","3.0882320404052734","3.0882320404052734","3.0882320404052734","362","362","362"
"728000","2.051172971725464","2.051172971725464","2.051172971725464","363","363","363"
"730000","1.3833332061767578","1.3833332061767578","1.3833332061767578","364","364","364"
"732000","2.3482449054718018","2.3482449054718018","2.3482449054718018","365","365","365"
"734000","6.803842544555664","6.803842544555664","6.803842544555664","366","366","366"
"736000","2.7309579849243164","2.7309579849243164","2.7309579849243164","367","367","367"
"738000","3.320174217224121","3.320174217224121","3.320174217224121","368","368","368"
"740000","3.001591444015503","3.001591444015503","3.001591444015503","369","369","369"
"742000","3.4832630157470703","3.4832630157470703","3.4832630157470703","370","370","370"
"744000","1.933005928993225","1.933005928993225","1.933005928993225","371","371","371"
"746000","2.8271872997283936","2.8271872997283936","2.8271872997283936","372","372","372"
"748000","1.9014933109283447","1.9014933109283447","1.9014933109283447","373","373","373"
"750000","2.2373745441436768","2.2373745441436768","2.2373745441436768","374","374","374"
"752000","2.3629636764526367","2.3629636764526367","2.3629636764526367","375","375","375"
"754000","2.4919209480285645","2.4919209480285645","2.4919209480285645","376","376","376"
"756000","3.041242837905884","3.041242837905884","3.041242837905884","377","377","377"
"758000","7.268429279327393","7.268429279327393","7.268429279327393","378","378","378"
"760000","1.505280613899231","1.505280613899231","1.505280613899231","379","379","379"
"762000","1.7138235569000244","1.7138235569000244","1.7138235569000244","380","380","380"
