"global_step","251213_useLessPoint - train/value_loss","251213_useLessPoint - train/value_loss__MIN","251213_useLessPoint - train/value_loss__MAX","251213_useLessPoint - _step","251213_useLessPoint - _step__MIN","251213_useLessPoint - _step__MAX"
"768000","9.622335433959961","9.622335433959961","9.622335433959961","383","383","383"
"770000","7.843336582183838","7.843336582183838","7.843336582183838","384","384","384"
"772000","7.809925556182861","7.809925556182861","7.809925556182861","385","385","385"
"774000","8.712267875671387","8.712267875671387","8.712267875671387","386","386","386"
"776000","7.021944999694824","7.021944999694824","7.021944999694824","387","387","387"
"778000","6.703579425811768","6.703579425811768","6.703579425811768","388","388","388"
"780000","9.137725830078125","9.137725830078125","9.137725830078125","389","389","389"
"782000","9.019401550292969","9.019401550292969","9.019401550292969","390","390","390"
"784000","5.348546981811523","5.348546981811523","5.348546981811523","391","391","391"
"786000","8.731961250305176","8.731961250305176","8.731961250305176","392","392","392"
"788000","8.361822128295898","8.361822128295898","8.361822128295898","393","393","393"
"790000","8.213630676269531","8.213630676269531","8.213630676269531","394","394","394"
"792000","9.59230899810791","9.59230899810791","9.59230899810791","395","395","395"
"794000","10.414149284362793","10.414149284362793","10.414149284362793","396","396","396"
"796000","5.638062000274658","5.638062000274658","5.638062000274658","397","397","397"
"798000","14.842228889465332","14.842228889465332","14.842228889465332","398","398","398"
"800000","10.744782447814941","10.744782447814941","10.744782447814941","399","399","399"
"802000","7.437729835510254","7.437729835510254","7.437729835510254","400","400","400"
"804000","5.169301509857178","5.169301509857178","5.169301509857178","401","401","401"
"806000","3.839876413345337","3.839876413345337","3.839876413345337","402","402","402"
"808000","13.530807495117188","13.530807495117188","13.530807495117188","403","403","403"
"810000","8.35292911529541","8.35292911529541","8.35292911529541","404","404","404"
"812000","9.320045471191406","9.320045471191406","9.320045471191406","405","405","405"
"814000","5.816052436828613","5.816052436828613","5.816052436828613","406","406","406"
"816000","5.019055366516113","5.019055366516113","5.019055366516113","407","407","407"
"818000","5.441742420196533","5.441742420196533","5.441742420196533","408","408","408"
"820000","12.07017993927002","12.07017993927002","12.07017993927002","409","409","409"
"822000","4.810858726501465","4.810858726501465","4.810858726501465","410","410","410"
"824000","7.5408034324646","7.5408034324646","7.5408034324646","411","411","411"
"826000","5.923017501831055","5.923017501831055","5.923017501831055","412","412","412"
"828000","5.879826545715332","5.879826545715332","5.879826545715332","413","413","413"
"830000","3.437577724456787","3.437577724456787","3.437577724456787","414","414","414"
"832000","11.143649101257324","11.143649101257324","11.143649101257324","415","415","415"
"834000","5.952596664428711","5.952596664428711","5.952596664428711","416","416","416"
"836000","4.302333831787109","4.302333831787109","4.302333831787109","417","417","417"
"838000","9.811470985412598","9.811470985412598","9.811470985412598","418","418","418"
"840000","12.963807106018066","12.963807106018066","12.963807106018066","419","419","419"
"842000","3.705937385559082","3.705937385559082","3.705937385559082","420","420","420"
"844000","5.902401924133301","5.902401924133301","5.902401924133301","421","421","421"
"846000","6.3278889656066895","6.3278889656066895","6.3278889656066895","422","422","422"
"848000","9.883171081542969","9.883171081542969","9.883171081542969","423","423","423"
"850000","14.137566566467285","14.137566566467285","14.137566566467285","424","424","424"
"852000","4.834239959716797","4.834239959716797","4.834239959716797","425","425","425"
"854000","7.756260871887207","7.756260871887207","7.756260871887207","426","426","426"
"856000","9.219300270080566","9.219300270080566","9.219300270080566","427","427","427"
"858000","5.492845058441162","5.492845058441162","5.492845058441162","428","428","428"
"860000","5.783599853515625","5.783599853515625","5.783599853515625","429","429","429"
"862000","10.04240608215332","10.04240608215332","10.04240608215332","430","430","430"
"864000","11.111769676208496","11.111769676208496","11.111769676208496","431","431","431"
"866000","10.443798065185547","10.443798065185547","10.443798065185547","432","432","432"
"868000","15.190387725830078","15.190387725830078","15.190387725830078","433","433","433"
"870000","17.066125869750977","17.066125869750977","17.066125869750977","434","434","434"
"872000","8.013031005859375","8.013031005859375","8.013031005859375","435","435","435"
"874000","12.48353099822998","12.48353099822998","12.48353099822998","436","436","436"
"876000","14.233135223388672","14.233135223388672","14.233135223388672","437","437","437"
"878000","7.411859035491943","7.411859035491943","7.411859035491943","438","438","438"
"880000","8.867895126342773","8.867895126342773","8.867895126342773","439","439","439"
"882000","9.424283027648926","9.424283027648926","9.424283027648926","440","440","440"
"884000","6.728390216827393","6.728390216827393","6.728390216827393","441","441","441"
"886000","6.286925792694092","6.286925792694092","6.286925792694092","442","442","442"
"888000","21.096647262573242","21.096647262573242","21.096647262573242","443","443","443"
"890000","4.6170196533203125","4.6170196533203125","4.6170196533203125","444","444","444"
"892000","6.072834014892578","6.072834014892578","6.072834014892578","445","445","445"
"894000","7.572291851043701","7.572291851043701","7.572291851043701","446","446","446"
"896000","18.498062133789062","18.498062133789062","18.498062133789062","447","447","447"
"898000","10.373733520507812","10.373733520507812","10.373733520507812","448","448","448"
"900000","10.913853645324707","10.913853645324707","10.913853645324707","449","449","449"
"902000","8.055826187133789","8.055826187133789","8.055826187133789","450","450","450"
"904000","6.712955474853516","6.712955474853516","6.712955474853516","451","451","451"
"906000","11.11178970336914","11.11178970336914","11.11178970336914","452","452","452"
"908000","11.169404983520508","11.169404983520508","11.169404983520508","453","453","453"
"910000","5.062007427215576","5.062007427215576","5.062007427215576","454","454","454"
"912000","7.856594562530518","7.856594562530518","7.856594562530518","455","455","455"
"914000","9.824726104736328","9.824726104736328","9.824726104736328","456","456","456"
"916000","10.078642845153809","10.078642845153809","10.078642845153809","457","457","457"
"918000","4.50617790222168","4.50617790222168","4.50617790222168","458","458","458"
"920000","7.818787574768066","7.818787574768066","7.818787574768066","459","459","459"
"922000","3.0527045726776123","3.0527045726776123","3.0527045726776123","460","460","460"
"924000","10.056455612182617","10.056455612182617","10.056455612182617","461","461","461"
"926000","10.454957008361816","10.454957008361816","10.454957008361816","462","462","462"
"928000","9.977691650390625","9.977691650390625","9.977691650390625","463","463","463"
"930000","15.603351593017578","15.603351593017578","15.603351593017578","464","464","464"
"932000","8.29739761352539","8.29739761352539","8.29739761352539","465","465","465"
"934000","8.029121398925781","8.029121398925781","8.029121398925781","466","466","466"
"936000","10.134811401367188","10.134811401367188","10.134811401367188","467","467","467"
"938000","10.361730575561523","10.361730575561523","10.361730575561523","468","468","468"
"940000","6.8853983879089355","6.8853983879089355","6.8853983879089355","469","469","469"
"942000","12.174324989318848","12.174324989318848","12.174324989318848","470","470","470"
"944000","5.524834156036377","5.524834156036377","5.524834156036377","471","471","471"
"946000","9.085103034973145","9.085103034973145","9.085103034973145","472","472","472"
"948000","10.207843780517578","10.207843780517578","10.207843780517578","473","473","473"
"950000","4.552332878112793","4.552332878112793","4.552332878112793","474","474","474"
"952000","9.004048347473145","9.004048347473145","9.004048347473145","475","475","475"
"954000","5.687032222747803","5.687032222747803","5.687032222747803","476","476","476"
"956000","12.790159225463867","12.790159225463867","12.790159225463867","477","477","477"
"958000","14.777420997619629","14.777420997619629","14.777420997619629","478","478","478"
"960000","9.463565826416016","9.463565826416016","9.463565826416016","479","479","479"
"962000","10.210400581359863","10.210400581359863","10.210400581359863","480","480","480"
"964000","15.20445728302002","15.20445728302002","15.20445728302002","481","481","481"
"966000","11.639352798461914","11.639352798461914","11.639352798461914","482","482","482"
"968000","9.394393920898438","9.394393920898438","9.394393920898438","483","483","483"
"970000","7.228912353515625","7.228912353515625","7.228912353515625","484","484","484"
"972000","13.371308326721191","13.371308326721191","13.371308326721191","485","485","485"
"974000","10.788979530334473","10.788979530334473","10.788979530334473","486","486","486"
"976000","5.0112810134887695","5.0112810134887695","5.0112810134887695","487","487","487"
"978000","5.96116304397583","5.96116304397583","5.96116304397583","488","488","488"
"980000","9.440186500549316","9.440186500549316","9.440186500549316","489","489","489"
"982000","7.249147415161133","7.249147415161133","7.249147415161133","490","490","490"
"984000","19.5786190032959","19.5786190032959","19.5786190032959","491","491","491"
"986000","10.154631614685059","10.154631614685059","10.154631614685059","492","492","492"
"988000","8.230704307556152","8.230704307556152","8.230704307556152","493","493","493"
"990000","9.16921615600586","9.16921615600586","9.16921615600586","494","494","494"
"992000","10.158300399780273","10.158300399780273","10.158300399780273","495","495","495"
"994000","5.838805675506592","5.838805675506592","5.838805675506592","496","496","496"
"996000","15.837202072143555","15.837202072143555","15.837202072143555","497","497","497"
"998000","3.3262672424316406","3.3262672424316406","3.3262672424316406","498","498","498"
"1000000","7.518572807312012","7.518572807312012","7.518572807312012","499","499","499"
"1002000","11.942049980163574","11.942049980163574","11.942049980163574","500","500","500"
"1004000","9.391166687011719","9.391166687011719","9.391166687011719","501","501","501"
"1006000","7.338708877563477","7.338708877563477","7.338708877563477","502","502","502"
"1008000","3.9367170333862305","3.9367170333862305","3.9367170333862305","503","503","503"
"1010000","7.879848480224609","7.879848480224609","7.879848480224609","504","504","504"
"1012000","5.87701416015625","5.87701416015625","5.87701416015625","505","505","505"
"1014000","16.665372848510742","16.665372848510742","16.665372848510742","506","506","506"
"1016000","6.199349880218506","6.199349880218506","6.199349880218506","507","507","507"
"1018000","8.181629180908203","8.181629180908203","8.181629180908203","508","508","508"
"1020000","7.455585479736328","7.455585479736328","7.455585479736328","509","509","509"
"1022000","10.01976490020752","10.01976490020752","10.01976490020752","510","510","510"
"1024000","6.463251113891602","6.463251113891602","6.463251113891602","511","511","511"
"1026000","3.427669048309326","3.427669048309326","3.427669048309326","512","512","512"
"1028000","18.630098342895508","18.630098342895508","18.630098342895508","513","513","513"
"1030000","4.171634197235107","4.171634197235107","4.171634197235107","514","514","514"
"1032000","4.8436598777771","4.8436598777771","4.8436598777771","515","515","515"
"1034000","9.219146728515625","9.219146728515625","9.219146728515625","516","516","516"
"1036000","6.45516300201416","6.45516300201416","6.45516300201416","517","517","517"
"1038000","9.258610725402832","9.258610725402832","9.258610725402832","518","518","518"
"1040000","5.843315124511719","5.843315124511719","5.843315124511719","519","519","519"
"1042000","13.670308113098145","13.670308113098145","13.670308113098145","520","520","520"
"1044000","10.99114990234375","10.99114990234375","10.99114990234375","521","521","521"
"1046000","8.064912796020508","8.064912796020508","8.064912796020508","522","522","522"
"1048000","6.046354293823242","6.046354293823242","6.046354293823242","523","523","523"
"1050000","15.94770622253418","15.94770622253418","15.94770622253418","524","524","524"
"1052000","4.130039215087891","4.130039215087891","4.130039215087891","525","525","525"
"1054000","7.005453586578369","7.005453586578369","7.005453586578369","526","526","526"
"1056000","7.54361629486084","7.54361629486084","7.54361629486084","527","527","527"
"1058000","14.216573715209961","14.216573715209961","14.216573715209961","528","528","528"
"1060000","14.29386043548584","14.29386043548584","14.29386043548584","529","529","529"
"1062000","5.94616174697876","5.94616174697876","5.94616174697876","530","530","530"
"1064000","6.198408603668213","6.198408603668213","6.198408603668213","531","531","531"
"1066000","12.8681640625","12.8681640625","12.8681640625","532","532","532"
"1068000","12.837423324584961","12.837423324584961","12.837423324584961","533","533","533"
"1070000","7.445192337036133","7.445192337036133","7.445192337036133","534","534","534"
"1072000","14.438422203063965","14.438422203063965","14.438422203063965","535","535","535"
"1074000","7.093429088592529","7.093429088592529","7.093429088592529","536","536","536"
"1076000","6.762565612792969","6.762565612792969","6.762565612792969","537","537","537"
"1078000","9.062604904174805","9.062604904174805","9.062604904174805","538","538","538"
"1080000","6.815218925476074","6.815218925476074","6.815218925476074","539","539","539"
"1082000","8.59010124206543","8.59010124206543","8.59010124206543","540","540","540"
"1084000","19.20357894897461","19.20357894897461","19.20357894897461","541","541","541"
"1086000","4.179164886474609","4.179164886474609","4.179164886474609","542","542","542"
"1088000","8.480852127075195","8.480852127075195","8.480852127075195","543","543","543"
"1090000","10.697373390197754","10.697373390197754","10.697373390197754","544","544","544"
"1092000","14.006829261779785","14.006829261779785","14.006829261779785","545","545","545"
"1094000","11.273221015930176","11.273221015930176","11.273221015930176","546","546","546"
"1096000","8.26662826538086","8.26662826538086","8.26662826538086","547","547","547"
"1098000","4.296065807342529","4.296065807342529","4.296065807342529","548","548","548"
"1100000","10.405466079711914","10.405466079711914","10.405466079711914","549","549","549"
"1102000","4.639132976531982","4.639132976531982","4.639132976531982","550","550","550"
"1104000","5.720613956451416","5.720613956451416","5.720613956451416","551","551","551"
"1106000","10.292420387268066","10.292420387268066","10.292420387268066","552","552","552"
"1108000","6.450613498687744","6.450613498687744","6.450613498687744","553","553","553"
"1110000","5.234523773193359","5.234523773193359","5.234523773193359","554","554","554"
"1112000","8.379072189331055","8.379072189331055","8.379072189331055","555","555","555"
"1114000","9.954878807067871","9.954878807067871","9.954878807067871","556","556","556"
"1116000","10.053216934204102","10.053216934204102","10.053216934204102","557","557","557"
"1118000","5.266872406005859","5.266872406005859","5.266872406005859","558","558","558"
"1120000","8.360050201416016","8.360050201416016","8.360050201416016","559","559","559"
"1122000","2.7952935695648193","2.7952935695648193","2.7952935695648193","560","560","560"
"1124000","6.179917812347412","6.179917812347412","6.179917812347412","561","561","561"
"1126000","11.485696792602539","11.485696792602539","11.485696792602539","562","562","562"
"1128000","7.3731255531311035","7.3731255531311035","7.3731255531311035","563","563","563"
"1130000","5.01664924621582","5.01664924621582","5.01664924621582","564","564","564"
"1132000","3.008352518081665","3.008352518081665","3.008352518081665","565","565","565"
"1134000","11.398138046264648","11.398138046264648","11.398138046264648","566","566","566"
"1136000","3.672940254211426","3.672940254211426","3.672940254211426","567","567","567"
"1138000","4.39048957824707","4.39048957824707","4.39048957824707","568","568","568"
"1140000","9.93853759765625","9.93853759765625","9.93853759765625","569","569","569"
"1142000","9.272016525268555","9.272016525268555","9.272016525268555","570","570","570"
"1144000","13.707986831665039","13.707986831665039","13.707986831665039","571","571","571"
"1146000","7.003342151641846","7.003342151641846","7.003342151641846","572","572","572"
"1148000","4.388625621795654","4.388625621795654","4.388625621795654","573","573","573"
"1150000","9.987879753112793","9.987879753112793","9.987879753112793","574","574","574"
"1152000","6.093763828277588","6.093763828277588","6.093763828277588","575","575","575"
"1154000","4.191040992736816","4.191040992736816","4.191040992736816","576","576","576"
"1156000","8.190305709838867","8.190305709838867","8.190305709838867","577","577","577"
"1158000","3.080404043197632","3.080404043197632","3.080404043197632","578","578","578"
"1160000","7.955384254455566","7.955384254455566","7.955384254455566","579","579","579"
"1162000","4.8870720863342285","4.8870720863342285","4.8870720863342285","580","580","580"
"1164000","11.177072525024414","11.177072525024414","11.177072525024414","581","581","581"
"1166000","13.471831321716309","13.471831321716309","13.471831321716309","582","582","582"
"1168000","2.544786214828491","2.544786214828491","2.544786214828491","583","583","583"
"1170000","6.4771599769592285","6.4771599769592285","6.4771599769592285","584","584","584"
"1172000","10.048881530761719","10.048881530761719","10.048881530761719","585","585","585"
"1174000","5.514932632446289","5.514932632446289","5.514932632446289","586","586","586"
"1176000","4.449544429779053","4.449544429779053","4.449544429779053","587","587","587"
"1178000","14.53899097442627","14.53899097442627","14.53899097442627","588","588","588"
"1180000","7.417262554168701","7.417262554168701","7.417262554168701","589","589","589"
"1182000","5.605035781860352","5.605035781860352","5.605035781860352","590","590","590"
"1184000","5.572409152984619","5.572409152984619","5.572409152984619","591","591","591"
"1186000","10.021985054016113","10.021985054016113","10.021985054016113","592","592","592"
"1188000","8.457684516906738","8.457684516906738","8.457684516906738","593","593","593"
"1190000","12.997039794921875","12.997039794921875","12.997039794921875","594","594","594"
"1192000","6.088645935058594","6.088645935058594","6.088645935058594","595","595","595"
"1194000","6.310801982879639","6.310801982879639","6.310801982879639","596","596","596"
"1196000","9.306183815002441","9.306183815002441","9.306183815002441","597","597","597"
"1198000","5.600477695465088","5.600477695465088","5.600477695465088","598","598","598"
"1200000","8.017203330993652","8.017203330993652","8.017203330993652","599","599","599"
"1202000","11.329843521118164","11.329843521118164","11.329843521118164","600","600","600"
"1204000","7.880772113800049","7.880772113800049","7.880772113800049","601","601","601"
"1206000","4.203334808349609","4.203334808349609","4.203334808349609","602","602","602"
"1208000","9.937031745910645","9.937031745910645","9.937031745910645","603","603","603"
"1210000","7.197970390319824","7.197970390319824","7.197970390319824","604","604","604"
"1212000","7.1034345626831055","7.1034345626831055","7.1034345626831055","605","605","605"
"1214000","5.8390069007873535","5.8390069007873535","5.8390069007873535","606","606","606"
"1216000","11.54431438446045","11.54431438446045","11.54431438446045","607","607","607"
"1218000","5.7906813621521","5.7906813621521","5.7906813621521","608","608","608"
"1220000","3.078763961791992","3.078763961791992","3.078763961791992","609","609","609"
"1222000","6.0881547927856445","6.0881547927856445","6.0881547927856445","610","610","610"
"1224000","8.194175720214844","8.194175720214844","8.194175720214844","611","611","611"
"1226000","5.751156806945801","5.751156806945801","5.751156806945801","612","612","612"
"1228000","5.182728290557861","5.182728290557861","5.182728290557861","613","613","613"
"1230000","5.346100330352783","5.346100330352783","5.346100330352783","614","614","614"
"1232000","7.301443576812744","7.301443576812744","7.301443576812744","615","615","615"
"1234000","4.171978950500488","4.171978950500488","4.171978950500488","616","616","616"
"1236000","9.036681175231934","9.036681175231934","9.036681175231934","617","617","617"
"1238000","4.656526565551758","4.656526565551758","4.656526565551758","618","618","618"
"1240000","5.664708137512207","5.664708137512207","5.664708137512207","619","619","619"
"1242000","4.846645355224609","4.846645355224609","4.846645355224609","620","620","620"
"1244000","4.363392353057861","4.363392353057861","4.363392353057861","621","621","621"
"1246000","3.6789209842681885","3.6789209842681885","3.6789209842681885","622","622","622"
"1248000","7.283280849456787","7.283280849456787","7.283280849456787","623","623","623"
"1250000","3.7374937534332275","3.7374937534332275","3.7374937534332275","624","624","624"
"1252000","11.423500061035156","11.423500061035156","11.423500061035156","625","625","625"
"1254000","9.688658714294434","9.688658714294434","9.688658714294434","626","626","626"
"1256000","3.589540719985962","3.589540719985962","3.589540719985962","627","627","627"
"1258000","6.371196269989014","6.371196269989014","6.371196269989014","628","628","628"
"1260000","4.11652135848999","4.11652135848999","4.11652135848999","629","629","629"
"1262000","5.183074474334717","5.183074474334717","5.183074474334717","630","630","630"
"1264000","6.011752605438232","6.011752605438232","6.011752605438232","631","631","631"
"1266000","6.121349811553955","6.121349811553955","6.121349811553955","632","632","632"
"1268000","3.2266483306884766","3.2266483306884766","3.2266483306884766","633","633","633"
"1270000","5.104855537414551","5.104855537414551","5.104855537414551","634","634","634"
"1272000","6.713313579559326","6.713313579559326","6.713313579559326","635","635","635"
"1274000","7.900620937347412","7.900620937347412","7.900620937347412","636","636","636"
"1276000","7.516661643981934","7.516661643981934","7.516661643981934","637","637","637"
"1278000","5.067287445068359","5.067287445068359","5.067287445068359","638","638","638"
"1280000","10.464879989624023","10.464879989624023","10.464879989624023","639","639","639"
"1282000","3.94583797454834","3.94583797454834","3.94583797454834","640","640","640"
"1284000","4.607861518859863","4.607861518859863","4.607861518859863","641","641","641"
"1286000","6.730395793914795","6.730395793914795","6.730395793914795","642","642","642"
"1288000","9.529248237609863","9.529248237609863","9.529248237609863","643","643","643"
"1290000","4.472631931304932","4.472631931304932","4.472631931304932","644","644","644"
"1292000","6.412851333618164","6.412851333618164","6.412851333618164","645","645","645"
"1294000","6.237990856170654","6.237990856170654","6.237990856170654","646","646","646"
"1296000","9.658075332641602","9.658075332641602","9.658075332641602","647","647","647"
"1298000","8.138389587402344","8.138389587402344","8.138389587402344","648","648","648"
"1300000","2.8274340629577637","2.8274340629577637","2.8274340629577637","649","649","649"
"1302000","11.257562637329102","11.257562637329102","11.257562637329102","650","650","650"
"1304000","4.464369773864746","4.464369773864746","4.464369773864746","651","651","651"
"1306000","5.507391929626465","5.507391929626465","5.507391929626465","652","652","652"
"1308000","6.157984256744385","6.157984256744385","6.157984256744385","653","653","653"
"1310000","5.075053691864014","5.075053691864014","5.075053691864014","654","654","654"
"1312000","4.889738082885742","4.889738082885742","4.889738082885742","655","655","655"
"1314000","10.348015785217285","10.348015785217285","10.348015785217285","656","656","656"
"1316000","4.474287509918213","4.474287509918213","4.474287509918213","657","657","657"
"1318000","5.289745807647705","5.289745807647705","5.289745807647705","658","658","658"
"1320000","4.324509620666504","4.324509620666504","4.324509620666504","659","659","659"
"1322000","9.785340309143066","9.785340309143066","9.785340309143066","660","660","660"
"1324000","7.5547614097595215","7.5547614097595215","7.5547614097595215","661","661","661"
"1326000","6.663354396820068","6.663354396820068","6.663354396820068","662","662","662"
"1328000","6.478484630584717","6.478484630584717","6.478484630584717","663","663","663"
"1330000","11.774458885192871","11.774458885192871","11.774458885192871","664","664","664"
"1332000","12.847853660583496","12.847853660583496","12.847853660583496","665","665","665"
"1334000","2.5767433643341064","2.5767433643341064","2.5767433643341064","666","666","666"
"1336000","4.060187339782715","4.060187339782715","4.060187339782715","667","667","667"
"1338000","8.404715538024902","8.404715538024902","8.404715538024902","668","668","668"
"1340000","11.685314178466797","11.685314178466797","11.685314178466797","669","669","669"
"1342000","7.431893825531006","7.431893825531006","7.431893825531006","670","670","670"
"1344000","8.655384063720703","8.655384063720703","8.655384063720703","671","671","671"
"1346000","7.795351982116699","7.795351982116699","7.795351982116699","672","672","672"
"1348000","3.698389768600464","3.698389768600464","3.698389768600464","673","673","673"
"1350000","3.6632022857666016","3.6632022857666016","3.6632022857666016","674","674","674"
"1352000","6.504391670227051","6.504391670227051","6.504391670227051","675","675","675"
"1354000","4.215864181518555","4.215864181518555","4.215864181518555","676","676","676"
"1356000","5.437313079833984","5.437313079833984","5.437313079833984","677","677","677"
"1358000","6.282459735870361","6.282459735870361","6.282459735870361","678","678","678"
"1360000","8.269373893737793","8.269373893737793","8.269373893737793","679","679","679"
"1362000","3.6701064109802246","3.6701064109802246","3.6701064109802246","680","680","680"
"1364000","12.010294914245605","12.010294914245605","12.010294914245605","681","681","681"
"1366000","8.09315013885498","8.09315013885498","8.09315013885498","682","682","682"
"1368000","5.103291988372803","5.103291988372803","5.103291988372803","683","683","683"
"1370000","10.454422950744629","10.454422950744629","10.454422950744629","684","684","684"
"1372000","11.250205039978027","11.250205039978027","11.250205039978027","685","685","685"
"1374000","5.962881565093994","5.962881565093994","5.962881565093994","686","686","686"
"1376000","4.7479987144470215","4.7479987144470215","4.7479987144470215","687","687","687"
"1378000","4.635789394378662","4.635789394378662","4.635789394378662","688","688","688"
"1380000","3.5499982833862305","3.5499982833862305","3.5499982833862305","689","689","689"
"1382000","4.805056571960449","4.805056571960449","4.805056571960449","690","690","690"
"1384000","6.225248336791992","6.225248336791992","6.225248336791992","691","691","691"
"1386000","5.503244400024414","5.503244400024414","5.503244400024414","692","692","692"
"1388000","4.617595672607422","4.617595672607422","4.617595672607422","693","693","693"
"1390000","8.320744514465332","8.320744514465332","8.320744514465332","694","694","694"
"1392000","5.72840690612793","5.72840690612793","5.72840690612793","695","695","695"
"1394000","4.033436298370361","4.033436298370361","4.033436298370361","696","696","696"
"1396000","2.5587317943573","2.5587317943573","2.5587317943573","697","697","697"
"1398000","4.32256555557251","4.32256555557251","4.32256555557251","698","698","698"
"1400000","3.3288989067077637","3.3288989067077637","3.3288989067077637","699","699","699"
"1402000","9.489896774291992","9.489896774291992","9.489896774291992","700","700","700"
"1404000","4.582009792327881","4.582009792327881","4.582009792327881","701","701","701"
"1406000","2.706601619720459","2.706601619720459","2.706601619720459","702","702","702"
"1408000","9.844056129455566","9.844056129455566","9.844056129455566","703","703","703"
"1410000","3.18400239944458","3.18400239944458","3.18400239944458","704","704","704"
"1412000","2.9241631031036377","2.9241631031036377","2.9241631031036377","705","705","705"
"1414000","6.116735458374023","6.116735458374023","6.116735458374023","706","706","706"
"1416000","4.824939250946045","4.824939250946045","4.824939250946045","707","707","707"
"1418000","7.03283166885376","7.03283166885376","7.03283166885376","708","708","708"
"1420000","4.5392985343933105","4.5392985343933105","4.5392985343933105","709","709","709"
"1422000","6.209177017211914","6.209177017211914","6.209177017211914","710","710","710"
"1424000","5.028796672821045","5.028796672821045","5.028796672821045","711","711","711"
"1426000","6.755098342895508","6.755098342895508","6.755098342895508","712","712","712"
"1428000","6.250020503997803","6.250020503997803","6.250020503997803","713","713","713"
"1430000","5.632923603057861","5.632923603057861","5.632923603057861","714","714","714"
"1432000","11.17126178741455","11.17126178741455","11.17126178741455","715","715","715"
"1434000","3.9077019691467285","3.9077019691467285","3.9077019691467285","716","716","716"
"1436000","4.394800662994385","4.394800662994385","4.394800662994385","717","717","717"
"1438000","5.679214954376221","5.679214954376221","5.679214954376221","718","718","718"
"1440000","9.973140716552734","9.973140716552734","9.973140716552734","719","719","719"
"1442000","7.915835857391357","7.915835857391357","7.915835857391357","720","720","720"
"1444000","9.328658103942871","9.328658103942871","9.328658103942871","721","721","721"
"1446000","3.6709446907043457","3.6709446907043457","3.6709446907043457","722","722","722"
"1448000","6.873400688171387","6.873400688171387","6.873400688171387","723","723","723"
"1450000","9.223189353942871","9.223189353942871","9.223189353942871","724","724","724"
"1452000","4.633414268493652","4.633414268493652","4.633414268493652","725","725","725"
"1454000","11.096211433410645","11.096211433410645","11.096211433410645","726","726","726"
"1456000","7.1757893562316895","7.1757893562316895","7.1757893562316895","727","727","727"
"1458000","5.6937408447265625","5.6937408447265625","5.6937408447265625","728","728","728"
"1460000","5.957965850830078","5.957965850830078","5.957965850830078","729","729","729"
"1462000","8.69705867767334","8.69705867767334","8.69705867767334","730","730","730"
"1464000","9.799872398376465","9.799872398376465","9.799872398376465","731","731","731"
"1466000","6.415228366851807","6.415228366851807","6.415228366851807","732","732","732"
"1468000","5.303457736968994","5.303457736968994","5.303457736968994","733","733","733"
"1470000","11.343722343444824","11.343722343444824","11.343722343444824","734","734","734"
"1472000","5.942110061645508","5.942110061645508","5.942110061645508","735","735","735"
"1474000","8.876026153564453","8.876026153564453","8.876026153564453","736","736","736"
"1476000","8.847579956054688","8.847579956054688","8.847579956054688","737","737","737"
"1478000","8.064797401428223","8.064797401428223","8.064797401428223","738","738","738"
"1480000","5.72799825668335","5.72799825668335","5.72799825668335","739","739","739"
"1482000","14.109549522399902","14.109549522399902","14.109549522399902","740","740","740"
"1484000","12.06503677368164","12.06503677368164","12.06503677368164","741","741","741"
"1486000","6.896217346191406","6.896217346191406","6.896217346191406","742","742","742"
"1488000","4.714955806732178","4.714955806732178","4.714955806732178","743","743","743"
"1490000","7.1477155685424805","7.1477155685424805","7.1477155685424805","744","744","744"
"1492000","7.2081732749938965","7.2081732749938965","7.2081732749938965","745","745","745"
"1494000","5.8444132804870605","5.8444132804870605","5.8444132804870605","746","746","746"
"1496000","3.4135172367095947","3.4135172367095947","3.4135172367095947","747","747","747"
"1498000","9.695833206176758","9.695833206176758","9.695833206176758","749","749","749"
"1500000","11.468252182006836","11.468252182006836","11.468252182006836","750","750","750"
