"global_step","251213_useLessPoint - train/final_episode_iou","251213_useLessPoint - train/final_episode_iou__MIN","251213_useLessPoint - train/final_episode_iou__MAX","251213_useLessPoint - _step","251213_useLessPoint - _step__MIN","251213_useLessPoint - _step__MAX"
"708000","0.38029563426971436","0.38029563426971436","0.38029563426971436","353","353","353"
"710000","0.3563886284828186","0.3563886284828186","0.3563886284828186","354","354","354"
"712000","0.37704789638519287","0.37704789638519287","0.37704789638519287","355","355","355"
"714000","0.3577779531478882","0.3577779531478882","0.3577779531478882","356","356","356"
"716000","0.3890165686607361","0.3890165686607361","0.3890165686607361","357","357","357"
"718000","0.32276657223701477","0.32276657223701477","0.32276657223701477","358","358","358"
"720000","0.3338611423969269","0.3338611423969269","0.3338611423969269","359","359","359"
"722000","0.47745105624198914","0.47745105624198914","0.47745105624198914","360","360","360"
"724000","0.4542602002620697","0.4542602002620697","0.4542602002620697","361","361","361"
"726000","0.46618056297302246","0.46618056297302246","0.46618056297302246","362","362","362"
"728000","0.3808688819408417","0.3808688819408417","0.3808688819408417","363","363","363"
"730000","0.2360365390777588","0.2360365390777588","0.2360365390777588","364","364","364"
"732000","0.20851770043373108","0.20851770043373108","0.20851770043373108","365","365","365"
"734000","0.3245146572589874","0.3245146572589874","0.3245146572589874","366","366","366"
"736000","0.3081922233104706","0.3081922233104706","0.3081922233104706","367","367","367"
"738000","0.3412318825721741","0.3412318825721741","0.3412318825721741","368","368","368"
"740000","0.40664181113243103","0.40664181113243103","0.40664181113243103","369","369","369"
"742000","0.4199013411998749","0.4199013411998749","0.4199013411998749","370","370","370"
"744000","0.24718202650547028","0.24718202650547028","0.24718202650547028","371","371","371"
"746000","0.3596498668193817","0.3596498668193817","0.3596498668193817","372","372","372"
"748000","0.4044262170791626","0.4044262170791626","0.4044262170791626","373","373","373"
"750000","0.4193866550922394","0.4193866550922394","0.4193866550922394","374","374","374"
"752000","0.3553762137889862","0.3553762137889862","0.3553762137889862","375","375","375"
"754000","0.4404906928539276","0.4404906928539276","0.4404906928539276","376","376","376"
"756000","0.3239504396915436","0.3239504396915436","0.3239504396915436","377","377","377"
"758000","0.4302515387535095","0.4302515387535095","0.4302515387535095","378","378","378"
"760000","0.32747703790664673","0.32747703790664673","0.32747703790664673","379","379","379"
"762000","0.3118990361690521","0.3118990361690521","0.3118990361690521","380","380","380"
"764000","0.47456929087638855","0.47456929087638855","0.47456929087638855","381","381","381"
"766000","0.2551412880420685","0.2551412880420685","0.2551412880420685","382","382","382"
"768000","0.30602583289146423","0.30602583289146423","0.30602583289146423","383","383","383"
"770000","0.4311627149581909","0.4311627149581909","0.4311627149581909","384","384","384"
"772000","0.35233616828918457","0.35233616828918457","0.35233616828918457","385","385","385"
"774000","0.3091617822647095","0.3091617822647095","0.3091617822647095","386","386","386"
"776000","0.5731598138809204","0.5731598138809204","0.5731598138809204","387","387","387"
"778000","0.2786902189254761","0.2786902189254761","0.2786902189254761","388","388","388"
"780000","0.40796273946762085","0.40796273946762085","0.40796273946762085","389","389","389"
"782000","0.31736621260643005","0.31736621260643005","0.31736621260643005","390","390","390"
"784000","0.36255452036857605","0.36255452036857605","0.36255452036857605","391","391","391"
"786000","0.33328622579574585","0.33328622579574585","0.33328622579574585","392","392","392"
"788000","0.41086098551750183","0.41086098551750183","0.41086098551750183","393","393","393"
"790000","0.4754672944545746","0.4754672944545746","0.4754672944545746","394","394","394"
"792000","0.27951714396476746","0.27951714396476746","0.27951714396476746","395","395","395"
"794000","0.41042855381965637","0.41042855381965637","0.41042855381965637","396","396","396"
"796000","0.3501111567020416","0.3501111567020416","0.3501111567020416","397","397","397"
"798000","0.38252806663513184","0.38252806663513184","0.38252806663513184","398","398","398"
"800000","0.3478187918663025","0.3478187918663025","0.3478187918663025","399","399","399"
"802000","0.3202625513076782","0.3202625513076782","0.3202625513076782","400","400","400"
"804000","0.31694746017456055","0.31694746017456055","0.31694746017456055","401","401","401"
"806000","0.2828015089035034","0.2828015089035034","0.2828015089035034","402","402","402"
"808000","0.34992411732673645","0.34992411732673645","0.34992411732673645","403","403","403"
"810000","0.3272534906864166","0.3272534906864166","0.3272534906864166","404","404","404"
"812000","0.2566944360733032","0.2566944360733032","0.2566944360733032","405","405","405"
"814000","0.34760433435440063","0.34760433435440063","0.34760433435440063","406","406","406"
"816000","0.38176414370536804","0.38176414370536804","0.38176414370536804","407","407","407"
"818000","0.2648027837276459","0.2648027837276459","0.2648027837276459","408","408","408"
"820000","0.2953384816646576","0.2953384816646576","0.2953384816646576","409","409","409"
"822000","0.2240307778120041","0.2240307778120041","0.2240307778120041","410","410","410"
"824000","0.36262091994285583","0.36262091994285583","0.36262091994285583","411","411","411"
"826000","0.3754284083843231","0.3754284083843231","0.3754284083843231","412","412","412"
"828000","0.13995148241519928","0.13995148241519928","0.13995148241519928","413","413","413"
"830000","0.39553412795066833","0.39553412795066833","0.39553412795066833","414","414","414"
"832000","0.36946049332618713","0.36946049332618713","0.36946049332618713","415","415","415"
"834000","0.44964465498924255","0.44964465498924255","0.44964465498924255","416","416","416"
"836000","0.31108710169792175","0.31108710169792175","0.31108710169792175","417","417","417"
"838000","0.49933528900146484","0.49933528900146484","0.49933528900146484","418","418","418"
"840000","0.3749677240848541","0.3749677240848541","0.3749677240848541","419","419","419"
"842000","0.4206914007663727","0.4206914007663727","0.4206914007663727","420","420","420"
"844000","0.4429530203342438","0.4429530203342438","0.4429530203342438","421","421","421"
"846000","0.41349589824676514","0.41349589824676514","0.41349589824676514","422","422","422"
"848000","0.06703358888626099","0.06703358888626099","0.06703358888626099","423","423","423"
"850000","0.2384406179189682","0.2384406179189682","0.2384406179189682","424","424","424"
"852000","0.37771549820899963","0.37771549820899963","0.37771549820899963","425","425","425"
"854000","0.566494345664978","0.566494345664978","0.566494345664978","426","426","426"
"856000","0.2919423580169678","0.2919423580169678","0.2919423580169678","427","427","427"
"858000","0.2738646864891052","0.2738646864891052","0.2738646864891052","428","428","428"
"860000","0.3403007686138153","0.3403007686138153","0.3403007686138153","429","429","429"
"862000","0.37914812564849854","0.37914812564849854","0.37914812564849854","430","430","430"
"864000","0.18810878694057465","0.18810878694057465","0.18810878694057465","431","431","431"
"866000","0.31296443939208984","0.31296443939208984","0.31296443939208984","432","432","432"
"868000","0.1957778036594391","0.1957778036594391","0.1957778036594391","433","433","433"
"870000","0.2309066206216812","0.2309066206216812","0.2309066206216812","434","434","434"
"872000","0.176522895693779","0.176522895693779","0.176522895693779","435","435","435"
"874000","0.4079640805721283","0.4079640805721283","0.4079640805721283","436","436","436"
"876000","0.261717289686203","0.261717289686203","0.261717289686203","437","437","437"
"878000","0.529645562171936","0.529645562171936","0.529645562171936","438","438","438"
"880000","0.28825271129608154","0.28825271129608154","0.28825271129608154","439","439","439"
"882000","0.3912300765514374","0.3912300765514374","0.3912300765514374","440","440","440"
"884000","0.5058063268661499","0.5058063268661499","0.5058063268661499","441","441","441"
"886000","0.1539938598871231","0.1539938598871231","0.1539938598871231","442","442","442"
"888000","0.4182301163673401","0.4182301163673401","0.4182301163673401","443","443","443"
"890000","0.4329536259174347","0.4329536259174347","0.4329536259174347","444","444","444"
"892000","0.3488045036792755","0.3488045036792755","0.3488045036792755","445","445","445"
"894000","0.09039405733346939","0.09039405733346939","0.09039405733346939","446","446","446"
"896000","0.4616583585739136","0.4616583585739136","0.4616583585739136","447","447","447"
"898000","0.2581140398979187","0.2581140398979187","0.2581140398979187","448","448","448"
"900000","0.3777100741863251","0.3777100741863251","0.3777100741863251","449","449","449"
"902000","0.3699783980846405","0.3699783980846405","0.3699783980846405","450","450","450"
"904000","0.3685683310031891","0.3685683310031891","0.3685683310031891","451","451","451"
"906000","0.38630014657974243","0.38630014657974243","0.38630014657974243","452","452","452"
"908000","0.41568663716316223","0.41568663716316223","0.41568663716316223","453","453","453"
"910000","0.41570940613746643","0.41570940613746643","0.41570940613746643","454","454","454"
"912000","0.4133492410182953","0.4133492410182953","0.4133492410182953","455","455","455"
"914000","0.20747505128383636","0.20747505128383636","0.20747505128383636","456","456","456"
"916000","0.2610533535480499","0.2610533535480499","0.2610533535480499","457","457","457"
"918000","0.28592386841773987","0.28592386841773987","0.28592386841773987","458","458","458"
"920000","0.34253913164138794","0.34253913164138794","0.34253913164138794","459","459","459"
"922000","0.27761220932006836","0.27761220932006836","0.27761220932006836","460","460","460"
"924000","0.19852034747600555","0.19852034747600555","0.19852034747600555","461","461","461"
"926000","0.3338984549045563","0.3338984549045563","0.3338984549045563","462","462","462"
"928000","0.40185004472732544","0.40185004472732544","0.40185004472732544","463","463","463"
"930000","0.27957072854042053","0.27957072854042053","0.27957072854042053","464","464","464"
"932000","0.35486623644828796","0.35486623644828796","0.35486623644828796","465","465","465"
"934000","0.40149953961372375","0.40149953961372375","0.40149953961372375","466","466","466"
"936000","0.31265196204185486","0.31265196204185486","0.31265196204185486","467","467","467"
"938000","0.3619561791419983","0.3619561791419983","0.3619561791419983","468","468","468"
"940000","0.31111767888069153","0.31111767888069153","0.31111767888069153","469","469","469"
"942000","0.5341360569000244","0.5341360569000244","0.5341360569000244","470","470","470"
"944000","0.3302573263645172","0.3302573263645172","0.3302573263645172","471","471","471"
"946000","0.4184738099575043","0.4184738099575043","0.4184738099575043","472","472","472"
"948000","0.35619330406188965","0.35619330406188965","0.35619330406188965","473","473","473"
"950000","0.34728506207466125","0.34728506207466125","0.34728506207466125","474","474","474"
"952000","0.4154122769832611","0.4154122769832611","0.4154122769832611","475","475","475"
"954000","0.281792551279068","0.281792551279068","0.281792551279068","476","476","476"
"956000","0.2966349422931671","0.2966349422931671","0.2966349422931671","477","477","477"
"958000","0.4117247760295868","0.4117247760295868","0.4117247760295868","478","478","478"
"960000","0.18413573503494263","0.18413573503494263","0.18413573503494263","479","479","479"
"962000","0.2843686640262604","0.2843686640262604","0.2843686640262604","480","480","480"
"964000","0.4117772877216339","0.4117772877216339","0.4117772877216339","481","481","481"
"966000","0.4025641083717346","0.4025641083717346","0.4025641083717346","482","482","482"
"968000","0.4039117097854614","0.4039117097854614","0.4039117097854614","483","483","483"
"970000","0.37171316146850586","0.37171316146850586","0.37171316146850586","484","484","484"
"972000","0.27848100662231445","0.27848100662231445","0.27848100662231445","485","485","485"
"974000","0.2893490791320801","0.2893490791320801","0.2893490791320801","486","486","486"
"976000","0.2831272780895233","0.2831272780895233","0.2831272780895233","487","487","487"
"978000","0.39908668398857117","0.39908668398857117","0.39908668398857117","488","488","488"
"980000","0.15142610669136047","0.15142610669136047","0.15142610669136047","489","489","489"
"982000","0.47543880343437195","0.47543880343437195","0.47543880343437195","490","490","490"
"984000","0.4081682562828064","0.4081682562828064","0.4081682562828064","491","491","491"
"986000","0.2583409249782562","0.2583409249782562","0.2583409249782562","492","492","492"
"988000","0.28162968158721924","0.28162968158721924","0.28162968158721924","493","493","493"
"990000","0.32542526721954346","0.32542526721954346","0.32542526721954346","494","494","494"
"992000","0.33881738781929016","0.33881738781929016","0.33881738781929016","495","495","495"
"994000","0.26425811648368835","0.26425811648368835","0.26425811648368835","496","496","496"
"996000","0.29546838998794556","0.29546838998794556","0.29546838998794556","497","497","497"
"998000","0.3799571394920349","0.3799571394920349","0.3799571394920349","498","498","498"
"1000000","0.41776493191719055","0.41776493191719055","0.41776493191719055","499","499","499"
"1002000","0.44789570569992065","0.44789570569992065","0.44789570569992065","500","500","500"
"1004000","0.39115238189697266","0.39115238189697266","0.39115238189697266","501","501","501"
"1006000","0.35470545291900635","0.35470545291900635","0.35470545291900635","502","502","502"
"1008000","0.44231897592544556","0.44231897592544556","0.44231897592544556","503","503","503"
"1010000","0.33353832364082336","0.33353832364082336","0.33353832364082336","504","504","504"
"1012000","0.24945272505283356","0.24945272505283356","0.24945272505283356","505","505","505"
"1014000","0.5073624849319458","0.5073624849319458","0.5073624849319458","506","506","506"
"1016000","0.32858461141586304","0.32858461141586304","0.32858461141586304","507","507","507"
"1018000","0.2913806140422821","0.2913806140422821","0.2913806140422821","508","508","508"
"1020000","0.36837801337242126","0.36837801337242126","0.36837801337242126","509","509","509"
"1022000","0.43922585248947144","0.43922585248947144","0.43922585248947144","510","510","510"
"1024000","0.42981597781181335","0.42981597781181335","0.42981597781181335","511","511","511"
"1026000","0.3653187155723572","0.3653187155723572","0.3653187155723572","512","512","512"
"1028000","0.25678032636642456","0.25678032636642456","0.25678032636642456","513","513","513"
"1030000","0.4173150956630707","0.4173150956630707","0.4173150956630707","514","514","514"
"1032000","0.3029843270778656","0.3029843270778656","0.3029843270778656","515","515","515"
"1034000","0.31881219148635864","0.31881219148635864","0.31881219148635864","516","516","516"
"1036000","0.23352809250354767","0.23352809250354767","0.23352809250354767","517","517","517"
"1038000","0.319227010011673","0.319227010011673","0.319227010011673","518","518","518"
"1040000","0.42318421602249146","0.42318421602249146","0.42318421602249146","519","519","519"
"1042000","0.30934587121009827","0.30934587121009827","0.30934587121009827","520","520","520"
"1044000","0.30326539278030396","0.30326539278030396","0.30326539278030396","521","521","521"
"1046000","0.4331210255622864","0.4331210255622864","0.4331210255622864","522","522","522"
"1048000","0.3528347909450531","0.3528347909450531","0.3528347909450531","523","523","523"
"1050000","0.3351767957210541","0.3351767957210541","0.3351767957210541","524","524","524"
"1052000","0.24908487498760223","0.24908487498760223","0.24908487498760223","525","525","525"
"1054000","0.4389492869377136","0.4389492869377136","0.4389492869377136","526","526","526"
"1056000","0.2357862889766693","0.2357862889766693","0.2357862889766693","527","527","527"
"1058000","0.34644031524658203","0.34644031524658203","0.34644031524658203","528","528","528"
"1060000","0.4010521173477173","0.4010521173477173","0.4010521173477173","529","529","529"
"1062000","0.08787951618432999","0.08787951618432999","0.08787951618432999","530","530","530"
"1064000","0.4103423058986664","0.4103423058986664","0.4103423058986664","531","531","531"
"1066000","0.3184126317501068","0.3184126317501068","0.3184126317501068","532","532","532"
"1068000","0.3649168908596039","0.3649168908596039","0.3649168908596039","533","533","533"
"1070000","0.38630107045173645","0.38630107045173645","0.38630107045173645","534","534","534"
"1072000","0.44880545139312744","0.44880545139312744","0.44880545139312744","535","535","535"
"1074000","0.3901981711387634","0.3901981711387634","0.3901981711387634","536","536","536"
"1076000","0.3130325376987457","0.3130325376987457","0.3130325376987457","537","537","537"
"1078000","0.1450374275445938","0.1450374275445938","0.1450374275445938","538","538","538"
"1080000","0.44880110025405884","0.44880110025405884","0.44880110025405884","539","539","539"
"1082000","0.42867377400398254","0.42867377400398254","0.42867377400398254","540","540","540"
"1084000","0.29988956451416016","0.29988956451416016","0.29988956451416016","541","541","541"
"1086000","0.45844733715057373","0.45844733715057373","0.45844733715057373","542","542","542"
"1088000","0.2468133270740509","0.2468133270740509","0.2468133270740509","543","543","543"
"1090000","0.2816388010978699","0.2816388010978699","0.2816388010978699","544","544","544"
"1092000","0.39489424228668213","0.39489424228668213","0.39489424228668213","545","545","545"
"1094000","0.24991804361343384","0.24991804361343384","0.24991804361343384","546","546","546"
"1096000","0.2735614478588104","0.2735614478588104","0.2735614478588104","547","547","547"
"1098000","0.20637238025665283","0.20637238025665283","0.20637238025665283","548","548","548"
"1100000","0.40636613965034485","0.40636613965034485","0.40636613965034485","549","549","549"
"1102000","0.31730449199676514","0.31730449199676514","0.31730449199676514","550","550","550"
"1104000","0.13174153864383698","0.13174153864383698","0.13174153864383698","551","551","551"
"1106000","0.35955747961997986","0.35955747961997986","0.35955747961997986","552","552","552"
"1108000","0.3830091059207916","0.3830091059207916","0.3830091059207916","553","553","553"
"1110000","0.3389604389667511","0.3389604389667511","0.3389604389667511","554","554","554"
"1112000","0.2833811640739441","0.2833811640739441","0.2833811640739441","555","555","555"
"1114000","0.4339264929294586","0.4339264929294586","0.4339264929294586","556","556","556"
"1116000","0.45566311478614807","0.45566311478614807","0.45566311478614807","557","557","557"
"1118000","0.5421738624572754","0.5421738624572754","0.5421738624572754","558","558","558"
"1120000","0.40816017985343933","0.40816017985343933","0.40816017985343933","559","559","559"
"1122000","0.3085486888885498","0.3085486888885498","0.3085486888885498","560","560","560"
"1124000","0.1977059245109558","0.1977059245109558","0.1977059245109558","561","561","561"
"1126000","0.37267640233039856","0.37267640233039856","0.37267640233039856","562","562","562"
"1128000","0.3733060657978058","0.3733060657978058","0.3733060657978058","563","563","563"
"1130000","0.29643699526786804","0.29643699526786804","0.29643699526786804","564","564","564"
"1132000","0.41551896929740906","0.41551896929740906","0.41551896929740906","565","565","565"
"1134000","0.30855661630630493","0.30855661630630493","0.30855661630630493","566","566","566"
"1136000","0.4200046956539154","0.4200046956539154","0.4200046956539154","567","567","567"
"1138000","0.3308553695678711","0.3308553695678711","0.3308553695678711","568","568","568"
"1140000","0.28532731533050537","0.28532731533050537","0.28532731533050537","569","569","569"
"1142000","0.4063764810562134","0.4063764810562134","0.4063764810562134","570","570","570"
"1144000","0.292500764131546","0.292500764131546","0.292500764131546","571","571","571"
"1146000","0.45760804414749146","0.45760804414749146","0.45760804414749146","572","572","572"
"1148000","0.3728092908859253","0.3728092908859253","0.3728092908859253","573","573","573"
"1150000","0.3776405453681946","0.3776405453681946","0.3776405453681946","574","574","574"
"1152000","0.33128246665000916","0.33128246665000916","0.33128246665000916","575","575","575"
"1154000","0.3488679528236389","0.3488679528236389","0.3488679528236389","576","576","576"
"1156000","0.423066645860672","0.423066645860672","0.423066645860672","577","577","577"
"1158000","0.4407690763473511","0.4407690763473511","0.4407690763473511","578","578","578"
"1160000","0.5030072331428528","0.5030072331428528","0.5030072331428528","579","579","579"
"1162000","0.39020249247550964","0.39020249247550964","0.39020249247550964","580","580","580"
"1164000","0.4146752953529358","0.4146752953529358","0.4146752953529358","581","581","581"
"1166000","0.2873576283454895","0.2873576283454895","0.2873576283454895","582","582","582"
"1168000","0.20073428750038147","0.20073428750038147","0.20073428750038147","583","583","583"
"1170000","0.3898920714855194","0.3898920714855194","0.3898920714855194","584","584","584"
"1172000","0.30618488788604736","0.30618488788604736","0.30618488788604736","585","585","585"
"1174000","0.2959645390510559","0.2959645390510559","0.2959645390510559","586","586","586"
"1176000","0.13424766063690186","0.13424766063690186","0.13424766063690186","587","587","587"
"1178000","0.40198636054992676","0.40198636054992676","0.40198636054992676","588","588","588"
"1180000","0.3054114282131195","0.3054114282131195","0.3054114282131195","589","589","589"
"1182000","0.33237171173095703","0.33237171173095703","0.33237171173095703","590","590","590"
"1184000","0.5091452598571777","0.5091452598571777","0.5091452598571777","591","591","591"
"1186000","0.41572219133377075","0.41572219133377075","0.41572219133377075","592","592","592"
"1188000","0.1966337412595749","0.1966337412595749","0.1966337412595749","593","593","593"
"1190000","0.4049023985862732","0.4049023985862732","0.4049023985862732","594","594","594"
"1192000","0.19318744540214539","0.19318744540214539","0.19318744540214539","595","595","595"
"1194000","0.16015532612800598","0.16015532612800598","0.16015532612800598","596","596","596"
"1196000","0.5118519067764282","0.5118519067764282","0.5118519067764282","597","597","597"
"1198000","0.41793835163116455","0.41793835163116455","0.41793835163116455","598","598","598"
"1200000","0.48124420642852783","0.48124420642852783","0.48124420642852783","599","599","599"
"1202000","0.20056608319282532","0.20056608319282532","0.20056608319282532","600","600","600"
"1204000","0.4211677014827728","0.4211677014827728","0.4211677014827728","601","601","601"
"1206000","0.3391258120536804","0.3391258120536804","0.3391258120536804","602","602","602"
"1208000","0.3368091881275177","0.3368091881275177","0.3368091881275177","603","603","603"
"1210000","0.42225611209869385","0.42225611209869385","0.42225611209869385","604","604","604"
"1212000","0.38670799136161804","0.38670799136161804","0.38670799136161804","605","605","605"
"1214000","0.24648727476596832","0.24648727476596832","0.24648727476596832","606","606","606"
"1216000","0.18606913089752197","0.18606913089752197","0.18606913089752197","607","607","607"
"1218000","0.42680245637893677","0.42680245637893677","0.42680245637893677","608","608","608"
"1220000","0.20372328162193298","0.20372328162193298","0.20372328162193298","609","609","609"
"1222000","0.36946138739585876","0.36946138739585876","0.36946138739585876","610","610","610"
"1224000","0.337462842464447","0.337462842464447","0.337462842464447","611","611","611"
"1226000","0.4028882086277008","0.4028882086277008","0.4028882086277008","612","612","612"
"1228000","0.2531055808067322","0.2531055808067322","0.2531055808067322","613","613","613"
"1230000","0.17194870114326477","0.17194870114326477","0.17194870114326477","614","614","614"
"1232000","0.31252941489219666","0.31252941489219666","0.31252941489219666","615","615","615"
"1234000","0.2959558963775635","0.2959558963775635","0.2959558963775635","616","616","616"
"1236000","0.22902950644493103","0.22902950644493103","0.22902950644493103","617","617","617"
"1238000","0.19478625059127808","0.19478625059127808","0.19478625059127808","618","618","618"
"1240000","0.4225408136844635","0.4225408136844635","0.4225408136844635","619","619","619"
"1242000","0.24254071712493896","0.24254071712493896","0.24254071712493896","620","620","620"
"1244000","0.3378261923789978","0.3378261923789978","0.3378261923789978","621","621","621"
"1246000","0.34728360176086426","0.34728360176086426","0.34728360176086426","622","622","622"
"1248000","0.3281383216381073","0.3281383216381073","0.3281383216381073","623","623","623"
"1250000","0.2384989857673645","0.2384989857673645","0.2384989857673645","624","624","624"
"1252000","0.09360138326883316","0.09360138326883316","0.09360138326883316","625","625","625"
"1254000","0.20688851177692413","0.20688851177692413","0.20688851177692413","626","626","626"
"1256000","0.25828850269317627","0.25828850269317627","0.25828850269317627","627","627","627"
"1258000","0.2789985239505768","0.2789985239505768","0.2789985239505768","628","628","628"
"1260000","0.3001464009284973","0.3001464009284973","0.3001464009284973","629","629","629"
"1262000","0.33246949315071106","0.33246949315071106","0.33246949315071106","630","630","630"
"1264000","0.3940977454185486","0.3940977454185486","0.3940977454185486","631","631","631"
"1266000","0.36446985602378845","0.36446985602378845","0.36446985602378845","632","632","632"
"1268000","0.24607157707214355","0.24607157707214355","0.24607157707214355","633","633","633"
"1270000","0.4993259310722351","0.4993259310722351","0.4993259310722351","634","634","634"
"1272000","0.40938428044319153","0.40938428044319153","0.40938428044319153","635","635","635"
"1274000","0.29727596044540405","0.29727596044540405","0.29727596044540405","636","636","636"
"1276000","0.22129932045936584","0.22129932045936584","0.22129932045936584","637","637","637"
"1278000","0.4735202491283417","0.4735202491283417","0.4735202491283417","638","638","638"
"1280000","0.40449535846710205","0.40449535846710205","0.40449535846710205","639","639","639"
"1282000","0.44169336557388306","0.44169336557388306","0.44169336557388306","640","640","640"
"1284000","0.43387043476104736","0.43387043476104736","0.43387043476104736","641","641","641"
"1286000","0.5244156718254089","0.5244156718254089","0.5244156718254089","642","642","642"
"1288000","0.3551832139492035","0.3551832139492035","0.3551832139492035","643","643","643"
"1290000","0.39140400290489197","0.39140400290489197","0.39140400290489197","644","644","644"
"1292000","0.4030168056488037","0.4030168056488037","0.4030168056488037","645","645","645"
"1294000","0.36403337121009827","0.36403337121009827","0.36403337121009827","646","646","646"
"1296000","0.23224207758903503","0.23224207758903503","0.23224207758903503","647","647","647"
"1298000","0.39017581939697266","0.39017581939697266","0.39017581939697266","648","648","648"
"1300000","0.35023972392082214","0.35023972392082214","0.35023972392082214","649","649","649"
"1302000","0.3310374617576599","0.3310374617576599","0.3310374617576599","650","650","650"
"1304000","0.475626140832901","0.475626140832901","0.475626140832901","651","651","651"
"1306000","0.3554135262966156","0.3554135262966156","0.3554135262966156","652","652","652"
"1308000","0.2170409858226776","0.2170409858226776","0.2170409858226776","653","653","653"
"1310000","0.39685624837875366","0.39685624837875366","0.39685624837875366","654","654","654"
"1312000","0.48560380935668945","0.48560380935668945","0.48560380935668945","655","655","655"
"1314000","0.4041095972061157","0.4041095972061157","0.4041095972061157","656","656","656"
"1316000","0.3565872609615326","0.3565872609615326","0.3565872609615326","657","657","657"
"1318000","0.39813682436943054","0.39813682436943054","0.39813682436943054","658","658","658"
"1320000","0.427915096282959","0.427915096282959","0.427915096282959","659","659","659"
"1322000","0.46577978134155273","0.46577978134155273","0.46577978134155273","660","660","660"
"1324000","0.46375662088394165","0.46375662088394165","0.46375662088394165","661","661","661"
"1326000","0.39378413558006287","0.39378413558006287","0.39378413558006287","662","662","662"
"1328000","0.25327232480049133","0.25327232480049133","0.25327232480049133","663","663","663"
"1330000","0.43833744525909424","0.43833744525909424","0.43833744525909424","664","664","664"
"1332000","0.28660309314727783","0.28660309314727783","0.28660309314727783","665","665","665"
"1334000","0.33129188418388367","0.33129188418388367","0.33129188418388367","666","666","666"
"1336000","0.40802332758903503","0.40802332758903503","0.40802332758903503","667","667","667"
"1338000","0.32424765825271606","0.32424765825271606","0.32424765825271606","668","668","668"
"1340000","0.4627067446708679","0.4627067446708679","0.4627067446708679","669","669","669"
"1342000","0.4352952837944031","0.4352952837944031","0.4352952837944031","670","670","670"
"1344000","0.4080905318260193","0.4080905318260193","0.4080905318260193","671","671","671"
"1346000","0.37572142481803894","0.37572142481803894","0.37572142481803894","672","672","672"
"1348000","0.46183547377586365","0.46183547377586365","0.46183547377586365","673","673","673"
"1350000","0.29529255628585815","0.29529255628585815","0.29529255628585815","674","674","674"
"1352000","0.4520952105522156","0.4520952105522156","0.4520952105522156","675","675","675"
"1354000","0.47725969552993774","0.47725969552993774","0.47725969552993774","676","676","676"
"1356000","0.20211189985275269","0.20211189985275269","0.20211189985275269","677","677","677"
"1358000","0.3689504563808441","0.3689504563808441","0.3689504563808441","678","678","678"
"1360000","0.403725266456604","0.403725266456604","0.403725266456604","679","679","679"
"1362000","0.4100123345851898","0.4100123345851898","0.4100123345851898","680","680","680"
"1364000","0.3291092813014984","0.3291092813014984","0.3291092813014984","681","681","681"
"1366000","0.4134179651737213","0.4134179651737213","0.4134179651737213","682","682","682"
"1368000","0.365820974111557","0.365820974111557","0.365820974111557","683","683","683"
"1370000","0.3449138104915619","0.3449138104915619","0.3449138104915619","684","684","684"
"1372000","0.2766531705856323","0.2766531705856323","0.2766531705856323","685","685","685"
"1374000","0.3806260824203491","0.3806260824203491","0.3806260824203491","686","686","686"
"1376000","0.4210330843925476","0.4210330843925476","0.4210330843925476","687","687","687"
"1378000","0.2649426758289337","0.2649426758289337","0.2649426758289337","688","688","688"
"1380000","0.34816351532936096","0.34816351532936096","0.34816351532936096","689","689","689"
"1382000","0.4093151092529297","0.4093151092529297","0.4093151092529297","690","690","690"
"1384000","0.39527779817581177","0.39527779817581177","0.39527779817581177","691","691","691"
"1386000","0.3272368311882019","0.3272368311882019","0.3272368311882019","692","692","692"
"1388000","0.3750629425048828","0.3750629425048828","0.3750629425048828","693","693","693"
"1390000","0.34226295351982117","0.34226295351982117","0.34226295351982117","694","694","694"
"1392000","0.4220089912414551","0.4220089912414551","0.4220089912414551","695","695","695"
"1394000","0.22116343677043915","0.22116343677043915","0.22116343677043915","696","696","696"
"1396000","0.3987206816673279","0.3987206816673279","0.3987206816673279","697","697","697"
"1398000","0.3491317331790924","0.3491317331790924","0.3491317331790924","698","698","698"
"1400000","0.418593168258667","0.418593168258667","0.418593168258667","699","699","699"
"1402000","0.3215312361717224","0.3215312361717224","0.3215312361717224","700","700","700"
"1404000","0.4514267146587372","0.4514267146587372","0.4514267146587372","701","701","701"
"1406000","0.33179235458374023","0.33179235458374023","0.33179235458374023","702","702","702"
"1408000","0.42968830466270447","0.42968830466270447","0.42968830466270447","703","703","703"
"1410000","0.36143559217453003","0.36143559217453003","0.36143559217453003","704","704","704"
"1412000","0.40657034516334534","0.40657034516334534","0.40657034516334534","705","705","705"
"1414000","0.31434473395347595","0.31434473395347595","0.31434473395347595","706","706","706"
"1416000","0.3337569534778595","0.3337569534778595","0.3337569534778595","707","707","707"
"1418000","0.3700997829437256","0.3700997829437256","0.3700997829437256","708","708","708"
"1420000","0.436930775642395","0.436930775642395","0.436930775642395","709","709","709"
"1422000","0.4842279553413391","0.4842279553413391","0.4842279553413391","710","710","710"
"1424000","0.44702452421188354","0.44702452421188354","0.44702452421188354","711","711","711"
"1426000","0.1811351478099823","0.1811351478099823","0.1811351478099823","712","712","712"
