"global_step","251213_useLessPoint - train/final_feat_cross","251213_useLessPoint - train/final_feat_cross__MIN","251213_useLessPoint - train/final_feat_cross__MAX","251213_useLessPoint - _step","251213_useLessPoint - _step__MIN","251213_useLessPoint - _step__MAX"
"738000","2.2468676567077637","2.2468676567077637","2.2468676567077637","368","368","368"
"740000","1.9836034774780273","1.9836034774780273","1.9836034774780273","369","369","369"
"742000","1.7599751949310303","1.7599751949310303","1.7599751949310303","370","370","370"
"744000","1.603399634361267","1.603399634361267","1.603399634361267","371","371","371"
"746000","2.068026065826416","2.068026065826416","2.068026065826416","372","372","372"
"748000","2.2197060585021973","2.2197060585021973","2.2197060585021973","373","373","373"
"750000","2.210062026977539","2.210062026977539","2.210062026977539","374","374","374"
"752000","2.3760173320770264","2.3760173320770264","2.3760173320770264","375","375","375"
"754000","2.113436698913574","2.113436698913574","2.113436698913574","376","376","376"
"756000","2.0060882568359375","2.0060882568359375","2.0060882568359375","377","377","377"
"758000","1.6110174655914307","1.6110174655914307","1.6110174655914307","378","378","378"
"760000","1.6909255981445312","1.6909255981445312","1.6909255981445312","379","379","379"
"762000","1.633007287979126","1.633007287979126","1.633007287979126","380","380","380"
"764000","2.2341763973236084","2.2341763973236084","2.2341763973236084","381","381","381"
"766000","1.6905549764633179","1.6905549764633179","1.6905549764633179","382","382","382"
"768000","1.8756407499313354","1.8756407499313354","1.8756407499313354","383","383","383"
"770000","2.303964853286743","2.303964853286743","2.303964853286743","384","384","384"
"772000","2.0362021923065186","2.0362021923065186","2.0362021923065186","385","385","385"
"774000","1.7660902738571167","1.7660902738571167","1.7660902738571167","386","386","386"
"776000","1.7529183626174927","1.7529183626174927","1.7529183626174927","387","387","387"
"778000","1.5552029609680176","1.5552029609680176","1.5552029609680176","388","388","388"
"780000","2.02181339263916","2.02181339263916","2.02181339263916","389","389","389"
"782000","2.0221927165985107","2.0221927165985107","2.0221927165985107","390","390","390"
"784000","1.9725314378738403","1.9725314378738403","1.9725314378738403","391","391","391"
"786000","2.173820972442627","2.173820972442627","2.173820972442627","392","392","392"
"788000","2.0155189037323","2.0155189037323","2.0155189037323","393","393","393"
"790000","2.220423460006714","2.220423460006714","2.220423460006714","394","394","394"
"792000","2.0724847316741943","2.0724847316741943","2.0724847316741943","395","395","395"
"794000","1.8172166347503662","1.8172166347503662","1.8172166347503662","396","396","396"
"796000","1.795776128768921","1.795776128768921","1.795776128768921","397","397","397"
"798000","1.9814026355743408","1.9814026355743408","1.9814026355743408","398","398","398"
"800000","1.8045623302459717","1.8045623302459717","1.8045623302459717","399","399","399"
"802000","2.0965676307678223","2.0965676307678223","2.0965676307678223","400","400","400"
"804000","1.965654969215393","1.965654969215393","1.965654969215393","401","401","401"
"806000","2.1734962463378906","2.1734962463378906","2.1734962463378906","402","402","402"
"808000","2.0085933208465576","2.0085933208465576","2.0085933208465576","403","403","403"
"810000","1.7119760513305664","1.7119760513305664","1.7119760513305664","404","404","404"
"812000","2.2261605262756348","2.2261605262756348","2.2261605262756348","405","405","405"
"814000","1.7280532121658325","1.7280532121658325","1.7280532121658325","406","406","406"
"816000","2.133661985397339","2.133661985397339","2.133661985397339","407","407","407"
"818000","2.1126229763031006","2.1126229763031006","2.1126229763031006","408","408","408"
"820000","1.724721074104309","1.724721074104309","1.724721074104309","409","409","409"
"822000","1.187865972518921","1.187865972518921","1.187865972518921","410","410","410"
"824000","2.069803476333618","2.069803476333618","2.069803476333618","411","411","411"
"826000","1.9148306846618652","1.9148306846618652","1.9148306846618652","412","412","412"
"828000","2.1001274585723877","2.1001274585723877","2.1001274585723877","413","413","413"
"830000","2.0994696617126465","2.0994696617126465","2.0994696617126465","414","414","414"
"832000","1.9886459112167358","1.9886459112167358","1.9886459112167358","415","415","415"
"834000","2.0864663124084473","2.0864663124084473","2.0864663124084473","416","416","416"
"836000","2.0851104259490967","2.0851104259490967","2.0851104259490967","417","417","417"
"838000","1.8040430545806885","1.8040430545806885","1.8040430545806885","418","418","418"
"840000","2.137354612350464","2.137354612350464","2.137354612350464","419","419","419"
"842000","2.2469322681427","2.2469322681427","2.2469322681427","420","420","420"
"844000","2.007718086242676","2.007718086242676","2.007718086242676","421","421","421"
"846000","2.0072720050811768","2.0072720050811768","2.0072720050811768","422","422","422"
"848000","1.596784234046936","1.596784234046936","1.596784234046936","423","423","423"
"850000","1.7695555686950684","1.7695555686950684","1.7695555686950684","424","424","424"
"852000","2.095304012298584","2.095304012298584","2.095304012298584","425","425","425"
"854000","1.730780839920044","1.730780839920044","1.730780839920044","426","426","426"
"856000","2.0570788383483887","2.0570788383483887","2.0570788383483887","427","427","427"
"858000","1.8777494430541992","1.8777494430541992","1.8777494430541992","428","428","428"
"860000","1.873386025428772","1.873386025428772","1.873386025428772","429","429","429"
"862000","1.9587956666946411","1.9587956666946411","1.9587956666946411","430","430","430"
"864000","1.9434505701065063","1.9434505701065063","1.9434505701065063","431","431","431"
"866000","1.9409929513931274","1.9409929513931274","1.9409929513931274","432","432","432"
"868000","2.03000545501709","2.03000545501709","2.03000545501709","433","433","433"
"870000","1.9880921840667725","1.9880921840667725","1.9880921840667725","434","434","434"
"872000","2.059951066970825","2.059951066970825","2.059951066970825","435","435","435"
"874000","2.359161138534546","2.359161138534546","2.359161138534546","436","436","436"
"876000","1.7672736644744873","1.7672736644744873","1.7672736644744873","437","437","437"
"878000","1.9031187295913696","1.9031187295913696","1.9031187295913696","438","438","438"
"880000","1.857419490814209","1.857419490814209","1.857419490814209","439","439","439"
"882000","1.9012998342514038","1.9012998342514038","1.9012998342514038","440","440","440"
"884000","1.834052562713623","1.834052562713623","1.834052562713623","441","441","441"
"886000","1.7723642587661743","1.7723642587661743","1.7723642587661743","442","442","442"
"888000","1.985945224761963","1.985945224761963","1.985945224761963","443","443","443"
"890000","1.9838224649429321","1.9838224649429321","1.9838224649429321","444","444","444"
"892000","1.9191287755966187","1.9191287755966187","1.9191287755966187","445","445","445"
"894000","1.8288530111312866","1.8288530111312866","1.8288530111312866","446","446","446"
"896000","1.6458823680877686","1.6458823680877686","1.6458823680877686","447","447","447"
"898000","2.151353359222412","2.151353359222412","2.151353359222412","448","448","448"
"900000","2.1363730430603027","2.1363730430603027","2.1363730430603027","449","449","449"
"902000","2.1281909942626953","2.1281909942626953","2.1281909942626953","450","450","450"
"904000","1.9394222497940063","1.9394222497940063","1.9394222497940063","451","451","451"
"906000","2.1194961071014404","2.1194961071014404","2.1194961071014404","452","452","452"
"908000","1.9135767221450806","1.9135767221450806","1.9135767221450806","453","453","453"
"910000","2.2315514087677","2.2315514087677","2.2315514087677","454","454","454"
"912000","2.040165901184082","2.040165901184082","2.040165901184082","455","455","455"
"914000","1.9707906246185303","1.9707906246185303","1.9707906246185303","456","456","456"
"916000","2.010289430618286","2.010289430618286","2.010289430618286","457","457","457"
"918000","2.1438395977020264","2.1438395977020264","2.1438395977020264","458","458","458"
"920000","2.1287355422973633","2.1287355422973633","2.1287355422973633","459","459","459"
"922000","1.5476188659667969","1.5476188659667969","1.5476188659667969","460","460","460"
"924000","1.5717928409576416","1.5717928409576416","1.5717928409576416","461","461","461"
"926000","2.141040086746216","2.141040086746216","2.141040086746216","462","462","462"
"928000","1.8638546466827393","1.8638546466827393","1.8638546466827393","463","463","463"
"930000","2.275341510772705","2.275341510772705","2.275341510772705","464","464","464"
"932000","2.185171365737915","2.185171365737915","2.185171365737915","465","465","465"
"934000","1.921781301498413","1.921781301498413","1.921781301498413","466","466","466"
"936000","2.0313644409179688","2.0313644409179688","2.0313644409179688","467","467","467"
"938000","1.8272266387939453","1.8272266387939453","1.8272266387939453","468","468","468"
"940000","1.8286755084991455","1.8286755084991455","1.8286755084991455","469","469","469"
"942000","1.8944802284240723","1.8944802284240723","1.8944802284240723","470","470","470"
"944000","1.786316990852356","1.786316990852356","1.786316990852356","471","471","471"
"946000","2.24263334274292","2.24263334274292","2.24263334274292","472","472","472"
"948000","2.234419822692871","2.234419822692871","2.234419822692871","473","473","473"
"950000","2.1168911457061768","2.1168911457061768","2.1168911457061768","474","474","474"
"952000","2.0963361263275146","2.0963361263275146","2.0963361263275146","475","475","475"
"954000","2.3195250034332275","2.3195250034332275","2.3195250034332275","476","476","476"
"956000","2.1148247718811035","2.1148247718811035","2.1148247718811035","477","477","477"
"958000","1.9037033319473267","1.9037033319473267","1.9037033319473267","478","478","478"
"960000","2.049111843109131","2.049111843109131","2.049111843109131","479","479","479"
"962000","1.7303091287612915","1.7303091287612915","1.7303091287612915","480","480","480"
"964000","2.2611684799194336","2.2611684799194336","2.2611684799194336","481","481","481"
"966000","2.0658934116363525","2.0658934116363525","2.0658934116363525","482","482","482"
"968000","1.6799962520599365","1.6799962520599365","1.6799962520599365","483","483","483"
"970000","2.217507839202881","2.217507839202881","2.217507839202881","484","484","484"
"972000","2.0567469596862793","2.0567469596862793","2.0567469596862793","485","485","485"
"974000","1.7923842668533325","1.7923842668533325","1.7923842668533325","486","486","486"
"976000","2.1591219902038574","2.1591219902038574","2.1591219902038574","487","487","487"
"978000","2.00740385055542","2.00740385055542","2.00740385055542","488","488","488"
"980000","2.3284270763397217","2.3284270763397217","2.3284270763397217","489","489","489"
"982000","2.176553726196289","2.176553726196289","2.176553726196289","490","490","490"
"984000","2.049726724624634","2.049726724624634","2.049726724624634","491","491","491"
"986000","2.092071294784546","2.092071294784546","2.092071294784546","492","492","492"
"988000","2.043597459793091","2.043597459793091","2.043597459793091","493","493","493"
"990000","2.0500595569610596","2.0500595569610596","2.0500595569610596","494","494","494"
"992000","1.9377156496047974","1.9377156496047974","1.9377156496047974","495","495","495"
"994000","1.8300707340240479","1.8300707340240479","1.8300707340240479","496","496","496"
"996000","2.383164167404175","2.383164167404175","2.383164167404175","497","497","497"
"998000","1.962583303451538","1.962583303451538","1.962583303451538","498","498","498"
"1000000","1.886356234550476","1.886356234550476","1.886356234550476","499","499","499"
"1002000","2.0743165016174316","2.0743165016174316","2.0743165016174316","500","500","500"
"1004000","2.060702323913574","2.060702323913574","2.060702323913574","501","501","501"
"1006000","2.315077066421509","2.315077066421509","2.315077066421509","502","502","502"
"1008000","1.8513442277908325","1.8513442277908325","1.8513442277908325","503","503","503"
"1010000","2.2473995685577393","2.2473995685577393","2.2473995685577393","504","504","504"
"1012000","1.9007319211959839","1.9007319211959839","1.9007319211959839","505","505","505"
"1014000","2.1593434810638428","2.1593434810638428","2.1593434810638428","506","506","506"
"1016000","2.090405225753784","2.090405225753784","2.090405225753784","507","507","507"
"1018000","1.674330234527588","1.674330234527588","1.674330234527588","508","508","508"
"1020000","1.9394668340682983","1.9394668340682983","1.9394668340682983","509","509","509"
"1022000","1.8703135251998901","1.8703135251998901","1.8703135251998901","510","510","510"
"1024000","1.8978173732757568","1.8978173732757568","1.8978173732757568","511","511","511"
"1026000","1.9747307300567627","1.9747307300567627","1.9747307300567627","512","512","512"
"1028000","2.2409818172454834","2.2409818172454834","2.2409818172454834","513","513","513"
"1030000","2.0948331356048584","2.0948331356048584","2.0948331356048584","514","514","514"
"1032000","1.9736698865890503","1.9736698865890503","1.9736698865890503","515","515","515"
"1034000","2.1324992179870605","2.1324992179870605","2.1324992179870605","516","516","516"
"1036000","1.6508054733276367","1.6508054733276367","1.6508054733276367","517","517","517"
"1038000","2.056960344314575","2.056960344314575","2.056960344314575","518","518","518"
"1040000","2.1726512908935547","2.1726512908935547","2.1726512908935547","519","519","519"
"1042000","2.1644937992095947","2.1644937992095947","2.1644937992095947","520","520","520"
"1044000","2.015117645263672","2.015117645263672","2.015117645263672","521","521","521"
"1046000","2.219971179962158","2.219971179962158","2.219971179962158","522","522","522"
"1048000","2.4289393424987793","2.4289393424987793","2.4289393424987793","523","523","523"
"1050000","2.2065131664276123","2.2065131664276123","2.2065131664276123","524","524","524"
"1052000","2.162778377532959","2.162778377532959","2.162778377532959","525","525","525"
"1054000","1.895331859588623","1.895331859588623","1.895331859588623","526","526","526"
"1056000","1.579026222229004","1.579026222229004","1.579026222229004","527","527","527"
"1058000","1.9182933568954468","1.9182933568954468","1.9182933568954468","528","528","528"
"1060000","1.9951692819595337","1.9951692819595337","1.9951692819595337","529","529","529"
"1062000","1.4385786056518555","1.4385786056518555","1.4385786056518555","530","530","530"
"1064000","2.097146987915039","2.097146987915039","2.097146987915039","531","531","531"
"1066000","2.053417921066284","2.053417921066284","2.053417921066284","532","532","532"
"1068000","2.18713116645813","2.18713116645813","2.18713116645813","533","533","533"
"1070000","1.8053823709487915","1.8053823709487915","1.8053823709487915","534","534","534"
"1072000","2.029522180557251","2.029522180557251","2.029522180557251","535","535","535"
"1074000","2.0453298091888428","2.0453298091888428","2.0453298091888428","536","536","536"
"1076000","2.2225492000579834","2.2225492000579834","2.2225492000579834","537","537","537"
"1078000","1.5435703992843628","1.5435703992843628","1.5435703992843628","538","538","538"
"1080000","1.996391773223877","1.996391773223877","1.996391773223877","539","539","539"
"1082000","2.019369125366211","2.019369125366211","2.019369125366211","540","540","540"
"1084000","1.723491907119751","1.723491907119751","1.723491907119751","541","541","541"
"1086000","2.0039727687835693","2.0039727687835693","2.0039727687835693","542","542","542"
"1088000","1.6127071380615234","1.6127071380615234","1.6127071380615234","543","543","543"
"1090000","1.794377326965332","1.794377326965332","1.794377326965332","544","544","544"
"1092000","1.675636887550354","1.675636887550354","1.675636887550354","545","545","545"
"1094000","2.1182868480682373","2.1182868480682373","2.1182868480682373","546","546","546"
"1096000","2.0159850120544434","2.0159850120544434","2.0159850120544434","547","547","547"
"1098000","1.8387244939804077","1.8387244939804077","1.8387244939804077","548","548","548"
"1100000","1.9880120754241943","1.9880120754241943","1.9880120754241943","549","549","549"
"1102000","2.1414732933044434","2.1414732933044434","2.1414732933044434","550","550","550"
"1104000","1.7453919649124146","1.7453919649124146","1.7453919649124146","551","551","551"
"1106000","1.9177390336990356","1.9177390336990356","1.9177390336990356","552","552","552"
"1108000","2.2479305267333984","2.2479305267333984","2.2479305267333984","553","553","553"
"1110000","1.7010557651519775","1.7010557651519775","1.7010557651519775","554","554","554"
"1112000","2.169161558151245","2.169161558151245","2.169161558151245","555","555","555"
"1114000","2.0207581520080566","2.0207581520080566","2.0207581520080566","556","556","556"
"1116000","1.9220317602157593","1.9220317602157593","1.9220317602157593","557","557","557"
"1118000","2.3017044067382812","2.3017044067382812","2.3017044067382812","558","558","558"
"1120000","2.058063507080078","2.058063507080078","2.058063507080078","559","559","559"
"1122000","2.1000287532806396","2.1000287532806396","2.1000287532806396","560","560","560"
"1124000","2.146460771560669","2.146460771560669","2.146460771560669","561","561","561"
"1126000","1.827554702758789","1.827554702758789","1.827554702758789","562","562","562"
"1128000","1.8573462963104248","1.8573462963104248","1.8573462963104248","563","563","563"
"1130000","1.7329094409942627","1.7329094409942627","1.7329094409942627","564","564","564"
"1132000","1.9584691524505615","1.9584691524505615","1.9584691524505615","565","565","565"
"1134000","1.9934784173965454","1.9934784173965454","1.9934784173965454","566","566","566"
"1136000","2.3596391677856445","2.3596391677856445","2.3596391677856445","567","567","567"
"1138000","2.0736095905303955","2.0736095905303955","2.0736095905303955","568","568","568"
"1140000","2.2245492935180664","2.2245492935180664","2.2245492935180664","569","569","569"
"1142000","2.248521327972412","2.248521327972412","2.248521327972412","570","570","570"
"1144000","2.0300941467285156","2.0300941467285156","2.0300941467285156","571","571","571"
"1146000","1.8998323678970337","1.8998323678970337","1.8998323678970337","572","572","572"
"1148000","1.4577325582504272","1.4577325582504272","1.4577325582504272","573","573","573"
"1150000","2.0359838008880615","2.0359838008880615","2.0359838008880615","574","574","574"
"1152000","2.090628147125244","2.090628147125244","2.090628147125244","575","575","575"
"1154000","1.814979076385498","1.814979076385498","1.814979076385498","576","576","576"
"1156000","2.0838873386383057","2.0838873386383057","2.0838873386383057","577","577","577"
"1158000","2.0245518684387207","2.0245518684387207","2.0245518684387207","578","578","578"
"1160000","2.2545108795166016","2.2545108795166016","2.2545108795166016","579","579","579"
"1162000","2.3634605407714844","2.3634605407714844","2.3634605407714844","580","580","580"
"1164000","2.0817129611968994","2.0817129611968994","2.0817129611968994","581","581","581"
"1166000","2.037713050842285","2.037713050842285","2.037713050842285","582","582","582"
"1168000","1.8637175559997559","1.8637175559997559","1.8637175559997559","583","583","583"
"1170000","1.940355896949768","1.940355896949768","1.940355896949768","584","584","584"
"1172000","2.3618574142456055","2.3618574142456055","2.3618574142456055","585","585","585"
"1174000","1.7410852909088135","1.7410852909088135","1.7410852909088135","586","586","586"
"1176000","1.9153839349746704","1.9153839349746704","1.9153839349746704","587","587","587"
"1178000","2.119333505630493","2.119333505630493","2.119333505630493","588","588","588"
"1180000","1.8546090126037598","1.8546090126037598","1.8546090126037598","589","589","589"
"1182000","2.0429506301879883","2.0429506301879883","2.0429506301879883","590","590","590"
"1184000","1.8378314971923828","1.8378314971923828","1.8378314971923828","591","591","591"
"1186000","1.9615919589996338","1.9615919589996338","1.9615919589996338","592","592","592"
"1188000","1.9432332515716553","1.9432332515716553","1.9432332515716553","593","593","593"
"1190000","1.9025516510009766","1.9025516510009766","1.9025516510009766","594","594","594"
"1192000","2.123401641845703","2.123401641845703","2.123401641845703","595","595","595"
"1194000","1.7424453496932983","1.7424453496932983","1.7424453496932983","596","596","596"
"1196000","1.8366495370864868","1.8366495370864868","1.8366495370864868","597","597","597"
"1198000","2.218191146850586","2.218191146850586","2.218191146850586","598","598","598"
"1200000","2.1644344329833984","2.1644344329833984","2.1644344329833984","599","599","599"
"1202000","1.974926471710205","1.974926471710205","1.974926471710205","600","600","600"
"1204000","2.2384557723999023","2.2384557723999023","2.2384557723999023","601","601","601"
"1206000","1.9495857954025269","1.9495857954025269","1.9495857954025269","602","602","602"
"1208000","1.9557592868804932","1.9557592868804932","1.9557592868804932","603","603","603"
"1210000","2.121246337890625","2.121246337890625","2.121246337890625","604","604","604"
"1212000","2.2338616847991943","2.2338616847991943","2.2338616847991943","605","605","605"
"1214000","1.4074301719665527","1.4074301719665527","1.4074301719665527","606","606","606"
"1216000","1.8140373229980469","1.8140373229980469","1.8140373229980469","607","607","607"
"1218000","1.9258558750152588","1.9258558750152588","1.9258558750152588","608","608","608"
"1220000","2.0727829933166504","2.0727829933166504","2.0727829933166504","609","609","609"
"1222000","1.920418381690979","1.920418381690979","1.920418381690979","610","610","610"
"1224000","1.9223113059997559","1.9223113059997559","1.9223113059997559","611","611","611"
"1226000","1.8303385972976685","1.8303385972976685","1.8303385972976685","612","612","612"
"1228000","2.136864185333252","2.136864185333252","2.136864185333252","613","613","613"
"1230000","2.0477750301361084","2.0477750301361084","2.0477750301361084","614","614","614"
"1232000","1.805590271949768","1.805590271949768","1.805590271949768","615","615","615"
"1234000","2.1463170051574707","2.1463170051574707","2.1463170051574707","616","616","616"
"1236000","2.1458089351654053","2.1458089351654053","2.1458089351654053","617","617","617"
"1238000","1.816035270690918","1.816035270690918","1.816035270690918","618","618","618"
"1240000","1.7578411102294922","1.7578411102294922","1.7578411102294922","619","619","619"
"1242000","1.9110478162765503","1.9110478162765503","1.9110478162765503","620","620","620"
"1244000","2.228419303894043","2.228419303894043","2.228419303894043","621","621","621"
"1246000","2.221666097640991","2.221666097640991","2.221666097640991","622","622","622"
"1248000","2.282806396484375","2.282806396484375","2.282806396484375","623","623","623"
"1250000","1.991440773010254","1.991440773010254","1.991440773010254","624","624","624"
"1252000","1.3695803880691528","1.3695803880691528","1.3695803880691528","625","625","625"
"1254000","1.933180332183838","1.933180332183838","1.933180332183838","626","626","626"
"1256000","2.123701810836792","2.123701810836792","2.123701810836792","627","627","627"
"1258000","1.89406156539917","1.89406156539917","1.89406156539917","628","628","628"
"1260000","1.9889417886734009","1.9889417886734009","1.9889417886734009","629","629","629"
"1262000","1.889150857925415","1.889150857925415","1.889150857925415","630","630","630"
"1264000","1.7325091361999512","1.7325091361999512","1.7325091361999512","631","631","631"
"1266000","2.0322885513305664","2.0322885513305664","2.0322885513305664","632","632","632"
"1268000","2.089885950088501","2.089885950088501","2.089885950088501","633","633","633"
"1270000","1.9791303873062134","1.9791303873062134","1.9791303873062134","634","634","634"
"1272000","2.1559839248657227","2.1559839248657227","2.1559839248657227","635","635","635"
"1274000","2.3018746376037598","2.3018746376037598","2.3018746376037598","636","636","636"
"1276000","2.095430374145508","2.095430374145508","2.095430374145508","637","637","637"
"1278000","1.8838053941726685","1.8838053941726685","1.8838053941726685","638","638","638"
"1280000","1.9461214542388916","1.9461214542388916","1.9461214542388916","639","639","639"
"1282000","1.6132739782333374","1.6132739782333374","1.6132739782333374","640","640","640"
"1284000","2.0533056259155273","2.0533056259155273","2.0533056259155273","641","641","641"
"1286000","2.1889564990997314","2.1889564990997314","2.1889564990997314","642","642","642"
"1288000","2.0969393253326416","2.0969393253326416","2.0969393253326416","643","643","643"
"1290000","1.887946605682373","1.887946605682373","1.887946605682373","644","644","644"
"1292000","1.8733240365982056","1.8733240365982056","1.8733240365982056","645","645","645"
"1294000","2.1647489070892334","2.1647489070892334","2.1647489070892334","646","646","646"
"1296000","1.4223471879959106","1.4223471879959106","1.4223471879959106","647","647","647"
"1298000","1.9973886013031006","1.9973886013031006","1.9973886013031006","648","648","648"
"1300000","2.1165549755096436","2.1165549755096436","2.1165549755096436","649","649","649"
"1302000","1.903061032295227","1.903061032295227","1.903061032295227","650","650","650"
"1304000","2.048322916030884","2.048322916030884","2.048322916030884","651","651","651"
"1306000","1.9484453201293945","1.9484453201293945","1.9484453201293945","652","652","652"
"1308000","2.2075705528259277","2.2075705528259277","2.2075705528259277","653","653","653"
"1310000","2.0842034816741943","2.0842034816741943","2.0842034816741943","654","654","654"
"1312000","2.145902633666992","2.145902633666992","2.145902633666992","655","655","655"
"1314000","2.0481770038604736","2.0481770038604736","2.0481770038604736","656","656","656"
"1316000","1.9862828254699707","1.9862828254699707","1.9862828254699707","657","657","657"
"1318000","2.2819807529449463","2.2819807529449463","2.2819807529449463","658","658","658"
"1320000","2.206495523452759","2.206495523452759","2.206495523452759","659","659","659"
"1322000","1.8687078952789307","1.8687078952789307","1.8687078952789307","660","660","660"
"1324000","2.145493268966675","2.145493268966675","2.145493268966675","661","661","661"
"1326000","1.7289923429489136","1.7289923429489136","1.7289923429489136","662","662","662"
"1328000","1.4717048406600952","1.4717048406600952","1.4717048406600952","663","663","663"
"1330000","1.8901194334030151","1.8901194334030151","1.8901194334030151","664","664","664"
"1332000","1.8468272686004639","1.8468272686004639","1.8468272686004639","665","665","665"
"1334000","2.1222994327545166","2.1222994327545166","2.1222994327545166","666","666","666"
"1336000","2.18184494972229","2.18184494972229","2.18184494972229","667","667","667"
"1338000","2.0912981033325195","2.0912981033325195","2.0912981033325195","668","668","668"
"1340000","2.024702548980713","2.024702548980713","2.024702548980713","669","669","669"
"1342000","2.0461723804473877","2.0461723804473877","2.0461723804473877","670","670","670"
"1344000","1.8927778005599976","1.8927778005599976","1.8927778005599976","671","671","671"
"1346000","2.091947555541992","2.091947555541992","2.091947555541992","672","672","672"
"1348000","2.158295154571533","2.158295154571533","2.158295154571533","673","673","673"
"1350000","2.0065693855285645","2.0065693855285645","2.0065693855285645","674","674","674"
"1352000","1.8995015621185303","1.8995015621185303","1.8995015621185303","675","675","675"
"1354000","1.9929696321487427","1.9929696321487427","1.9929696321487427","676","676","676"
"1356000","2.0995242595672607","2.0995242595672607","2.0995242595672607","677","677","677"
"1358000","2.0307040214538574","2.0307040214538574","2.0307040214538574","678","678","678"
"1360000","2.076862335205078","2.076862335205078","2.076862335205078","679","679","679"
"1362000","1.8925201892852783","1.8925201892852783","1.8925201892852783","680","680","680"
"1364000","1.9737497568130493","1.9737497568130493","1.9737497568130493","681","681","681"
"1366000","2.2009756565093994","2.2009756565093994","2.2009756565093994","682","682","682"
"1368000","2.037400007247925","2.037400007247925","2.037400007247925","683","683","683"
"1370000","2.0759057998657227","2.0759057998657227","2.0759057998657227","684","684","684"
"1372000","2.1916310787200928","2.1916310787200928","2.1916310787200928","685","685","685"
"1374000","1.9963598251342773","1.9963598251342773","1.9963598251342773","686","686","686"
"1376000","1.992521047592163","1.992521047592163","1.992521047592163","687","687","687"
"1378000","2.1476564407348633","2.1476564407348633","2.1476564407348633","688","688","688"
"1380000","1.90420401096344","1.90420401096344","1.90420401096344","689","689","689"
"1382000","1.9743452072143555","1.9743452072143555","1.9743452072143555","690","690","690"
"1384000","1.8393135070800781","1.8393135070800781","1.8393135070800781","691","691","691"
"1386000","1.8908016681671143","1.8908016681671143","1.8908016681671143","692","692","692"
"1388000","1.9806549549102783","1.9806549549102783","1.9806549549102783","693","693","693"
"1390000","2.0069262981414795","2.0069262981414795","2.0069262981414795","694","694","694"
"1392000","2.1078813076019287","2.1078813076019287","2.1078813076019287","695","695","695"
"1394000","1.8559587001800537","1.8559587001800537","1.8559587001800537","696","696","696"
"1396000","1.9953426122665405","1.9953426122665405","1.9953426122665405","697","697","697"
"1398000","2.0970618724823","2.0970618724823","2.0970618724823","698","698","698"
"1400000","2.057591676712036","2.057591676712036","2.057591676712036","699","699","699"
"1402000","2.1813602447509766","2.1813602447509766","2.1813602447509766","700","700","700"
"1404000","1.8464127779006958","1.8464127779006958","1.8464127779006958","701","701","701"
"1406000","2.023956775665283","2.023956775665283","2.023956775665283","702","702","702"
"1408000","2.0765786170959473","2.0765786170959473","2.0765786170959473","703","703","703"
"1410000","2.0052661895751953","2.0052661895751953","2.0052661895751953","704","704","704"
"1412000","2.001110076904297","2.001110076904297","2.001110076904297","705","705","705"
"1414000","1.941400170326233","1.941400170326233","1.941400170326233","706","706","706"
"1416000","1.9790281057357788","1.9790281057357788","1.9790281057357788","707","707","707"
"1418000","2.0664963722229004","2.0664963722229004","2.0664963722229004","708","708","708"
"1420000","1.9669362306594849","1.9669362306594849","1.9669362306594849","709","709","709"
"1422000","2.1230862140655518","2.1230862140655518","2.1230862140655518","710","710","710"
"1424000","1.702554702758789","1.702554702758789","1.702554702758789","711","711","711"
"1426000","1.3070441484451294","1.3070441484451294","1.3070441484451294","712","712","712"
"1428000","2.1815543174743652","2.1815543174743652","2.1815543174743652","713","713","713"
"1430000","2.1936705112457275","2.1936705112457275","2.1936705112457275","714","714","714"
"1432000","1.7943559885025024","1.7943559885025024","1.7943559885025024","715","715","715"
"1434000","1.9617884159088135","1.9617884159088135","1.9617884159088135","716","716","716"
"1436000","2.453530788421631","2.453530788421631","2.453530788421631","717","717","717"
"1438000","2.0001978874206543","2.0001978874206543","2.0001978874206543","718","718","718"
"1440000","2.064182996749878","2.064182996749878","2.064182996749878","719","719","719"
"1442000","2.1942903995513916","2.1942903995513916","2.1942903995513916","720","720","720"
"1444000","2.494229316711426","2.494229316711426","2.494229316711426","721","721","721"
"1446000","1.9668190479278564","1.9668190479278564","1.9668190479278564","722","722","722"
"1448000","2.2634363174438477","2.2634363174438477","2.2634363174438477","723","723","723"
"1450000","2.096064329147339","2.096064329147339","2.096064329147339","724","724","724"
"1452000","2.174877643585205","2.174877643585205","2.174877643585205","725","725","725"
"1454000","2.0949132442474365","2.0949132442474365","2.0949132442474365","726","726","726"
"1456000","1.8218324184417725","1.8218324184417725","1.8218324184417725","727","727","727"
"1458000","1.4933348894119263","1.4933348894119263","1.4933348894119263","728","728","728"
"1460000","1.9584003686904907","1.9584003686904907","1.9584003686904907","729","729","729"
"1462000","2.1184163093566895","2.1184163093566895","2.1184163093566895","730","730","730"
"1464000","2.151045799255371","2.151045799255371","2.151045799255371","731","731","731"
"1466000","1.9918302297592163","1.9918302297592163","1.9918302297592163","732","732","732"
"1468000","2.2360472679138184","2.2360472679138184","2.2360472679138184","733","733","733"
"1470000","2.179774045944214","2.179774045944214","2.179774045944214","734","734","734"
"1472000","2.045501947402954","2.045501947402954","2.045501947402954","735","735","735"
