"global_step","251221_DQN - train/final_episode_iou","251221_DQN - train/final_episode_iou__MIN","251221_DQN - train/final_episode_iou__MAX","251221_DQN - _step","251221_DQN - _step__MIN","251221_DQN - _step__MAX"
"1448000","0.36426448822021484","0.36426448822021484","0.36426448822021484","723","723","723"
"1450000","0.2448880970478058","0.2448880970478058","0.2448880970478058","724","724","724"
"1452000","0.23889021575450897","0.23889021575450897","0.23889021575450897","725","725","725"
"1454000","0.2992972731590271","0.2992972731590271","0.2992972731590271","726","726","726"
"1456000","0.34916985034942627","0.34916985034942627","0.34916985034942627","727","727","727"
"1458000","0.3203011751174927","0.3203011751174927","0.3203011751174927","728","728","728"
"1460000","0.43715792894363403","0.43715792894363403","0.43715792894363403","729","729","729"
"1462000","0.23190678656101227","0.23190678656101227","0.23190678656101227","730","730","730"
"1464000","0.15679411590099335","0.15679411590099335","0.15679411590099335","731","731","731"
"1466000","0.30913978815078735","0.30913978815078735","0.30913978815078735","732","732","732"
"1468000","0.29609864950180054","0.29609864950180054","0.29609864950180054","733","733","733"
"1470000","0.15649229288101196","0.15649229288101196","0.15649229288101196","734","734","734"
"1472000","0.3804830014705658","0.3804830014705658","0.3804830014705658","735","735","735"
"1474000","0.21336306631565094","0.21336306631565094","0.21336306631565094","736","736","736"
"1476000","0.22277002036571503","0.22277002036571503","0.22277002036571503","737","737","737"
"1478000","0.37248650193214417","0.37248650193214417","0.37248650193214417","738","738","738"
"1480000","0.3812955319881439","0.3812955319881439","0.3812955319881439","739","739","739"
"1482000","0.28167954087257385","0.28167954087257385","0.28167954087257385","740","740","740"
"1484000","0.4495975077152252","0.4495975077152252","0.4495975077152252","741","741","741"
"1486000","0.48858001828193665","0.48858001828193665","0.48858001828193665","742","742","742"
"1488000","0.2501995861530304","0.2501995861530304","0.2501995861530304","743","743","743"
"1490000","0.4096375107765198","0.4096375107765198","0.4096375107765198","744","744","744"
"1492000","0.3931504487991333","0.3931504487991333","0.3931504487991333","745","745","745"
"1494000","0.4048081338405609","0.4048081338405609","0.4048081338405609","746","746","746"
"1496000","0.38714802265167236","0.38714802265167236","0.38714802265167236","747","747","747"
"1498000","0.34207960963249207","0.34207960963249207","0.34207960963249207","749","749","749"
"1500000","0.3186977207660675","0.3186977207660675","0.3186977207660675","750","750","750"
