"global_step","251221_DQN - train/final_feat_cross","251221_DQN - train/final_feat_cross__MIN","251221_DQN - train/final_feat_cross__MAX","251221_DQN - _step","251221_DQN - _step__MIN","251221_DQN - _step__MAX"
"734000","2.1422712802886963","2.1422712802886963","2.1422712802886963","366","366","366"
"736000","1.8671965599060059","1.8671965599060059","1.8671965599060059","367","367","367"
"738000","2.002216100692749","2.002216100692749","2.002216100692749","368","368","368"
"740000","1.969123125076294","1.969123125076294","1.969123125076294","369","369","369"
"742000","1.9326897859573364","1.9326897859573364","1.9326897859573364","370","370","370"
"744000","1.9370592832565308","1.9370592832565308","1.9370592832565308","371","371","371"
"746000","1.7441530227661133","1.7441530227661133","1.7441530227661133","372","372","372"
"748000","1.8658967018127441","1.8658967018127441","1.8658967018127441","373","373","373"
"750000","1.8036218881607056","1.8036218881607056","1.8036218881607056","374","374","374"
"752000","1.9172042608261108","1.9172042608261108","1.9172042608261108","375","375","375"
"754000","2.102419376373291","2.102419376373291","2.102419376373291","376","376","376"
"756000","1.7634036540985107","1.7634036540985107","1.7634036540985107","377","377","377"
"758000","1.970985770225525","1.970985770225525","1.970985770225525","378","378","378"
"760000","1.805848240852356","1.805848240852356","1.805848240852356","379","379","379"
"762000","2.1591575145721436","2.1591575145721436","2.1591575145721436","380","380","380"
"764000","2.2034592628479004","2.2034592628479004","2.2034592628479004","381","381","381"
"766000","2.0624616146087646","2.0624616146087646","2.0624616146087646","382","382","382"
"768000","2.1763410568237305","2.1763410568237305","2.1763410568237305","383","383","383"
"770000","1.933564305305481","1.933564305305481","1.933564305305481","384","384","384"
"772000","2.0111887454986572","2.0111887454986572","2.0111887454986572","385","385","385"
"774000","2.356309175491333","2.356309175491333","2.356309175491333","386","386","386"
"776000","1.9401472806930542","1.9401472806930542","1.9401472806930542","387","387","387"
"778000","1.7362854480743408","1.7362854480743408","1.7362854480743408","388","388","388"
"780000","2.0655415058135986","2.0655415058135986","2.0655415058135986","389","389","389"
"782000","1.6603212356567383","1.6603212356567383","1.6603212356567383","390","390","390"
"784000","1.9761149883270264","1.9761149883270264","1.9761149883270264","391","391","391"
"786000","1.954208254814148","1.954208254814148","1.954208254814148","392","392","392"
"788000","1.7557673454284668","1.7557673454284668","1.7557673454284668","393","393","393"
"790000","2.148392677307129","2.148392677307129","2.148392677307129","394","394","394"
"792000","1.4528478384017944","1.4528478384017944","1.4528478384017944","395","395","395"
"794000","1.7352474927902222","1.7352474927902222","1.7352474927902222","396","396","396"
"796000","2.2327821254730225","2.2327821254730225","2.2327821254730225","397","397","397"
"798000","1.6593519449234009","1.6593519449234009","1.6593519449234009","398","398","398"
"800000","2.1140799522399902","2.1140799522399902","2.1140799522399902","399","399","399"
"802000","2.0479156970977783","2.0479156970977783","2.0479156970977783","400","400","400"
"804000","1.9075909852981567","1.9075909852981567","1.9075909852981567","401","401","401"
"806000","2.1221914291381836","2.1221914291381836","2.1221914291381836","402","402","402"
"808000","2.1804518699645996","2.1804518699645996","2.1804518699645996","403","403","403"
"810000","1.9925081729888916","1.9925081729888916","1.9925081729888916","404","404","404"
"812000","2.0537588596343994","2.0537588596343994","2.0537588596343994","405","405","405"
"814000","1.9150779247283936","1.9150779247283936","1.9150779247283936","406","406","406"
"816000","1.7910007238388062","1.7910007238388062","1.7910007238388062","407","407","407"
"818000","1.9771994352340698","1.9771994352340698","1.9771994352340698","408","408","408"
"820000","2.067695379257202","2.067695379257202","2.067695379257202","409","409","409"
"822000","1.7599170207977295","1.7599170207977295","1.7599170207977295","410","410","410"
"824000","1.5533490180969238","1.5533490180969238","1.5533490180969238","411","411","411"
"826000","2.1379082202911377","2.1379082202911377","2.1379082202911377","412","412","412"
"828000","2.0655648708343506","2.0655648708343506","2.0655648708343506","413","413","413"
"830000","1.9789435863494873","1.9789435863494873","1.9789435863494873","414","414","414"
"832000","2.002156972885132","2.002156972885132","2.002156972885132","415","415","415"
"834000","1.805219054222107","1.805219054222107","1.805219054222107","416","416","416"
"836000","2.1012706756591797","2.1012706756591797","2.1012706756591797","417","417","417"
"838000","1.703918695449829","1.703918695449829","1.703918695449829","418","418","418"
"840000","2.120035171508789","2.120035171508789","2.120035171508789","419","419","419"
"842000","2.1494150161743164","2.1494150161743164","2.1494150161743164","420","420","420"
"844000","2.0274696350097656","2.0274696350097656","2.0274696350097656","421","421","421"
"846000","2.227175712585449","2.227175712585449","2.227175712585449","422","422","422"
"848000","2.07307505607605","2.07307505607605","2.07307505607605","423","423","423"
"850000","1.9979454278945923","1.9979454278945923","1.9979454278945923","424","424","424"
"852000","1.9814798831939697","1.9814798831939697","1.9814798831939697","425","425","425"
"854000","1.892702579498291","1.892702579498291","1.892702579498291","426","426","426"
"856000","2.0354411602020264","2.0354411602020264","2.0354411602020264","427","427","427"
"858000","2.0611324310302734","2.0611324310302734","2.0611324310302734","428","428","428"
"860000","1.9958053827285767","1.9958053827285767","1.9958053827285767","429","429","429"
"862000","2.2697951793670654","2.2697951793670654","2.2697951793670654","430","430","430"
"864000","2.0156970024108887","2.0156970024108887","2.0156970024108887","431","431","431"
"866000","2.1175689697265625","2.1175689697265625","2.1175689697265625","432","432","432"
"868000","1.2925652265548706","1.2925652265548706","1.2925652265548706","433","433","433"
"870000","1.9533352851867676","1.9533352851867676","1.9533352851867676","434","434","434"
"872000","2.1215009689331055","2.1215009689331055","2.1215009689331055","435","435","435"
"874000","2.4497790336608887","2.4497790336608887","2.4497790336608887","436","436","436"
"876000","2.2303953170776367","2.2303953170776367","2.2303953170776367","437","437","437"
"878000","2.030463218688965","2.030463218688965","2.030463218688965","438","438","438"
"880000","2.0101261138916016","2.0101261138916016","2.0101261138916016","439","439","439"
"882000","1.8533674478530884","1.8533674478530884","1.8533674478530884","440","440","440"
"884000","2.0104470252990723","2.0104470252990723","2.0104470252990723","441","441","441"
"886000","1.9868696928024292","1.9868696928024292","1.9868696928024292","442","442","442"
"888000","1.637303113937378","1.637303113937378","1.637303113937378","443","443","443"
"890000","1.7962541580200195","1.7962541580200195","1.7962541580200195","444","444","444"
"892000","1.8605080842971802","1.8605080842971802","1.8605080842971802","445","445","445"
"894000","1.511026382446289","1.511026382446289","1.511026382446289","446","446","446"
"896000","2.124008893966675","2.124008893966675","2.124008893966675","447","447","447"
"898000","1.7240760326385498","1.7240760326385498","1.7240760326385498","448","448","448"
"900000","2.1684584617614746","2.1684584617614746","2.1684584617614746","449","449","449"
"902000","1.917675495147705","1.917675495147705","1.917675495147705","450","450","450"
"904000","2.1989829540252686","2.1989829540252686","2.1989829540252686","451","451","451"
"906000","2.120473861694336","2.120473861694336","2.120473861694336","452","452","452"
"908000","1.6855933666229248","1.6855933666229248","1.6855933666229248","453","453","453"
"910000","1.80561363697052","1.80561363697052","1.80561363697052","454","454","454"
"912000","1.8657643795013428","1.8657643795013428","1.8657643795013428","455","455","455"
"914000","2.065145969390869","2.065145969390869","2.065145969390869","456","456","456"
"916000","1.9941846132278442","1.9941846132278442","1.9941846132278442","457","457","457"
"918000","2.0266671180725098","2.0266671180725098","2.0266671180725098","458","458","458"
"920000","2.068887233734131","2.068887233734131","2.068887233734131","459","459","459"
"922000","1.4835271835327148","1.4835271835327148","1.4835271835327148","460","460","460"
"924000","1.84517240524292","1.84517240524292","1.84517240524292","461","461","461"
"926000","1.841263771057129","1.841263771057129","1.841263771057129","462","462","462"
"928000","2.0029945373535156","2.0029945373535156","2.0029945373535156","463","463","463"
"930000","2.156982421875","2.156982421875","2.156982421875","464","464","464"
"932000","2.0955312252044678","2.0955312252044678","2.0955312252044678","465","465","465"
"934000","2.0388193130493164","2.0388193130493164","2.0388193130493164","466","466","466"
"936000","2.079610586166382","2.079610586166382","2.079610586166382","467","467","467"
"938000","1.8898839950561523","1.8898839950561523","1.8898839950561523","468","468","468"
"940000","2.1756062507629395","2.1756062507629395","2.1756062507629395","469","469","469"
"942000","1.98867928981781","1.98867928981781","1.98867928981781","470","470","470"
"944000","1.6443970203399658","1.6443970203399658","1.6443970203399658","471","471","471"
"946000","2.1094865798950195","2.1094865798950195","2.1094865798950195","472","472","472"
"948000","2.010667085647583","2.010667085647583","2.010667085647583","473","473","473"
"950000","2.1783833503723145","2.1783833503723145","2.1783833503723145","474","474","474"
"952000","1.7005081176757812","1.7005081176757812","1.7005081176757812","475","475","475"
"954000","1.8992266654968262","1.8992266654968262","1.8992266654968262","476","476","476"
"956000","2.0950982570648193","2.0950982570648193","2.0950982570648193","477","477","477"
"958000","2.126887798309326","2.126887798309326","2.126887798309326","478","478","478"
"960000","2.110320568084717","2.110320568084717","2.110320568084717","479","479","479"
"962000","2.1305041313171387","2.1305041313171387","2.1305041313171387","480","480","480"
"964000","1.7525111436843872","1.7525111436843872","1.7525111436843872","481","481","481"
"966000","1.975606083869934","1.975606083869934","1.975606083869934","482","482","482"
"968000","2.0491960048675537","2.0491960048675537","2.0491960048675537","483","483","483"
"970000","2.0502185821533203","2.0502185821533203","2.0502185821533203","484","484","484"
"972000","1.8363192081451416","1.8363192081451416","1.8363192081451416","485","485","485"
"974000","1.4961223602294922","1.4961223602294922","1.4961223602294922","486","486","486"
"976000","2.169046401977539","2.169046401977539","2.169046401977539","487","487","487"
"978000","2.1901183128356934","2.1901183128356934","2.1901183128356934","488","488","488"
"980000","2.2651560306549072","2.2651560306549072","2.2651560306549072","489","489","489"
"982000","1.9792532920837402","1.9792532920837402","1.9792532920837402","490","490","490"
"984000","1.4341329336166382","1.4341329336166382","1.4341329336166382","491","491","491"
"986000","1.848158836364746","1.848158836364746","1.848158836364746","492","492","492"
"988000","1.804443597793579","1.804443597793579","1.804443597793579","493","493","493"
"990000","2.1472973823547363","2.1472973823547363","2.1472973823547363","494","494","494"
"992000","1.8975774049758911","1.8975774049758911","1.8975774049758911","495","495","495"
"994000","1.9653258323669434","1.9653258323669434","1.9653258323669434","496","496","496"
"996000","1.8998721837997437","1.8998721837997437","1.8998721837997437","497","497","497"
"998000","2.0982062816619873","2.0982062816619873","2.0982062816619873","498","498","498"
"1000000","2.029280185699463","2.029280185699463","2.029280185699463","499","499","499"
"1002000","2.2011404037475586","2.2011404037475586","2.2011404037475586","500","500","500"
"1004000","1.7984247207641602","1.7984247207641602","1.7984247207641602","501","501","501"
"1006000","2.1339213848114014","2.1339213848114014","2.1339213848114014","502","502","502"
"1008000","1.9866948127746582","1.9866948127746582","1.9866948127746582","503","503","503"
"1010000","1.7593399286270142","1.7593399286270142","1.7593399286270142","504","504","504"
"1012000","1.9041337966918945","1.9041337966918945","1.9041337966918945","505","505","505"
"1014000","2.105343818664551","2.105343818664551","2.105343818664551","506","506","506"
"1016000","1.8586560487747192","1.8586560487747192","1.8586560487747192","507","507","507"
"1018000","2.08164381980896","2.08164381980896","2.08164381980896","508","508","508"
"1020000","2.1541080474853516","2.1541080474853516","2.1541080474853516","509","509","509"
"1022000","2.0582520961761475","2.0582520961761475","2.0582520961761475","510","510","510"
"1024000","1.7918864488601685","1.7918864488601685","1.7918864488601685","511","511","511"
"1026000","1.2064093351364136","1.2064093351364136","1.2064093351364136","512","512","512"
"1028000","2.0865025520324707","2.0865025520324707","2.0865025520324707","513","513","513"
"1030000","2.2019336223602295","2.2019336223602295","2.2019336223602295","514","514","514"
"1032000","1.9284948110580444","1.9284948110580444","1.9284948110580444","515","515","515"
"1034000","2.199176549911499","2.199176549911499","2.199176549911499","516","516","516"
"1036000","2.1176843643188477","2.1176843643188477","2.1176843643188477","517","517","517"
"1038000","2.0726897716522217","2.0726897716522217","2.0726897716522217","518","518","518"
"1040000","2.079115629196167","2.079115629196167","2.079115629196167","519","519","519"
"1042000","1.8289576768875122","1.8289576768875122","1.8289576768875122","520","520","520"
"1044000","1.8803822994232178","1.8803822994232178","1.8803822994232178","521","521","521"
"1046000","2.3146655559539795","2.3146655559539795","2.3146655559539795","522","522","522"
"1048000","1.522178292274475","1.522178292274475","1.522178292274475","523","523","523"
"1050000","1.7735439538955688","1.7735439538955688","1.7735439538955688","524","524","524"
"1052000","1.6185104846954346","1.6185104846954346","1.6185104846954346","525","525","525"
"1054000","1.6977052688598633","1.6977052688598633","1.6977052688598633","526","526","526"
"1056000","2.20843243598938","2.20843243598938","2.20843243598938","527","527","527"
"1058000","1.7673475742340088","1.7673475742340088","1.7673475742340088","528","528","528"
"1060000","2.0144565105438232","2.0144565105438232","2.0144565105438232","529","529","529"
"1062000","1.8525151014328003","1.8525151014328003","1.8525151014328003","530","530","530"
"1064000","1.6760497093200684","1.6760497093200684","1.6760497093200684","531","531","531"
"1066000","1.8189456462860107","1.8189456462860107","1.8189456462860107","532","532","532"
"1068000","2.184419631958008","2.184419631958008","2.184419631958008","533","533","533"
"1070000","2.109574556350708","2.109574556350708","2.109574556350708","534","534","534"
"1072000","2.179165840148926","2.179165840148926","2.179165840148926","535","535","535"
"1074000","2.1028740406036377","2.1028740406036377","2.1028740406036377","536","536","536"
"1076000","2.0816030502319336","2.0816030502319336","2.0816030502319336","537","537","537"
"1078000","2.101626396179199","2.101626396179199","2.101626396179199","538","538","538"
"1080000","2.0012457370758057","2.0012457370758057","2.0012457370758057","539","539","539"
"1082000","1.8510336875915527","1.8510336875915527","1.8510336875915527","540","540","540"
"1084000","1.6851576566696167","1.6851576566696167","1.6851576566696167","541","541","541"
"1086000","1.9365859031677246","1.9365859031677246","1.9365859031677246","542","542","542"
"1088000","1.9511088132858276","1.9511088132858276","1.9511088132858276","543","543","543"
"1090000","2.14819598197937","2.14819598197937","2.14819598197937","544","544","544"
"1092000","1.8201589584350586","1.8201589584350586","1.8201589584350586","545","545","545"
"1094000","1.9120603799819946","1.9120603799819946","1.9120603799819946","546","546","546"
"1096000","2.0321993827819824","2.0321993827819824","2.0321993827819824","547","547","547"
"1098000","1.7129325866699219","1.7129325866699219","1.7129325866699219","548","548","548"
"1100000","1.7630279064178467","1.7630279064178467","1.7630279064178467","549","549","549"
"1102000","1.9719014167785645","1.9719014167785645","1.9719014167785645","550","550","550"
"1104000","2.0980398654937744","2.0980398654937744","2.0980398654937744","551","551","551"
"1106000","1.9213817119598389","1.9213817119598389","1.9213817119598389","552","552","552"
"1108000","2.111672878265381","2.111672878265381","2.111672878265381","553","553","553"
"1110000","2.224771499633789","2.224771499633789","2.224771499633789","554","554","554"
"1112000","2.136565685272217","2.136565685272217","2.136565685272217","555","555","555"
"1114000","1.923882246017456","1.923882246017456","1.923882246017456","556","556","556"
"1116000","2.149442434310913","2.149442434310913","2.149442434310913","557","557","557"
"1118000","2.166717529296875","2.166717529296875","2.166717529296875","558","558","558"
"1120000","1.985737681388855","1.985737681388855","1.985737681388855","559","559","559"
"1122000","1.4357554912567139","1.4357554912567139","1.4357554912567139","560","560","560"
"1124000","1.9074214696884155","1.9074214696884155","1.9074214696884155","561","561","561"
"1126000","1.8457533121109009","1.8457533121109009","1.8457533121109009","562","562","562"
"1128000","2.0777053833007812","2.0777053833007812","2.0777053833007812","563","563","563"
"1130000","1.9484680891036987","1.9484680891036987","1.9484680891036987","564","564","564"
"1132000","2.007335901260376","2.007335901260376","2.007335901260376","565","565","565"
"1134000","2.1170380115509033","2.1170380115509033","2.1170380115509033","566","566","566"
"1136000","2.0575475692749023","2.0575475692749023","2.0575475692749023","567","567","567"
"1138000","2.033667802810669","2.033667802810669","2.033667802810669","568","568","568"
"1140000","2.036665439605713","2.036665439605713","2.036665439605713","569","569","569"
"1142000","2.1091196537017822","2.1091196537017822","2.1091196537017822","570","570","570"
"1144000","2.1771225929260254","2.1771225929260254","2.1771225929260254","571","571","571"
"1146000","1.9367051124572754","1.9367051124572754","1.9367051124572754","572","572","572"
"1148000","2.1294960975646973","2.1294960975646973","2.1294960975646973","573","573","573"
"1150000","1.5372259616851807","1.5372259616851807","1.5372259616851807","574","574","574"
"1152000","1.9775586128234863","1.9775586128234863","1.9775586128234863","575","575","575"
"1154000","1.9453985691070557","1.9453985691070557","1.9453985691070557","576","576","576"
"1156000","2.1404898166656494","2.1404898166656494","2.1404898166656494","577","577","577"
"1158000","1.9481480121612549","1.9481480121612549","1.9481480121612549","578","578","578"
"1160000","2.090972423553467","2.090972423553467","2.090972423553467","579","579","579"
"1162000","1.5600827932357788","1.5600827932357788","1.5600827932357788","580","580","580"
"1164000","1.9018683433532715","1.9018683433532715","1.9018683433532715","581","581","581"
"1166000","1.772121787071228","1.772121787071228","1.772121787071228","582","582","582"
"1168000","1.8725886344909668","1.8725886344909668","1.8725886344909668","583","583","583"
"1170000","1.97276771068573","1.97276771068573","1.97276771068573","584","584","584"
"1172000","2.0677738189697266","2.0677738189697266","2.0677738189697266","585","585","585"
"1174000","1.94884192943573","1.94884192943573","1.94884192943573","586","586","586"
"1176000","1.6537715196609497","1.6537715196609497","1.6537715196609497","587","587","587"
"1178000","1.9715059995651245","1.9715059995651245","1.9715059995651245","588","588","588"
"1180000","2.0330774784088135","2.0330774784088135","2.0330774784088135","589","589","589"
"1182000","1.968267798423767","1.968267798423767","1.968267798423767","590","590","590"
"1184000","1.6096867322921753","1.6096867322921753","1.6096867322921753","591","591","591"
"1186000","1.5127406120300293","1.5127406120300293","1.5127406120300293","592","592","592"
"1188000","2.2175583839416504","2.2175583839416504","2.2175583839416504","593","593","593"
"1190000","2.0620157718658447","2.0620157718658447","2.0620157718658447","594","594","594"
"1192000","1.91297447681427","1.91297447681427","1.91297447681427","595","595","595"
"1194000","2.0161263942718506","2.0161263942718506","2.0161263942718506","596","596","596"
"1196000","2.0193774700164795","2.0193774700164795","2.0193774700164795","597","597","597"
"1198000","1.8220710754394531","1.8220710754394531","1.8220710754394531","598","598","598"
"1200000","2.144179105758667","2.144179105758667","2.144179105758667","599","599","599"
"1202000","1.9029426574707031","1.9029426574707031","1.9029426574707031","600","600","600"
"1204000","1.9186564683914185","1.9186564683914185","1.9186564683914185","601","601","601"
"1206000","2.3016130924224854","2.3016130924224854","2.3016130924224854","602","602","602"
"1208000","2.1869966983795166","2.1869966983795166","2.1869966983795166","603","603","603"
"1210000","2.1140217781066895","2.1140217781066895","2.1140217781066895","604","604","604"
"1212000","1.952507495880127","1.952507495880127","1.952507495880127","605","605","605"
"1214000","2.1627960205078125","2.1627960205078125","2.1627960205078125","606","606","606"
"1216000","1.5047305822372437","1.5047305822372437","1.5047305822372437","607","607","607"
"1218000","2.043605327606201","2.043605327606201","2.043605327606201","608","608","608"
"1220000","1.8527300357818604","1.8527300357818604","1.8527300357818604","609","609","609"
"1222000","2.2185866832733154","2.2185866832733154","2.2185866832733154","610","610","610"
"1224000","2.0838727951049805","2.0838727951049805","2.0838727951049805","611","611","611"
"1226000","2.1069273948669434","2.1069273948669434","2.1069273948669434","612","612","612"
"1228000","1.6157556772232056","1.6157556772232056","1.6157556772232056","613","613","613"
"1230000","2.0479278564453125","2.0479278564453125","2.0479278564453125","614","614","614"
"1232000","1.9103423357009888","1.9103423357009888","1.9103423357009888","615","615","615"
"1234000","2.062424659729004","2.062424659729004","2.062424659729004","616","616","616"
"1236000","2.1173815727233887","2.1173815727233887","2.1173815727233887","617","617","617"
"1238000","2.2067997455596924","2.2067997455596924","2.2067997455596924","618","618","618"
"1240000","1.912716031074524","1.912716031074524","1.912716031074524","619","619","619"
"1242000","1.9554072618484497","1.9554072618484497","1.9554072618484497","620","620","620"
"1244000","2.139719009399414","2.139719009399414","2.139719009399414","621","621","621"
"1246000","1.8222734928131104","1.8222734928131104","1.8222734928131104","622","622","622"
"1248000","1.9894860982894897","1.9894860982894897","1.9894860982894897","623","623","623"
"1250000","1.9167566299438477","1.9167566299438477","1.9167566299438477","624","624","624"
"1252000","1.8998759984970093","1.8998759984970093","1.8998759984970093","625","625","625"
"1254000","2.047499179840088","2.047499179840088","2.047499179840088","626","626","626"
"1256000","2.0820024013519287","2.0820024013519287","2.0820024013519287","627","627","627"
"1258000","1.8640756607055664","1.8640756607055664","1.8640756607055664","628","628","628"
"1260000","2.0941641330718994","2.0941641330718994","2.0941641330718994","629","629","629"
"1262000","2.116643190383911","2.116643190383911","2.116643190383911","630","630","630"
"1264000","1.9433743953704834","1.9433743953704834","1.9433743953704834","631","631","631"
"1266000","2.159644603729248","2.159644603729248","2.159644603729248","632","632","632"
"1268000","2.1540355682373047","2.1540355682373047","2.1540355682373047","633","633","633"
"1270000","1.4251118898391724","1.4251118898391724","1.4251118898391724","634","634","634"
"1272000","2.123732805252075","2.123732805252075","2.123732805252075","635","635","635"
"1274000","1.834916591644287","1.834916591644287","1.834916591644287","636","636","636"
"1276000","1.9635287523269653","1.9635287523269653","1.9635287523269653","637","637","637"
"1278000","2.032757043838501","2.032757043838501","2.032757043838501","638","638","638"
"1280000","1.544982671737671","1.544982671737671","1.544982671737671","639","639","639"
"1282000","2.0078649520874023","2.0078649520874023","2.0078649520874023","640","640","640"
"1284000","2.069732189178467","2.069732189178467","2.069732189178467","641","641","641"
"1286000","1.878515362739563","1.878515362739563","1.878515362739563","642","642","642"
"1288000","2.0484280586242676","2.0484280586242676","2.0484280586242676","643","643","643"
"1290000","2.333432912826538","2.333432912826538","2.333432912826538","644","644","644"
"1292000","2.0633037090301514","2.0633037090301514","2.0633037090301514","645","645","645"
"1294000","1.8089492321014404","1.8089492321014404","1.8089492321014404","646","646","646"
"1296000","2.0998361110687256","2.0998361110687256","2.0998361110687256","647","647","647"
"1298000","1.8586524724960327","1.8586524724960327","1.8586524724960327","648","648","648"
"1300000","1.6465632915496826","1.6465632915496826","1.6465632915496826","649","649","649"
"1302000","2.2399001121520996","2.2399001121520996","2.2399001121520996","650","650","650"
"1304000","1.9532952308654785","1.9532952308654785","1.9532952308654785","651","651","651"
"1306000","1.8664194345474243","1.8664194345474243","1.8664194345474243","652","652","652"
"1308000","1.9313679933547974","1.9313679933547974","1.9313679933547974","653","653","653"
"1310000","1.7883278131484985","1.7883278131484985","1.7883278131484985","654","654","654"
"1312000","1.9185574054718018","1.9185574054718018","1.9185574054718018","655","655","655"
"1314000","1.9169076681137085","1.9169076681137085","1.9169076681137085","656","656","656"
"1316000","2.132716417312622","2.132716417312622","2.132716417312622","657","657","657"
"1318000","2.0534138679504395","2.0534138679504395","2.0534138679504395","658","658","658"
"1320000","2.081427812576294","2.081427812576294","2.081427812576294","659","659","659"
"1322000","1.9406895637512207","1.9406895637512207","1.9406895637512207","660","660","660"
"1324000","2.169466495513916","2.169466495513916","2.169466495513916","661","661","661"
"1326000","1.8345654010772705","1.8345654010772705","1.8345654010772705","662","662","662"
"1328000","2.037848949432373","2.037848949432373","2.037848949432373","663","663","663"
"1330000","2.0018999576568604","2.0018999576568604","2.0018999576568604","664","664","664"
"1332000","1.9184969663619995","1.9184969663619995","1.9184969663619995","665","665","665"
"1334000","1.890908122062683","1.890908122062683","1.890908122062683","666","666","666"
"1336000","1.9639135599136353","1.9639135599136353","1.9639135599136353","667","667","667"
"1338000","2.2458577156066895","2.2458577156066895","2.2458577156066895","668","668","668"
"1340000","2.100559949874878","2.100559949874878","2.100559949874878","669","669","669"
"1342000","2.255369186401367","2.255369186401367","2.255369186401367","670","670","670"
"1344000","2.04642915725708","2.04642915725708","2.04642915725708","671","671","671"
"1346000","2.215322732925415","2.215322732925415","2.215322732925415","672","672","672"
"1348000","2.000460386276245","2.000460386276245","2.000460386276245","673","673","673"
"1350000","2.018136739730835","2.018136739730835","2.018136739730835","674","674","674"
"1352000","2.1380293369293213","2.1380293369293213","2.1380293369293213","675","675","675"
"1354000","2.136817455291748","2.136817455291748","2.136817455291748","676","676","676"
"1356000","2.0024967193603516","2.0024967193603516","2.0024967193603516","677","677","677"
"1358000","2.0431976318359375","2.0431976318359375","2.0431976318359375","678","678","678"
"1360000","1.4259755611419678","1.4259755611419678","1.4259755611419678","679","679","679"
"1362000","2.10349702835083","2.10349702835083","2.10349702835083","680","680","680"
"1364000","2.072765588760376","2.072765588760376","2.072765588760376","681","681","681"
"1366000","2.124415397644043","2.124415397644043","2.124415397644043","682","682","682"
"1368000","1.990470290184021","1.990470290184021","1.990470290184021","683","683","683"
"1370000","2.173797369003296","2.173797369003296","2.173797369003296","684","684","684"
"1372000","2.052384376525879","2.052384376525879","2.052384376525879","685","685","685"
"1374000","1.9045363664627075","1.9045363664627075","1.9045363664627075","686","686","686"
"1376000","1.6289398670196533","1.6289398670196533","1.6289398670196533","687","687","687"
"1378000","1.9480031728744507","1.9480031728744507","1.9480031728744507","688","688","688"
"1380000","2.2547109127044678","2.2547109127044678","2.2547109127044678","689","689","689"
"1382000","2.1369516849517822","2.1369516849517822","2.1369516849517822","690","690","690"
"1384000","1.8743791580200195","1.8743791580200195","1.8743791580200195","691","691","691"
"1386000","1.7918858528137207","1.7918858528137207","1.7918858528137207","692","692","692"
"1388000","2.1411521434783936","2.1411521434783936","2.1411521434783936","693","693","693"
"1390000","1.2553576231002808","1.2553576231002808","1.2553576231002808","694","694","694"
"1392000","1.8527344465255737","1.8527344465255737","1.8527344465255737","695","695","695"
"1394000","2.033564329147339","2.033564329147339","2.033564329147339","696","696","696"
"1396000","2.0756165981292725","2.0756165981292725","2.0756165981292725","697","697","697"
"1398000","2.0636937618255615","2.0636937618255615","2.0636937618255615","698","698","698"
"1400000","2.036597728729248","2.036597728729248","2.036597728729248","699","699","699"
"1402000","1.8261349201202393","1.8261349201202393","1.8261349201202393","700","700","700"
"1404000","1.810093879699707","1.810093879699707","1.810093879699707","701","701","701"
"1406000","1.7272772789001465","1.7272772789001465","1.7272772789001465","702","702","702"
"1408000","2.001905918121338","2.001905918121338","2.001905918121338","703","703","703"
"1410000","2.0884053707122803","2.0884053707122803","2.0884053707122803","704","704","704"
"1412000","1.9241197109222412","1.9241197109222412","1.9241197109222412","705","705","705"
"1414000","2.056818962097168","2.056818962097168","2.056818962097168","706","706","706"
"1416000","1.989225149154663","1.989225149154663","1.989225149154663","707","707","707"
"1418000","1.9960180521011353","1.9960180521011353","1.9960180521011353","708","708","708"
"1420000","2.0133817195892334","2.0133817195892334","2.0133817195892334","709","709","709"
"1422000","2.1466119289398193","2.1466119289398193","2.1466119289398193","710","710","710"
"1424000","1.9101557731628418","1.9101557731628418","1.9101557731628418","711","711","711"
"1426000","2.1196095943450928","2.1196095943450928","2.1196095943450928","712","712","712"
"1428000","2.149451494216919","2.149451494216919","2.149451494216919","713","713","713"
"1430000","1.9252861738204956","1.9252861738204956","1.9252861738204956","714","714","714"
"1432000","2.0904242992401123","2.0904242992401123","2.0904242992401123","715","715","715"
"1434000","1.9268332719802856","1.9268332719802856","1.9268332719802856","716","716","716"
"1436000","1.9318081140518188","1.9318081140518188","1.9318081140518188","717","717","717"
"1438000","1.8580436706542969","1.8580436706542969","1.8580436706542969","718","718","718"
"1440000","1.5174155235290527","1.5174155235290527","1.5174155235290527","719","719","719"
"1442000","2.0288631916046143","2.0288631916046143","2.0288631916046143","720","720","720"
"1444000","2.0951030254364014","2.0951030254364014","2.0951030254364014","721","721","721"
"1446000","2.251983880996704","2.251983880996704","2.251983880996704","722","722","722"
"1448000","2.239755868911743","2.239755868911743","2.239755868911743","723","723","723"
"1450000","1.678035855293274","1.678035855293274","1.678035855293274","724","724","724"
"1452000","1.9553734064102173","1.9553734064102173","1.9553734064102173","725","725","725"
"1454000","2.0953996181488037","2.0953996181488037","2.0953996181488037","726","726","726"
"1456000","1.7317692041397095","1.7317692041397095","1.7317692041397095","727","727","727"
"1458000","2.219327449798584","2.219327449798584","2.219327449798584","728","728","728"
"1460000","1.961620807647705","1.961620807647705","1.961620807647705","729","729","729"
"1462000","2.197523593902588","2.197523593902588","2.197523593902588","730","730","730"
"1464000","2.173452615737915","2.173452615737915","2.173452615737915","731","731","731"
"1466000","2.121364116668701","2.121364116668701","2.121364116668701","732","732","732"
"1468000","1.995248794555664","1.995248794555664","1.995248794555664","733","733","733"
