"global_step","251221_DQN - rollout/exploration_rate","251221_DQN - rollout/exploration_rate__MIN","251221_DQN - rollout/exploration_rate__MAX","251221_DQN - _step","251221_DQN - _step__MIN","251221_DQN - _step__MAX"
"710000","0.05000000074505806","0.05000000074505806","0.05000000074505806","354","354","354"
"712000","0.05000000074505806","0.05000000074505806","0.05000000074505806","355","355","355"
"714000","0.05000000074505806","0.05000000074505806","0.05000000074505806","356","356","356"
"716000","0.05000000074505806","0.05000000074505806","0.05000000074505806","357","357","357"
"718000","0.05000000074505806","0.05000000074505806","0.05000000074505806","358","358","358"
"720000","0.05000000074505806","0.05000000074505806","0.05000000074505806","359","359","359"
"722000","0.05000000074505806","0.05000000074505806","0.05000000074505806","360","360","360"
"724000","0.05000000074505806","0.05000000074505806","0.05000000074505806","361","361","361"
"726000","0.05000000074505806","0.05000000074505806","0.05000000074505806","362","362","362"
"728000","0.05000000074505806","0.05000000074505806","0.05000000074505806","363","363","363"
"730000","0.05000000074505806","0.05000000074505806","0.05000000074505806","364","364","364"
"732000","0.05000000074505806","0.05000000074505806","0.05000000074505806","365","365","365"
"734000","0.05000000074505806","0.05000000074505806","0.05000000074505806","366","366","366"
"736000","0.05000000074505806","0.05000000074505806","0.05000000074505806","367","367","367"
"738000","0.05000000074505806","0.05000000074505806","0.05000000074505806","368","368","368"
"740000","0.05000000074505806","0.05000000074505806","0.05000000074505806","369","369","369"
"742000","0.05000000074505806","0.05000000074505806","0.05000000074505806","370","370","370"
"744000","0.05000000074505806","0.05000000074505806","0.05000000074505806","371","371","371"
"746000","0.05000000074505806","0.05000000074505806","0.05000000074505806","372","372","372"
"748000","0.05000000074505806","0.05000000074505806","0.05000000074505806","373","373","373"
"750000","0.05000000074505806","0.05000000074505806","0.05000000074505806","374","374","374"
"752000","0.05000000074505806","0.05000000074505806","0.05000000074505806","375","375","375"
"754000","0.05000000074505806","0.05000000074505806","0.05000000074505806","376","376","376"
"756000","0.05000000074505806","0.05000000074505806","0.05000000074505806","377","377","377"
"758000","0.05000000074505806","0.05000000074505806","0.05000000074505806","378","378","378"
"760000","0.05000000074505806","0.05000000074505806","0.05000000074505806","379","379","379"
"762000","0.05000000074505806","0.05000000074505806","0.05000000074505806","380","380","380"
"764000","0.05000000074505806","0.05000000074505806","0.05000000074505806","381","381","381"
"766000","0.05000000074505806","0.05000000074505806","0.05000000074505806","382","382","382"
"768000","0.05000000074505806","0.05000000074505806","0.05000000074505806","383","383","383"
"770000","0.05000000074505806","0.05000000074505806","0.05000000074505806","384","384","384"
"772000","0.05000000074505806","0.05000000074505806","0.05000000074505806","385","385","385"
"774000","0.05000000074505806","0.05000000074505806","0.05000000074505806","386","386","386"
"776000","0.05000000074505806","0.05000000074505806","0.05000000074505806","387","387","387"
"778000","0.05000000074505806","0.05000000074505806","0.05000000074505806","388","388","388"
"780000","0.05000000074505806","0.05000000074505806","0.05000000074505806","389","389","389"
"782000","0.05000000074505806","0.05000000074505806","0.05000000074505806","390","390","390"
"784000","0.05000000074505806","0.05000000074505806","0.05000000074505806","391","391","391"
"786000","0.05000000074505806","0.05000000074505806","0.05000000074505806","392","392","392"
"788000","0.05000000074505806","0.05000000074505806","0.05000000074505806","393","393","393"
"790000","0.05000000074505806","0.05000000074505806","0.05000000074505806","394","394","394"
"792000","0.05000000074505806","0.05000000074505806","0.05000000074505806","395","395","395"
"794000","0.05000000074505806","0.05000000074505806","0.05000000074505806","396","396","396"
"796000","0.05000000074505806","0.05000000074505806","0.05000000074505806","397","397","397"
"798000","0.05000000074505806","0.05000000074505806","0.05000000074505806","398","398","398"
"800000","0.05000000074505806","0.05000000074505806","0.05000000074505806","399","399","399"
"802000","0.05000000074505806","0.05000000074505806","0.05000000074505806","400","400","400"
"804000","0.05000000074505806","0.05000000074505806","0.05000000074505806","401","401","401"
"806000","0.05000000074505806","0.05000000074505806","0.05000000074505806","402","402","402"
"808000","0.05000000074505806","0.05000000074505806","0.05000000074505806","403","403","403"
"810000","0.05000000074505806","0.05000000074505806","0.05000000074505806","404","404","404"
"812000","0.05000000074505806","0.05000000074505806","0.05000000074505806","405","405","405"
"814000","0.05000000074505806","0.05000000074505806","0.05000000074505806","406","406","406"
"816000","0.05000000074505806","0.05000000074505806","0.05000000074505806","407","407","407"
"818000","0.05000000074505806","0.05000000074505806","0.05000000074505806","408","408","408"
"820000","0.05000000074505806","0.05000000074505806","0.05000000074505806","409","409","409"
"822000","0.05000000074505806","0.05000000074505806","0.05000000074505806","410","410","410"
"824000","0.05000000074505806","0.05000000074505806","0.05000000074505806","411","411","411"
"826000","0.05000000074505806","0.05000000074505806","0.05000000074505806","412","412","412"
"828000","0.05000000074505806","0.05000000074505806","0.05000000074505806","413","413","413"
"830000","0.05000000074505806","0.05000000074505806","0.05000000074505806","414","414","414"
"832000","0.05000000074505806","0.05000000074505806","0.05000000074505806","415","415","415"
"834000","0.05000000074505806","0.05000000074505806","0.05000000074505806","416","416","416"
"836000","0.05000000074505806","0.05000000074505806","0.05000000074505806","417","417","417"
"838000","0.05000000074505806","0.05000000074505806","0.05000000074505806","418","418","418"
"840000","0.05000000074505806","0.05000000074505806","0.05000000074505806","419","419","419"
"842000","0.05000000074505806","0.05000000074505806","0.05000000074505806","420","420","420"
"844000","0.05000000074505806","0.05000000074505806","0.05000000074505806","421","421","421"
"846000","0.05000000074505806","0.05000000074505806","0.05000000074505806","422","422","422"
"848000","0.05000000074505806","0.05000000074505806","0.05000000074505806","423","423","423"
"850000","0.05000000074505806","0.05000000074505806","0.05000000074505806","424","424","424"
"852000","0.05000000074505806","0.05000000074505806","0.05000000074505806","425","425","425"
"854000","0.05000000074505806","0.05000000074505806","0.05000000074505806","426","426","426"
"856000","0.05000000074505806","0.05000000074505806","0.05000000074505806","427","427","427"
"858000","0.05000000074505806","0.05000000074505806","0.05000000074505806","428","428","428"
"860000","0.05000000074505806","0.05000000074505806","0.05000000074505806","429","429","429"
"862000","0.05000000074505806","0.05000000074505806","0.05000000074505806","430","430","430"
"864000","0.05000000074505806","0.05000000074505806","0.05000000074505806","431","431","431"
"866000","0.05000000074505806","0.05000000074505806","0.05000000074505806","432","432","432"
"868000","0.05000000074505806","0.05000000074505806","0.05000000074505806","433","433","433"
"870000","0.05000000074505806","0.05000000074505806","0.05000000074505806","434","434","434"
"872000","0.05000000074505806","0.05000000074505806","0.05000000074505806","435","435","435"
"874000","0.05000000074505806","0.05000000074505806","0.05000000074505806","436","436","436"
"876000","0.05000000074505806","0.05000000074505806","0.05000000074505806","437","437","437"
"878000","0.05000000074505806","0.05000000074505806","0.05000000074505806","438","438","438"
"880000","0.05000000074505806","0.05000000074505806","0.05000000074505806","439","439","439"
"882000","0.05000000074505806","0.05000000074505806","0.05000000074505806","440","440","440"
"884000","0.05000000074505806","0.05000000074505806","0.05000000074505806","441","441","441"
"886000","0.05000000074505806","0.05000000074505806","0.05000000074505806","442","442","442"
"888000","0.05000000074505806","0.05000000074505806","0.05000000074505806","443","443","443"
"890000","0.05000000074505806","0.05000000074505806","0.05000000074505806","444","444","444"
"892000","0.05000000074505806","0.05000000074505806","0.05000000074505806","445","445","445"
"894000","0.05000000074505806","0.05000000074505806","0.05000000074505806","446","446","446"
"896000","0.05000000074505806","0.05000000074505806","0.05000000074505806","447","447","447"
"898000","0.05000000074505806","0.05000000074505806","0.05000000074505806","448","448","448"
"900000","0.05000000074505806","0.05000000074505806","0.05000000074505806","449","449","449"
"902000","0.05000000074505806","0.05000000074505806","0.05000000074505806","450","450","450"
"904000","0.05000000074505806","0.05000000074505806","0.05000000074505806","451","451","451"
"906000","0.05000000074505806","0.05000000074505806","0.05000000074505806","452","452","452"
"908000","0.05000000074505806","0.05000000074505806","0.05000000074505806","453","453","453"
"910000","0.05000000074505806","0.05000000074505806","0.05000000074505806","454","454","454"
"912000","0.05000000074505806","0.05000000074505806","0.05000000074505806","455","455","455"
"914000","0.05000000074505806","0.05000000074505806","0.05000000074505806","456","456","456"
"916000","0.05000000074505806","0.05000000074505806","0.05000000074505806","457","457","457"
"918000","0.05000000074505806","0.05000000074505806","0.05000000074505806","458","458","458"
"920000","0.05000000074505806","0.05000000074505806","0.05000000074505806","459","459","459"
"922000","0.05000000074505806","0.05000000074505806","0.05000000074505806","460","460","460"
"924000","0.05000000074505806","0.05000000074505806","0.05000000074505806","461","461","461"
"926000","0.05000000074505806","0.05000000074505806","0.05000000074505806","462","462","462"
"928000","0.05000000074505806","0.05000000074505806","0.05000000074505806","463","463","463"
"930000","0.05000000074505806","0.05000000074505806","0.05000000074505806","464","464","464"
"932000","0.05000000074505806","0.05000000074505806","0.05000000074505806","465","465","465"
"934000","0.05000000074505806","0.05000000074505806","0.05000000074505806","466","466","466"
"936000","0.05000000074505806","0.05000000074505806","0.05000000074505806","467","467","467"
"938000","0.05000000074505806","0.05000000074505806","0.05000000074505806","468","468","468"
"940000","0.05000000074505806","0.05000000074505806","0.05000000074505806","469","469","469"
"942000","0.05000000074505806","0.05000000074505806","0.05000000074505806","470","470","470"
"944000","0.05000000074505806","0.05000000074505806","0.05000000074505806","471","471","471"
"946000","0.05000000074505806","0.05000000074505806","0.05000000074505806","472","472","472"
"948000","0.05000000074505806","0.05000000074505806","0.05000000074505806","473","473","473"
"950000","0.05000000074505806","0.05000000074505806","0.05000000074505806","474","474","474"
"952000","0.05000000074505806","0.05000000074505806","0.05000000074505806","475","475","475"
"954000","0.05000000074505806","0.05000000074505806","0.05000000074505806","476","476","476"
"956000","0.05000000074505806","0.05000000074505806","0.05000000074505806","477","477","477"
"958000","0.05000000074505806","0.05000000074505806","0.05000000074505806","478","478","478"
"960000","0.05000000074505806","0.05000000074505806","0.05000000074505806","479","479","479"
"962000","0.05000000074505806","0.05000000074505806","0.05000000074505806","480","480","480"
"964000","0.05000000074505806","0.05000000074505806","0.05000000074505806","481","481","481"
"966000","0.05000000074505806","0.05000000074505806","0.05000000074505806","482","482","482"
"968000","0.05000000074505806","0.05000000074505806","0.05000000074505806","483","483","483"
"970000","0.05000000074505806","0.05000000074505806","0.05000000074505806","484","484","484"
"972000","0.05000000074505806","0.05000000074505806","0.05000000074505806","485","485","485"
"974000","0.05000000074505806","0.05000000074505806","0.05000000074505806","486","486","486"
"976000","0.05000000074505806","0.05000000074505806","0.05000000074505806","487","487","487"
"978000","0.05000000074505806","0.05000000074505806","0.05000000074505806","488","488","488"
"980000","0.05000000074505806","0.05000000074505806","0.05000000074505806","489","489","489"
"982000","0.05000000074505806","0.05000000074505806","0.05000000074505806","490","490","490"
"984000","0.05000000074505806","0.05000000074505806","0.05000000074505806","491","491","491"
"986000","0.05000000074505806","0.05000000074505806","0.05000000074505806","492","492","492"
"988000","0.05000000074505806","0.05000000074505806","0.05000000074505806","493","493","493"
"990000","0.05000000074505806","0.05000000074505806","0.05000000074505806","494","494","494"
"992000","0.05000000074505806","0.05000000074505806","0.05000000074505806","495","495","495"
"994000","0.05000000074505806","0.05000000074505806","0.05000000074505806","496","496","496"
"996000","0.05000000074505806","0.05000000074505806","0.05000000074505806","497","497","497"
"998000","0.05000000074505806","0.05000000074505806","0.05000000074505806","498","498","498"
"1000000","0.05000000074505806","0.05000000074505806","0.05000000074505806","499","499","499"
"1002000","0.05000000074505806","0.05000000074505806","0.05000000074505806","500","500","500"
"1004000","0.05000000074505806","0.05000000074505806","0.05000000074505806","501","501","501"
"1006000","0.05000000074505806","0.05000000074505806","0.05000000074505806","502","502","502"
"1008000","0.05000000074505806","0.05000000074505806","0.05000000074505806","503","503","503"
"1010000","0.05000000074505806","0.05000000074505806","0.05000000074505806","504","504","504"
"1012000","0.05000000074505806","0.05000000074505806","0.05000000074505806","505","505","505"
"1014000","0.05000000074505806","0.05000000074505806","0.05000000074505806","506","506","506"
"1016000","0.05000000074505806","0.05000000074505806","0.05000000074505806","507","507","507"
"1018000","0.05000000074505806","0.05000000074505806","0.05000000074505806","508","508","508"
"1020000","0.05000000074505806","0.05000000074505806","0.05000000074505806","509","509","509"
"1022000","0.05000000074505806","0.05000000074505806","0.05000000074505806","510","510","510"
"1024000","0.05000000074505806","0.05000000074505806","0.05000000074505806","511","511","511"
"1026000","0.05000000074505806","0.05000000074505806","0.05000000074505806","512","512","512"
"1028000","0.05000000074505806","0.05000000074505806","0.05000000074505806","513","513","513"
"1030000","0.05000000074505806","0.05000000074505806","0.05000000074505806","514","514","514"
"1032000","0.05000000074505806","0.05000000074505806","0.05000000074505806","515","515","515"
"1034000","0.05000000074505806","0.05000000074505806","0.05000000074505806","516","516","516"
"1036000","0.05000000074505806","0.05000000074505806","0.05000000074505806","517","517","517"
"1038000","0.05000000074505806","0.05000000074505806","0.05000000074505806","518","518","518"
"1040000","0.05000000074505806","0.05000000074505806","0.05000000074505806","519","519","519"
"1042000","0.05000000074505806","0.05000000074505806","0.05000000074505806","520","520","520"
"1044000","0.05000000074505806","0.05000000074505806","0.05000000074505806","521","521","521"
"1046000","0.05000000074505806","0.05000000074505806","0.05000000074505806","522","522","522"
"1048000","0.05000000074505806","0.05000000074505806","0.05000000074505806","523","523","523"
"1050000","0.05000000074505806","0.05000000074505806","0.05000000074505806","524","524","524"
"1052000","0.05000000074505806","0.05000000074505806","0.05000000074505806","525","525","525"
"1054000","0.05000000074505806","0.05000000074505806","0.05000000074505806","526","526","526"
"1056000","0.05000000074505806","0.05000000074505806","0.05000000074505806","527","527","527"
"1058000","0.05000000074505806","0.05000000074505806","0.05000000074505806","528","528","528"
"1060000","0.05000000074505806","0.05000000074505806","0.05000000074505806","529","529","529"
"1062000","0.05000000074505806","0.05000000074505806","0.05000000074505806","530","530","530"
"1064000","0.05000000074505806","0.05000000074505806","0.05000000074505806","531","531","531"
"1066000","0.05000000074505806","0.05000000074505806","0.05000000074505806","532","532","532"
"1068000","0.05000000074505806","0.05000000074505806","0.05000000074505806","533","533","533"
"1070000","0.05000000074505806","0.05000000074505806","0.05000000074505806","534","534","534"
"1072000","0.05000000074505806","0.05000000074505806","0.05000000074505806","535","535","535"
"1074000","0.05000000074505806","0.05000000074505806","0.05000000074505806","536","536","536"
"1076000","0.05000000074505806","0.05000000074505806","0.05000000074505806","537","537","537"
"1078000","0.05000000074505806","0.05000000074505806","0.05000000074505806","538","538","538"
"1080000","0.05000000074505806","0.05000000074505806","0.05000000074505806","539","539","539"
"1082000","0.05000000074505806","0.05000000074505806","0.05000000074505806","540","540","540"
"1084000","0.05000000074505806","0.05000000074505806","0.05000000074505806","541","541","541"
"1086000","0.05000000074505806","0.05000000074505806","0.05000000074505806","542","542","542"
"1088000","0.05000000074505806","0.05000000074505806","0.05000000074505806","543","543","543"
"1090000","0.05000000074505806","0.05000000074505806","0.05000000074505806","544","544","544"
"1092000","0.05000000074505806","0.05000000074505806","0.05000000074505806","545","545","545"
"1094000","0.05000000074505806","0.05000000074505806","0.05000000074505806","546","546","546"
"1096000","0.05000000074505806","0.05000000074505806","0.05000000074505806","547","547","547"
"1098000","0.05000000074505806","0.05000000074505806","0.05000000074505806","548","548","548"
"1100000","0.05000000074505806","0.05000000074505806","0.05000000074505806","549","549","549"
"1102000","0.05000000074505806","0.05000000074505806","0.05000000074505806","550","550","550"
"1104000","0.05000000074505806","0.05000000074505806","0.05000000074505806","551","551","551"
"1106000","0.05000000074505806","0.05000000074505806","0.05000000074505806","552","552","552"
"1108000","0.05000000074505806","0.05000000074505806","0.05000000074505806","553","553","553"
"1110000","0.05000000074505806","0.05000000074505806","0.05000000074505806","554","554","554"
"1112000","0.05000000074505806","0.05000000074505806","0.05000000074505806","555","555","555"
"1114000","0.05000000074505806","0.05000000074505806","0.05000000074505806","556","556","556"
"1116000","0.05000000074505806","0.05000000074505806","0.05000000074505806","557","557","557"
"1118000","0.05000000074505806","0.05000000074505806","0.05000000074505806","558","558","558"
"1120000","0.05000000074505806","0.05000000074505806","0.05000000074505806","559","559","559"
"1122000","0.05000000074505806","0.05000000074505806","0.05000000074505806","560","560","560"
"1124000","0.05000000074505806","0.05000000074505806","0.05000000074505806","561","561","561"
"1126000","0.05000000074505806","0.05000000074505806","0.05000000074505806","562","562","562"
"1128000","0.05000000074505806","0.05000000074505806","0.05000000074505806","563","563","563"
"1130000","0.05000000074505806","0.05000000074505806","0.05000000074505806","564","564","564"
"1132000","0.05000000074505806","0.05000000074505806","0.05000000074505806","565","565","565"
"1134000","0.05000000074505806","0.05000000074505806","0.05000000074505806","566","566","566"
"1136000","0.05000000074505806","0.05000000074505806","0.05000000074505806","567","567","567"
"1138000","0.05000000074505806","0.05000000074505806","0.05000000074505806","568","568","568"
"1140000","0.05000000074505806","0.05000000074505806","0.05000000074505806","569","569","569"
"1142000","0.05000000074505806","0.05000000074505806","0.05000000074505806","570","570","570"
"1144000","0.05000000074505806","0.05000000074505806","0.05000000074505806","571","571","571"
"1146000","0.05000000074505806","0.05000000074505806","0.05000000074505806","572","572","572"
"1148000","0.05000000074505806","0.05000000074505806","0.05000000074505806","573","573","573"
"1150000","0.05000000074505806","0.05000000074505806","0.05000000074505806","574","574","574"
"1152000","0.05000000074505806","0.05000000074505806","0.05000000074505806","575","575","575"
"1154000","0.05000000074505806","0.05000000074505806","0.05000000074505806","576","576","576"
"1156000","0.05000000074505806","0.05000000074505806","0.05000000074505806","577","577","577"
"1158000","0.05000000074505806","0.05000000074505806","0.05000000074505806","578","578","578"
"1160000","0.05000000074505806","0.05000000074505806","0.05000000074505806","579","579","579"
"1162000","0.05000000074505806","0.05000000074505806","0.05000000074505806","580","580","580"
"1164000","0.05000000074505806","0.05000000074505806","0.05000000074505806","581","581","581"
"1166000","0.05000000074505806","0.05000000074505806","0.05000000074505806","582","582","582"
"1168000","0.05000000074505806","0.05000000074505806","0.05000000074505806","583","583","583"
"1170000","0.05000000074505806","0.05000000074505806","0.05000000074505806","584","584","584"
"1172000","0.05000000074505806","0.05000000074505806","0.05000000074505806","585","585","585"
"1174000","0.05000000074505806","0.05000000074505806","0.05000000074505806","586","586","586"
"1176000","0.05000000074505806","0.05000000074505806","0.05000000074505806","587","587","587"
"1178000","0.05000000074505806","0.05000000074505806","0.05000000074505806","588","588","588"
"1180000","0.05000000074505806","0.05000000074505806","0.05000000074505806","589","589","589"
"1182000","0.05000000074505806","0.05000000074505806","0.05000000074505806","590","590","590"
"1184000","0.05000000074505806","0.05000000074505806","0.05000000074505806","591","591","591"
"1186000","0.05000000074505806","0.05000000074505806","0.05000000074505806","592","592","592"
"1188000","0.05000000074505806","0.05000000074505806","0.05000000074505806","593","593","593"
"1190000","0.05000000074505806","0.05000000074505806","0.05000000074505806","594","594","594"
"1192000","0.05000000074505806","0.05000000074505806","0.05000000074505806","595","595","595"
"1194000","0.05000000074505806","0.05000000074505806","0.05000000074505806","596","596","596"
"1196000","0.05000000074505806","0.05000000074505806","0.05000000074505806","597","597","597"
"1198000","0.05000000074505806","0.05000000074505806","0.05000000074505806","598","598","598"
"1200000","0.05000000074505806","0.05000000074505806","0.05000000074505806","599","599","599"
"1202000","0.05000000074505806","0.05000000074505806","0.05000000074505806","600","600","600"
"1204000","0.05000000074505806","0.05000000074505806","0.05000000074505806","601","601","601"
"1206000","0.05000000074505806","0.05000000074505806","0.05000000074505806","602","602","602"
"1208000","0.05000000074505806","0.05000000074505806","0.05000000074505806","603","603","603"
"1210000","0.05000000074505806","0.05000000074505806","0.05000000074505806","604","604","604"
"1212000","0.05000000074505806","0.05000000074505806","0.05000000074505806","605","605","605"
"1214000","0.05000000074505806","0.05000000074505806","0.05000000074505806","606","606","606"
"1216000","0.05000000074505806","0.05000000074505806","0.05000000074505806","607","607","607"
"1218000","0.05000000074505806","0.05000000074505806","0.05000000074505806","608","608","608"
"1220000","0.05000000074505806","0.05000000074505806","0.05000000074505806","609","609","609"
"1222000","0.05000000074505806","0.05000000074505806","0.05000000074505806","610","610","610"
"1224000","0.05000000074505806","0.05000000074505806","0.05000000074505806","611","611","611"
"1226000","0.05000000074505806","0.05000000074505806","0.05000000074505806","612","612","612"
"1228000","0.05000000074505806","0.05000000074505806","0.05000000074505806","613","613","613"
"1230000","0.05000000074505806","0.05000000074505806","0.05000000074505806","614","614","614"
"1232000","0.05000000074505806","0.05000000074505806","0.05000000074505806","615","615","615"
"1234000","0.05000000074505806","0.05000000074505806","0.05000000074505806","616","616","616"
"1236000","0.05000000074505806","0.05000000074505806","0.05000000074505806","617","617","617"
"1238000","0.05000000074505806","0.05000000074505806","0.05000000074505806","618","618","618"
"1240000","0.05000000074505806","0.05000000074505806","0.05000000074505806","619","619","619"
"1242000","0.05000000074505806","0.05000000074505806","0.05000000074505806","620","620","620"
"1244000","0.05000000074505806","0.05000000074505806","0.05000000074505806","621","621","621"
"1246000","0.05000000074505806","0.05000000074505806","0.05000000074505806","622","622","622"
"1248000","0.05000000074505806","0.05000000074505806","0.05000000074505806","623","623","623"
"1250000","0.05000000074505806","0.05000000074505806","0.05000000074505806","624","624","624"
"1252000","0.05000000074505806","0.05000000074505806","0.05000000074505806","625","625","625"
"1254000","0.05000000074505806","0.05000000074505806","0.05000000074505806","626","626","626"
"1256000","0.05000000074505806","0.05000000074505806","0.05000000074505806","627","627","627"
"1258000","0.05000000074505806","0.05000000074505806","0.05000000074505806","628","628","628"
"1260000","0.05000000074505806","0.05000000074505806","0.05000000074505806","629","629","629"
"1262000","0.05000000074505806","0.05000000074505806","0.05000000074505806","630","630","630"
"1264000","0.05000000074505806","0.05000000074505806","0.05000000074505806","631","631","631"
"1266000","0.05000000074505806","0.05000000074505806","0.05000000074505806","632","632","632"
"1268000","0.05000000074505806","0.05000000074505806","0.05000000074505806","633","633","633"
"1270000","0.05000000074505806","0.05000000074505806","0.05000000074505806","634","634","634"
"1272000","0.05000000074505806","0.05000000074505806","0.05000000074505806","635","635","635"
"1274000","0.05000000074505806","0.05000000074505806","0.05000000074505806","636","636","636"
"1276000","0.05000000074505806","0.05000000074505806","0.05000000074505806","637","637","637"
"1278000","0.05000000074505806","0.05000000074505806","0.05000000074505806","638","638","638"
"1280000","0.05000000074505806","0.05000000074505806","0.05000000074505806","639","639","639"
"1282000","0.05000000074505806","0.05000000074505806","0.05000000074505806","640","640","640"
"1284000","0.05000000074505806","0.05000000074505806","0.05000000074505806","641","641","641"
"1286000","0.05000000074505806","0.05000000074505806","0.05000000074505806","642","642","642"
"1288000","0.05000000074505806","0.05000000074505806","0.05000000074505806","643","643","643"
"1290000","0.05000000074505806","0.05000000074505806","0.05000000074505806","644","644","644"
"1292000","0.05000000074505806","0.05000000074505806","0.05000000074505806","645","645","645"
"1294000","0.05000000074505806","0.05000000074505806","0.05000000074505806","646","646","646"
"1296000","0.05000000074505806","0.05000000074505806","0.05000000074505806","647","647","647"
"1298000","0.05000000074505806","0.05000000074505806","0.05000000074505806","648","648","648"
"1300000","0.05000000074505806","0.05000000074505806","0.05000000074505806","649","649","649"
"1302000","0.05000000074505806","0.05000000074505806","0.05000000074505806","650","650","650"
"1304000","0.05000000074505806","0.05000000074505806","0.05000000074505806","651","651","651"
"1306000","0.05000000074505806","0.05000000074505806","0.05000000074505806","652","652","652"
"1308000","0.05000000074505806","0.05000000074505806","0.05000000074505806","653","653","653"
"1310000","0.05000000074505806","0.05000000074505806","0.05000000074505806","654","654","654"
"1312000","0.05000000074505806","0.05000000074505806","0.05000000074505806","655","655","655"
"1314000","0.05000000074505806","0.05000000074505806","0.05000000074505806","656","656","656"
"1316000","0.05000000074505806","0.05000000074505806","0.05000000074505806","657","657","657"
"1318000","0.05000000074505806","0.05000000074505806","0.05000000074505806","658","658","658"
"1320000","0.05000000074505806","0.05000000074505806","0.05000000074505806","659","659","659"
"1322000","0.05000000074505806","0.05000000074505806","0.05000000074505806","660","660","660"
"1324000","0.05000000074505806","0.05000000074505806","0.05000000074505806","661","661","661"
"1326000","0.05000000074505806","0.05000000074505806","0.05000000074505806","662","662","662"
"1328000","0.05000000074505806","0.05000000074505806","0.05000000074505806","663","663","663"
"1330000","0.05000000074505806","0.05000000074505806","0.05000000074505806","664","664","664"
"1332000","0.05000000074505806","0.05000000074505806","0.05000000074505806","665","665","665"
"1334000","0.05000000074505806","0.05000000074505806","0.05000000074505806","666","666","666"
"1336000","0.05000000074505806","0.05000000074505806","0.05000000074505806","667","667","667"
"1338000","0.05000000074505806","0.05000000074505806","0.05000000074505806","668","668","668"
"1340000","0.05000000074505806","0.05000000074505806","0.05000000074505806","669","669","669"
"1342000","0.05000000074505806","0.05000000074505806","0.05000000074505806","670","670","670"
"1344000","0.05000000074505806","0.05000000074505806","0.05000000074505806","671","671","671"
"1346000","0.05000000074505806","0.05000000074505806","0.05000000074505806","672","672","672"
"1348000","0.05000000074505806","0.05000000074505806","0.05000000074505806","673","673","673"
"1350000","0.05000000074505806","0.05000000074505806","0.05000000074505806","674","674","674"
"1352000","0.05000000074505806","0.05000000074505806","0.05000000074505806","675","675","675"
"1354000","0.05000000074505806","0.05000000074505806","0.05000000074505806","676","676","676"
"1356000","0.05000000074505806","0.05000000074505806","0.05000000074505806","677","677","677"
"1358000","0.05000000074505806","0.05000000074505806","0.05000000074505806","678","678","678"
"1360000","0.05000000074505806","0.05000000074505806","0.05000000074505806","679","679","679"
"1362000","0.05000000074505806","0.05000000074505806","0.05000000074505806","680","680","680"
"1364000","0.05000000074505806","0.05000000074505806","0.05000000074505806","681","681","681"
"1366000","0.05000000074505806","0.05000000074505806","0.05000000074505806","682","682","682"
"1368000","0.05000000074505806","0.05000000074505806","0.05000000074505806","683","683","683"
"1370000","0.05000000074505806","0.05000000074505806","0.05000000074505806","684","684","684"
"1372000","0.05000000074505806","0.05000000074505806","0.05000000074505806","685","685","685"
"1374000","0.05000000074505806","0.05000000074505806","0.05000000074505806","686","686","686"
"1376000","0.05000000074505806","0.05000000074505806","0.05000000074505806","687","687","687"
"1378000","0.05000000074505806","0.05000000074505806","0.05000000074505806","688","688","688"
"1380000","0.05000000074505806","0.05000000074505806","0.05000000074505806","689","689","689"
"1382000","0.05000000074505806","0.05000000074505806","0.05000000074505806","690","690","690"
"1384000","0.05000000074505806","0.05000000074505806","0.05000000074505806","691","691","691"
"1386000","0.05000000074505806","0.05000000074505806","0.05000000074505806","692","692","692"
"1388000","0.05000000074505806","0.05000000074505806","0.05000000074505806","693","693","693"
"1390000","0.05000000074505806","0.05000000074505806","0.05000000074505806","694","694","694"
"1392000","0.05000000074505806","0.05000000074505806","0.05000000074505806","695","695","695"
"1394000","0.05000000074505806","0.05000000074505806","0.05000000074505806","696","696","696"
"1396000","0.05000000074505806","0.05000000074505806","0.05000000074505806","697","697","697"
"1398000","0.05000000074505806","0.05000000074505806","0.05000000074505806","698","698","698"
"1400000","0.05000000074505806","0.05000000074505806","0.05000000074505806","699","699","699"
"1402000","0.05000000074505806","0.05000000074505806","0.05000000074505806","700","700","700"
"1404000","0.05000000074505806","0.05000000074505806","0.05000000074505806","701","701","701"
"1406000","0.05000000074505806","0.05000000074505806","0.05000000074505806","702","702","702"
"1408000","0.05000000074505806","0.05000000074505806","0.05000000074505806","703","703","703"
"1410000","0.05000000074505806","0.05000000074505806","0.05000000074505806","704","704","704"
"1412000","0.05000000074505806","0.05000000074505806","0.05000000074505806","705","705","705"
"1414000","0.05000000074505806","0.05000000074505806","0.05000000074505806","706","706","706"
"1416000","0.05000000074505806","0.05000000074505806","0.05000000074505806","707","707","707"
"1418000","0.05000000074505806","0.05000000074505806","0.05000000074505806","708","708","708"
"1420000","0.05000000074505806","0.05000000074505806","0.05000000074505806","709","709","709"
"1422000","0.05000000074505806","0.05000000074505806","0.05000000074505806","710","710","710"
"1424000","0.05000000074505806","0.05000000074505806","0.05000000074505806","711","711","711"
"1426000","0.05000000074505806","0.05000000074505806","0.05000000074505806","712","712","712"
